Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser
yota,Yota YotaPhone 3,https://fdn2.gsmarena.com/vv/bigpic/yotaphone-3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Secondary always-on grayscale capacitive touchscreen, 720 x 1280 pixels (282 ppi), 5.2 inches",HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE","2017, August","Available. Released 2017, September",153.6 x 75.2 x 7.9 mm (6.05 x 2.96 x 0.31 in),170 g (6.00 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",eMMC 5.1,"Android 7.1.1 (Nougat), Yota 3",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,No,"64GB 4GB RAM, 128GB 4GB RAM",,"Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"12 MP, f/1.9, AF",,,Yes,No,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,FM radio,Type-C 1.0 reversible connector,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 3300 mAh, non-removable",Fast charging 18W,Black,,About 310 EUR,Corning Gorilla Glass 4,,,,,,,,,,,,"13 MP, f/2.2",,,,,,,,,,,,,,,,,,
yota,Yota YotaPhone 2,https://fdn2.gsmarena.com/vv/bigpic/yotaphone-2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Secondary always-on grayscale capacitive touchscreen, 540 x 960 pixels (235 ppi), 4.7 inches",HSDPA 850 / 900 / 1900 / 2100,"3, 7, 20",,"HSPA, LTE Cat4 150/50 Mbps","2014, February. Released 2014, December",Discontinued,144.9 x 69.4 x 9 mm (5.70 x 2.73 x 0.35 in),145 g (5.11 oz),"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame",Nano-SIM,"AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.6 cm2 (~68.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~442 ppi density)",eMMC 5.0,"Android 4.4.3 (KitKat), upgradable to 6.0 (Marshmallow)",Qualcomm Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,No,32GB 2GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",Yes,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2500 mAh, non-removable",Qi wireless charging,"Black, White","YD201, YD206",About 150 EUR,Corning Gorilla Glass 3,,Basemark OS II 2.0: 1021Basemark X: 9877,"Contrast ratio: Infinite (nominal), 3.453 (sunlight)",Photo / Video,Voice 66dB / Noise 65dB / Ring 69dB,Endurance rating 57h,,,,,,2.1 MP,Noise -92.1dB / Crosstalk -90.7dB,,,Up to 397 h (2G) / Up to 406 h (3G),,Up to 41 h 40 min (2G) / Up to 26 h (3G),Up to 92 h,,,,0.29 W/kg (head)     0.27 W/kg (body),,,,,,,
yota,Yota YotaPhone,https://fdn2.gsmarena.com/vv/bigpic/yotaphone-1.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,"Secondary always-on grayscale capacitive touchscreen, 360 x 640 pixels (170 ppi), 4.3 inches",HSDPA 900 / 2100 / 1800,"3, 7, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat3 100/50 Mbps","2012, December. Released 2013, November",Discontinued,133.6 x 67 x 10 mm (5.26 x 2.64 x 0.39 in),146 g (5.15 oz),"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame",Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~56.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)",,Android 4.2.2 (Jelly Bean),Qualcomm MSM8960T Snapdragon S4 Pro,Dual-core 1.7 GHz Krait,Adreno 320,No,32GB 2GB RAM,,LED flash,1080p@30fps,"13 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",,No,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 1800 mAh, non-removable",,"Black, White",,About 420 EUR,Corning Gorilla Glass,,,,,,,,,,,,1 MP,,,,Up to 282 h (2G) / Up to 327 h (3G),,Up to 22 h (2G) / Up to 15 h (3G),Up to 48 h,,,,0.57 W/kg (head)     0.28 W/kg (body),,,,,,,
