Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1
fairphone,Fairphone 3+,https://fdn2.gsmarena.com/vv/bigpic/fairphone3-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"1, 2, 3, 4, 5, 7, 8, 13, 20, 26","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/150 Mbps","2020, August 27","Available. Released 2020, September 14",158 x 71.8 x 9.9 mm (6.22 x 2.83 x 0.39 in),189 g (6.67 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.65 inches, 82.4 cm2 (~72.6% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~427 ppi density)",Corning Gorilla Glass 5,Android 10,Qualcomm SDM632 Snapdragon 632 (14 nm),Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),Adreno 506,microSDXC (dedicated slot),64GB 4GB RAM,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.0, (wide), 1/3.1""","1080p@30fps, gyro-EIS",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO",Yes,,Unspecified,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3040 mAh, removable",Black,About 470 EUR,,,,,,,,,,,,,,,,0.41 W/kg (head)     1.41 W/kg (body),HDR,,,,,,,,,,,,
fairphone,Fairphone 3,https://fdn2.gsmarena.com/vv/bigpic/fairphone3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"1, 2, 3, 4, 5, 7, 8, 13, 20, 26","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/150 Mbps","2019, August 27","Available. Released 2019, September 03",158 x 71.8 x 9.9 mm (6.22 x 2.83 x 0.39 in),189 g (6.67 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.65 inches, 82.4 cm2 (~72.6% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~427 ppi density)",Corning Gorilla Glass 5,Android 9.0 (Pie),Qualcomm SDM632 Snapdragon 632 (14 nm),Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),Adreno 506,microSDXC (dedicated slot),64GB 4GB RAM,"12 MP, f/1.8, (wide), 1/2.55"", 1.4µm, dual pixel PDAF","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","8 MP, f/2.0, (wide), 1/4.0""","1080p@30fps, gyro-EIS",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO",Yes,,Unspecified,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, removable",Black,About 450 EUR,,,,,,,,,,,,,,,,0.39 W/kg (head)     1.41 W/kg (body),,,,,,,,,,,,,
