Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1,SAR EU
jolla,Jolla Jolla C,https://fdn2.gsmarena.com/vv/bigpic/jolla-c.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2016, May","Available. Released 2016, May",142 x 72 x 9.6 mm (5.59 x 2.83 x 0.38 in),150 g (5.29 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",eMMC 4.5,Sailfish 2.0,Quad-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),16GB 2GB RAM,"8 MP, AF",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, proximity",,Android app compatibility MP4/H.264/WMV player MP3/eAAC+/WMA/WAV/Flac player Document viewer Photo viewer,"Li-Ion 2500 mAh, removable (7.98 Wh)",,,Black/Red,About 170 EUR,Qualcomm MSM8909v2 Snapdragon 212 (28 nm),Adreno 304,LED flash,,,,,,,,,,,,"1, 3, 7, 20",,,,,,,,,,,,,,,,,,,,
jolla,Jolla Tablet,https://fdn2.gsmarena.com/vv/bigpic/jolla-tablet.jpg,No cellular connectivity,N/A,,,"2014, November",Cancelled,203 x 137 x 8.3 mm (7.99 x 5.39 x 0.33 in),384 g (13.55 oz),,No,"IPS LCD capacitive touchscreen, 16M colors","7.85 inches, 186.2 cm2 (~67.0% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~330 ppi density)",Android app compatibility MP4/H.264 player MP3/WAV/eAAC+ player Photo/video editor Document viewer,Sailfish 2.0,Quad-core 1.8 GHz,"microSD, up to 128 GB (dedicated slot) - non microSDXC compliant","32GB 2GB RAM, 64GB 2GB RAM","5 MP, AF",1080p@60fps,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band",3.0,"A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",,,"Li-Ion 4450 mAh, non-removable",,,Black,About 170 EUR,Intel Atom Z3735F,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jolla,Jolla Jolla,https://fdn2.gsmarena.com/vv/bigpic/jolla-jolla.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,"HSPA, LTE","2013, May. Released 2013, November",Discontinued,131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in),141 g (4.97 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",eMMC 4.5,"Sailfish 1, upgradable to 2.0",Dual-core 1.4 GHz Krait 300,microSDHC (dedicated slot),16GB 1GB RAM,"8 MP, f/2.4, AF",1080p@30fps,2 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",No,2.0,"Accelerometer, gyro, proximity, compass",,Android app compatibility MP4/H.264/WMV player MP3/eAAC+/WMA/WAV/Flac player Document viewer Photo viewer,"Li-Ion 2100 mAh, removable (7.98 Wh)",Up to 500 h (2G) / Up to 500 h (3G),Up to 9 h (2G) / Up to 10 h (3G),"Black, Orange, Green, White",About 180 EUR,Qualcomm Snapdragon 400 (28 nm),Adreno 305,LED flash,,,,,,,,,,,,"3, 7, 20",,Yes,,,,,,,,,,,,,Corning Gorilla Glass 2,,,,,0.55 W/kg (head)     1.47 W/kg (body)
