Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Chipset,GPU,Quad,Features_1,Charging,Triple,Models,SAR,128GB 6GB RAM,128GB 8GB RAM,NFC,64GB 6GB RAM,5G bands,32GB 3GB RAM,64GB 4GB RAM,64GB 3GB RAM,Build,Dual,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 12GB RAM,128GB 12GB RAM,RMA161,128GB 4GB RAM,Audio quality,256GB 8GB RAM,16GB 2GB RAM,Keyboard,Languages
qtek,Qtek S110,https://fdn2.gsmarena.com/vv/bigpic/qtek-s110.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, Q2",Discontinued,108 x 58 x 18 mm (4.25 x 2.28 x 0.71 in),150 g (5.29 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~38.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",SDIO/MMC,,,1.3 MP,,Yes,,,Yes,No,No,1.2,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Handwriting recognition,Removable Li-Po 1200 mAh battery,Up to 180 h,Up to 5 h,,Stylish black,,Class 10,No,No,128MB RAM,Vibration; Downloadable polyphonic ringtones,Pocket Office  Voice memo MP3/AAC player Predictive text input,,Yes,,Microsoft Windows Mobile 2003 SE PocketPC,Intel Bulverde 416 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qtek,Qtek S100,https://fdn2.gsmarena.com/vv/bigpic/qtek-s100.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q4",Discontinued,108 x 58 x 18 mm (4.25 x 2.28 x 0.71 in),150 g (5.29 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~38.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",SDIO/MMC,,,1.3 MP,,Yes,,,Yes,No,No,Yes,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Handwriting recognition,Removable Li-Po 1200 mAh battery,Up to 180 h,Up to 5 h,,Stylish black and silver,,Class 10,No,No,64MB RAM,Vibration; Downloadable polyphonic ringtones,Pocket Office  Voice memo MP3/AAC player Predictive text input,,Yes,,Microsoft Windows Mobile 2003 SE PocketPC,Intel Bulverde 416 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qtek,Qtek 9090,https://fdn2.gsmarena.com/vv/bigpic/qtek-9090.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,"2004, Q3",Discontinued,125 x 71 x 18 mm (4.92 x 2.80 x 0.71 in),210 g (7.41 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.5 inches, 53 x 71 mm, 37.9 cm2 (~42.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",SDIO/MMC,,,VGA,,Yes,,,Yes,No,Wi-Fi 802.11b,Yes,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Downloadable logos,Removable Li-Po 1490 mAh battery,Up to 200 h,Up to 5 h,,Stylish black and silver,,Class 10,No,No,128MB RAM,"Vibration; Downloadable polyphonic, MP3 ringtones",Microsoft ActiveSync MP3/AAC player Predictive text input,,Yes,,Microsoft Windows Mobile 2003 SE PocketPC,Intel PXA263 400 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QWERTY,8
qtek,Qtek 8020,https://fdn2.gsmarena.com/vv/bigpic/qtek-8020.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q3",Discontinued,107 x 44 x 18 mm (4.21 x 1.73 x 0.71 in),102 g (3.60 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~32.4% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),MiniSD,,,VGA,,Yes,,,Yes,No,No,Yes,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,5-way navigation button 3-color LED indicator Downloadable logos,Removable Li-Ion 1050 mAh battery,Up to 140 h,Up to 5 h,,Stylish black and silver,,Class 10,No,No,32MB RAM,"Vibration; Downloadable polyphonic, MP3 ringtones",MP3/AAC player Predictive text input Organizer,,Yes,,Microsoft Windows Mobile 2003 SE Smartphone,200 MHz ARM926EJ-S,,,,TI OMAP 730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
qtek,Qtek 8010,https://fdn2.gsmarena.com/vv/bigpic/qtek-8010.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q2",Discontinued,107 x 46 x 17.5 mm (4.21 x 1.81 x 0.69 in),106 g (3.74 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~30.9% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),MiniSD,,,VGA,,Yes,,,Yes,No,No,Yes,No,No,Proprietary,,,HTML (Pocket IE),,,5-way navigation button 3-color LED indicator Downloadable logos,Removable Li-Ion 1050 mAh battery,Up to 140 h,Up to 5 h,,"Cool metallic, Light blue",,Class 10,No,No,32MB RAM,"Vibration; Downloadable polyphonic, MP3 ringtones",Microsoft ActiveSync MP3/AAC player Predictive text input,,Yes,,Microsoft Windows Mobile 2003 SE Smartphone,200 MHz ARM926EJ-S,,,,TI OMAP 730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
qtek,Qtek 2020i,https://fdn2.gsmarena.com/vv/bigpic/qtek-2020i.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q2",Discontinued,"130 x 70 x 18 mm, 105 cc (5.12 x 2.76 x 0.71 in)",190 g (6.70 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.5 inches, 53 x 71 mm, 37.9 cm2 (~41.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",SDIO/MMC,,,1.3 MP,,Yes,,,Yes,No,Wi-Fi 802.11b,Yes,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,5-way navigation button Downloadable logos,Removable Li-Ion 1300 mAh battery,Up to 168 h,Up to 4 h,,Silver,,Class 10,No,No,"128MB RAM, 128MB ROM","Vibration; Downloadable polyphonic, MP3 ringtones",Microsoft ActiveSync MP3 player Predictive text input,,Yes,,Microsoft Windows Mobile 2003 SE PocketPC,Intel Bulverde 520 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qtek,Qtek 2020,https://fdn2.gsmarena.com/vv/bigpic/qtek-2020.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q2",Discontinued,"130 x 70 x 18 mm, 105 cc (5.12 x 2.76 x 0.71 in)",190 g (6.70 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.5 inches, 53 x 71 mm, 37.9 cm2 (~41.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",SDIO/MMC,,,VGA,,Yes,,,Yes,No,No,Yes,No,No,Proprietary,,,HTML (Pocket IE),,,5-way navigation button Downloadable logos,Removable Li-Ion 1200 mAh battery,Up to 160 h,Up to 3 h 30 min,,Silver,,Class 10,No,No,64MB RAM (128MB optional),"Vibration; Downloadable polyphonic, MP3 ringtones",Microsoft ActiveSync MP3 player Predictive text input,,Yes,,Microsoft Windows Mobile 2003 PocketPC,Intel PXA263 400 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
qtek,Qtek 8080,https://fdn2.gsmarena.com/vv/bigpic/qtek-8080.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q1",Discontinued,"120 x 50 x 23.5 mm, 105 cc (4.72 x 1.97 x 0.93 in)",130 g (4.59 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~25.4% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),SDIO/MMC,,,VGA,,No,,,Yes,No,No,Yes,No,No,Proprietary,,,HTML (Pocket IE),,,White LED back light 5-way navigation button Downloadable logos,Removable Li-Ion 1000 mAh battery,Up to 90 h,Up to 6 h,,,,Class 8,No,No,"32MB RAM, 64MB ROM","Vibration; Downloadable polyphonic, MP3 ringtones",Microsoft ActiveSync Calculator Predictive text input MP3 player,,Yes,,Microsoft Windows Mobile 2003 Smartphone,133 MHz  ARM925,,,,TI OMAP 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
qtek,Qtek 8060,https://fdn2.gsmarena.com/vv/bigpic/qtek-8060.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q1",Discontinued,"120 x 50 x 23.5 mm, 105 cc (4.72 x 1.97 x 0.93 in)",130 g (4.59 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~25.4% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),SDIO/MMC,,,VGA,,No,,,Yes,No,No,Yes,No,No,Proprietary,,,HTML (Pocket IE),,,White LED back light 5-way navigation button Downloadable logos,Removable Li-Ion 1000 mAh battery,Up to 90 h,Up to 6 h,,,,Class 8,No,No,"32MB RAM, 64MB ROM","Vibration; Downloadable polyphonic, MP3 ringtones",Microsoft ActiveSync Calculator Predictive text input MP3 player,,Yes,,Microsoft Windows Mobile 2003 Smartphone,133 MHz  ARM925,,,,TI OMAP 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
qtek,Qtek 1010,https://fdn2.gsmarena.com/vv/bigpic/qtek-1010.gif,GSM,GSM 900 / 1800,,,2003,Discontinued,129 x 73 x 18 mm (5.08 x 2.87 x 0.71 in),201 g (7.09 oz),Mini-SIM,"TFT resistive resistive touchscreen, 4096 colors","3.5 inches, 53 x 71 mm, 37.9 cm2 (~40.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",MMC/SD,,,,,,,,Yes,No,No,No,No,No,Proprietary,,,HTML (PocketIE),,,No,Removable Li-Ion 1500 mAh battery,Up to 150 h,Up to 5 h,,,,Class 8,No,Pocket Office  Media player Voice memo,"64MB RAM, 32MB ROM","Vibration; Downloadable polyphonic, WAV ringtones",,,Yes,,Microsoft Windows Mobile 2002 PocketPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qtek,Qtek 7070,https://fdn2.gsmarena.com/vv/bigpic/qtek-7070.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q1",Discontinued,"120 x 50 x 23.5 mm, 105 cc (4.72 x 1.97 x 0.93 in)",120 g (4.23 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~25.4% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),MMC/SD,,,,,,,,Yes,No,No,No,No,No,Proprietary,,,HTML (PocketIE),,,White LED back light 5-way navigation button Downloadable logos,Removable Li-Ion 1000 mAh battery,Up to 100 h,Up to 3 h,,,,Class 8,No,No,"16MB RAM, 32MB ROM","Vibration; Downloadable polyphonic, MP3 ringtones",Organizer World Clock Predictive text input MP3 player,,Yes,,Microsoft Windows 2002 Smartphone,120 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
