Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM,5G bands,Triple_1,256GB 8GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,64GB 6GB RAM,128GB 6GB RAM,512GB 8GB RAM
benq,BenQ M220,https://fdn2.gsmarena.com/vv/bigpic/benq-m220.gif,GSM,GSM 900 / 1800 / 1900,,,,"2005, Q1",Discontinued,102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in),86 g (3.03 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm2 (~16.2% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,Wallpapers,,,,,,,No,No,No,No,No,FM radio,Proprietary,,Removable Li-Ion 760 mAh battery,,"Cool Silver, Stark White, Crystal Black",,,,,300 SMS messages,iTap Stopwatch Organizer,,,,,,,Class 10,No,,,,Up to 140 h,Up to 5 h,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","Eda Mouse, Cherry Boy",No,,,,,,,,,WAP 2.0/xHTML,"Vibration; Polyphonic(16) - SMAF, iMelody, Midi ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ S80,https://fdn2.gsmarena.com/vv/bigpic/bqs80.gif,GSM / UMTS,GSM 900 / 1800,UMTS 2100,,"Yes, 384 kbps","2005, Q1",Discontinued,90 x 45 x 24 mm (3.54 x 1.77 x 0.94 in),110 g (3.88 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 31 x 39 mm, 12.6 cm2 (~31.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,miniSD,10MB,"Second CSTN display (96 x 64 pixels), 65K colors Wallpapers Downloadable pictures",,LED flash,Yes,1.3 MP,,,No,No,No,1.1,No,No,Proprietary,,Removable Li-Ion 840 mAh battery,,"Red, Black",,,,,CIF videocall camera,MP3/MP4 player iTap Organizer,,,,,,,,,,,Yes,Up to 300 h,Up to 4 h,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS",Yes,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ A520,https://fdn2.gsmarena.com/vv/bigpic/bqa520.gif,GSM,GSM 900 / 1800 / 1900,,,,"2005, Q1",Discontinued,82.5 x 44.8 x 22.6 mm (3.25 x 1.76 x 0.89 in),96 g (3.39 oz),,Mini-SIM,"OLED, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm2 (~19.6% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,2MB,"Second external OLED, 65K colors display (96 x 39 pixels) Wallpapers Downloadable pictures",,,No,VGA,,,No,No,No,No,No,No,Proprietary,,Removable Li-Ion 700 mAh battery,,"Black, White",,,,,No,Webcamera function iTap Photo editor Organizer,,,,,,,Class 10,No,,,,Up to 120 h,Up to 3 h,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",Yes,"Yes, MIDP 1.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ M350,https://fdn2.gsmarena.com/vv/bigpic/benq-m350.gif,GSM,GSM 900 / 1800 / 1900,,,,"2005, Q2",Discontinued,83 x 45 x 23 mm (3.27 x 1.77 x 0.91 in),85 g (3.00 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm2 (~19.4% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,"Second external STN, 65K colors display (96 x 32 pixels)",,,Yes,CIF,,,No,No,No,No,No,No,Proprietary,,Removable Li-Ion 740 mAh battery,,"Black, White",,,,,No,iTap Photo editor Organizer,,,,,,,Yes,No,,,,Up to 200 h,Up to 5 h,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",Yes,Yes,,,,,,,,,WAP 2.0/xHTML,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ A500,https://fdn2.gsmarena.com/vv/bigpic/bqa500.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q4",Discontinued,83.5 x 45 x 23.1 mm (3.29 x 1.77 x 0.91 in),98 g (3.46 oz),,Mini-SIM,"TFT, 256K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~30.2% screen-to-body ratio)",128 x 160 pixels (~108 ppi density),,,,,No,20MB,"Second external CSTN display, 4096 colors Wallpapers, themes Downloadable pictures",,,Yes,VGA,,,No,No,No,No,No,No,,,Removable Li-Ion 700 mAh battery,,"3 - Electric Blue, Cool Pink, Funky Gold",,,,,1000 short messages,Predictive text input Media viewer Organizer,,,,,,,Class 10,No,,,Yes,Up to 180 h,Up to 3 h,,"500 x 8 fields, Photo call","30 dialed, 30 received, 30 missed calls","SMS, EMS, MMS",3 + 2 pre-loaded Java games + downloadable,Yes,,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ S680C,https://fdn2.gsmarena.com/vv/bigpic/bqs680c.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q3",Discontinued,81 x 44 x 22 mm (3.19 x 1.73 x 0.87 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm2 (~20.4% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,Second external OLED display 96 x 39 pixels Wallpapers Downloadable pictures,,,No,VGA,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,,,,,,No,Predictive text input Organizer,,,,,,,Class 10,No,,,,Up to 100 h,Up to 3 h,,500,"10 dialed, 10 received, 10 missed calls","SMS, MMS",Yes + downloadable,"Yes, MIDP 1.0",,,,,,,,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ P50,https://fdn2.gsmarena.com/vv/bigpic/bqp50.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2004, Q1",Discontinued,122 x 60 x 20 mm (4.80 x 2.36 x 0.79 in),170 g (6.00 oz),,Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~33.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows PocketPC 2003 Phone edition,,Intel PXA272 416 MHz,,"MMC/SDIO, up to 2 GB","64MB RAM, 64MB ROM",Wallpapers Downloadable pictures,,,Yes,1.3 MP,,,Yes,No,Wi-Fi 802.11b,1.1,No,No,Proprietary,,Removable Li-Ion 1240 mAh battery,,,,,,,,MP3/MP4 player Handwriting recognition Pocket Office  Voice command,,,,,,,Class 10,No,,,Yes,Up to 120 h,Up to 4 h,,,,,,,,,,,,,,QWERTY,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ P31,https://fdn2.gsmarena.com/vv/bigpic/bqp31.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q1",Discontinued,118 x 52 x 17 mm (4.65 x 2.05 x 0.67 in),150 g (5.29 oz),,Mini-SIM,"TFT resistive touchscreen, 65K colors",,"208 x 320 pixels, 3:2 ratio","Symbian 7.0, UIQ v2.1 UI",TI OMAP V1030,144 MHz,,SD/MMC,,Wallpapers Downloadable pictures,,,Yes,1.3 MP,,,Yes,No,No,1.1,No,No,Proprietary,,Removable Li-Ion battery,,,,,,,No,MP3/MP4 player Handwriting recognition iTap,,,,,,,Class 10,No,,,Yes,Up to 120 h,Up to 5 h,,,,,,,,,,,,,,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ P30,https://fdn2.gsmarena.com/vv/bigpic/bqp30.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q1",Discontinued,118 x 52 x 17 mm (4.65 x 2.05 x 0.67 in),150 g (5.29 oz),,Mini-SIM,"TFT resistive touchscreen, 256K colors","2.6 inches, 36 x 55 mm, 19.9 cm2 (~32.5% screen-to-body ratio)","208 x 320 pixels, 3:2 ratio (~147 ppi density)","Symbian 7.0, UIQ v2.1 UI",TI OMAP V1030,144 MHz,,SD/MMC,,Wallpapers Downloadable pictures,,,Yes,VGA,,,Yes,No,No,1.1,No,No,Proprietary,,Removable Li-Ion battery,,,,,,,No,MP3/MP4 player Handwriting recognition iTap,,,,,,,Class 10,No,,,Yes,Up to 120 h,Up to 5 h,,,,,,,,,,,,,,,"WAP 2.0/xHTML, HTML (Opera)",Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ S700,https://fdn2.gsmarena.com/vv/bigpic/bqs700.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q1",Discontinued,82 x 41 x 21 mm (3.23 x 1.61 x 0.83 in),90 g (3.17 oz),,Mini-SIM,"TFT, 256K colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~30.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,miniSD,15MB,"Second CSTN display (96 x 64 pixels), 4096 colors Animated wallpapers Downloadable pictures",,LED flash,Yes,1.3 MP,,,Yes,No,No,No,No,No,Proprietary,,Removable Li-Ion battery,,"3 - Mysterious Black, Classic Silver, Progressive Blue",,,,,No,MP3/MP4 player Predictive text input Organizer,,,,,,,Class 10,No,,,Yes,Up to 100 h,Up to 3 h,,"500 entries, Photo call","30 dialed, 30 received, 30 missed calls","SMS, EMS, MMS",4 + downloadable,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ M300,https://fdn2.gsmarena.com/vv/bigpic/bqm300.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q1",Discontinued,102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in),86 g (3.03 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm2 (~16.2% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,Wallpapers Downloadable pictures,,,No,CIF,,,No,No,No,No,No,No,,,Removable Li-Ion 760 mAh battery,,Arctic White,,,,,No,iTap Stopwatch Organizer Exchangeable covers,,,,,,,Class 10,No,,,,Up to 230 h,Up to 5 h,,500,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","Eda Mouse, Cherry Boy",No,,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic - SMAF, iMelody, Midi ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ M100,https://fdn2.gsmarena.com/vv/bigpic/bqm100.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q1",Discontinued,102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in),86 g (3.03 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm2 (~16.2% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,Wallpapers Downloadable pictures,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion 760 mAh battery,,"White, Dark blue, Claret, Gray",,,,,No,iTap Organizer Exchangeable covers,,,,,,,No,No,,,,Up to 120 h,Up to 3 h,,500,"30 received, dialed and missed calls",SMS,"3 - Box World, Mini Mouse, Cherry Boy",No,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ S670C,https://fdn2.gsmarena.com/vv/bigpic/bqs670c.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q1",Discontinued,81 x 44 x 22 mm (3.19 x 1.73 x 0.87 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm2 (~20.4% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,Second external OLED display 96 x 39 pixels Wallpapers Downloadable pictures,,,No,VGA,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,"2 - Genie silver, Party blue",,,,,300KB memory for Java applications,iTap Organizer Voice memo Voice dial,,,,,,,Class 10,No,,,,Up to 100 h,Up to 3 h,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",Yes,"Yes, MIDP 1.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ S660C,https://fdn2.gsmarena.com/vv/bigpic/bqs660c.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q1",Discontinued,81 x 44 x 21 mm (3.19 x 1.73 x 0.83 in),75 g (2.65 oz),,Mini-SIM,"TFT, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm2 (~20.4% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,Second external OLED display 96 x 39 pixels Wallpapers Downloadable pictures,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,"3 - Light White, Sky Silver, Horizon Purple",,,,,No,iTap Voice memo Organizer,,,,,,,Class 6,No,,,,Up to 100 h,Up to 3 h,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS","2 - Champion Soccer, Dragon Fight","Yes, MIDP 1.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,,,,,,
benq,BenQ M775C,https://fdn2.gsmarena.com/vv/bigpic/bqm775c.gif,GSM,GSM 900 / 1800,,,,"2003, Q1",Discontinued,99 x 42 x 15 mm (3.90 x 1.65 x 0.59 in),85 g (3.00 oz),,Mini-SIM,"CSTN, 4096 colors",,"98 x 64 pixels, 3:2 ratio",,,,,No,,Downloadable pictures,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,,,,,,No,iTap Organizer Synchronization,,,,,,,Class 10,No,,,,Up to 150 h,Up to 3 h,,Yes,"10 dialed, 10 received, 10 missed calls","SMS, EMS",Yes,No,,,,,,,,,WAP 1.2.1,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,,,,,,
