Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM,5G bands,Triple_1,256GB 8GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,64GB 6GB RAM,128GB 6GB RAM,512GB 8GB RAM 
asus,Asus Zenfone 4 Max ZC520KL,https://fdn2.gsmarena.com/vv/bigpic/asus-ZC520KL.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, August","Available. Released 2017, October",150.5 x 73.3 x 8.8 mm (5.93 x 2.89 x 0.35 in),156 g (5.50 oz),,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 7 (Nougat), upgradable to Android 8 (Oreo), ZenUI 4",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM",eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,8 MP,LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 4100 mAh, non-removable",Reverse charging,"Black, Gold, Silver",X00HD,About 180 EUR,,,,,"13 MP, AF 5 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone 4 Max Pro ZC554KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-max-zc554kl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 2100 - Global, India, Indonesia","1, 3, 5, 7, 8, 20, 40 - Global, India, Indonesia","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, August","Available. Released 2017, September",154 x 76.9 x 8.9 mm (6.06 x 3.03 x 0.35 in),181 g (6.38 oz),"Glass front, aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 7 (Nougat), ZenUI 4",Qualcomm MSM8917 Snapdragon 425 (28 nm)Qualcomm MSM8937 Snapdragon 430 (28 nm),Quad-core 1.4 GHz Cortex-A53Octa-core 1.4 GHz Cortex-A53,Adreno 308Adreno 505,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Americas, Asia",,"LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, 26mm (wide), PDAF",LED,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",Fast charging 18W Reverse charging,"Deepsea Black, Sunlight Gold, Rose Pink",,About 250 EUR,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 28, 38, 41 - Americas, Asia",eMMC 5.1,,,"16 MP, f/2.0, 18mm (ultrawide), 1/3.06"", 1.0µm",,,,,,,,,Up to 1104 h (3G),Up to 40 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone 4 Max Plus ZC554KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-max-zc554kl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, August","Available. Released 2017, September",154 x 76.9 x 8.9 mm (6.06 x 3.03 x 0.35 in),181 g (6.38 oz),,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 7 (Nougat), ZenUI 4",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDXC (dedicated slot),32GB 3GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,8 MP,LED,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",Reverse charging,"Deepsea Black, Sunlight Gold, Rose Pink","ZC550TL, ZC554KL",About 220 EUR,,,,,"13 MP, AF 5 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone 4 Max ZC554KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-max-zc554kl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, July","Available. Released 2017, September",154 x 76.9 x 8.9 mm (6.06 x 3.03 x 0.35 in),181 g (6.38 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","S-IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 7 (Nougat), ZenUI 4",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (dedicated slot),32GB 3GB RAM,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - USA, Canada",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2, 24mm (wide)",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",Charging 10W Reverse charging,"Titanium Gray, Rose Pink, Sand Gold, Deepsea Black","X00ID, X00IS",About 270 EUR,,,"1, 2, 3, 4, 5, 7, 8, 17, 18, 19, 26, 28, 38, 41 - USA, Canada",eMMC 5.1,"13 MP, f/2.0, 25mm (wide), AF 13 MP, f/2.0, 12mm, no AF",,,,Corning Gorilla Glass (unspecified version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenpad Z8s ZT582KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-z8s-zt582kl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA,"2, 4, 5, 13","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, August","Available. Released 2017, August",204 x 133.9 x 6.9 mm (8.03 x 5.27 x 0.27 in),306 g (10.79 oz),"Glass front, aluminum back, aluminum frame",Micro-SIM,"S-IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~70.8% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)",Android 7.0 (Nougat),Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53),Adreno 510,microSDXC (dedicated slot),16GB 3GB RAM,eMMC 5.1,,,1080p@30fps,"13 MP, f/2.0, AF",,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",No,Type-C 1.0 reversible connector,"Accelerometer, gyro, proximity, compass","Li-Po 4680 mAh, non-removable (18 Wh)",,Black,,About 250 USD,,,,,,,5 MP,,,,Yes,Yes,,,,,,,,,,,,,,,,,,1.19 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenpad 3s 8.0 Z582KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-3-80-z581kl-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, May","Available. Released 2017, November",6.9 mm thickness,-,,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)",Android 7.1 (Nougat),Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,,,1080p@30fps,"13 MP, f/2.0, AF",,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",No,Type-C 1.0 reversible connector,"Accelerometer, gyro, proximity, compass","Li-Ion 4680 mAh, non-removable (18 Wh)",,Black,,About 250 EUR,,,24-bit/192kHz audio,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone Go ZB552KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb551kl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 2, 3, 5, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, May","Available. Released 2017, May",153.4 x 76.4 x 10.9 mm (6.04 x 3.01 x 0.43 in),168 g (5.93 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 6 (Marshmallow), ZenUI 3",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM","1, 2, 3, 5, 7, 8, 38, 40, 41 - India",,"Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"13 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS, BDS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable",,"Charcoal Black, Pearl White, Glamor Red, Sheer Gold, Glacier Gray, Silver Blue",X007D,About 120 EUR,,,eMMC 4.5,,,,"5 MP, f/2.0, AF",,,,,,,,,Up to 480 h (3G),Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone Live ZB501KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-live-zb501kl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, February","Available. Released 2017, March",141.2 x 71.7 x 8 mm (5.56 x 2.82 x 0.31 in),120 g (4.23 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 6.0 (Marshmallow), ZenUI 3.5",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 2GB RAM",eMMC 4.5,,"LED flash, panorama",1080p@30fps,"13 MP, f/2.0, AF",LED falsh,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 2650 mAh, non-removable",,"Shimmer Gold/Rose, Pink/Navy Black",A007,About 150 EUR,,,,,,,"5 MP, f/2.2, 1.4µm, AF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone 3s Max ZC521TL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3s-max-zc-521tl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 38, 41 - Taiwan","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, January","Available. Released 2017, February",149.5 x 73.7 x 8.9 mm (5.89 x 2.90 x 0.35 in),175 g (5.22 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 7 (Nougat), ZenUI 3",Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),32GB 3GB RAM,HSDPA 850 / 900 / 2100 - India,,"Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0, AF",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",Reverse charging,"Gold, Black",X00GD,About 180 EUR,,,"1, 3, 5, 8, 40 - India",eMMC 5.1,,,8 MP,,,,,,,,,Up to 816 h (3G),Up to 28 h (3G),,,,,,,,,,,,,,,,,,,,,GFXBench: 4.3fps (ES 3.1 onscreen),,,,,,,,,,,,,,,,,,,,
asus,Asus Zenpad 3S 10 Z500KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-3s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 9, 18, 19, 20, 26, 28, 38, 40","HSPA 42.2/5.76 Mbps, LTE","2017, January","Available. Released 2017, January",242.3 x 164.2 x 6.8 mm (9.54 x 6.46 x 0.27 in),490 g (1.08 lb),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~73.2% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,microSDXC (uses shared SIM slot),32GB 4GB RAM,eMMC 4.5,,"HDR, panorama",1080p@30fps,"8 MP, AF",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE, EDR, aptX",Yes; GLONASS,No,"2.0, Type-C 1.0 reversible connector","Accelerometer, gyro, proximity, compass","Li-Po 7800 mAh, non-removable (30 Wh)",Fast charging 18W Quick Charge 3.0,"Silver, Grey",,About 350 EUR,,,24-bit/192kHz audio,,,,5 MP,,Oleophobic coating,,,,,,,,Up to 16 h (multimedia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone AR ZS571KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-ar-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41 - Global","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps","2017, January","Available. Released 2017, June",158.7 x 77.7 x 9 mm (6.25 x 3.06 x 0.35 in),170 g (6.00 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~72.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 7 (Nougat), ZenUI 3",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",HSDPA 850 / 1700(AWS) / 1900 / 2100 - North America,,"Dual-LED dual-tone flash, HDR, panorama","4K@24fps, 1080p@30fps","23 MP, f/2.0, 1/2.6"", 1.0µm, PDAF, 4-axis OIS, depth & motion tracking sensors",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 3300 mAh, non-removable","Fast charging 18W, 60% in 39 min (advertised) Quick Charge 3.0 Reverse charging 1.5A",Black,"A002A, A002, V570KL, ZS571KL",About 370 EUR,,,"1, 2, 3, 4, 5, 7, 12, 13, 20, 29 - North America",Project Tango,,,"8 MP, f/2.0",,Corning Gorilla Glass 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone 3 Zoom ZE553KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-zoom-ze553kl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 2, 3, 5, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Global), LTE-A (2CA) Cat6 300/50 Mbps (Taiwan)","2017, January","Available. Released 2017, February",154.3 x 77 x 8 mm (6.07 x 3.03 x 0.31 in),170 g (6.00 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 6.1 (Marshmallow), upgradable to Android 8 (Oreo), ZenUI 3",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",HSDPA 850 / 900 / 1900 / 2100 / 800 - Taiwan,,"Dual-LED dual-tone flash, panorama, HDR","4K@24fps, 1080p@30fps","13 MP, f/2.0, (wide), 1/3.1"", 1.12µm",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 5000 mAh, non-removable",Fast charging 18W Reverse charging,"Navy Black, Glacier Silver, Rose Gold","Z01HD, Z01HDA, ZE553KL",About 320 EUR,,,HSDPA 850 / 900 / 2100 - India,24-bit/192kHz audio,"12 MP, f/1.7, 25mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, 4-axis OIS 12 MP, f/2.8, 59mm (telephoto), AF, 2.3x optical zoom",,,,Corning Gorilla Glass 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone Go ZB690KG,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb690kg.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,,HSPA,"2016, December","Available. Released 2016, December",188 x 101.4 x 8.9 mm (7.40 x 3.99 x 0.35 in),270 g (9.52 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.9 inches, 134.0 cm2 (~70.3% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~172 ppi density)",Android 5.1 (Lollipop),,Quad-core,,microSDXC (dedicated slot),8GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"5 MP or 8 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS, BDS",No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 3480 mAh, non-removable",,"Glacier Grey, Pearl White",,About 120 EUR,,,,,,,2 MP,,,,,,,,,Up to 735 h (3G),Up to 20 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenpad 3 8.0 Z581KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-3-80-z581kl-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 18, 20, 26, 28, 38, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, December","Available. Released 2017, January",205.4 x 136.4 x 7.6 mm (8.09 x 5.37 x 0.30 in),320 g (11.29 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~69.0% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,microSDXC (dedicated slot),32GB 4GB RAM,eMMC 4.5,,,1080p@30fps,8 MP,,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",No,Type-C 1.0 reversible connector,"Accelerometer, gyro, proximity, compass","Li-Po 4680 mAh, non-removable (18 Wh)",,Black,,About 280 EUR,,,24-bit/192kHz audio,,,,2 MP,,,,,,,,,,Up to 10 h (multimedia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone Go ZB500KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb500kl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1900 / 2100 - Global, India","1, 2, 3, 5, 6, 7, 8, 9, 18, 19, 28, 38, 41 - Brazil","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, October","Available. Released 2016, October",143.7 x 70.9 x 11.3 mm (5.66 x 2.79 x 0.44 in),150 g (5.29 oz),"Glass front, plastic back, plastic frame",Hybrid Dual SIM (Dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.0 GHz Cortex-A53,Adreno 306,microSDXC (uses shared SIM slot),16GB 2GB RAM,"HSDPA 850 / 900 / 1900 / 2100 / 800 - Taiwan, Brazil",,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2600 mAh, removable",,"Glacier Gray, Sheer Gold, Silver Blue, Glamour Red, Charcoal Black, Pearl White","X00AD, X00BD, X00ADC, ZB500KL",About 130 EUR,,,eMMC 4.5,,,,"5 MP, f/2.0, AF",,,,,,,,,Up to 440 h (3G),Up to 9 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
