Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1,SAR EU,Clock,Alarm,Audio quality,5G bands,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,128GB 6GB RAM 
lenovo,Lenovo S856,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s856.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps","2014, October. Released 2014, October",Discontinued,151 x 77.8 x 9 mm (5.94 x 3.06 x 0.35 in),175 g (6.17 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",eMMC 4.5,Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",Yes,1.6 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2500 mAh, removable",Up to 456 h (2G) / Up to 312 h (3G),Up to 24 h (2G) / Up to 25 h (3G),Silver,About 210 EUR,Qualcomm MSM8926 Snapdragon 400 (28 nm),Adreno 305,LED flash,,,,,,,,,,,,"1, 3, 7, 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo S580,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s580.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,HSPA 42.2/5.76 Mbps,"2014, September. Released 2014, September",Discontinued,139.8 x 69.9 x 8.1 mm (5.50 x 2.75 x 0.32 in),129 g (4.55 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",eMMC 4.5,Android 4.3 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2150 mAh, removable",Up to 444 h (2G) / Up to 312 h (3G),Up to 19 h (2G) / Up to 14 h (3G),Black,About 170 EUR,Qualcomm Snapdragon 200 (28 nm),Adreno 302,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo S90 Sisley,https://fdn2.gsmarena.com/vv/bigpic/lenovo-sisley-s90.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - S90-a,"HSPA, LTE","2014, November. Released 2014, November",Discontinued,146 x 71.7 x 6.9 mm (5.75 x 2.82 x 0.27 in),129 g (4.55 oz),,"Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",HSDPA 900 / 1700 / 1900 / 2100 - S90-u,Android 4.4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,No,"16GB 1GB RAM, 32GB 2GB RAM","13 MP, f/2.0, 1/3.2"", 1.4µm, AF",1080p@30fps,"8 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,LTE (unspecified) - S90-a,"Li-Ion 2300 mAh, non-removable",,,"White/silver, gray, pink, soft orange, blue",About 260 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,"LED flash, HDR",,eMMC 4.5,,,,,,,,,,"1, 3, 41 - S90-u",,Yes,,,,LED flash,,S90-A,Basemark OS II 2.0: 513Basemark X: 1909,Contrast ratio: Infinite (nominal) / 2.892 (sunlight),Photo / Video,Voice 66dB / Noise 65dB / Ring 75dB,Endurance rating 54h,,,,,,,,,,,,,,,
lenovo,Lenovo A606,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a606.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps","2014, September. Released 2014, September",Discontinued,141.5 x 73.2 x 9.1 mm (5.57 x 2.88 x 0.36 in),170 g (6.00 oz),,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 350 h (3G),Up to 24 h (3G),"Black, White",About 120 EUR,Mediatek MT6582M (28 nm),Mali-400MP2,LED flash,,,,,,,,,,,,"1, 3, 7, 20",,,,,,,,A606,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Yoga Tablet 2 Pro,https://fdn2.gsmarena.com/vv/bigpic/lenovo-tablet-yoga-tablet-2-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,"HSPA, LTE","2014, October. Released 2014, October",Discontinued,333 x 233 x 12.6 mm (13.11 x 9.17 x 0.50 in),950 g (2.09 lb),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","13.3 inches, 13.3, 487.6 cm2 (~62.8% screen-to-body ratio)","2560 x 1440 pixels, 16:9 ratio (~221 ppi density)",Built-in 3-stage kickstand,Android 4.4.2 (KitKat),Quad-core 1.33 GHz,microSDXC (dedicated slot),32GB 2GB RAM,"8 MP, AF",Yes,1.6 MP,,"Yes, with stereo speakers (1.5 Watt)",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP",Yes,No,"microUSB 2.0, USB On-The-Go","Accelerometer, compass",,JBL subwoofer (5 Watt),"Li-Ion 9600 mAh, non-removable",,Up to 15 h (3G),Platinum,About 410 EUR,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),,,,,,,,,,,,,LTE (unspecified),,,,,,,,,Basemark X: 9634,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Yoga Tablet 2 10.1,https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-tablet-2.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,"HSPA, LTE","2014, October. Released 2014, October",Discontinued,255 x 183 x 7.2 mm (10.04 x 7.20 x 0.28 in),619 g (1.36 lb),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~63.4% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",Built-in 3-stage kickstand,"Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Quad-core 1.86 GHz,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, AF",Yes,1.6 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP",Yes,No,"microUSB 2.0, USB On-The-Go","Accelerometer, compass",,,"Li-Ion 9600 mAh, non-removable",Up to 384 h (3G),Up to 18 h (3G),Platinum,About 300 EUR,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),,,,,,,,,,,,,LTE (unspecified),,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Yoga Tablet 2 8.0 ,https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-tablet-2.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,HSPA,"2014, October. Released 2014, October",Discontinued,210 x 149 x 7 mm (8.27 x 5.87 x 0.28 in),419 g (14.78 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~59.3% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Built-in 3-stage kickstand,"Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Quad-core 1.33 GHz,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, AF",Yes,1.6 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, compass",,,"Li-Ion 6400 mAh, non-removable",Up to 324 h (3G),Up to 18 h (3G),Platinum,About 230 EUR,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Tab S8,https://fdn2.gsmarena.com/vv/bigpic/lenovo-tablet-s8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA,"HSPA, LTE","2014, September. Released 2014, September",Discontinued,209.8 x 123.8 x 7.9 mm (8.26 x 4.87 x 0.31 in),299 g (10.55 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~71.4% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",,Android 4.4.2 (KitKat),Quad-core 1.86 GHz,microSDHC (dedicated slot),16GB 2GB RAM,"8 MP, AF",Yes,1.6 MP,720p,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 3.0,Accelerometer,,,"Li-Ion 4290 mAh, non-removable",Up to 400 h (3G),Up to 7 h (3G),"Ebony, Blue, Canary Yellow, White",About 150 EUR,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),LED flash,,,Yes,Yes,,,,,,,,LTE (unspecified),,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Vibe X2,https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-x2new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, October",Discontinued,140.2 x 68.6 x 7.3 mm (5.52 x 2.70 x 0.29 in),120 g (4.23 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",HSDPA 850 / 900 / 2100,"Android 4.4 (KitKat), upgradable to 5.0 (Lollipop)",Octa-core (4x2.0 GHz Cortex-A17 & 4x1.7 GHz Cortex-A7),No,32GB 2GB RAM,"13 MP, f/2.2, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual band, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,HSDPA 900 / 2100,"Li-Po 2300 mAh, non-removable",Up to 228 h (2G) / Up to 216 h (3G),Up to 17 h (2G) / Up to 19 h (3G),"White, Gold, Red, Charcoal",About 270 EUR,MediaTek MT6595M,PowerVR G600,"LED flash, panorama, HDR",,Air gestures,,,,,,,,,,"1, 3, 7, 20",,,,,,,,"X2-AP, X2-EU, X2-CU",Basemark X: 6512,,Photo / Video,Voice 66dB / Noise 67dB / Ring 71dB,Endurance rating 50h,,,,,,,,,,Noise -92.5dB / Crosstalk -92.2dB,,,,,
lenovo,Lenovo Vibe Z2,https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-z2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700 / 1900 / 2100 - SIM 1 & SIM 2,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, October",Discontinued,148.5 x 76.4 x 7.8 mm (5.85 x 3.01 x 0.31 in),158 g (5.57 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",eMMC 4.5,Android 4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,No,32GB 2GB RAM,"13 MP, AF, OIS",1080p@30fps,8MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual band, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",,Air gestures,"Li-Po 3000 mAh, non-removable",Up to 408 h (3G),Up to 30 h (2G) / Up to 28 h (3G),"White, Gold, Titanium",About 430 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,"LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 7, 20 - SIM 1 & SIM 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A850+,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a850-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2014, March. Released 2014, April",Discontinued,150 x 77 x 8.9 mm (5.91 x 3.03 x 0.35 in),161 g (5.68 oz),,Dual SIM (Dual stand-by),"Capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~200 ppi density)",,Android 4.2.2 (Jelly Bean),Octa-core 1.4 GHz Cortex-A7,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2500 mAh, removable",,,Black,About 160 EUR,Mediatek MT6592M (28 nm),Mali-450MP4,LED flash,,,,,,,,,,,,,,,,,,,,A850,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Vibe Z2 Pro,https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-z2-pro-r1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, August. Released 2014, September",Discontinued,156 x 81.3 x 7.7 mm (6.14 x 3.20 x 0.30 in),179 g (6.31 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~78.3% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~490 ppi density)",eMMC 5.0,"Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop)",Quad-core 2.5 GHz Krait 400,No,32GB 3GB RAM,"16 MP, f/2.2, AF, OIS","4K@30fps, 1080p@30fps",5 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual band, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,Air gestures,"Li-Po 4000 mAh, non-removable",Up to 948 h,Up to 45 h,"Black, Gold, White",About 430 EUR,Qualcomm MSM8974AC Snapdragon 801 (28 nm),Adreno 330,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 7, 8, 20",,Yes,,,,,,K920,Basemark X: 11875,,Photo / Video,Voice 66dB / Noise 66dB / Ring 72dB,Endurance rating 76h,,Corning Gorilla Glass 3,,,,,,,,,,,,,
lenovo,Lenovo Golden Warrior A8,https://fdn2.gsmarena.com/vv/bigpic/lenovo-golden-warrior-a8-a806.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - all versions,HSDPA 900 / 2100 - A806,"HSPA, LTE Cat4 150/50 Mbps","2014, July. Released 2014, August",Discontinued,140.5 x 70.8 x 9 mm (5.53 x 2.79 x 0.35 in),180 g (6.35 oz),,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",TD-SCDMA - A808T,Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,microSDHC (dedicated slot),16GB 2GB RAM,"13 MP, AF",1080p@30fps,5 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,"38, 39, 40 - A808T","Li-Ion 2500 mAh, removable",,,"Black, White",About 150 EUR,Mediatek MT6592 (28 nm),Mali-450MP4,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3 - A806",,,,,,,,"A806, A8",,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Golden Warrior S8,https://fdn2.gsmarena.com/vv/bigpic/lenovo-golden-warrior-s8-.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,TD-SCDMA,TD-SCDMA,"2014, May. Released 2014, May",Discontinued,146 x 76.7 x 7.9 mm (5.75 x 3.02 x 0.31 in),146 g (5.15 oz),,"Dual SIM (Mini-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",,Android 4.2.2 (Jelly Bean),Octa-core 1.4 GHz Cortex-A7,microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 2GB RAM","13 MP, AF",Yes,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2000 mAh, removable",,,Golden,About 150 EUR,Mediatek MT6592M (28 nm),Mali-450MP4,"LED flash, panorama, HDR",,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass 3,,,,,,,,,,,,,
lenovo,Lenovo S939,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s939.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, May. Released 2014, May",Discontinued,159 x 84 x 8.7 mm (6.26 x 3.31 x 0.34 in),171.5 g (6.07 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~74.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",,Android 4.2 (Jelly Bean),Octa-core 1.7 GHz Cortex-A7,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",Yes,1.6 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 3000 mAh, removable",,,Dark Gray,About 180 EUR,Mediatek MT6592 (28 nm),Mali-450MP4,"LED flash, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo S750,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s750.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, Q3. Released 2014, Q3",Discontinued,135 x 68.2 x 9.9 mm (5.31 x 2.69 x 0.39 in),145 g (5.11 oz),,Dual SIM (Dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",IP67 dust/water resistant (up to 1m for 30 mins),Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2000 mAh, removable",,,Black/Orange,About 150 EUR,Mediatek MT6589 (28 nm),PowerVR SGX544,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,,,,,,,,
lenovo,Lenovo A889,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a889.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2014, May. Released 2014, May",Discontinued,164 x 85.4 x 9 mm (6.46 x 3.36 x 0.35 in),192 g (6.77 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~70.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~184 ppi density)",,Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,"Li-Ion 2500 mAh, removable",,,White,About 120 EUR,Mediatek MT6582 (28 nm),Mali-400MP2,LED flash,,,,,,,,,,,,,,,,,,,,A889,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A680,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a680.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,"2014, May. Released 2014, May",Discontinued,145 x 73.5 x 10.8 mm (5.71 x 2.89 x 0.43 in),165 g (5.82 oz),,Dual SIM,Capacitive touchscreen,"5.0 inches, 68.9 cm2 (~64.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",GSM 850 / 1800 / 1900 - SIM 1 & SIM 2,Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),4GB 1GB RAM,5 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,HSDPA 850 / 1900,"Li-Po 2000 mAh, removable",Up to 350 h (3G),Up to 24 h (3G),"Black, White",About 110 EUR,Mediatek MT6582 (28 nm),Mali-400MP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A316i,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a316i.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,"2014, April. Released 2014, April",Discontinued,117 x 63.5 x 12.2 mm (4.61 x 2.5 x 0.48 in),121 g (4.27 oz),,"Dual SIM (Mini-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~61.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",GSM 850 / 1800 / 1900 - SIM 1 & SIM 2,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),4GB 512MB RAM,2 MP,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,HSDPA 850 / 1900,"Li-Ion 1300 mAh, removable",Up to 432 h (2G) / Up to 384 h (3G),Up to 12 h 20 min (2G) / Up to 7 h 10 min (3G),Black,About 50 EUR,Mediatek MT6572 (28 nm),Mali-400,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74 W/kg (head)     0.99 W/kg (body),,,,,,,,,,,
lenovo,Lenovo A328,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a328.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,"2014, Q3. Released 2014, Q3",Discontinued,132 x 68.5 x 11 mm (5.20 x 2.70 x 0.43 in),-,,"Dual SIM (Mini-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),4GB 1GB RAM,5 MP,1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Po 2000 mAh, removable",Up to 240 h (2G) / Up to 228 h (3G),Up to 21 h (2G) / Up to 13 h (3G),"Black, White",About 90 EUR,Mediatek MT6582M (28 nm),Mali-400MP2,,,,,,,,,,,,,,,,,,,,,A328,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A536,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a536.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,"2014, Q3. Released 2014, Q3",Discontinued,139.6 x 72 x 10 mm (5.50 x 2.83 x 0.39 in),148 g (5.22 oz),,"Dual SIM (Mini-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),8GB 1GB RAM,"5 MP, AF",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 300 h (2G) / Up to 300 h (3G),Up to 15 h 30 min (2G) / Up to 12 h (3G),"Black, White",About 100 EUR,Mediatek MT6582M (28 nm),Mali-400MP2,"LED flash, HDR",,,,,,,,,,,,,,,,,,,,A536,,,,,,,,,,,,,,,,,,,,
