Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard
celkon,Celkon C7030,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7030.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,,,"2013, August. Released 2013, August",Discontinued,112 x 60 x 11.8 mm (4.41 x 2.36 x 0.46 in),95 g (3.35 oz),"Dual SIM (Mini-SIM, dual stand-by)",,TFT touchscreen,"3.2 inches, 30.5 cm2 (~45.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1200 mAh, removable",Black,,,,,500 contacts,20 entries,SMS,Yes,No,,,,,,Yes,No,0.65 W/kg (head)     0.64 W/kg (body),,
celkon,Celkon A105,https://fdn2.gsmarena.com/vv/bigpic/celkon-a105.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,"2013, August. Released 2013, August",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"5.0 inches, 71.2 cm2","480 x 800 pixels, 5:3 ratio (~187 ppi density)",,Android 4.0.4 (Ice Cream Sandwich),Mediatek MT6517A,Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),512MB 512MB RAM,5 MP,,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2100 mAh battery,"Black, White",,,,,,,,,,,,,,,Class 12,Class 12,0.80 W/kg (head)     0.98 W/kg (body),,
celkon,Celkon C349i,https://fdn2.gsmarena.com/vv/bigpic/celkon-c349i.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,"2013, August. Released 2013, August",Discontinued,-,-,"Dual SIM (Mini-SIM, dual stand-by)",Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,TFT,"1.8 inches, 10.2 cm2",128 x 160 pixels (~114 ppi density),,,,,,microSDHC (dedicated slot),,VGA,,Yes,,,Yes,,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 900 mAh, removable",Black,About 10 EUR,,,,500 contacts,20 entries,SMS,Yes,No,,,,,,Yes,No,0.49 W/kg (head)     0.53 W/kg (body),,
celkon,Celkon C297,https://fdn2.gsmarena.com/vv/bigpic/celkon-c297-1.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,"2013, August. Released 2013, August",Discontinued,-,-,"Dual SIM (Mini-SIM, dual stand-by)",Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1000 mAh, removable",Black,,,,,300 contacts,20 entries,SMS,Yes,No,,,,,,Yes,No,0.78 W/kg (head)     0.32 W/kg (body),,
celkon,Celkon C69,https://fdn2.gsmarena.com/vv/bigpic/celkon-c69.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,"2013, August. Released 2013, August",Discontinued,-,-,"Dual SIM (Mini-SIM, dual stand-by)",Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,VGA,,Yes,,,Yes,,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1600 mAh, removable",Black,,,,,300 contacts,20 entries,SMS,Yes,No,,,,,,Yes,No,0.79 W/kg (head)     0.93 W/kg (body),,
celkon,Celkon C67+,https://fdn2.gsmarena.com/vv/bigpic/celkon-c67plus.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,"2013, August. Released 2013, August",Discontinued,-,-,"Dual SIM (Mini-SIM, dual stand-by)",Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,VGA,,Yes,,,Yes,,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1500 mAh, removable",Black,,,,,300 contacts,20 entries,SMS,Yes,No,,,,,,Yes,No,0.78 W/kg (head)     0.32 W/kg (body),,
celkon,Celkon C74,https://fdn2.gsmarena.com/vv/bigpic/celkon-c74.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,"2013, August. Released 2013, August",Discontinued,-,-,"Dual SIM (Mini-SIM, dual stand-by)",Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,TFT,"2.8 inches, 24.3 cm2","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1100 mAh, removable",Black,,,,,500 contacts,20 entries,SMS,Yes,No,,,,,,Yes,No,1.23 W/kg (head)     0.62 W/kg (body),,
celkon,Celkon CT-910+,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct910-plus.jpg,GSM / HSPA,GSM 900 / 1800,,HSDPA 2100,,,HSPA,"2013, July. Released 2013, July",Discontinued,193 x 123 x 9 mm (7.60 x 4.84 x 0.35 in),180 g (0.0 oz),Yes,,Capacitive touchscreen,"7.0 inches, 137.9 cm2 (~58.1% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,Android 4.1 (Jelly Bean),,Dual-core 1.0 GHz,,microSDXC (dedicated slot),,2 MP,,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",,,FM radio,Proprietary,"Accelerometer, proximity","Li-Ion 3500 mAh, non-removable",Gray,,Up to 300 h,Up to 10 h,,,,,,,,,,,,,,,,
celkon,Celkon A118,https://fdn2.gsmarena.com/vv/bigpic/celkon-a118.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,HSDPA 2100,,,HSPA,"2013, May. Released 2013, May",Discontinued,147 x 73.4 x 9 mm (5.79 x 2.89 x 0.35 in),-,Dual SIM,,IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~63.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.2.1 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",LED flash,Yes,3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Li-Ion 2000 mAh battery,White,,Up to 190 h,Up to 5 h,,,,,,,,,,,,,,0.61 W/kg (head)     0.58 W/kg (body),,
celkon,Celkon A107,https://fdn2.gsmarena.com/vv/bigpic/celkon-a107.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,,,,"2013, March. Released 2013, April",Discontinued,148 x 77 x 9.6 mm (5.83 x 3.03 x 0.38 in),-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"5.0 inches, 71.2 cm2 (~62.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",,Android 4.0 (Ice Cream Sandwich),Mediatek MT6517A,Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),512MB 512MB RAM,8 MP,,Yes,1.3 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2100 mAh battery,"Black, White",,Up to 300 h,Up to 7 h,,,,,,,,,,,,Yes,Yes,0.67 W/kg (head)     0.60 W/kg (body),,
celkon,Celkon A9+,https://fdn2.gsmarena.com/vv/bigpic/celkon-a9-plus.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,,,,"2013, April. Released 2013, May",Discontinued,119.5 x 63 x 10.8 mm (4.70 x 2.48 x 0.43 in),-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~48.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.0 (Ice Cream Sandwich),Spreadtrum SC6820,1.0 GHz,,microSDHC (dedicated slot),512MB 256MB RAM,2 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 1350 mAh battery,"Black, White",,Up to 260 h,Up to 5 h,,,,,,,,,,,,Yes,Yes,0.61 W/kg (head)     0.69 W/kg (body),,
celkon,Celkon A119Q Signature HD,https://fdn2.gsmarena.com/vv/bigpic/celkon-a119q.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,HSDPA 2100,,,HSPA 7.2/5.76 Mbps,"2013, April. Released 2013, April",Discontinued,148 x 74.5 x 9.3 mm (5.83 x 2.93 x 0.37 in),177 g (6.24 oz),Dual SIM (Mini-SIM),,"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~62.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.2.1 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),"4GB (1.45GB user available), 1GB RAM","12 MP, AF",LED flash,Yes,3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Li-Ion 2100 mAh battery,"Black, White",,Up to 140 h,Up to 6 h,0.80 W/kg (head)     0.81 W/kg (body),,,,,,,,,,,,,0.39 W/kg (head)     0.35 W/kg (body),,
celkon,Celkon A119 Signature HD,https://fdn2.gsmarena.com/vv/bigpic/celkon-a1191.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,HSDPA 2100,,,HSPA 7.2/5.76 Mbps,"2013, March. Released 2013, March",Discontinued,148 x 74.5 x 9.3 mm (5.83 x 2.93 x 0.37 in),177 g (6.24 oz),Dual SIM (Mini-SIM),,"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~62.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.1 (Jelly Bean),Mediatek MT6577H (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),"4GB (1.45GB user available), 1GB RAM","12 MP, AF",LED flash,Yes,3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2100 mAh battery,"Black, White",About 200 EUR,Up to 140 h,Up to 6 h,0.80 W/kg (head)     0.81 W/kg (body),,,,,,,,,,,,,0.39 W/kg (head)     0.35 W/kg (body),,
celkon,Celkon CT-910,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct-910.jpg,GSM / HSPA,GSM 900 / 1800,,HSDPA 2100,,,HSPA,"2013, March. Released 2013, March",Discontinued,-,-,Mini-SIM,,Capacitive touchscreen,"7.0 inches, 139.5 cm2","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),4GB 512MB RAM,2 MP,,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",,,No,Proprietary,Accelerometer,"Li-Ion 3500 mAh, non-removable",Gray,,Up to 300 h,Up to 10 h,,,,,,,,,,,,,,,,
celkon,Celkon A87,https://fdn2.gsmarena.com/vv/bigpic/celkon-a87.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,"2013, January. Released 2013, January",Discontinued,-,-,Dual SIM (Mini-SIM),,Capacitive touchscreen,"4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 2.3.6 (Gingerbread),Spreadtrum 6820,1.0 GHz,,microSDHC (dedicated slot),512MB 512MB RAM,"5 MP, AF",,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,No,,,FM radio,Proprietary,Accelerometer,Li-Ion 1450 mAh battery,"Black, White",About 70 EUR,Up to 220 h,Up to 3 h,,,,,,,,,,,,Yes,Yes,,,
celkon,Celkon A86,https://fdn2.gsmarena.com/vv/bigpic/celkon-a86.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,"2013, March. Released 2013, March",Discontinued,-,-,Dual SIM (Mini-SIM),,Capacitive touchscreen,"3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 2.3.6 (Gingerbread),Mediatek MT6515M,1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),512MB 512MB RAM,3.15 MP,,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,FM radio,Proprietary,"Accelerometer, proximity",Li-Ion 1400 mAh battery,"Black, White",,Up to 145 h,Up to 4 h,,,,,,,,,,,,Yes,Yes,,,
celkon,Celkon A69,https://fdn2.gsmarena.com/vv/bigpic/celkon-a69.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,,,,"2013, March. Released 2013, March",Discontinued,-,-,Dual SIM (Mini-SIM),,Capacitive touchscreen,"4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 2.3.6 (Gingerbread),Spreadtrum 6820,1.0 GHz,,microSDHC (dedicated slot),512MB 512MB RAM,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,No,,,FM radio,Proprietary,Accelerometer,Li-Ion 1500 mAh battery,"Black, White",,Up to 220 h,Up to 3 h,,,,,,,,,,,,Yes,Yes,,,
celkon,Celkon A67,https://fdn2.gsmarena.com/vv/bigpic/celkon-a67.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2013, March. Released 2013, March",Discontinued,-,-,Dual SIM (Mini-SIM),,Capacitive touchscreen,"3.2 inches, 30.5 cm2","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.0 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),512MB 512MB RAM,2 MP,,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,FM radio,Proprietary,Accelerometer,Li-Ion 1350 mAh battery,"Black, White",,Up to 240 h,Up to 3 h 20 min,,,,,,,,,,,,,,,,
celkon,Celkon A98,https://fdn2.gsmarena.com/vv/bigpic/celkon-a98.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2013. Released 2013,Discontinued,-,-,Dual SIM (Mini-SIM),,Capacitive touchscreen,"4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.0 (Ice Cream Sandwich),,1.0 GHz,,microSDHC (dedicated slot),,3.15 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,FM radio,Proprietary,Accelerometer,Li-Ion 1800 mAh battery,Black,,Up to 180 h,Up to 6 h,,,,,,,,,,,,,,,,
celkon,Celkon A225,https://fdn2.gsmarena.com/vv/bigpic/celkon-a225.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2013. Released 2013,Discontinued,-,-,Dual SIM (Mini-SIM),,Capacitive touchscreen,"4.7 inches, 60.9 cm2","480 x 854 pixels, 16:9 ratio (~208 ppi density)",,Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),,8 MP,,Yes,Yes,,Yes,,Wi-Fi 802.11 b/g/n,Yes,Yes,,,FM radio,Proprietary,Accelerometer,Li-Ion 2100 mAh battery,Black,About 140 EUR,Up to 180 h,Up to 6 h,,,,,,,,,,,,,,,,
celkon,Celkon C7050,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7050.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2013. Released 2013,Discontinued,-,-,Dual SIM (Mini-SIM),Auto call record Reject by SMS Audio/video player,TFT capacitive touchscreen,"4.0 inches, 47.6 cm2","320 x 480 pixels, 3:2 ratio (~144 ppi density)",,,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1200 mAh, removable",Black,About 40 EUR,Up to 150 h,Up to 4 h 10 min,,2000 contacts,30 entries,"SMS, MMS",Yes,No,,,,,,Yes,Yes,,,
celkon,Celkon C7070,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7070.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2013. Released 2013,Discontinued,-,-,Dual SIM (Mini-SIM),Auto call record Reject by SMS Audio/video player,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1200 mAh, removable",Black,About 40 EUR,Up to 150 h,Up to 4 h 10 min,,2000 contacts,30 entries,"SMS, MMS, Email",Yes,No,,,,,,Yes,Yes,,,
celkon,Celkon C44 Star,https://fdn2.gsmarena.com/vv/bigpic/celkon-c44-star.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2013. Released 2013,Discontinued,-,-,Dual SIM (Mini-SIM),Auto call record Reject by SMS Audio/video player,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1800 mAh, removable",Black,About 20 EUR,Up to 180 h,Up to 6 h,,500 contacts,20 entries,SMS,Yes,No,,,,,,Yes,No,,,
celkon,Celkon C54,https://fdn2.gsmarena.com/vv/bigpic/celkon-c54.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2013. Released 2013,Discontinued,-,-,Dual SIM (Mini-SIM),Auto call record Reject by SMS Audio/video player,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1500 mAh, removable",Black,About 30 EUR,Up to 150 h,Up to 5 h,,500 contacts,20 entries,SMS,Yes,No,,,,,,Yes,No,,,
celkon,Celkon GC10,https://fdn2.gsmarena.com/vv/bigpic/celkon-gc10.jpg,GSM / CDMA,GSM 900 / 1800 - SIM 1 & SIM 2,CDMA 800,,Flashlight,,,2013. Released 2013,Discontinued,-,-,Dual SIM (Mini-SIM),Auto call record Reject by SMS Audio/video player,TFT,"2.6 inches, 20.9 cm2","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,Li-Ion 1000 mAh battery,Black,About 40 EUR,,,,500 contacts,20 entries,SMS,Yes,No,,,,,,Yes,No,,,
celkon,Celkon C3333,https://fdn2.gsmarena.com/vv/bigpic/celkon-c3333.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,"2013, February. Released 2013, February",Discontinued,-,-,Dual SIM (Mini-SIM),Auto call record reject by SMS audio/video player,TFT,"2.6 inches, 20.9 cm2","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,No,,,Yes,Yes,No,Yes,No,,,FM radio; built-in antenna,Proprietary,,"Li-Ion 3000 mAh, removable","Black/Red, Gray",About 30 EUR,Up to 240 h,Up to 6 h 40 min,,1000 contacts,20 entries,SMS,Yes,No,,,,,,Yes,No,,,
celkon,Celkon C356,https://fdn2.gsmarena.com/vv/bigpic/celkon-c356.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,"2013, February. Released 2013, February",Discontinued,-,-,Dual SIM (Mini-SIM),Auto call record reject by SMS audio/video player,TFT,"1.8 inches, 10.2 cm2",176 x 220 pixels (~157 ppi density),,,,,,microSDHC (dedicated slot),,Yes,,No,,,Yes,,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1100 mAh, removable","Black/Red, Black/Yellow, White",About 10 EUR,Up to 150 h,Up to 3 h 20 min,,300 contacts,20 entries,SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon C355,https://fdn2.gsmarena.com/vv/bigpic/celkon-c355.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,"2013, February. Released 2013, February",Discontinued,-,-,Dual SIM (Mini-SIM),Auto call record reject by SMS audio/video player,TFT,"1.77 inches, 9.9 cm2",128 x 160 pixels (~116 ppi density),,,,,,microSDHC (dedicated slot),,Yes,,No,,,Yes,,No,Yes,No,,,No,Proprietary,,"Li-Ion 1100 mAh, removable","Black/Red, Black/Yellow, Black/Silver",About 10 EUR,Up to 180 h,Up to 4 h,,500 contacts,20 entries,SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon A75,https://fdn2.gsmarena.com/vv/bigpic/celkon-a75.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,,,,"2013, February. Released 2013, February",Discontinued,-,-,Dual SIM (Mini-SIM),,Capacitive touchscreen,"3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 2.3.5 (Gingerbread),,1.0 GHz,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,,Wi-Fi 802.11 b/g/n,Yes,No,,,FM radio,Proprietary,Accelerometer,Li-Ion 1400 mAh battery,"Black, White",,Up to 150 h,Up to 5 h,,,,,,,,,,,,Yes,Yes,,,
celkon,Celkon A59,https://fdn2.gsmarena.com/vv/bigpic/celkon-a59.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,"2013, February. Released 2013, February",Discontinued,-,-,Dual SIM (Mini-SIM),,Capacitive touchscreen,"4.0 inches, 47.6 cm2","320 x 480 pixels, 3:2 ratio (~144 ppi density)",,Android 2.3.6 (Gingerbread),,1.0 GHz,,microSDHC (dedicated slot),,2 MP,,Yes,Yes,,Yes,,Wi-Fi 802.11 b/g/n,Yes,No,,,FM radio,Proprietary,Accelerometer,Li-Ion 1400 mAh battery,"Black, White",,Up to 150 h,Up to 5 h,,,,,,,,,,,,Yes,Yes,,,
celkon,Celkon A220,https://fdn2.gsmarena.com/vv/bigpic/celkon-a220.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2013, February. Released 2013, February",Discontinued,-,-,Dual SIM (Mini-SIM),,Capacitive touchscreen,"4.63 inches, 59.1 cm2","480 x 853 pixels, 16:9 ratio (~211 ppi density)",,Android 4.0 (Ice Cream Sandwich),,1.0 GHz,,microSDHC (dedicated slot),,5 MP,,Yes,Yes,,Yes,,Wi-Fi 802.11 b/g/n,Yes,Yes,,,FM radio,Proprietary,Accelerometer,Li-Ion 2000 mAh battery,"Black, Gray",About 120 EUR,Up to 180 h,Up to 6 h,,,,,,,,,,,,,,,,
celkon,Celkon A27,https://fdn2.gsmarena.com/vv/bigpic/celkon-a27.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2013, February. Released 2013, February",Discontinued,-,-,Dual SIM (Mini-SIM),,Capacitive touchscreen,"4.63 inches, 59.1 cm2","480 x 853 pixels, 16:9 ratio (~211 ppi density)",,Android 4.0 (Ice Cream Sandwich),,1.0 GHz,,microSDHC (dedicated slot),,8 MP,,Yes,Yes,,Yes,,Wi-Fi 802.11 b/g/n,Yes,Yes,,,FM radio,Proprietary,Accelerometer,Li-Ion 1800 mAh battery,"Blue, Black, White",About 130 EUR,Up to 180 h,Up to 6 h,,,,,,,,,,,,,,,,
celkon,Celkon A79,https://fdn2.gsmarena.com/vv/bigpic/celkon-a79.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,HSDPA 850 / 900 / 2100,,,HSPA,"2013, January. Released 2013, January",Discontinued,115 x 62 x 13 mm (4.53 x 2.44 x 0.51 in),98 g (3.46 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"3.5 inches, 38.1 cm2 (~53.4% screen-to-body ratio)","320 x 420 pixels, 4:3 ratio (~151 ppi density)",,Android 2.3.5 (Gingerbread),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),,3.15 MP,,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 1300 mAh battery,Black,About 70 EUR,Up to 400 h,Up to 3 h,,,,,,,,,,,,,,,,
celkon,Celkon A83,https://fdn2.gsmarena.com/vv/bigpic/celkon-a83.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,,,"2012, December. Released 2012, December",Discontinued,113.9 x 63.4 x 14.4 mm (4.48 x 2.50 x 0.57 in),103 g (3.63 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"3.2 inches, 31.8 cm2 (~44.1% screen-to-body ratio)","320 x 420 pixels, 4:3 ratio (~165 ppi density)",,Android 2.3 (Gingerbread),,1.0 GHz,,microSDHC (dedicated slot),,2 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,Stereo FM radio,microUSB 2.0,Accelerometer,Li-Ion 1450 mAh battery,"White, Black",About 50 EUR,Up to 150 h,Up to 5 h,,,,,,,,,,,,Yes,No,,,
