Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard
celkon,Celkon Campus Buddy A404,https://fdn2.gsmarena.com/vv/bigpic/celkon-a404.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,"Yes, 384 kbps","2014, July. Released 2014, July",Discontinued,126.5 x 64.2 x 9.8 mm (4.98 x 2.53 x 0.39 in),131 g (4.62 oz),Dual SIM,,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~56.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.3 GHz,,microSDHC,4GB 512MB RAM,3.15 MP,LED flash,720p,1.3 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,Yes,,,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1500 mAh, removable","Black, White",,,,,,,,,,,,,,,,,,,
celkon,Celkon Millennia OCTA510,https://fdn2.gsmarena.com/vv/bigpic/celkon-millennia-octa510.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, January",Discontinued,143.5 x 71 x 9.1 mm (5.65 x 2.80 x 0.36 in),136 g (4.80 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6592M (28 nm),Octa-core 1.4 GHz Cortex-A7,Mali-450MP4,microSDHC,8GB 1GB RAM,8 MP,Dual-LED flash,720p,3.15 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Li-Ion 2000 mAh battery,White,,,,,,,,,,,,,,,,,,,
celkon,Celkon Win 400,https://fdn2.gsmarena.com/vv/bigpic/celkon-win400.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, November. Released 2014, November",Discontinued,125.4 x 65 x 10.3 mm (4.94 x 2.56 x 0.41 in),120.6 (4.27 oz),Dual SIM (Dual stand-by),,"Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~55.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Microsoft Windows Phone 8.1,Qualcomm MSM8212 Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC,4GB 512MB RAM,5 MP,LED flash,720p,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 1500 mAh battery,Black,,,,,,,,,,,,,,,,,,,
celkon,Celkon Campus Whizz Q42,https://fdn2.gsmarena.com/vv/bigpic/celkon-campus-whizz-q42.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2014, November. Released 2014, November",Discontinued,122 x 63 x 9.5 mm (4.80 x 2.48 x 0.37 in),122 g (4.30 oz),Dual SIM,,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~59.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4 (KitKat),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,4GB 512MB RAM,5 MP,LED flash,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",Black,About 80 EUR,,,,,,,,,,,,,,,,0.48 W/kg (head)     0.52 W/kg (body),LED flash,
celkon,Celkon Millennia Epic Q550,https://fdn2.gsmarena.com/vv/bigpic/celkon-q550.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2014, November. Released 2014, November",Discontinued,152 x 76 x 7.9 mm (5.98 x 2.99 x 0.31 in),143.8 g (5.08 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,16GB 1GB RAM,8 MP,LED flash,720p,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 3500 mAh battery,"Black, White",,,,,,,,,,,,,,,,,,,
celkon,Celkon Xion s CT695,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct695.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,"Yes, 384 kbps","2014, October. Released 2014, October",Discontinued,180 x 104.4 x 8.6 mm (7.09 x 4.11 x 0.34 in),250 g (8.82 oz),Dual SIM,,Capacitive touchscreen,"6.95 inches, 135.9 cm2 (~72.3% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~171 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT8312 (28 nm),Dual-core 1.2 GHz Cortex-A7,Mali-400,microSDHC,8GB 1GB RAM,5 MP,,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",A-GPS,,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Li-Ion 2500 mAh battery,Black,,,,,,,,,,,,,,,,,0.64 W/kg (head)     0.56 W/kg (body),,
celkon,Celkon Campus Colt A401,https://fdn2.gsmarena.com/vv/bigpic/celkon-a401.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,"Yes, 384 kbps","2014, October. Released 2014, October",Discontinued,124.9 x 64 x 10.4 mm (4.92 x 2.52 x 0.41 in),-,Dual SIM,,Capacitive touchscreen,"4.0 inches, 45.5 cm2 (~57.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4.2 (KitKat),Spreadtrum SC7715,1.0 GHz,Mali-400,microSDHC,4GB 512MB RAM,3.15 MP,LED flash,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 1400 mAh battery,"Black, White, Blue",,,,,,,,,,,,,,,,,0.32 W/kg (head)     0.60 W/kg (body),,
celkon,Celkon Campus Crown Q40,https://fdn2.gsmarena.com/vv/bigpic/celkon-q40.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,"Yes, 384 kbps","2014, October. Released 2014, October",Discontinued,125.5 x 64.7 x 9.6 mm (4.94 x 2.55 x 0.38 in),109.3 g (3.84 oz),Dual SIM,,IPS LCD capacitive touchscreen,"4.0 inches, 45.5 cm2 (~56.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4 (KitKat),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,4GB 512MB RAM,"5 MP, AF",LED flash,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1500 mAh, removable","Silver, Grey",,Up to 260 h,Up to 6 h,,,,,,,,,,,,,,,,
celkon,Celkon Glory Q5,https://fdn2.gsmarena.com/vv/bigpic/celkon-q5.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,"Yes, 384 kbps","2014, October. Released 2014, October",Discontinued,144.7 x 72.1 x 7.4 mm (5.70 x 2.84 x 0.29 in),156 g (5.50 oz),Dual SIM,,IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~66.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,Android 4.4 (KitKat),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,"5 MP, AF",LED flash,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 1800 mAh battery,"White, Silver, Grey",,Up to 200 h,Up to 6 h,,,,,,,,,,,,,,,,
celkon,Celkon Campus One A354C,https://fdn2.gsmarena.com/vv/bigpic/celkon-a354c.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,"2014, October. Released 2014, October",Discontinued,-,-,Dual SIM,,Capacitive touchscreen,"3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.4 (KitKat),SC6815,1.0 GHz,,microSDHC,256MB 512MB,2 MP,Dual-LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,No,,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 1200 mAh battery,"White, Blue, Red, Yellow, Dark Blue, Green",,,Up to 4 h,,,,,,,,,,,,Yes,Yes,,,
celkon,Celkon Campus Nova A352E,https://fdn2.gsmarena.com/vv/bigpic/celkon-a352e.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,,,,"2014, October. Released 2014, October",Discontinued,-,-,Dual SIM,,Capacitive touchscreen,"3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.2.2 (Jelly Bean),RDA 8810M,1.0 GHz,,microSDHC,256MB 512MB,2 MP,,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,No,,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 1400 mAh battery,"Black, White",,,Up to 4 h,,,,,,,,,,,,Yes,Yes,,,
celkon,Celkon A43,https://fdn2.gsmarena.com/vv/bigpic/xolo-a43.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2014, July. Released 2014, July",Discontinued,124 x 63 x 8.5 mm (4.88 x 2.48 x 0.33 in),-,Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.3 GHz,,microSDHC,4GB 1GB RAM,5 MP,,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,"Yes, with A-GPS",,,FM radio,microUSB,"Accelerometer, proximity",Li-Ion 1400 mAh battery,"Blue, Black, Grey",About 80 EUR,,,,,,,,,,,,,,,,0.38 W/kg (head)     0.49 W/kg (body),,
celkon,Celkon A42,https://fdn2.gsmarena.com/vv/bigpic/xolo-a42.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2014, July. Released 2014, July",Discontinued,124.5 x 63.5 x 10.2 mm (4.90 x 2.5 x 0.40 in),-,Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.3 GHz,,microSDHC,4GB 512MB RAM,5 MP,,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,"Yes, with A-GPS",,,FM radio,microUSB,"Accelerometer, proximity",Li-Ion 1400 mAh battery,"Yellow, Blue, White",About 80 EUR,Up to 180 h,Up to 5 h,,,,,,,,,,,,,,0.69 W/kg (head)     0.71 W/kg (body),,
celkon,Celkon Q500 Millennium Ultra,https://fdn2.gsmarena.com/vv/bigpic/celkon-millennium-ultra-q500.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014. Released 2014,Discontinued,145.6 x 71.8 x 8 mm (5.73 x 2.83 x 0.31 in),149 g (5.26 oz),Dual SIM,,IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Broadcom BCM23550,Quad-core 1.2 GHz,,microSDHC,16GB 2GB RAM,"8 MP, AF",LED flash,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2500 mAh battery,White,About 120 EUR,Up to 200 h (3G),Up to 5 h (3G),,,,,,,,,,,,,,,,
celkon,Celkon Q44,https://fdn2.gsmarena.com/vv/bigpic/celkon-q44.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014. Released 2014,Discontinued,129 x 64.2 x 9.5 mm (5.08 x 2.53 x 0.37 in),133.6 g (4.73 oz),Dual SIM,,IPS LCD capacitive touchscreen,"4.0 inches, 45.5 cm2 (~55.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4.2 (KitKat),,Quad-core 1.3 GHz,,microSDXC,8GB 1GB RAM,5 MP,,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",Yes,,,FM radio,microUSB,"Accelerometer, proximity",Li-Ion 1500 mAh battery,"Silver, Gold, Grey",,Up to 140 h (3G),Up to 5 h (3G),,,,,,,,,,,,,,0.38 W/kg (head)     0.41 W/kg (body),,
celkon,Celkon A500,https://fdn2.gsmarena.com/vv/bigpic/celkon-a500.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2014, August. Released 2014, August",Discontinued,141.4 x 72.6 x 10.2 mm (5.57 x 2.86 x 0.40 in),147 g (5.19 oz),Dual SIM,,Capacitive touchscreen,"5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6572M (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC,8GB 1GB RAM,5 MP,,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2000 mAh battery,"Black, White",About 90 EUR,Up to 150 h (3G),Up to 7 h (3G),,,,,,,,,,,,,,0.49 W/kg (head)     0.56 W/kg (body),,
celkon,Celkon A21,https://fdn2.gsmarena.com/vv/bigpic/celkon-a21.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014. Released 2014,Discontinued,124.8 x 66.1 x 10.8 mm (4.91 x 2.60 x 0.43 in),115.3 g (4.06 oz),Dual SIM (Dual stand-by),,Capacitive touchscreen,"4.0 inches, 47.6 cm2 (~57.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~144 ppi density)",,Android 4.2.2 (Jelly Bean),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,512MB 256MB RAM,3.15 MP,,Yes,1.3 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",No,,,FM radio,microUSB,Accelerometer,Li-Ion 1500 mAh battery,"Black, Blue, Red",About 60 EUR,Up to 120 h (3G),Up to 8 h (3G),,,,,,,,,,,,,,0.99 W/kg (head)     1.39 W/kg (body),,
celkon,Celkon A115,https://fdn2.gsmarena.com/vv/bigpic/celkon-a115.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014. Released 2014,Discontinued,148 x 74 x 9.3 mm (5.83 x 2.91 x 0.37 in),164 g (5.78 oz),Dual SIM (Mini-SIM),,IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~62.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.2.2 (Jelly Bean),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,4GB 512MB RAM,8 MP,,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,No,,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable","Black, White",,Up to 360 h (3G),Up to 18 h (3G),,,,,,,,,,,,,,0.84 W/kg (head)     0.91 W/kg (body),,
celkon,Celkon Q455,https://fdn2.gsmarena.com/vv/bigpic/celkon-q455.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014. Released 2014,Discontinued,136.5 x 68 x 7.9 mm (5.37 x 2.68 x 0.31 in),130 g (4.59 oz),Dual SIM (Mini-SIM),,IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~60.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.4.2 (KitKat),,Quad-core 1.2,,microSDXC,16GB 1GB RAM,8 MP,,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable","White, Black, Blue",About 100 EUR,,Up to 6 h (3G),,,,,,,,,,,,,,0.47 W/kg (head)     0.41 W/kg (body),,
celkon,Celkon Q470,https://fdn2.gsmarena.com/vv/bigpic/celkon-q470.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014. Released 2014,Discontinued,138.4 x 68.8 x 8.3 mm (5.45 x 2.71 x 0.33 in),137 g (4.83 oz),Dual SIM (Mini-SIM),,IPS LCD capacitive touchscreen,"4.7 inches, 60.9 cm2 (~64.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,16GB 1GB RAM,8 MP,,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1800 mAh, removable",White,,Up to 140 h (3G),Up to 6 h (3G),,,,,,,,,,,,,,,,
celkon,Celkon Q3000,https://fdn2.gsmarena.com/vv/bigpic/celkon-q3000.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014. Released 2014,Discontinued,145.6 x 72.7 x 10 mm (5.73 x 2.86 x 0.39 in),167 g (5.89 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,4GB 1GB RAM,8 MP,,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, removable",White,,Up to 400 h (3G),Up to 12 h (2G) / Up to 22 h (3G),,,,,,,,,,,,,,0.29 W/kg (head)     0.81 W/kg (body),,
celkon,Celkon A35k,https://fdn2.gsmarena.com/vv/bigpic/celkon-a35.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014. Released 2014,Discontinued,119 x 63 x 10.7 mm (4.69 x 2.48 x 0.42 in),102 g (3.60 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~48.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.4.2 (KitKat),,1.0 GHz,,microSDHC,2GB 256MB RAM,3.15 MP,,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,No,,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable","White, Blue",About 40 EUR,,,,,,,,,,,,,,,,0.56 W/kg (head)     0.51 W/kg (body),,
celkon,Celkon A125,https://fdn2.gsmarena.com/vv/bigpic/Celkon-A125.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014. Released 2014,Discontinued,138 x 68.5 x 10 mm (5.43 x 2.70 x 0.39 in),78.2 (2.75 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"4.5 inches, 64.9 cm2 (~68.6% screen-to-body ratio)",960 x 854 pixels (~286 ppi density),,Android 4.2.2 (Jelly Bean),,Dual-core 1.3 GHz,,microSDHC,4GB 512MB RAM,5 MP,,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,"Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2000 mAh battery,"White, Black",About 80 EUR,,,,,,,,,,,,,,,,0.74 W/kg (head)     0.68 W/kg (body),,
celkon,Celkon C7010,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7010.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,MP4/H.263 player MP3/WAV player,,,,,2014,Available,102 x 57 x 13.6 mm (4.02 x 2.24 x 0.54 in),90.6 g (3.17 oz),Dual SIM,,TFT touchscreen,"2.8 inches, 23.3 cm2 (~40.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~206 ppi density)",,,,,,microSDHC,,1.3 MP,,Yes,Yes,,Yes,Yes,No,2.0,No,,,FM radio; built-in antenna,microUSB,,"Li-Ion 1200 mAh, removable",Black,,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,0.46 W/kg (head)     0.72 W/kg (body),,
celkon,Celkon C5055,https://fdn2.gsmarena.com/vv/bigpic/celkon-c5055.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,MP4/H.263 player MP3/WAV player,,,,,2014,Available,102 x 57 x 13.6 mm (4.02 x 2.24 x 0.54 in),90.6 g (3.17 oz),Dual SIM,,TFT touchscreen,"2.8 inches, 24.3 cm2 (~41.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,microSDHC,,1.3 MP,,Yes,Yes,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1000 mAh, removable",Black,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,No,0.98 W/kg (head)     0.73 W/kg (body),,
celkon,Celkon C9 Jumbo,https://fdn2.gsmarena.com/vv/bigpic/celkon-c9-jumbo.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2014,Available,-,-,Dual SIM,,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC,,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 2000 mAh, removable","Black/Red, Black/Blue, White/Red",,,,,Yes,Yes,Yes,Yes,No,,,,,,Yes,No,0.30 W/kg (head)     0.65 W/kg (body),,
celkon,Celkon C7 Jumbo,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7-jumbo.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2014,Available,-,-,Dual SIM,,TFT,", -","240 x 320 pixels, 4:3 ratio",,,,,,microSDHC,,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 2000 mAh, removable",Black,,,,,Yes,Yes,Yes,Yes,No,,,,,,Yes,No,,,
celkon,Celkon C6 Star,https://fdn2.gsmarena.com/vv/bigpic/celkon-c6-star.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2014,Available,-,-,Dual SIM,Audio/video player,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC,,1.3 MP,,Yes,,,Yes,No,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1100 mAh, removable",Black,,,,,Yes,Yes,SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon C44 Duos,https://fdn2.gsmarena.com/vv/bigpic/celkon-c44-duos.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2014,Available,-,-,Dual SIM,,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC,,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 2200 mAh, removable","Gold/Black, Gold/Red",,,,,Yes,Yes,Yes,Yes,No,,,,,,Yes,No,0.63 W/kg (head)     0.57 W/kg (body),,
celkon,Celkon C366,https://fdn2.gsmarena.com/vv/bigpic/celkon-c366.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2014,Available,-,-,Dual SIM,,TFT,"1.8 inches, 10.2 cm2",128 x 160 pixels (~114 ppi density),,,,,,microSDHC,,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1000 mAh, removable","Black/Red, Black/Blue, White/Red",,,,,Yes,Yes,Yes,Yes,No,,,,,,Yes,No,0.52 W/kg (head)     0.61 W/kg (body),,
celkon,Celkon C619,https://fdn2.gsmarena.com/vv/bigpic/celkon-c619.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2014,Available,112 x 47 x 15.8 mm (4.41 x 1.85 x 0.62 in),-,Dual SIM,,TFT,"1.8 inches, 10.2 cm2 (~19.4% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,microSDHC,,VGA,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1800 mAh, removable","Black/Red, Black/White",,,,,Yes,Yes,SMS,Yes,No,,,,,,No,No,0.52 W/kg (head)     0.63 W/kg (body),,
celkon,Celkon C51,https://fdn2.gsmarena.com/vv/bigpic/celkon-c51.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2014,Available,-,-,Dual SIM,,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC,,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1000 mAh, removable","Brown, Champagne, Black",,,,,Yes,Yes,SMS,Yes,No,,,,,,No,No,,,
