Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM
apple,Apple iPhone 11 Pro,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-11-pro-max-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2215","HSPA 42.2/5.76 Mbps, LTE-A 1.6 Gbps DL, EV-DO Rev.A 3.1 Mbps","2019, September 10","Available. Released 2019, September 20",144 x 71.4 x 8.1 mm (5.67 x 2.81 x 0.32 in),188 g (6.63 oz),"Glass front (Gorilla Glass), glass back (Gorilla Glass), stainless steel frame",Nano-SIM and/or eSIM,"Super Retina XDR OLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm2 (~82.1% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)","iOS 13, upgradable to iOS 14",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",CDMA 800 / 1900,"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom 12 MP, f/2.4, 13mm (ultrawide), 1/3.6""","Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",,HDR,"4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 3046 mAh, non-removable (11.67 Wh)","Fast charging 18W, 50% in 30 min (advertised) USB Power Delivery 2.0 Qi wireless charging","Matte Space Gray, Matte Silver, Matte Gold, Matte Midnight Green","A2215, A2160, A2217","$ 999.00 / € 819.94 / £ 694.99 / ₹ 96,990",$ 999.00,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)",,,,"Scratch-resistant glass, oleophobic coating",Yes,,,,,,,Up to 18 h (multimedia),Up to 65 h,,,,,,0.99 W/kg (head)     0.99 W/kg (body),Contrast ratio: Infinite (nominal),Photo / Video,-24.3 LUFS (Very good),Noise -94.2dB / Crosstalk -81.0dB,Endurance rating 86h,1.18 W/kg (head)     1.16 W/kg (body),,,,,,,,AnTuTu: 460784 (v7) GeekBench: 13829 (v4.4) GFXBench: 57fps (ES 3.1 onscreen),,,,"$ 1,149.00","$ 1,349.00",,,,,
apple,Apple iPhone 11,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-11.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM) - for China,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2221","HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps","2019, September 10","Available. Released 2019, September 20",150.9 x 75.7 x 8.3 mm (5.94 x 2.98 x 0.33 in),194 g (6.84 oz),"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame (7000 series)","Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","Liquid Retina IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio)","828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)","iOS 13, upgradable to iOS 14",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM",CDMA 800 / 1900,,"Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",,HDR,"4K@24/30/60fps, 1080p@30/60/120fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 3110 mAh, non-removable (11.91 Wh)","Fast charging 18W, 50% in 30 min (advertised) USB Power Delivery 2.0 Qi wireless charging","Black, Green, Yellow, Purple, Red, White","A2221, A2111, A2223","$ 639.00 / € 666.66 / £ 585.00 / ₹ 66,990",$ 639.00,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 13mm (ultrawide), 1/3.6""",,,,"Scratch-resistant glass, oleophobic coating",Yes,,,,,,,Up to 17 h (multimedia),Up to 65 h,,,,,,0.95 W/kg (head)     0.99 W/kg (body),Contrast ratio: 1505:1 (nominal),Photo / Video,Voice 70dB / Noise 72dB / Ring 76dB,Noise -94.2dB / Crosstalk -80.8dB,Endurance rating 94h,1.09 W/kg (head)     1.18 W/kg (body),,,,,,,,AnTuTu: 419453 (v7) GeekBench: 13882 (v4.4) GFXBench: 60fps (ES 3.1 onscreen),,,,$ 849.00,,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)",$ 749.00,,,
apple,Apple iPad 10.2 (2019),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad7-102-inches.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 66, 71 - A2200","HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps","2019, September 12","Available. Released 2019, September 21",250.6 x 174.1 x 7.5 mm (9.87 x 6.85 x 0.30 in),483 g (Wi-Fi) / 493 g (LTE) (1.06 lb),"Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","10.2 inches, 324.6 cm2 (~74.4% screen-to-body ratio)","1620 x 2160 pixels, 4:3 ratio (~264 ppi density)","iPadOS 13.1, upgradable to iPadOS 14",Apple A10 Fusion (16 nm),Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),PowerVR Series7XT Plus (six-core graphics),No,"32GB 3GB RAM, 128GB 3GB RAM",CDMA 800 / 1900,,HDR,"1080p@30fps, 720p@120fps, HDR","8 MP, f/2.4, 31mm (standard), 1.12µm, AF",HDR,720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only)",No,"2.0, proprietary reversible connector; magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Po 8827 mAh, non-removable (32.9 Wh)",,"Silver, Gold, Space Gray","A2197, A2200, A2198",About 350 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"1.2 MP, f/2.2, 31mm (standard)",,"Scratch-resistant glass, oleophobic coating",,,,,,,,Up to 10 h (multimedia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Edition Series 5,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-series-5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 25, 26, 39, 40, 41, 66 - Global","HSPA 42.2/5.76 Mbps, LTE","2019, September","Available. Released 2019, September",44 x 38 x 10.7 mm (1.73 x 1.50 x 0.42 in),47.8 g (1.69 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, titanium frameGlass front (Sapphire crystal), ceramic/sapphire crystal back, ceramic frame",eSIM,"Retina LTPO OLED capacitive touchscreen, 16M colors","1.78 inches, 10.0 cm2 (~60.0% screen-to-body ratio)",448 x 368 pixels (~326 ppi density),"watchOS 6.0, upgradable to 7.0",Apple S5,Dual-core,PowerVR,No,32GB 1GB RAM,"1, 2, 3, 4, 5, 7, 12, 13, 17, 18, 19, 25, 26, 39, 40, 41, 66 - USA, LATAM, Canada",,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,No,"Accelerometer, gyro, heart rate (2nd gen), barometer, compass","Li-Po 296 mAh (1.13 Wh), non-removable",Wireless charging,"Titanium frame: Space Black, TitaniumCeramic frame: White","A2156, A2157, A2094, A2095",About 850 EUR,,,50m water resistant ECG certified (region dependent SW application; HW available on all models),Natural language commands and dictation (talking mode),,,,,Sapphire crystal glass,Yes,,,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 5,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series-5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 25, 26, 39, 40, 41, 66 - Global","HSPA 42.2/5.76 Mbps, LTE","2019, September","Available. Released 2019, September",44 x 38 x 10.7 mm (1.73 x 1.50 x 0.42 in),47.8 g (1.69 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",eSIM,"Retina LTPO OLED capacitive touchscreen, 16M colors","1.78 inches, 10.0 cm2 (~60.0% screen-to-body ratio)",448 x 368 pixels (~326 ppi density),"watchOS 6.0, upgradable to 7.0",Apple S5,Dual-core,PowerVR,No,32GB 1GB RAM,"1, 2, 3, 4, 5, 7, 12, 13, 17, 18, 19, 25, 26, 39, 40, 41, 66 - USA, LATAM, Canada",,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,No,"Accelerometer, gyro, heart rate (2nd gen), barometer, compass","Li-Po 296 mAh (1.13 Wh), non-removable",Wireless charging,"Space Black, Silver, Gold","A2156, A2157, A2094, A2095",About 750 EUR,,,50m water resistant ECG certified (region dependent SW application; HW available on all models),Natural language commands and dictation (talking mode),,,,,Sapphire crystal glass,Yes,,,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 5 Aluminum,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-aluminum-series-5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 25, 26, 39, 40, 41, 66 - Global","HSPA 42.2/5.76 Mbps, LTE","2019, September","Available. Released 2019, September",44 x 38 x 10.7 mm (1.73 x 1.50 x 0.42 in),36.7 g (1.31 oz),"Glass front, ceramic/sapphire crystal back, aluminum frame",eSIM,"Retina LTPO OLED capacitive touchscreen, 16M colors","1.78 inches, 10.0 cm2 (~60.0% screen-to-body ratio)",448 x 368 pixels (~326 ppi density),"watchOS 6.0, upgradable to 7.0",Apple S5,Dual-core,PowerVR,No,32GB 1GB RAM,"1, 2, 3, 4, 5, 7, 12, 13, 17, 18, 19, 25, 26, 39, 40, 41, 66 - USA, LATAM, Canada",,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,No,"Accelerometer, gyro, heart rate (2nd gen), barometer, compass","Li-Po 296 mAh (1.13 Wh), non-removable",Wireless charging,"Silver, Gold, Space Gray","A2156, A2157, A2094, A2095, A2092, A2093",About 450 EUR,,,50m water resistant ECG certified (region dependent SW application; HW available on all models),Natural language commands and dictation (talking mode),,,,,Ion-X strengthened glass,Yes,,,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple iPad Air (2019),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air3-2019.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 66, 71 - A2153","HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat16 1024/150 Mbps","2019, March 18","Available. Released 2019, March 18",250.6 x 174.1 x 6.1 mm (9.87 x 6.85 x 0.24 in),456 g (Wi-Fi) / 464 g (3G/LTE) (1.01 lb),"Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","10.5 inches, 341.4 cm2 (~78.3% screen-to-body ratio)","1668 x 2224 pixels, 4:3 ratio (~265 ppi density)","iOS 12.1.3, upgradable to iPadOS 14",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 3GB RAM, 256GB 3GB RAM","1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 66 - A2123",,HDR,1080p@30fps,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF",HDR,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, EDR","Yes, with A-GPS, GLONASS (LTE model only)",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Po 8134 mAh, non-removable (30.8 Wh)",,"Space Gray, Silver, Gold","A2153, A2123, A2154, A2152",About 550 EUR,,,Stylus support (1st gen only),Siri natural language commands and dictation,,,"7 MP, f/2.2, 31mm (standard)",,"Scratch-resistant glass, oleophobic coating",,,,,,,,Up to 10 h (multimedia),,,,,,,0.99 W/kg (body),,,,,,1.19 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple iPad mini (2019),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-2019.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 66, 71 - A2126","HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat16 1024/150 Mbps","2019, March 18","Available. Released 2019, March 18",203.2 x 134.8 x 6.1 mm (8.0 x 5.31 x 0.24 in),300.5 g (Wi-Fi) / 308.2 g (3G/LTE) (10.86 oz),"Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)","iOS 12.1.3, upgradable to iPadOS 14",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 3GB RAM, 256GB 3GB RAM","1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 66 - A2124",,HDR,1080p@30fps,"8 MP, f/2.4, 32mm (standard), 1.12µm, AF",HDR,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, EDR","Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only)",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Ion 5124 mAh, non-removable (19.1 Wh)",,"Space Gray, Silver, Gold","A2126, A2124, A2133, A2125",About 450 EUR,,,Stylus support (1st gen only),Siri natural language commands and dictation,,,"7 MP, f/2.2, 31mm (standard)",,"Scratch-resistant glass, oleophobic coating",,,,,,,,Up to 10 h (multimedia),,,,,,,0.99 W/kg (body),,,,,,1.19 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple iPad Pro 12.9 (2018),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-129-2018.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 66, 71 - A2014","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps","2018, October","Available. Released 2018, November",280.6 x 214.9 x 5.9 mm (11.05 x 8.46 x 0.23 in),"631 g (Wi-Fi), 633 g (LTE) (1.39 lb)","Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","12.9 inches, 515.3 cm2 (~85.4% screen-to-body ratio)","2048 x 2732 pixels, 4:3 ratio (~265 ppi density)","iOS 12, upgradable to iPadOS 14",Apple A12X Bionic (7 nm),Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (7-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM, 1TB 6GB RAM",CDMA 800 / 1900,,"Quad-LED dual-tone flash, HDR","4K@30/60fps, 1080p@30/60/120fps, 720p@240fps","12 MP, f/1.8, 29mm (standard), 1/3"", 1.22µm, PDAF","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, QZSS (Wi‑Fi + Cellular model only)",No,"3.1, Type-C 1.0 reversible connector; magnetic connector","Face ID, accelerometer, gyro, proximity, barometer","Li-Po 9720 mAh, non-removable (36.71 Wh)",Reverse charging,"Silver, Space Gray","A2014, A1895, A1876, A1983",About 1100 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"7 MP, f/2.2, 32mm (standard)",,"Scratch-resistant glass, oleophobic coating",,,,,,,,,,,,,,,0.99 W/kg (body),,,-22.1 LUFS (Excellent),,,1.19 W/kg (body),,,,,,,,AnTuTu: 552771 (v7) GeekBench: 5040 (v4.4) GFXBench: 39fps (ES 3.1 onscreen),,,,,,,,,,
apple,Apple iPad Pro 11 (2018),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-11-2018.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 66, 71 - A2013","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps","2018, October","Available. Released 2018, November",247.6 x 178.5 x 5.9 mm (9.75 x 7.03 x 0.23 in),468 g (1.03 lb),"Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","11.0 inches, 366.5 cm2 (~82.9% screen-to-body ratio)",1668 x 2388 pixels (~265 ppi density),"iOS 12, upgradable to iPadOS 14",Apple A12X Bionic (7 nm),Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (7-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM, 1TB 6GB RAM",CDMA 800 / 1900,,"Quad-LED dual-tone flash, HDR","4K@30/60fps, 1080p@30/60/120fps, 720p@240fps","12 MP, f/1.8, 29mm (standard), 1/3"", 1.22µm, PDAF","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, QZSS (Wi‑Fi + Cellular model only)",No,"3.1, Type-C 1.0 reversible connector; magnetic connector","Face ID, accelerometer, gyro, proximity, barometer","Li-Po 7812 mAh, non-removable (29.45 Wh)",Reverse charging,"Silver, Space Gray","A2013, A1934, A1980, A1979",About 880 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"7 MP, f/2.2, 32mm (standard)",,"Scratch-resistant glass, oleophobic coating",,,,,,,,,,,,,,,0.99 W/kg (body),,,,,,1.19 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple iPhone XS Max,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-xs-max-new1.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM) - for China,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 46, 66 - A2101","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps","2018, September 12","Available. Released 2018, September 21",157.5 x 77.4 x 7.7 mm (6.20 x 3.05 x 0.30 in),208 g (7.34 oz),"Glass front (Gorilla Glass), glass back (Gorilla Glass), stainless steel frame","Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","Super Retina OLED capacitive touchscreen, 16M colors","6.5 inches, 102.9 cm2 (~84.4% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)","iOS 12, upgradable to iOS 14",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",CDMA 800 / 1900,,"Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",,HDR,"1080p@30/60fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 3174 mAh, non-removable (12.08 Wh)","Fast charging 15W, 50% in 30 min (advertised) USB Power Delivery 2.0 Qi wireless charging","Space Gray, Silver, Gold","A1921, A2101, A2102, A2104",$ 539.36 / € 587.00 / £ 523.79,$ 539.36,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom",,,,"Scratch-resistant glass, oleophobic coating",Yes,,,,,,,Up to 16 h (multimedia),Up to 65 h,,,,,,0.99 W/kg (head)     0.99 W/kg (body),"Contrast ratio: Infinite (nominal), 4.516 (sunlight)",Photo / Video,Voice 70dB / Noise 74dB / Ring 84dB,Noise -93.7dB / Crosstalk -82.8dB,Endurance rating 79h,1.16 W/kg (head)     1.17 W/kg (body),,,,,,,,AnTuTu: 353210 (v7)GeekBench: 11432 (v4.4)GFXBench: 47fps (ES 3.1 onscreen),,,,$ 778.99,$ 694.97,"7 MP, f/2.2, 32mm (standard) SL 3D, (depth/biometrics sensor)",,,,
