Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM
apple,Apple iPad Pro 10.5 (2017),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-105-2017.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps, EV-DO Rev.A 3.1 Mbps","2017, June","Available. Released 2017, June",250.6 x 174.1 x 6.1 mm (9.87 x 6.85 x 0.24 in),469 g (Wi-Fi) / 477 g (LTE) (1.03 lb),"Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","10.5 inches, 341.4 cm2 (~78.3% screen-to-body ratio)","1668 x 2224 pixels, 4:3 ratio (~265 ppi density)","iOS 10.3.2, upgradable to iPadOS 14",Apple A10X Fusion (10 nm),,,No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",CDMA 800 / 1900,,"Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps","12 MP, f/1.8, 1/3"", PDAF, OIS","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR","Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only)",No,"3.0, proprietary reversible connector; magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Ion 8134 mAh, non-removable (30.8 Wh)",,"Space Gray, Rose Gold, Gold, Silver","A1701, A1709, A1852",About 730 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"7 MP, f/2.2, 32mm (standard)",,"Scratch-resistant glass, oleophobic coating",Yes,,,,,,,Up to 10 h (multimedia),,,,,,,0.93 W/kg (body),,,,,,1.19 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple iPad 9.7 (2017),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-97-2017.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2017, March","Available. Released 2017, March",240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in),469 g (Wi-Fi) / 478 g (LTE) (1.03 lb),"Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","iOS 10.3, upgradable to iPadOS 14",Apple A9 (14 nm),Dual-core 1.84 GHz (Twister),PowerVR GT7600 (six-core graphics),No,"32GB 2GB RAM, 128GB 2GB RAM",CDMA 800 / 1900,,HDR,"1080p@30fps, 720p@120fps, HDR, stereo sound rec.","8 MP, f/2.4, 31mm (standard), 1.12µm, AF","Face detection, HDR, panorama",720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only)",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Po 8827 mAh, non-removable (32.9 Wh)",,"Silver, Gold, Space Gray","A1822, A1823",About 390 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"1.2 MP, f/2.2, 31mm (standard)",,"Scratch-resistant glass, oleophobic coating",,,,,,,,Up to 10 h (multimedia),,,,,,,0.99 W/kg (body),,,,,,1.18 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple Watch Edition Series 2 42mm,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-edition-42mm.jpg,No cellular connectivity,N/A,,,,"2016, September. Released 2016, December",Discontinued,42.6 x 36.5 x 11.4 mm (1.68 x 1.44 x 0.45 in),45.6 g body (1.62 oz),"Glass front (Sapphire crystal), ceramic back, ceramic frame",No,"OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.1% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"watchOS 3.0, upgradable to 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,50m water resistant,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE","Yes, with GLONASS",No,No,"Accelerometer, gyro, heart rate","Li-Ion 334 mAh, non-removable (1.27 Wh)",Wireless charging,Sport Band/White,A1817,About 1500 EUR,,,3D Touch display 1000 nits max brightness (advertised),Natural language commands and dictation,,,,,Sapphire crystal glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Edition Series 2 38mm,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-edition-38mm.jpg,No cellular connectivity,N/A,,,,"2016, September. Released 2016, December",Discontinued,39.2 x 34 x 11.8 mm (1.54 x 1.34 x 0.46 in),39.6 g body (1.41 oz),"Glass front (Sapphire crystal), ceramic back, ceramic frame",No,"OLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~53.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"watchOS 3.0, upgradable to 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,50m water resistant,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE","Yes, with GLONASS",No,No,"Accelerometer, gyro, heart rate","Li-Ion 273 mAh, non-removable (1.03 Wh)",Wireless charging,Sport Band/White,A1816,About 1450 EUR,,,3D Touch display 1000 nits max brightness (advertised),Natural language commands and dictation,,,,,Sapphire crystal glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 2 42mm,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-42mm.jpg,No cellular connectivity,N/A,,,,"2016, September. Released 2016, December",Discontinued,42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),52.4 g body (1.83 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",No,"OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"watchOS 3.0, upgradable to 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,50m water resistant,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with GLONASS",No,No,"Accelerometer, gyro, heart rate","Li-Ion 334 mAh, non-removable (1.27 Wh)",Wireless charging,"Sport band: silver case/white, black case/black Leather band: silver case/blue, brown, orange Stainless Steel band: silver case/silver, black case/black",A1758,About 700 EUR,,,3D Touch display 1000 nits max brightness (advertised),Natural language commands and dictation,,,,,Sapphire crystal glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 2 38mm,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-38mm.jpg,No cellular connectivity,N/A,,,,"2016, September. Released 2016, December",Discontinued,38.6 x 33.3 x 11.4 mm (1.52 x 1.31 x 0.45 in),41.9 g body (1.48 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",No,"OLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"watchOS 3.0, upgradable to 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,50m water resistant,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with GLONASS",No,No,"Accelerometer, gyro, heart rate","Li-Ion 273 mAh, non-removable (1.03 Wh)",Wireless charging,"Sport band: silver case/white, black case/blackLeather band: silver case/blue, brown, gray, red Stainless Steel band: silver case/silver, black case/black",A1757,About 650 EUR,,,3D Touch display 1000 nits max brightness (advertised),Natural language commands and dictation,,,,,Sapphire crystal glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 2 Aluminum 42mm,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-42mm.jpg,No cellular connectivity,N/A,,,,"2016, September. Released 2016, December",Discontinued,42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),34.2 g body (1.20 oz),"Glass front, ceramic back, aluminum frame",No,"OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"watchOS 3.0, upgradable to 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,50m water resistant,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with GLONASS",No,No,"Accelerometer, gyro, heart rate","Li-Ion 334 mAh, non-removable (1.27 Wh)",Wireless charging,"Case colors: silver, gold, rose gold, gray Band colors: gray, white, blue, brown, orange, black Band types: sport, woven nylon",A1758,About 450 EUR,,,3D Touch display 1000 nits max brightness (advertised),Natural language commands and dictation,,,,,Ion-X strengthened glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 1 Aluminum 42mm,https://fdn2.gsmarena.com/vv/bigpic/apple-watch1-sport-42mm.jpg,No cellular connectivity,N/A,,,,"2016, September","Available. Released 2016, December",42.5 x 36.4 x 10.5 mm (1.67 x 1.43 x 0.41 in),30 g body (1.06 oz),"Glass front, composite plastic back, aluminum frame",No,"OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"watchOS 3.0, upgradable to 6.2.8",Apple S1P (28 nm),Dual-core 520 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,IPX7 water resistant up to 1 meter and 30 minutes,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE",No,No,No,"Accelerometer, gyro, heart rate","Li-Ion 250 mAh, non-removable (0.94 Wh)",Wireless charging,"Case colors: silver, gold, rose gold, gray Band colors: brown, white, black, blue Band types: sport",A1803,About 300 EUR,,,3D Touch display 450 nits max brightness (advertised),Natural language commands and dictation,,,,,Ion-X strengthened glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 2 Aluminum 38mm,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-38mm.jpg,No cellular connectivity,N/A,,,,"2016, September. Released 2016, December",Discontinued,38.6 x 33.3 x 11.4 mm (1.52 x 1.31 x 0.45 in),28.2 g body (0.99 oz),"Glass front, ceramic back, aluminum frame",No,"OLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"watchOS 3.0, upgradable to 6.2.8",Apple S2 (16 nm),Dual-core 780 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,50m water resistant,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with GLONASS",No,No,"Accelerometer, gyro, heart rate","Li-Ion 273 mAh, non-removable (1.03 Wh)",Wireless charging,"Case colors: silver, gold, rose gold, gray Band colors: gray, white, blue, yellow, pink, black Band types: sport, woven nylon",A1757,About 420 EUR,,,3D Touch display 1000 nits max brightness (advertised),Natural language commands and dictation,,,,,Ion-X strengthened glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 1 Aluminum 38mm,https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-38mm.jpg,No cellular connectivity,N/A,,,,"2016, September","Available. Released 2016, December",38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),25 g body (0.88 oz),"Glass front, composite plastic back, aluminum frame",No,"OLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"watchOS 3.0, upgradable to 6.2.8",Apple S1P (28 nm),Dual-core 520 MHz Cortex-A7,PowerVR G6200,No,8GB 512MB RAM,IPX7 water resistant up to 1 meter and 30 minutes,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE",No,No,No,"Accelerometer, gyro, heart rate","Li-Ion 205 mAh, non-removable (0.78 Wh)",Wireless charging,"Case colors: silver, gold, rose gold, gray Band colors: gray, white, black, pink Band types: sport",A1802,About 270 EUR,,,3D Touch display 450 nits max brightness (advertised),Natural language commands and dictation,,,,,Ion-X strengthened glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple iPhone 7 Plus,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-7-plus-r2.jpg,GSM / CDMA / HSPA / EVDO / LTE,"GSM 850 / 900 / 1800 / 1900 - A1661, A1784","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - A1661, A1784","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41 - A1661, A1784","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps, EV-DO Rev.A 3.1 Mbps","2016, September 07","Available. Released 2016, September 16",158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in),188 g (6.63 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame",Nano-SIM,"Retina IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","iOS 10.0.1, upgradable to iOS 14",Apple A10 Fusion (16 nm),Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),PowerVR Series7XT Plus (six-core graphics),No,"32GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM",CDMA 800 / 1900 / 2100 - A1661,,"Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60/120fps, 720p@240fps","7 MP, f/2.2, 32mm (standard)","Face detection, HDR",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 2900 mAh, non-removable (11.1 Wh)",,"Jet Black, Black, Silver, Gold, Rose Gold, Red","A1661, A1784, A1785, A1786",$ 264.99 / € 289.16 / £ 216.37,,$ 264.99,CDMA2000 1xEV-DO & TD-SCDMA - A1661,Siri natural language commands and dictation,"12 MP, f/1.8, 28mm (wide), 1/3"", PDAF, OIS 12 MP, f/2.8, 56mm (telephoto), 1/3.6"", AF, 2x optical zoom",,,,"Ion-strengthened glass, oleophobic coating",Yes,,,,,,Up to 384 h (3G),Up to 21 h (3G),Up to 60 h,,,,,,1.24 W/kg (head)     1.00 W/kg (body),"Contrast ratio: 1398:1 (nominal), 3.588 (sunlight)",Photo / Video,Voice 68dB / Noise 72dB / Ring 72dB,Noise -93.1dB / Crosstalk -80.5dB,Endurance rating 75h,1.19 W/kg (head)     1.19 W/kg (body),,,,,,,,Basemark OS II 2.0: 3796,,$ 283.00,$ 346.88,,,,,,,
apple,Apple iPhone 7,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,GSM / CDMA / HSPA / EVDO / LTE,"GSM 850 / 900 / 1800 / 1900 - A1660, A1778","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - A1660, A1778","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41 - A1660, A1778","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps, EV-DO Rev.A 3.1 Mbps","2016, September 07","Available. Released 2016, September 16",138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in),138 g (4.87 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame",Nano-SIM,"Retina IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 10.0.1, upgradable to iOS 14",Apple A10 Fusion (16 nm),Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),PowerVR Series7XT Plus (six-core graphics),No,"32GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM",CDMA 800 / 1900 / 2100 - A1660,,"Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60/120fps, 720p@240fps","12 MP, f/1.8, 28mm (wide), 1/3"", PDAF, OIS","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 1960 mAh, non-removable (7.45 Wh)",,"Jet Black, Black, Silver, Gold, Rose Gold, Red","A1660, A1778, A1779, A1780, A1853, A1866","$ 169.10 / € 199.00 / £ 167.74 / ₹ 29,799",,,CDMA2000 1xEV-DO & TD-SCDMA - A1660,Siri natural language commands and dictation,,$ 169.10,"7 MP, f/2.2, 32mm (standard)",,"Ion-strengthened glass, oleophobic coating",Yes,,,,,,,Up to 14 h (3G),Up to 40 h,,,,,,1.38 W/kg (head)     1.34 W/kg (body),"Contrast ratio: 1603:1 (nominal), 3.964 (sunlight)",Photo / Video,Voice 67dB / Noise 73dB / Ring 75dB,Noise -92.4dB / Crosstalk -80.9dB,Endurance rating 61h,1.19 W/kg (head)     1.19 W/kg (body),,,,,,,,Basemark OS II 2.0: 3416,,,,,,,,,$ 348.97,$ 194.00
apple,Apple iPad Pro 9.7 (2016),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-97.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2016, March","Available. Released 2016, March",240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in),437 g (Wi-Fi) / 444 g (LTE) (15.41 oz),"Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","iOS 9.3.2, upgradable to iPadOS 14",Apple A9X (16 nm),Dual-core 2.16 GHz (Twister),PowerVR Series 7 (12-core graphics),No,"32GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM",CDMA 800 / 1900,,"Dual-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR","Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only)",No,"2.0, proprietary reversible connector; magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Ion 7306 mAh, non-removable (27.9 Wh)",,"Silver, Gold, Space Gray, Rose Gold","A1673, A1674, A1675",About 690 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"5 MP, f/2.2, 31mm (standard)",,"Scratch-resistant glass, oleophobic coating",Yes,,,,,,,Up to 10 h (multimedia),,,,,,,0.99 W/kg (body),,,,,,1.19 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple iPhone SE,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,GSM / CDMA / HSPA / EVDO / LTE,"GSM 850 / 900 / 1800 / 1900 - A1662, A1723","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - A1662, A1723","1, 2, 3, 4, 5, 8, 12, 13, 17, 18, 19, 20, 25, 26, 29 - A1662","HSPA, LTE-A Cat4 150/50 Mbps","2016, March 21","Available. Released 2016, March 31",123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),113 g (3.99 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","iOS 9.3.2, upgradable to iOS 14",Apple A9 (14 nm),Dual-core 1.84 GHz Twister,PowerVR GT7600 (six-core graphics),No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM","CDMA 800 / 1900 - A1662, A1723",,"Dual-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","Face detection, HDR, panorama",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 1624 mAh, non-removable (6.21 Wh)",,"Space Gray, Silver, Gold, Rose Gold","A1662, A1723, A1724",$ 101.49 / € 129.00 / £ 123.98,,,"CDMA2000 1xEV-DO - A1662, A1723",Siri natural language commands and dictation,,$ 199.99,"1.2 MP, f/2.4, 31mm (standard)",$ 119.99,,Yes (Apple Pay only),,,,,,Up to 240 h (2G) / Up to 240 h (3G),Up to 14 h (3G),Up to 50 h,,,,,,0.72 W/kg (head)     0.97 W/kg (body),"Contrast ratio: 804:1 (nominal), 3.681 (sunlight)",Photo / Video,Voice 66dB / Noise 65dB / Ring 69dB,Noise -93.0dB / Crosstalk -72.9dB,Endurance rating 73h,1.17 W/kg (head)     1.19 W/kg (body),,,,,,,,Basemark OS II 2.0: 2163,,,,,,,,$ 449.57,,
apple,Apple iPhone 6s Plus,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30 - A1633","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps","2015, September 09","Available. Released 2015, September 25",158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in),192 g (6.77 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","iOS 9, upgradable to iOS 14",Apple A9 (14 nm),Dual-core 1.84 GHz Twister,PowerVR GT7600 (six-core graphics),No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM",CDMA 800 / 1700 / 1900 / 2100,,"Dual-LED dual-tone flash, HDR","4K@30fps, 1080p@60fps, 1080p@120fps, 720p@240fps","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF, OIS","Face detection, HDR, panorama",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 2750 mAh, non-removable (10.45 Wh)",,"Space Gray, Silver, Gold, Rose Gold","A1634, A1687, A1690, A1699",$ 139.70 / € 242.89 / £ 305.97,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,$ 279.95,"5 MP, f/2.2, 31mm (standard)","$ 1,099.98","Ion-strengthened glass, oleophobic coating",Yes (Apple Pay only),,,,,,Up to 384 h (3G),Up to 24 h (3G),Up to 80 h,,,,,,0.93 W/kg (head)     0.98 W/kg (body),"Contrast ratio: 1382:1 (nominal), 3.530 (sunlight)",Photo / Video,Voice 65dB / Noise 65dB / Ring 64dB,Noise -93.4dB / Crosstalk -71.1dB,Endurance rating 85h,1.12 W/kg (head)     1.14 W/kg (body),,,,,,,,Basemark OS II 2.0: 2261,,,,,,,,$ 559.95,,
