Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands
coolpad,Coolpad NX1,https://fdn2.gsmarena.com/vv/bigpic/coolpad-nx1-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA,,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, August","Available. Released 2017, August",-,-,Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 5.0 (Lollipop),Mediatek MT6735P (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC,8GB 1GB RAM,"8 MP, f/2.4, AF",Dual-LED flash,720p,"2 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2000 mAh, non-removable","Black, White",About 10300 INR,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,
coolpad,Coolpad Defiant,https://fdn2.gsmarena.com/vv/bigpic/coolpad-defiant.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,eMMC 5.1,HSDPA 850 / 1700(AWS) / 1900,,"2, 4, 12","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, June","Available. Released 2017, June",144.5 x 71.4 x 10.2 mm (5.69 x 2.81 x 0.40 in),184.3 g (6.49 oz),Micro-SIM,,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 7.0 (Nougat),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 306,microSDHC,8GB 1GB RAM,"5 MP, AF",LED flash,720p@24fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,,No,microUSB 2.0,Accelerometer,Li-Ion 2450 mAh battery,Storm gray,About 100 USD,Up to 216 h (3G),Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,,,
coolpad,Coolpad Note 5 Lite,https://fdn2.gsmarena.com/vv/bigpic/coolpad-note-5-lite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 1900 / 2100,,"1, 3, 5, 40","HSPA 42.2/5.76 Mbps, LTE","2017, March","Available. Released 2017, March",145.3 x 72.3 x 8.7 mm (5.72 x 2.85 x 0.34 in),148 g (5.22 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 6 (Marshmallow), Cool UI 8",Mediatek MT6735CP,Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),16GB 3GB RAM,"13 MP, f/2.2, AF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 2500 mAh, non-removable","Gold, Gray",About 120 EUR,,,,,,,,,,,,,3505I,,,,LED flash,,,,,,,
coolpad,Coolpad Cool1 dual,https://fdn2.gsmarena.com/vv/bigpic/leeco-cool1-dual.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 / 1900,HSDPA 850 / 900 / 1900 / 2100,TD-SCDMA,"1, 3, 5, 7, 8, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE","2016, August","Available. Released 2016, August",152 x 74.8 x 8.2 mm (5.98 x 2.94 x 0.32 in),167 g (5.89 oz),"Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"Android 6.0 (Marshmallow), eUI 5.6",Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.2 GHz Cortex-A53 & 4x1.8 GHz Cortex-A72),Adreno 510,No,"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM","13 MP, f/2.0, PDAF 13 MP","Dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2, 1/3.2"", 1.4µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,Yes,No,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4060 mAh, non-removable","Gold, Silver, Rose Gold",About 200 EUR,,,,,,,,,,,,"Fast charging 18W, 50% in 30 min (advertised) Quick Charge 2.0",R116,,,,,,,,,,,
coolpad,Coolpad Conjr,https://fdn2.gsmarena.com/vv/bigpic/coolpad-conjr.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 1700(AWS) / 1900 / 2100,,"2, 4, 5, 7, 12","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, January","Available. Released 2017, January",143 x 72 x 8.7 mm (5.63 x 2.83 x 0.34 in),148 g (5.22 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 6 (Marshmallow), Cool UI 8",Mediatek MT6735CP,Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDHC,16GB 3GB RAM,"13 MP, f/2.2, AF, OIS","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 2500 mAh, non-removable",Gray,About 210 EUR,,,,,,,,,,,,,,,,,LED flash,,,,,,,
coolpad,Coolpad Cool S1,https://fdn2.gsmarena.com/vv/bigpic/coolpad-cool-s1.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Tuned by Harman Kardon,HSDPA,,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE","2016, December","Available. Released 2017, January",151.4 x 74.7 x 7.5 mm (5.96 x 2.94 x 0.30 in),168 g (5.93 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"Android 6.0.1 (Marshmallow), eUI 5.8",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,No,"64GB 4GB RAM, 128GB 6GB RAM","16 MP, f/2.0, PDAF","Dual-LED dual-tone flash, HDR, panorama",Yes,8 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",,,FM radio,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4070 mAh, non-removable",Gold,About 420 EUR,,,,,,,,,,,,Fast charging 18W Quick Charge 3.0,,Yes,Yes,,,,,,,,,
coolpad,Coolpad Note 3s,https://fdn2.gsmarena.com/vv/bigpic/coolpad-note-3s.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 900 / 2100,,"3, 5, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, November","Available. Released 2016, December",154.5 x 77.4 x 8.3 mm (6.08 x 3.05 x 0.33 in),163 g (5.75 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Scratch-resistant glass,Android 6.0 (Marshmallow),Qualcomm MSM8929 Snapdragon 415 (28 nm),Octa-core (4x1.3 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDHC,32GB 3GB RAM,"13 MP, f/2.2, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,Stereo FM radio; recording,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 2500 mAh, non-removable","White, Gold",,Up to 200 h (3G),Up to 8 h (3G),,,,,,,,,,,Y91-I00,,,0.57 W/kg (head)     0.65 W/kg (body),,,,,,,,
coolpad,Coolpad Mega 3,https://fdn2.gsmarena.com/vv/bigpic/coolpad-mega3.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.0,HSDPA 900 / 2100,,"1, 3, 5, 7, 20, 40","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, December","Available. Released 2016, December",152 x 77 x 8.2 mm (5.98 x 3.03 x 0.32 in),170 g (6.00 oz),"Triple SIM (Nano-SIM, triple stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Scratch-resistant glass,"Android 6.0 (Marshmallow), Cool UI",Mediatek MT6737 (28 nm),Quad-core 1.2 GHz Cortex-A53,Mali-T860,microSDHC (dedicated slot),16GB 2GB RAM,"8 MP, f/2.2, AF","LED flash, HDR, panorama",720p@30fps,"8 MP, f/2.2",720p,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,Stereo FM radio; recording,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 3050 mAh, non-removable","Champagne White, Moondust Grey, Gold White",About 110 EUR,Up to 200 h (3G),Up to 8 h (3G),,,,,,,,,,,3503I,,,0.68 W/kg (head)     0.66 W/kg (body),LED flash,,,,,,,
coolpad,Coolpad Note 5,https://fdn2.gsmarena.com/vv/bigpic/coolpad-note-5.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 900 / 2100,,"1, 3, 40","HSPA 42.2/5.76 Mbps, LTE","2016, September","Available. Released 2016, October",152 x 75.7 x 8.9 mm (5.98 x 2.98 x 0.35 in),173.4 g (6.10 oz),Hybrid Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Scratch-resistant glass,"Android 6 (Marshmallow), Cool UI 8",Qualcomm MSM8952 Snapdragon 617 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),"32GB 4GB RAM, 64GB 4GB RAM","13 MP, f/2.2, AF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 4010 mAh, non-removable","Royal Gold, Space Gray",About 180 EUR,,,,,,,,,,,,,3600I,,,,LED flash,,,,,,,
coolpad,Coolpad Modena 2,https://fdn2.gsmarena.com/vv/bigpic/coolpad-modena2.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,"1, 3, 7, 8, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, September","Available. Released 2016, September",154.5 x 76.5 x 7.9 mm (6.08 x 3.01 x 0.31 in),143 g (5.04 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 6 (Marshmallow), Cool UI 8",Mediatek MT6735P (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDHC (uses shared SIM slot),16GB 2GB RAM,"8 MP, f/2.2, AF","LED flash, HDR, panorama",Yes,"8 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2500 mAh, non-removable","Gold, Black",About 180 EUR,,,,,,,,,,,,,E502,,,,,,,,,,,
coolpad,Coolpad Mega,https://fdn2.gsmarena.com/vv/bigpic/coolpad-mega.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,"3, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, August","Available. Released 2016, August",153 x 76.8 x 7.9 mm (6.02 x 3.02 x 0.31 in),143 g (5.04 oz),Hybrid Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 109.5 cm2 (~93.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~233 ppi density)",,"Android 6 (Marshmallow), Cool UI 8",Mediatek MT6735P (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDHC (uses shared SIM slot),16GB 3GB RAM,"8 MP, f/2.2, AF",LED flash,Yes,"8 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, non-removable","Gold, White, Black",About 80 EUR,,,,,,,,,,,,,Y83-I00,,,,,,,,,,,
coolpad,Coolpad Torino,https://fdn2.gsmarena.com/vv/bigpic/coolpad-torino.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 900 / 2100,,"1, 3, 7, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, July","Available. Released 2016, July",154 x 76.5 x 8.7 mm (6.06 x 3.01 x 0.34 in),163 g (5.75 oz),Hybrid Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 5.1 (Lollipop), Cool UI 8",Qualcomm MSM8952 Snapdragon 617 (28 nm),Octa-core (4x1.36 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDHC (uses shared SIM slot),16GB 3GB RAM,"13 MP, f/2.2, AF","LED flash, panorama",1080p@30fps,"5 MP, f/2.2",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 2500 mAh, non-removable",White/Gold,About 200 EUR,Up to 250 h (2G) / Up to 250 h (3G),Up to 16 h (2G) / Up to 13 h (3G),,,,,,,,,,,R108,,,,,,,,,,,
coolpad,Coolpad Note 3 Plus,https://fdn2.gsmarena.com/vv/bigpic/coolpad-note-3-plus.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,"1, 3, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, May","Available. Released 2016, July",152 x 77 x 9 mm (5.98 x 3.03 x 0.35 in),168 g (5.93 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Scratch-resistant glass,"Android 5.1 (Lollipop), Cool UI 6",Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (dedicated slot),16GB 3GB RAM,"13 MP, f/2.0, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable","Champagne Gold, White",About 120 EUR,Up to 400 h (3G),Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,,,
coolpad,Coolpad Max,https://fdn2.gsmarena.com/vv/bigpic/coolpad-max.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 900 / 2100,,"3, 40","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, June","Available. Released 2016, June",152 x 75.7 x 7.6 mm (5.98 x 2.98 x 0.30 in),170 g (6.00 oz),Hybrid Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,Android 5.1 (Lollipop),Qualcomm MSM8952 Snapdragon 617 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),64GB 4GB RAM,"13 MP, f/2.0, PDAF","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, 1/4"", 1.4µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 2800 mAh, non-removable","Royal Gold, Rose Gold",About 380 EUR,,,,,,,,,,,,,,,,,,,,,,,,
coolpad,Coolpad Porto S,https://fdn2.gsmarena.com/vv/bigpic/coolpad-porto-s.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,"1, 3, 7, 20","HSPA, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, March",143 x 72 x 7.6 mm (5.63 x 2.83 x 0.30 in),125 g (4.41 oz),"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 5.1 (Lollipop),Mediatek MT6735P (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),8GB 1GB RAM,"8 MP, f/2.4, AF",Dual-LED flash,1080p@30fps,"2 MP, f/2.4",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2000 mAh, non-removable",White,About 130 EUR,Up to 200 h (2G) / Up to 150 h (3G),Up to 8 h (2G) / Up to 7 h (3G),,,,,,,,,,,E570,,,,,,,,,,,
coolpad,Coolpad Torino S,https://fdn2.gsmarena.com/vv/bigpic/coolpad-torino-s.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 900 / 2100,,"1, 3","HSPA, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, March",139 x 67.8 x 7.9 mm (5.47 x 2.67 x 0.31 in),120 g (4.23 oz),"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~64.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Android 5.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (uses shared SIM slot),16GB 2GB RAM,"8 MP, f/2.2, AF",Dual-LED flash,1080p@30fps,"5 MP, f/2.2",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",,Yes,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 1800 mAh, non-removable","Black, White, Gold",About 180 EUR,Up to 300 h (2G) / Up to 200 h (3G),Up to 5 h (2G) / Up to 4 h (3G),,,,,,,,,,,,,,,,,,,,,,
coolpad,Coolpad Note 3 Lite,https://fdn2.gsmarena.com/vv/bigpic/coolpad-note3-lite.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,HSDPA 900 / 2100,,"1, 2, 3, 8, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, January",140.8 x 70.4 x 8.9 mm (5.54 x 2.77 x 0.35 in),142 g (5.01 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Scratch-resistant glass,Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDHC (dedicated slot),16GB 3GB RAM,"13 MP, f/2.0, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4",,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",,,"Stereo FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 2500 mAh, non-removable","Black, White, Champagne white",About 110 EUR,Up to 200 h,Up to 10 h,0.24 W/kg (head)     0.42 W/kg (body),,,,,,,,,,CP8298_I00,,,0.24 W/kg (head)     0.42 W/kg (body),,,,,,,,
coolpad,Coolpad Roar,https://fdn2.gsmarena.com/vv/bigpic/coolpad-roar.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 850 / 900 / 2100,,,HSPA,"2015, November. Released 2015, November",Discontinued,133 x 65.4 x 9 mm (5.24 x 2.57 x 0.35 in),-,Nano-SIM,,IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~64.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,"5 MP, AF",LED flash,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,Yes,"Li-Ion 1800 mAh, removable",Black,,,,,,,,,,,,,,,,,,,,,,,,,
coolpad,Coolpad Note 3,https://fdn2.gsmarena.com/vv/bigpic/coolpad-note-3.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, October",Discontinued,151 x 77 x 9.3 mm (5.94 x 3.03 x 0.37 in),-,Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 5.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (dedicated slot),16GB 3GB RAM,"13 MP, f/2.0, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3000 mAh, non-removable",White,About 120 EUR,,,,,,,,,,,,,CP8676_I02,,,,,,,,,,,
coolpad,Coolpad Shine,https://fdn2.gsmarena.com/vv/bigpic/coolpad-shine.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 900 / 2100,,"1, 3","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, October",Discontinued,153 x 77.2 x 8.6 mm (6.02 x 3.04 x 0.34 in),-,Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 5.1 (Lollipop),Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDHC,8GB 2GB RAM,"13 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 2500 mAh, non-removable",Gold,About 200 EUR,,,,,,,,,,,,,R106,,,,,,,,,,,
