Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser
yezz,Yezz Monte Carlo 55 LTE,https://fdn2.gsmarena.com/vv/bigpic/yezz-monte-carlo-55.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 1900 / 2100 - MCM55TL142,"2, 3, 7, 20 - MCM55TL142",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, December","Available. Released 2016, March",152 x 77.9 x 7 mm (5.98 x 3.07 x 0.28 in),165 g (5.82 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 5.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (uses shared SIM slot),8GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"20 MP, AF",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, LE","Yes, with A-GPS",,Stereo FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",,Black,,,,,,,,,,,,,,,8 MP,,,,Up to 300 h (2G) / Up to 250 h (3G),,Up to 22 h 10 min (2G) / Up to 18 h 30 min (3G),,,,,,,,,,,,
yezz,Yezz Classic C23A,https://fdn2.gsmarena.com/vv/bigpic/yezz-c23a.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - CM22B003,No,,,,,"2015, November","Available. Released 2016, February",112 x 48.5 x 12.6 mm (4.41 x 1.91 x 0.50 in),81 g (2.86 oz),,Dual SIM (Mini-SIM),"TFT, 256K colors","1.8 inches, 10.2 cm2 (~18.8% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),Video Player Music Player Organizer,,,,,microSDHC,4MB 4MB RAM,,,Yes,VGA,,,Yes,Yes,,No,2.1,No,,Stereo FM radio,microUSB 2.0,,"Li-Ion 600 mAh, removable",,"Black, Blue, Fushsia, Gold, Green, Red, Silver, White",,,,,,,,,,,,,,,,,,,Up to 200 h,,Up to 4 h,,,Yes,No,,,Yes,Yes,SMS,No,No,
yezz,Yezz Andy 4E3I,https://fdn2.gsmarena.com/vv/bigpic/andy-4E3I.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 1900 - AM4E3I043,,,HSPA 21.1/5.76 Mbps,"2015, December","Available. Released 2016, March",121 x 64.6 x 10.7 mm (4.76 x 2.54 x 0.42 in),116.9 g (4.13 oz),,"Dual SIM, (Mini-SIM)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4 (KitKat),Mediatek MT6572A,Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),4GB 512MB RAM,,"LED flash, panorama",720p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, LE","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1400 mAh, removable",,Black,,,,,,,,,,,,,,,1.3 MP,,,,Up to 280 h (2G) / Up to 232 h (3G),,Up to 10 h 30 min (2G) / Up to 8 h 40 min (3G),,,,,,,,,,,,
yezz,Yezz Andy 5E2I,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-5e2i.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - AM5E3I043,HSDPA 900 / 2100 - AM5E3I047,,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, November",Discontinued,145.5 x 75.3 x 9 mm (5.73 x 2.96 x 0.35 in),104 g (3.67 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~62.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),4GB 512MB RAM,,Panorama,Yes,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable",,"Black, Cool Gray",,,,,,,,,,,,,,,1.3 MP,,,,Up to 230 h (3G),,Up to 12 h (3G),,,,,,,,,,,,
yezz,Yezz Andy 4EI2,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-4ei2.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - AM4E2I043,HSDPA 900 / 2100 - AM4E2I047,,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, November",Discontinued,121 x 64 x 10.7 mm (4.76 x 2.52 x 0.42 in),110 g (3.88 oz),,Dual SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~58.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4 (KitKat),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),4GB 512MB RAM,,Panorama,Yes,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1400 mAh, removable",,"Black, Red, Silver, White, Blue, Gold",,,,,,,,,,,,,,,1.3 MP,,,,Up to 232 h (3G),,Up to 8 h (3G),,,,,,,,,,,,
yezz,Yezz Andy 3.5EI2,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-35ei2.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - AM35E2I043,HSDPA 900 / 2100 - AM35E2I047,,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, November",Discontinued,111.5 x 62.8 x 10.7 mm (4.39 x 2.47 x 0.42 in),74 g (2.61 oz),,Dual SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.4 (KitKat),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),4GB 512MB RAM,,Panorama,Yes,2 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1300 mAh, removable",,"Black, Red, Silver, White, Blue, Gold",,,,,,,,,,,,,,,1.3 MP,,,,Up to 217 h (3G),,Up to 8 h (3G),,,,,,,,,,,,
yezz,Yezz Andy 6EL LTE,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-6el-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - AM6EL133,HSDPA 900 / 2100 - AM6EL137,LTE 700 / 1700 / 2600 -  AM6EL133,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, November",Discontinued,166 x 85.6 x 7.5 mm (6.54 x 3.37 x 0.30 in),131 g (4.62 oz),,Hybrid Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~69.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",LTE 800 / 1800 / 2600 - AM6EL137,Android 5.1 (Lollipop),Mediatek MT6735A,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),8GB 1GB RAM,,"LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2900 mAh, removable",,"Black, White",,,,,,,,,,,,,,,2 MP,,,,Up to 480 h (3G),,Up to 18 h (3G),,,,,,,,,,,,
yezz,Yezz Andy 5E LTE,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-5e-lte.jpg,GSM / HSPA / LTE,GSM 850 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 1900 - AM5EL151,LTE 700 / 1800 / 1900 - AM5EL151,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, September. Released 2015, November",Discontinued,143.7 x 72.8 x 9.4 mm (5.66 x 2.87 x 0.37 in),158 g (5.57 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Mediatek MT6735M (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),8GB 1GB RAM,,"LED flash, HDR",Yes,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, LE","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2100 mAh, removable",,"Black, White",,,,,,,,,,,,,,,2 MP,,,,Up to 300 h (3G),,Up to 12 h (3G),,,,,,,,,,,,
yezz,Yezz Andy C5E LTE,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-c5e-lte.jpg,GSM / HSPA / LTE,GSM 850 / 1800 / 1900,,HSDPA 850 / 1900 - AC5EL191,LTE 700 / 1800 / 1900 - AC5EL191,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, September. Released 2015, November",Discontinued,143.7 x 72.8 x 9.4 mm (5.66 x 2.87 x 0.37 in),158 g (5.57 oz),,Micro-SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Mediatek MT6735M (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),8GB 1GB RAM,,"LED flash, HDR",Yes,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2100 mAh, removable",,Black,,,,,,,,,,,,,,,2 MP,,,,Up to 350 h (3G),,Up to 12 h (3G),,,,,,,,,,,,
yezz,Yezz Andy 5EI3,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-5ei3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - AM5EI3043,HSDPA 900 / 2100 - AM5EI3047,,,HSPA 21.1/5.76 Mbps,"2015, September. Released 2015, October",Discontinued,145.5 x 75.3 x 9 mm (5.73 x 2.96 x 0.35 in),104 g (3.67 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~62.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 5.1 (Lollipop),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),4GB 512MB RAM,,LED flash,480p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 2000 mAh, removable",,"Black, White, Red, Champagne Gold",,,,,,,,,,,,,,,1.3 MP,,,,Up to 230 h (3G),,Up to 12 h (3G),,,,,,,,,,,,
yezz,Yezz Andy 4EL2 LTE,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-4el2-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - AM4E2L133,HSDPA 900 / 2100 - AM4E2L137,LTE 700 / 1700 / 2600 - AM4E2L133,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, June. Released 2015, September",Discontinued,127 x 64.5 x 10.5 mm (5.0 x 2.54 x 0.41 in),120 g (4.23 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~55.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",LTE 800 / 1800 / 2600 - AM4E2L137,Android 5.1 (Lollipop),Mediatek MT6735M (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),8GB 1GB RAM,,"LED flash, HDR",1080p@30fps,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1600 mAh, removable",,"Black, White",,,,,,,,,,,,,,,1.3 MP,,,,Up to 266 h (3G),,Up to 10 h (3G),,,,,,,,,,,,
yezz,Yezz Classic Z51,https://fdn2.gsmarena.com/vv/bigpic/yezz-z51.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - ZM51003,Flashlight SOS button,,,,,"2015, July. Released 2015, September",Discontinued,100.5 x 50.5 x 17.8 mm (3.96 x 1.99 x 0.70 in),86 g (3.03 oz),,Dual SIM (Mini-SIM),"TFT, 65K colors","1.3 inches, 5.2 cm2 (~10.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~308 ppi density)",No,,,,,microSDHC,8MB 8MB,,LED flash,Yes,1.3 MP,,,Yes,Yes,Music/Video player Organizer Calendar Calculator Voice memo,No,"3.0, EDR",No,,Stereo FM radio; built in antenna,microUSB,,"Li-Ion 800 mAh, removable",Charging dock,"Black, White",,,,,,,,,,,,,,,,,,,Up to 130 h,,Up to 5 h,,,Yes,No,,,300 entries,Yes,SMS,No,No,
yezz,Yezz Andy 5EL LTE,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-5el-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - AM5EL133,HSDPA 900 / 2100 - AM5EL137,LTE 700 / 1700 / 2600 -  AM5EL133,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, June. Released 2015, July",Discontinued,143.7 x 72.8 x 9.4 mm (5.66 x 2.87 x 0.37 in),158 g (5.57 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",LTE 800 / 1800 / 2600 - AM5EL137,Android 5.1 (Lollipop),Mediatek MT6735M (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),8GB 1GB RAM,,"LED flash, HDR",1080p@30fps,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, LE","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2100 mAh, removable",,"Black, White",,,,,,,,,,,,,,,1.3 MP,,,,Up to 350 h (3G),,Up to 12 h (3G),,,,,,,,,,,,
yezz,Yezz Andy 4.5EL LTE,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-45el-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - AM45EL133,HSDPA 900 / 2100 - AM45EL137,LTE 700 / 1700 / 2600 -  AM45EL133,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, June. Released 2015, July",Discontinued,132.8 x 66 x 10.9 mm (5.23 x 2.60 x 0.43 in),146 g (5.15 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~63.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",LTE 800 / 1800 / 2600 - AM45EL137,Android 5.1 (Lollipop),Mediatek MT6735M (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),8GB 1GB RAM,,LED flash,1080p@30fps,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","4.1, LE","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable",,"Black, White",,,,,,,,,,,,,,,1.3 MP,,,,Up to 333 h (3G),,Up to 13 h (3G),,,,,,,,,,,,
yezz,Yezz Andy 3.5EI3,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-35-ei3.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - AM35E3I083,HSDPA 850 / 1900 - AM35E3I079,,,HSPA 21.1/5.76 Mbps,"2015, June. Released 2015, July",Discontinued,117.8 x 63 x 11.7 mm (4.64 x 2.48 x 0.46 in),98 g (3.46 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~49.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.4 (KitKat),Spreadtrum 7715,1.0 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),4GB 512MB RAM,,"LED flash, HDR",480p@30fps,"2 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","2.1, EDR",A-GPS only,,Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1100 mAh, removable",,"Black, Red, White, Blue, Fuchsia",,,,,,,,,,,,,,,1.3 MP,,,,Up to 171 h (3G),,Up to 3 h 30 min (3G),,,,,,,,,,,,
yezz,Yezz Classic C60,https://fdn2.gsmarena.com/vv/bigpic/yezz-c60.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - CM60047,HSDPA 850 / 1900 - CM60043,,,HSPA 7.2/0.384 Mbps,"2015, March. Released 2015, May",Discontinued,118 x 50.4 x 12.6 mm (4.65 x 1.98 x 0.50 in),80 g without battery (2.82 oz),,Dual SIM (Mini-SIM),"TFT, 256K colors","2.4 inches, 17.8 cm2 (~30.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",No,,,,,microSDHC,128MB 64MB,,,Yes,1.3 MP,,,Yes,No,Music/Video player Organizer Calendar Calculator Voice memo,No,"2.1, EDR",No,,Stereo FM radio,microUSB 2.0,,"Li-Ion 1000 mAh, removable",,Black,,,,,,,,,,,,,,,,,,,Up to 167 h,,Up to 6 h,,,,,,,Yes,Yes,"SMS, MMS, Email",No,No,
yezz,Yezz Andy 4E LTE,https://fdn2.gsmarena.com/vv/bigpic/yezz-andy-4e-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - AM4EI133,HSDPA 900 / 2100 - AM4EI137,"4, 7, 17 - AM4EI133",,"HSPA 42.2/11.5 Mbps, LTE","2015, January. Released 2015, March",Discontinued,126 x 64 x 10.8 mm (4.96 x 2.52 x 0.43 in),127 g (4.48 oz),,Dual SIM (Micro-SIM),"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","1, 3, 7, 8, 20 - AM4EI137",Android 4.4 (KitKat),Mediatek MT6732M (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T760MP2,microSDXC (dedicated slot),4GB 512MB RAM,,LED flash,720p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1450 mAh, removable",,Black,,,,,,,,,,,,,,,1.3 MP,,,,Up to 290 h (2G) / Up to 242 h (3G),,Up to 20 h (2G) / Up to 9 h (3G),,,,,,,,,,,,
yezz,Yezz Andy 4E2I,https://fdn2.gsmarena.com/vv/bigpic/yezz-4E2I.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - AM4E2I043,HSDPA 900 / 2100 - AM4E2I047,,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, March",Discontinued,121 x 64.6 x 10.7 mm (4.76 x 2.54 x 0.42 in),110 g (3.88 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",HSDPA 850 / 1700(AWS) / 1900 - AM4E2I054,Android 4.4 (KitKat),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),4GB 512MB RAM,,"LED flash, panorama",480p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1400 mAh, removable",,"Black, White, Red, Blue, Yellow",,,,,,,,,,,,,,,1.3 MP,,,,Up to 280 h (2G) / Up to 232 h (3G),,Up to 18 h (2G) / Up to 9 h (3G),,,,,,,,,,,,
yezz,Yezz Andy 3.5E2I,https://fdn2.gsmarena.com/vv/bigpic/yezz-35E2I.jpg,GSM / UMTS / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - AM35E2I047,UMTS 850 / 1900 - AM35E2I043,,,HSPA 21.1/5.76 Mbps,"2015, February. Released 2015, March",Discontinued,115.5 x 62.8 x 10.7 mm (4.55 x 2.47 x 0.42 in),102 g (3.60 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"LCD capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~50.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",HSDPA 850 / 1700(AWS) / 1900 - AM35E2I054,Android 4.4 (KitKat),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),4GB 512MB RAM,,"LED flash, panorama",480p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1300 mAh, removable",,"Black, White, Blue, Green, Orange",,,,,,,,,,,,,,,1.3 MP,,,,Up to 260 h (2G) / Up to 217 h (3G),,Up to 18 h (2G) / Up to 8 h (3G),,,,,,,,,,,,
yezz,Yezz Z50,https://fdn2.gsmarena.com/vv/bigpic/yezz-z50.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - ZM50003,No,,,,,"2014, November. Released 2015, January",Discontinued,100.9 x 51.8 x 21.5 mm (3.97 x 2.04 x 0.85 in),120 g (4.23 oz),,Dual SIM (Mini-SIM),"TFT, 256K colors","2.4 inches, 17.8 cm2 (~34.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",Video Player Music Player Organizer Voice memo Whatsapp,,,,,No,8MB 8MB,,LED flash,Yes,2 MP,,,Yes,No,,No,"2.1, EDR",No,,Stereo FM radio; built-in antenna,microUSB,,"Li-Ion 950 mAh, removable",Charging dock,"Black, White",,,,,,,,,,,,,,,,,,,Up to 190 h,,Up to 7 h 30 min,,,Yes,No,,,300 entries,Yes,SMS,No,No,
yezz,Yezz ZC20,https://fdn2.gsmarena.com/vv/bigpic/yezz-zc20.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Flashlight SOS button,,,,,"2014, November. Released 2015, January",Discontinued,112 x 51.5 x 13.7 mm (4.41 x 2.03 x 0.54 in),53 g without battery (1.87 oz),,Mini-SIM,"TFT, 256K colors","1.8 inches, 10.2 cm2 (~17.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),No,,,,,microSDHC (dedicated slot),4MB 4MB,,,,,,,Yes,Yes,Video Player Music Player Organizer Voice memo,No,No,No,,Stereo FM radio; built-in antenna,microUSB,,"Li-Ion 600 mAh, removable",Charging dock,"White, Blue",,,,,,,,,,,,,,,,,,,Up to 120 h,,Up to 4 h 30 min,,,No,No,,,Yes,Yes,SMS,No,No,
yezz,Yezz Billy 5S LTE,https://fdn2.gsmarena.com/vv/bigpic/yess-billy-5s-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900,HSDPA 1900 / 2100,"3, 7, 20",,"HSPA, LTE","2015, January. Released 2015, February",Discontinued,-,-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",LTE 700 / 1700 / 2600,Microsoft Windows 10Microsoft Windows Phone 8.1,Qualcomm MSM8916 Snapdragon 410 (28 nm)Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A53Quad-core 1.2 GHz Cortex-A7,Adreno 306Adreno 305,microSDXC (dedicated slot),8GB 1GB RAM,,"LED flash, panorama, HDR",Yes,"13 MP, AF",,,Yes,Yes,eMMC 4.5,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS, GLONASS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion, removable",,Black,,,,,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,
