Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1,Battery life,Performance,Display,64GB 6GB RAM,64GB 4GB RAM,128GB 4GB RAM,Music play,32GB 4GB RAM,4GB,Quad,256GB 8GB RAM,128GB 8GB RAM,256GB 6GB RAM,Triple_1,64GB 3GB RAM
honor,Honor 10 Lite,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-10-lite.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, November","Available. Released 2018, November",154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),162 g (5.71 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","LED flash, HDR, panorama",1080p@30/60fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot - GlobalWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot - China","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Yes (market dependent),,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3400 mAh, non-removable","Midnight Black, Sky Blue, Sapphire Blue, White, Red","$ 138.05 / € 152.99 / £ 120.00 / ₹ 17,484",,,,,,,,,"Glass front, plastic back, plastic frame","13 MP, f/1.8, 26mm (wide), PDAF 2 MP, f/2.4, (depth)",,Charging 10W,"HRY-LX1, HRY-LX1MEB, HRY-LX2, HRY-AL00a, HRY-AL00, HRY-TL00",,,,HDR,,,,,,,,Photo / Video,Voice 70dB / Noise 73dB / Ring 87dB,Noise -90.2dB / Crosstalk -82.7dB,,,Endurance rating 89h,,"Contrast ratio: 1282 (nominal), 2.497 (sunlight)","₹ 17,484",$ 138.05,,,,,,,,,,$ 225.00
honor,Honor 8C,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8c.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 2100,IP5X,"1, 3, 5, 8, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, October","Available. Released 2018, October",158.7 x 75.9 x 8 mm (6.25 x 2.99 x 0.31 in),167.2 g (5.89 oz),"Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~81.2% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)",,"Android 8.1 (Oreo), EMUI 8.2",Qualcomm SDM632 Snapdragon 632 (14 nm),Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),Adreno 506,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM","8 MP, f/2.0","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",,,No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable","Magic Night Black, Platinum Light Gold, Aurora Blue, Nebula Purple",About 170 EUR,,,,,,,,,"Glass front, plastic back, aluminum frame","13 MP, f/1.8, PDAF 2 MP, f/2.4, (depth)",,Charging 10W,"BKK-LX2, BKK-LX1, BKK-L21, BKK-AL00, BKK-TL00, BKK-AL10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 8X,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8x.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 2100,eMMC 5.1,"1, 3, 5, 8, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A","2018, September","Available. Released 2018, September",160.4 x 76.6 x 7.8 mm (6.31 x 3.02 x 0.31 in),175 g (6.17 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 103.2 cm2 (~84.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density)",Corning Gorilla Glass 3,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.0",Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, panorama, HDR","1080p@30/60fps, 480fps, stereo sound rec.",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",Yes (JSN-L21 only),,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3750 mAh, non-removable","Black, Blue, Red, Pink",$ 179.99 / £ 237.22,,,,,,,,,"Glass front (Gorilla Glass 3), glass back, aluminum frame","20 MP, f/1.8, 27 mm (wide), PDAF 2 MP, (depth)",,Charging 10W,"JSN-L22, JSN-L42, JSN-L11, JSN-L21, JSN-L21, JSN-L23, JSN-AL00, JSN-TL00, JSN-AL00a",,,0.72 W/kg (head),HDR,,,,,,,,Photo / Video,Voice 67dB / Noise 72dB / Ring 81dB,Noise -92.3dB / Crosstalk -80.7dB,,,Endurance rating 96h,AnTuTu: 137276 (v7)GeekBench: 5651 (v4.4)GFXBench: 6.7fps (ES 3.1 onscreen),"Contrast ratio: 1234:1 (nominal), 3.113 (sunlight)",,$ 179.99,$ 349.00,,,,,,,,,
honor,Honor 8X Max,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8x-max.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 39, 40, 41 - China","1, 3, 5, 7, 8, 20, 38, 40, 41 - Global","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","2018, September","Available. Released 2018, September",177.6 x 86.3 x 8.1 mm (6.99 x 3.40 x 0.32 in),210 g (7.41 oz),"Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","7.12 inches, 127.8 cm2 (~83.4% screen-to-body ratio)","1080 x 2244 pixels, 18.7:9 ratio (~350 ppi density)",,"Android 8.1 (Oreo), upgradable to Android 9 (Pie), EMUI 9",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x1.95 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM","8 MP, f/2.0","LED flash, panorama, HDR",1080p@30fps,,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Black, Blue, Red",About 250 EUR,,,,,,,,,,"16 MP, f/2.0, PDAF 2 MP, f/2.4, (depth)",,Fast charging 18W Reverse charging,"ARE-AL00, ARE-L22HN, ARE-AL10",,,,HDR,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor Note 10,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-note10-cn.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800,HSDPA 850 / 900 / 1900 / 2100,CDMA2000 1xEV-DO / TD-SCDMA,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, July","Available. Released 2018, August",177 x 85 x 7.7 mm (6.97 x 3.35 x 0.30 in),230 g (8.11 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",UFS 2.1,"AMOLED capacitive touchscreen, 16M colors","6.95 inches, 122.6 cm2 (~81.5% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~355 ppi density)",,"Android 8.1 (Oreo), EMUI 8.2",Kirin 970 (10 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G72 MP12,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","13 MP, f/2.0","LED flash, HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS)",,1080p@30fps,"Yes, with dual speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",Yes,,FM radio,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Midnight Black, Phantom Blue",About 400 EUR,,,,,,,,,"Glass front, glass back, aluminum frame","16 MP, f/1.8, PDAF 24 MP B/W, f/1.8, PDAF",,Fast charging 22.5W,"RVL-AL09, rv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 9N (9i),https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9n.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA - China,HSDPA 850 / 900 / 2100 - China,HSDPA 900 / 2100 - India,"1, 3, 5, 8, 38, 39, 40, 41 - China","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, July","Available. Released 2018, July",149.2 x 71.8 x 7.7 mm (5.87 x 2.83 x 0.30 in),152 g (5.36 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm2 (~79.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)",,"Android 8.0 (Oreo), EMUI 8",Kirin 659 (16 nm),Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830 MP2,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3000 mAh, non-removable","Lavender Purple, Robin Egg Blue, Sapphire Blue, Midnight Black",About 220 EUR,,,,,,,,,,"13 MP, PDAF 2 MP, (depth)",,,"LLD-AL20, LLD-AL30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor Play,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-ofic.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA - China,HSDPA 850 / 900 / 2100 - India,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 3, 5, 7, 8, 20, 38, 40, 41 - Global","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, July","Available. Released 2018, August",157.9 x 74.3 x 7.5 mm (6.22 x 2.93 x 0.30 in),176 g (6.21 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",UFS 2.1,"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~83.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 970 (10 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G72 MP12,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR, aptX HD","Yes, with A-GPS, GLONASS, BDS",Yes (market dependent),,No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3750 mAh, non-removable","Midnight Black, Navy Blue, Violet, Player Edition Red, Player Edition Black",About 250 EUR,,,1.10 W/kg (head),,,,,,"Glass front, aluminum back, aluminum frame","16 MP, f/2.2, PDAF 2 MP, f/2.4, (depth)",,Fast charging 18W,"COR-L29, COR-L09, COR-AL00, COR-AL10, COR-TL10",,,,,,,,,,,,Photo / Video,Voice 68dB / Noise 73dB / Ring 75dB,,,,Endurance rating 94h,"AnTuTu: 204876 (v7), 238754 (v8)GeekBench: 6696 (v4.4), 1647 (v5.1)GFXBench: 21fps (ES 3.1 onscreen)","Contrast ratio: 1135:1 (nominal), 3.349 (sunlight)",,,,,,,,,,,,
honor,Honor 7S,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-7.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),"1, 3, 7, 8, 34, 38, 39, 40, 41 - China",HSDPA 850 / 900 / 1900 / 2100,eMMC 5.1,"1, 3, 5, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, May","Available. Released 2018, May",146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in),142 g (5.01 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,"LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,"Android 8.1 (Oreo), EMUI 8.1",Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, PDAF","LED flash, HDR, panorama",1080p@30fps,"5 MP, LED flash (Global) 24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm (China)",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","v4.2, A2DP, LE","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3020 mAh, non-removable","Black, Gold, Blue",About 110 EUR,,,,,,,,,,,,,"DUA-TL00, DUA-L22, DUA-L12, DUA-AL00, DUA-LX3",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 10,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-10-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 2.1,HSDPA 850 / 900 / 1900 / 2100,32-bit/192kHz audio,"1, 3, 5, 7, 8, 19, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, May","Available. Released 2018, May",149.6 x 71.2 x 7.7 mm (5.89 x 2.80 x 0.30 in),153 g (5.40 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm2 (~79.9% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)",Corning Gorilla Glass (unspecified version),"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 970 (10 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G72 MP12,No,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps (gyro-EIS)",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS",Yes,Yes,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 3400 mAh, non-removable","Phantom Blue, Phantom Green, Midnight Black, Glacier Grey, Lily White",About 310 EUR,,,,,,,,,"Glass front (Gorilla Glass 5), glass back, aluminum frame","16 MP, f/1.8, PDAF 24 MP B/W, f/1.8, PDAF",,"Fast charging 22.5W, 50% in 24 min (advertised)","COL-AL10, COL-L29, COL-L19",,,,,,,,,,,,Photo / Video,Voice 69dB / Noise 72dB / Ring 87dB,Noise -95.6dB / Crosstalk -94.6dB,,,Endurance rating 74h,AnTuTu: 200440 (v7)GeekBench: 6591 (v4.4)GFXBench: 21fps (ES 3.1 onscreen),"Contrast ratio: 1558:1 (nominal), 2.757 (sunlight)",,,,,,,,,,,,
honor,Honor 7A,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7a-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, April","Available. Released 2018, April",152.4 x 73 x 7.8 mm (6.00 x 2.87 x 0.31 in),150 g (5.29 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",,"Android 8.0 (Oreo), EMUI 8",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core (4x1.4 GHz Cortex-A53 & 4x1.1 GHz Cortex A53),Adreno 505,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM","8 MP, f/2.0","LED flash, panorama, HDR",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable","Black, Gold, Blue",About 120 EUR,,,,,,,,,"Glass front, aluminum back, aluminum frame","13 MP, f/2.2, PDAF 2 MP, (depth)",,,"AUM-AL00IN, AUM-TL20, AUM-AL00, AUM-AL20, AUM-l29, AUM-L29, AUM-L33",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 7C,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7c.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 20, 40","HSPA 42.2/5.76 Mbps, LTE","2018, May","Available. Released 2018, May",158.3 x 76.7 x 7.8 mm (6.23 x 3.02 x 0.31 in),164 g (5.78 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~76.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~269 ppi density)",,"Android 8.0 (Oreo), EMUI 8",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM","8 MP, f/2.0","LED flash, HDR, panorama",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3000 mAh, non-removable","Black, Red, Gold, Blue",About 200 EUR,,,,,,,,,"Glass front, aluminum back, aluminum frame","13 MP, f/2.2, PDAF 2 MP, (depth)",,,"LND-AL30, LND-AL40, AUM-L41, LND-L29",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 9 Lite,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9-lite.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,GSM 900 / 1800 - India,HSDPA 850 / 900 / 1900 / 2100 - Global,HSDPA 900 / 2100 - India,"1, 3, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, December","Available. Released 2017, December",151 x 71.9 x 7.6 mm (5.94 x 2.83 x 0.30 in),149 g (5.26 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","5.65 inches, 82.0 cm2 (~75.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~428 ppi density)",,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 659 (16 nm),Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830 MP2,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM",,"LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3000 mAh, non-removable","Midnight Black, Sapphire Blue, Glacier Gray, Navy, Seagull Gray, Magic Nightfall, Pearl White",About 190 EUR,,,,,,,,,"Glass front, glass back, aluminum frame","13 MP, PDAF 2 MP, (depth)",,,"LLD-AL00, LLD-AL10, LLD-TL10, LLD-L31, LLD-L21, LLD-L11",,,,,,,,,,,,,,,,"13 MP 2 MP, depth sensor",,,,,,,,,,,,,,,
honor,Honor View 10,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-view-10.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 2.1,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat18 1200/150 Mbps","2017, December","Available. Released 2018, January",157 x 75 x 7 mm (6.18 x 2.95 x 0.28 in),172 g (6.07 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~78.6% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 970 (10 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G72 MP12,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","13 MP, f/2.0","Panorama, HDR, LED flash","4K@30fps, 1080p@30fps",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS",Yes,Yes,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 3750 mAh, non-removable","Navy Blue, Midnight Black, Beach Gold, Aurora Blue, Charm Red",About 320 EUR,Up to 528 h (3G),Up to 23 h (3G),,,,,,,"Glass front (Aluminosilicate glass), aluminum back, plastic frame","16 MP, f/1.8, PDAF 20 MP B/W, 27mm (wide), 1/2.7""",,"Fast charging 22.5W, 58% in 30 min (advertised)","BKL-AL20, BKL-L04, BKL-L09, BKL-AL00",,,,,,,,,,,,Photo / Video,Voice 68dB / Noise 69dB / Ring 77dB,,,,Endurance rating 74h,AnTuTu: 212708 (v7)GeekBench: 6738 (v4.4)GFXBench: 20fps (ES 3.1 onscreen),,,,,,,,,,,,,
