Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,_1,Models,Triple,5G bands,_1_1,Features_1,Charging,Price,Dual,Build,Protection,SAR,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,Phonebook,Call records,Messaging,Games,Java,Single_1,128GB 4GB RAM,64GB 3GB RAM,32GB 3GB RAM,Audio quality,Dual or Triple,64GB 6GB RAM,GPRS,EDGE,Stand-by,SAR EU,64GB 4GB RAM,Talk time,Infrared port,32GB 4GB RAM,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm 
lg,LG G Pad II 8.3 LTE,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-ii-8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA,LTE (unspecified),"HSPA, LTE","2015, December","Available. Released 2015, December",216.8 x 126.5 x 8.8 mm (8.54 x 4.98 x 0.35 in),366 g (12.91 oz),Micro-SIM,Stylus,"IPS LCD capacitive touchscreen, 16M colors","8.3 inches, 199.8 cm2 (~72.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~273 ppi density)",Android 5.1.1 (Lollipop),Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),16GB 2GB RAM,,"Panorama, HDR",1080p@30fps,"8 MP, AF",,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA","4.1, A2DP","Yes, with A-GPS, GLONASS",,No,USB 2.0,"Accelerometer, gyro, compass","Li-Po 4800 mAh, non-removable","Brown Gold, Black",eMMC 4.5,VK815,,,-,,,,,,,,,,,,,,,,,,,,2 MP,,,,,,,Yes,Yes,,,,,,,,,,,,,
lg,LG Ray,https://fdn2.gsmarena.com/vv/bigpic/lg-ray-1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2015, November","Available. Released 2016, January",152.5 x 76.4 x 9.3 mm (6.00 x 3.01 x 0.37 in),158 g (5.57 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 5.1 (Lollipop),Mediatek MT6592M (28 nm),Octa-core 1.4 GHz Cortex-A7,Mali-450MP4,microSDXC (dedicated slot),16GB 1GB RAM,,LED flash,1080p@30fps,"13 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, removable","Silver, Gold, Titan Black",,,,,,,,About 190 EUR,,,,,,,,,,,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,
lg,LG G Vista 2,https://fdn2.gsmarena.com/vv/bigpic/lg-g-vista-2-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100 - AT&T,"1, 2, 3, 4, 5, 7, 12, 29, 30 - AT&T","HSPA, LTE","2015, October","Available. Released 2015, November",154.4 x 79.8 x 9.7 mm (6.08 x 3.14 x 0.38 in),169.8 g (5.96 oz),Micro-SIM,Stylus,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Android 5.1 (Lollipop),Qualcomm MSM8952 Snapdragon 617 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDHC (dedicated slot),16GB 2GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, Laser AF, OIS",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,No,microUSB 2.0,"Accelerometer, proximity, compass, color spectrum","Li-Ion 3000 mAh, removable",Metallic Black,eMMC 5.1,H740,,,,,,About 190 EUR,,,,,,,,,,,,,,,,,5 MP,,,,,,,,,Up to 648 h (3G),,,Up to 18 h (3G),,,,,,,,,
lg,LG G Watch R W110,https://fdn2.gsmarena.com/vv/bigpic/lg-g-watch-r-w110.jpg,No cellular connectivity,N/A,,,,"2015, October","Available. Released 2015, October",46.4 x 53.6 x 9.7 mm (1.83 x 2.11 x 0.38 in),62 g (2.19 oz),No,IP67 dust/water resistant (up to 1m for 30 mins) Compatible with standard 22mm straps,"P-OLED capacitive touchscreen, 16M colors","1.3 inches, 11.0 cm2 (~44.2% screen-to-body ratio)","320 x 320 pixels, 1:1 ratio (~245 ppi density)","Android Wear, upgradable to 2.1",Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4GB 512MB RAM,,,,,,No,No,Wi-Fi 802.11 b/g/n,"4.0, A2DP",No,,No,No,"Accelerometer, gyro, proximity, heart rate, barometer","Li-Ion 410 mAh, non-removable",Black,eMMC 4.5,,,,MP3 player Photo viewer Voice dial/commands,,Charging 10W,About 270 EUR,,"Glass front, stainless steel frameGlass front, aluminum frame",,,,,,,,,,,,,,,,,,,,,,No,No,Up to 48 h (mixed usage),,,,,,,,,,,,
lg,LG Watch Urbane W150,https://fdn2.gsmarena.com/vv/bigpic/lg-watch-urbane-w150.jpg,No cellular connectivity,N/A,,,,"2015, October","Available. Released 2015, October",45.5 x 52.2 x 10.9 mm (1.79 x 2.06 x 0.43 in),66.5 g (2.36 oz),No,IP67 dust/water resistant (up to 1m for 30 mins) Compatible with standard 22mm straps,"P-OLED capacitive touchscreen, 16M colors","1.3 inches, 11.0 cm2 (~46.3% screen-to-body ratio)","320 x 320 pixels, 1:1 ratio (~245 ppi density)","Android Wear, upgradable to 2.1",Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4GB 512MB RAM,,,,,,No,No,Wi-Fi 802.11 b/g/n,"4.1, LE",No,,No,No,"Accelerometer, gyro, proximity, heart rate","Li-Ion 410 mAh, non-removable","Silver, Gold",eMMC 4.5,,,,MP3 player Photo viewer Voice dial/commands,,,About 240 EUR,,"Glass front, stainless steel frame",,,,,,,,,,,,,,,,,,,,,,No,No,Up to 24 h (mixed usage),0.02 W/kg (head)     0.39 W/kg (body),,,,,,,,,,,
lg,LG Watch Urbane 2nd Edition LTE,https://fdn2.gsmarena.com/vv/bigpic/lg-watch-urbane-2nd-edition.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100 - AT&T,"2, 5 - AT&T","HSPA, LTE","2015, October","Available. Released 2016, March",44.5 x 44.5 x 14.2 mm (1.75 x 1.75 x 0.56 in),92.7 g (3.28 oz),Nano-SIM,IP67 dust/water resistant (up to 1m for 30 mins) Non-removable strap,"P-OLED capacitive touchscreen, 16M colors","1.38 inches, 12.3 cm2 (~62.0% screen-to-body ratio)","480 x 480 pixels, 1:1 ratio (~348 ppi density)","Android Wear, upgradable to 2.1",Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4GB 768MB RAM,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.1, LE","Yes, with A-GPS",Yes,No,No,"Accelerometer, gyro, proximity, heart rate, barometer","Li-Ion 570 mAh, non-removable","Space Black, Opal Blue, Opal Blue, Signature Brown",eMMC 4.5,,,,No,,,About 270 EUR,,"Glass front (Gorilla Glass 3), stainless steel frame",Corning Gorilla Glass 3,,,,,,,,,,,,,,,,,,,,,,,Up to 60 h (mixed usage),,,,,,,,,,,,
lg,LG V10,https://fdn2.gsmarena.com/vv/bigpic/lg-v10-new1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2015, October","Available. Released 2015, October",159.6 x 79.3 x 8.6 mm (6.28 x 3.12 x 0.34 in),192 g (6.77 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~70.8% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Qualcomm MSM8992 Snapdragon 808 (20 nm),Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Adreno 418,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps, 720p@120fps, HDR, stereo sound rec.","16 MP, f/1.8, 1/2.6"", Laser AF, OIS",1080p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",Yes,FM radio,"microUSB 2.0 (SlimPort 4K), USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum","Li-Ion 3000 mAh, removable","Space Black, Luxe White, Modern Beige, Ocean Blue, Opal Blue","Secondary display, 160 x 1040 pixels, 2.1 inches","VS990, f600, H900, H901, H960, H961, H962, H968, H961N, F600L, F600S, F600K",,,32-bit/192kHz audio,,"Fast charging 18W, 50% in 40 min (advertised) Quick Charge 2.0",About 250 EUR,"5 MP, f/2.2 5 MP","Glass front (Gorilla Glass 4), plastic back, stainless steel/plastic frame",Corning Gorilla Glass 4,,Basemark OS II 2.0: 1383Basemark X: 15161,"Contrast ratio: 1490 (nominal),  2.744 (sunlight)",Photo / Video,Voice 66dB / Noise 64dB / Ring 70dB,Endurance rating 56h,,,,,,,,,,,,Noise -93.3dB / Crosstalk -93.0dB,,,,,Up to 150 h (2G) / Up to 150 h (3G),0.59 W/kg (head),,Up to 22 h (2G) / Up to 18 h (3G),Yes,,,,,,,,
lg,LG Nexus 5X,https://fdn2.gsmarena.com/vv/bigpic/lg-nexus-5x-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all models,HSDPA 850 / 900 / 1700 / 1900 / 2100 - American model,"1, 2, 3, 4, 5, 7, 12, 13, 17, 20, 25, 26, 29 - American model","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2015, September","Available. Released 2015, October",147 x 72.6 x 7.9 mm (5.79 x 2.86 x 0.31 in),136 g (4.80 oz),Nano-SIM,CDMA 800 / 1900 - American model,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.9 cm2 (~70.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~423 ppi density)","Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8992 Snapdragon 808 (20 nm),Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Adreno 418,No,"16GB 2GB RAM, 32GB 2GB RAM",,"Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps, 720p@120fps, HDR","12.3 MP, f/2.0, 26mm (wide), 1/2.3"", 1.55µm, Laser AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP","Yes, with A-GPS, GLONASS",Yes,No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Po 2700 mAh, non-removable","Carbon, Quartz, Ice",HSDPA 850 / 900 / 1900 / 2100 - Asian model,"Nexus 5X, H791",,,eMMC 5.0,HDR,,About 270 EUR,,"Glass front (Gorilla Glass 3), plastic back, plastic frame","Corning Gorilla Glass 3, oleophobic coating",,Basemark OS II 2.0: 1591Basemark X: 16609,"Contrast ratio: 1542 (nominal),  3.092 (sunlight)",Photo / Video,Voice 61dB / Noise 65dB / Ring 61dB,Endurance rating 60h,,,,,,,,"5 MP, f/2.0, 1/4"", 1.4µm",,,,Noise -92.2dB / Crosstalk -90.9dB,,,,,,,,,,,,,,,,,
lg,LG Zero,https://fdn2.gsmarena.com/vv/bigpic/lg-class-f620.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20 - H650E","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, September","Available. Released 2015, October",142 x 71.8 x 7.4 mm (5.59 x 2.83 x 0.29 in),150 g (5.29 oz),Nano-SIM,eMMC 4.5,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.1.1 (Lollipop), upgradаble to 6.0 (Marshmallow)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot) - F620SmicroSDHC (dedicated slot) - H650E,"16GB 1.5GB RAM (H650E), 16GB 2GB RAM (F620S)",,"LED flash, HDR, panorama",1080p@30fps,"13 MP, 1/3"", AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS",,"FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2050 mAh, non-removable","Gold, Silver, Blue, Black",,"H650, F620, F620L, F620K",,,,,,About 190 EUR,,,Corning Gorilla Glass 3,,,,,,,,,,,,,,8 MP,,,,,,,,,Up to 340 h (2G) / Up to 340 h (3G),,,Up to 6 h (2G) / Up to 10 h (3G),,,,,,,,,
lg,LG G Pad II 10.1,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-ii-101-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, August","Available. Released 2015, September",254.3 x 161.1 x 7.8 mm (10.01 x 6.34 x 0.31 in),489 g (1.08 lb),Micro-SIM,eMMC 4.5,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~72.2% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",Android 5.1.1 (Lollipop),Qualcomm Snapdragon 800 (28 nm),Quad-core 2.26 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 2GB RAM,,,Yes,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",To be confirmed,No,microUSB 2.0,Yes,"Li-Ion 7400 mAh, non-removable",Brilliant Bronze,,,,,,,,About 250 EUR,,,,,,,,,,,,,,,,,2 MP,,,,,,,,,,,,,Yes,,,,,,,,
lg,LG G Pad II 8.0 LTE,https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-2-80.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE","2015, August","Available. Released 2015, October",210.8 x 124.2 x 9 mm (8.30 x 4.89 x 0.35 in),347 g (12.24 oz),Micro-SIM,Stylus,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~70.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 5.0.2 (Lollipop),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),32GB 1.5GB RAM,,Panorama,1080p@30fps,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA","4.0, LE","Yes, with A-GPS, GLONASS",,No,USB 2.0,"Accelerometer, compass","Li-Ion 4200 mAh, non-removable","Black, White",eMMC 4.5,,,,,,,About 300 EUR,,,Corning Gorilla Glass 3,,,,,,,,,,,,,,2 MP,,,,,,,Class 12,Class 12,,,,,Yes,,,,,,,,
lg,LG Wine Smart,https://fdn2.gsmarena.com/vv/bigpic/lg-wine.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, August","Available. Released 2015, September",117.7 x 58.7 x 16.6 mm (4.63 x 2.31 x 0.65 in),143 g (5.04 oz),Micro-SIM,,"IPS LCD capacitive touchscreen, 16M colors","3.2 inches, 30.5 cm2 (~44.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 5.1.1 (Lollipop),,Quad-core 1.1 GHz,,microSDXC (dedicated slot),4GB 1GB RAM,,,Yes,3.15 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.1, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,Yes,"Li-Ion 1700 mAh, removable","Navy, Burgundy",,"D486, F480",,,,,,About 150 EUR,,,,,,,,,,,,,,,,,VGA,,,,,,,Yes,Yes,,,,,,,,,,,,,
lg,LG Tribute 2,https://fdn2.gsmarena.com/vv/bigpic/lg-tribute-2.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA,"2, 4, 5, 12, 25, 26, 41","HSPA, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2015, July","Available. Released 2015, July",129.9 x 64.9 x 10.9 mm (5.11 x 2.56 x 0.43 in),138.9 g (4.94 oz),Micro-SIM,CDMA 800,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~66.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),8GB 1GB RAM,,LED flash,1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1900 mAh, removable",BLue,CDMA2000 1xEV-DO,,,,eMMC 4.5,,,About 90 EUR,,,,,,,,,,,,,,,,,VGA,,,,,,,No,No,,,,Up to 16 h (3G),,,,,,,,,
lg,LG Bello II,https://fdn2.gsmarena.com/vv/bigpic/lg-bello-2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 - D335,,HSPA 21.1/5.76 Mbps,"2015, July","Available. Released 2015, September",140.8 x 71.6 x 9.6 mm (5.54 x 2.82 x 0.38 in),155 g (5.47 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",HSDPA 900 / 2100 - D331,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)","Android 5.1.1 (Lollipop), LG UI 4",,Quad-core 1.3 GHz Cortex-A7,,microSDHC (dedicated slot),8GB 1GB RAM,,"LED flash, panorama",1080p@30fps,"8 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,"FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 2540 mAh, removable","White, Titan, Gold",,X150,,,,,,About 130 EUR,,,,,,,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,
lg,LG G4 Beat,https://fdn2.gsmarena.com/vv/bigpic/lg-g4s-beat.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, July. Released 2015, August",Discontinued,142.7 x 72.6 x 9.9 mm (5.62 x 2.86 x 0.39 in),139 g (4.90 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",eMMC 4.5,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.9 cm2 (~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~423 ppi density)",Android 5.1.1 (Lollipop),Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDHC (dedicated slot),8GB 1.5GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, Laser AF 13 MP, AF (Latin America)",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS",Yes,FM radio,microUSB 2.0,"Accelerometer, proximity, compass, color spectrum","Li-Ion 2300 mAh, removable","Metallic Gray, Ceramic White, Shiny Gold",,"H735, H736",,,,,,About 160 EUR,,,,,,,,,,,,,,,,,5 MP,,,,,,,,,Up to 380 h (2G) / Up to 380 h (3G),,,Up to 15 h (2G) / Up to 14 h (3G),,,,,,,,,
lg,LG G360,https://fdn2.gsmarena.com/vv/bigpic/lg-g360.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"2015, June. Released 2015, July",Discontinued,108 x 58 x 19.5 mm (4.25 x 2.28 x 0.77 in),125 g (4.41 oz),Dual SIM,No,TFT,"3.0 inches, 27.9 cm2 (~44.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",,,,,microSDHC (dedicated slot),32MB 8MB RAM,,,Yes,1.3 MP,,Yes,Yes,No,"2.1, EDR",No,,FM radio,microUSB 1.1,,"Li-Ion 950 mAh, removable",Wine Red,MP3/MP4/AAC/H.263 player Oraganizer Photo viewer Predictive text input,,,,,,,About 110 EUR,,,,,,,,,,,,Yes,Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.1",,,,,,,,Yes,Yes,Up to 470 h,,,Up to 20 h,,,,,,,,,
lg,LG G350,https://fdn2.gsmarena.com/vv/bigpic/lg-g350.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2015, May. Released 2015, July",Discontinued,108 x 58 x 19.5 mm (4.25 x 2.28 x 0.77 in),125 g (4.41 oz),Micro-SIM,No,TFT,"3.0 inches, 27.9 cm2 (~44.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",,,,,microSDHC (dedicated slot),32MB 8MB RAM,,,Yes,1.3 MP,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, EDR",No,,FM radio,microUSB 1.1,,"Li-Ion 950 mAh, removable",Titan,MP3/MP4/AAC/H.263 player Oraganizer Photo viewer Predictive text input,,,,,,,About 100 EUR,,,,,,,,,,,,Yes,Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.1",,,,,,,,Yes,Yes,Up to 470 h,0.52 W/kg (head)     0.72 W/kg (body),,Up to 20 h,,,,,,,,,
lg,LG G4c,https://fdn2.gsmarena.com/vv/bigpic/lg-g4c-1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,"3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, May","Available. Released 2015, June",139.7 x 69.8 x 10.2 mm (5.5 x 2.75 x 0.40 in),136 g (4.80 oz),Micro-SIM,eMMC 4.5,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.0.2 (Lollipop), upgradable to 6.0 (Marshmallow), LG Optimus UX UI 4",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2/1.3 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),8GB 1GB RAM,,LED flash,1080p@30fps,"8 MP, AF",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",Yes,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2540 mAh, removable","Metallic Gray, Ceramic White, Shiny Gold",,"H525, H525n, H522",,,,,,About 150 EUR,,,,,,,,,,,,,,,,,5 MP,,,,,,,,,Up to 410 h (2G) / Up to 410 h (3G),,,Up to 6 h (2G) / Up to 6 h (3G),,,,,,,,,
lg,LG G4 Dual,https://fdn2.gsmarena.com/vv/bigpic/lg-g4-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - H818N,"1, 3, 7, 38, 39, 40, 41 - H818N","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, May","Available. Released 2015, May",149 x 76.2 x 9.8 mm (5.87 x 3.00 x 0.39 in),155 g (5.47 oz),Dual SIM,TD-SCDMA - H818N,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow), LG Optimus UX UI 4",Qualcomm MSM8992 Snapdragon 808 (20 nm),Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Adreno 418,microSDXC (dedicated slot),32GB 3GB RAM,,"LED flash, panorama, HDR","4K@30fps, 1080p@60fps, HDR, stereo sound rec.","16 MP, f/1.8, 28mm (wide), 1/2.6"", 1.12µm, Laser AF, 3-axis OIS",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",Yes,"Stereo FM radio, RDS","microUSB 2.0 (SlimPort 4K), USB On-The-Go","Accelerometer, gyro, proximity, compass, barometer, color spectrum","Li-Ion 3000 mAh, removable","Grey, White, Gold, Leather Black, Leather Brown, Leather Red",eMMC 5.0,"H818, H818N",,,,,Fast charging 18W Quick Charge 2.0 Qi wireless charging - optional,About 280 EUR,,,Corning Gorilla Glass 3,,,,,,,,,,,,,,"8 MP, f/2.0",,,,,,,,,Up to 240 h (2G) / Up to 240 h (3G),,,Up to 8 h (2G) / Up to 12 h (3G),Yes,,,,,,,,
