Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,16GB 1GB RAM,4GB 512MB,Five,8GB 1GB RAM,32GB 4GB RAM,4GB 512MB RAM,16GB 3GB RAM 
nokia,Nokia N80,https://fdn2.gsmarena.com/vv/bigpic/nokia-n80.gif,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,UMTS 1900 - American version,UMTS 2100,Push to Talk Mono MP3 player Predictive text input Organizer Voice dial/memo,,,"Yes, 384 kbps","2005, Q4. Released 2006,  April",Discontinued,"95 x 50 x 26 mm, 97 cc (3.74 x 1.97 x 1.02 in)",134 g (4.73 oz),,Mini-SIM,,"TFT, 256K colors","2.1 inches, 35 x 41 mm, 14.0 cm2 (~29.5% screen-to-body ratio)",352 x 416 pixels (~259 ppi density),"Symbian, Series 60 UI",,220 MHz Dual ARM 9,,"miniSD, up to 2 GB, 128 MB included",40MB 64MB RAM,3.15 MP,LED flash,CIF,VGA videocall camera,,,Yes,No,Wi-Fi 802.11g,1.2,No,,Stereo FM radio,Pop-Port 2.0,,Removable Li-Ion 820 mAh battery (BL-5B),,"Silver, Black",About 240 EUR,,,,,,,,,,,,,,0.86 W/kg (head)     1.05 W/kg (body),,,,,0.68 W/kg (head),,Yes,,Up to 3 h,Up to 192 h,,,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia N71,https://fdn2.gsmarena.com/vv/bigpic/nokia-n71.gif,GSM / UMTS,GSM 900 / 1800 / 1900,"Second external display 65K colors, (96x68 pixels) Downloadable themes",UMTS 2100,SyncML Organizer Voice command Voice memo,,,"Yes, 384 kbps","2005, Q4",Discontinued,"98.6 x 51.2 x 25.8 mm, 103 cc (3.88 x 2.02 x 1.02 in)",139 g (4.90 oz),,Mini-SIM,,"TFT, 256K colors","2.4 inches, 36 x 49 mm, 17.8 cm2 (~35.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Symbian, Series 60 UI",,220 MHz Dual ARM 9,,"microSD (dedicated slot), 128 MB included",10MB,2 MP,LED flash,CIF,VGA videocall camera,,,Yes,No,No,1.2,No,,FM radio,Pop-Port,,Removable Li-Ion 970 mAh battery (BL-5C),,,About 270 EUR,,,,,,,,,,,,,,0.42 W/kg (head)     0.36 W/kg (body),,,,,0.41 W/kg (head),,Yes,,Up to 4 h,Up to 220 h,,,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 7380,https://fdn2.gsmarena.com/vv/bigpic/nokia-7380.gif,GSM,GSM 900 / 1800 / 1900,Mirror surface,,No,,,,"2005, October",Discontinued,"114 x 30 x 20 mm, 63 cc (4.49 x 1.18 x 0.79 in)",80 g (2.82 oz),,Mini-SIM,Voice memo/dial Predictive text input Organizer Presence enhanced contacts,"TFT, 65K colors",,"104 x 208 pixels, 18:9 ratio",,,,,No,52MB,2 MP,LED flash,QCIF,,,,Yes,No,No,2.0,No,,Stereo FM radio,Pop-Port,,Removable Li-Ion 700 mAh battery (BL-8N),,"White, Amber",About 260 EUR,,,,,,,,,,,,,,0.44 W/kg (head)     0.62 W/kg (body),,,,,0.65 W/kg (head),,,,Up to 3 h,Up to 240 h,Class 10,Class 8,,"1000 x 10 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS",No,No,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,
nokia,Nokia 7370,https://fdn2.gsmarena.com/vv/bigpic/nokia-7370.gif,GSM,GSM 900 / 1800 / 1900,"180-degree rotator design Downloadable themes, wallpapers",,No,,,,"2005, October",Discontinued,"88 x 43 x 23 mm, 73 cc (3.46 x 1.69 x 0.91 in)",104 g (3.67 oz),,Mini-SIM,"Push-to-talk service Mono MP3 player Document viewer (Word, Excel, PowerPoint, PDF) Voice commands Voice memo Presence enhanced contacts","TFT, 256K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~32.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,No,10MB,1.3 MP,,QCIF,,,,"Yes, with stereo speakers",No,No,2.0,No,,Stereo FM radio,Pop-Port,,Removable Li-Ion 700 mAh battery (BL-4B),,"Coffee brown, Warm amber",About 150 EUR,,,,,,,,,,,,,,0.62 W/kg (head)     0.86 W/kg (body),,,,,0.66 W/kg (head),,,,Up to 3 h,Up to 220 h,Class 10,Class 10,,"1000 x 23 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Phantom Spider Evolution,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,
nokia,Nokia 7360,https://fdn2.gsmarena.com/vv/bigpic/nokia-7360.gif,GSM,GSM 900 / 1800 / 1900,"Downloadable themes, wallpapers",,No,,,,"2005, October",Discontinued,"105 x 45 x 18 mm, 72 cc (4.13 x 1.77 x 0.71 in)",92 g (3.25 oz),,Mini-SIM,MP3/MP4 player Predictive text input Organizer Voice memo Remote control for IR,"TFT, 65K colors","1.9 inches, 11.4 cm2 (~24.0% screen-to-body ratio)",128 x 160 pixels (~108 ppi density),,,,,No,4MB,VGA,,Yes,,,,Yes,No,No,No,No,,Stereo FM radio,Pop-Port,,Removable Li-Ion 760 mAh battery (BL-5B),,"Coffee brown, Warm amber, Black chrome, Poeder Pink",About 120 EUR,,,,,,,,,,,,,,0.65 W/kg (head)     0.48 W/kg (body),,,,,0.60 W/kg (head),,Yes,,Up to 4 h,Up to 330 h,Class 10,Class 6,,"1000 x 10 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,
nokia,Nokia E70,https://fdn2.gsmarena.com/vv/bigpic/nokia-e70.gif,GSM / UMTS,GSM 900 / 1800 / 1900 - European version,GSM 850 / 1800 / 1900 - US version,UMTS 2100 - European version only,Five-way scroll key,,,"Yes, 384 kbps","2005, October",Discontinued,"117 x 53 x 22 mm, 102 cc (4.61 x 2.09 x 0.87 in)",127 g (4.48 oz),,Mini-SIM,"Push to talk WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player Document viewer (Word, Excel, PowerPoint, PDF) Blackberry connectivity Predictive text input Voice command/memo Organizer Printing","TFT, 16M colors","2.1 inches, 35 x 41 mm, 14.0 cm2 (~22.6% screen-to-body ratio)",352 x 416 pixels (~259 ppi density),"Symbian OS 9.1, S60 3rd edition",,220 MHz Dual ARM 9,,"miniSD, 64 MB included",64MB 64MB RAM,2 MP,,CIF,,,,Yes,No,"Wi-Fi 802.11 i/e/g, VoIP over WLAN",1.2,No,,No,Pop-Port,,Removable Li-Ion 1150 mAh battery (BL-6C),,"Silver, Black",About 230 EUR,,,,,,,,,,,,,,1.46 W/kg (head)     0.81 W/kg (body),,,,,0.90 W/kg (head),,Yes,,Up to 7 h 20 min,Up to 220 h,,,QWERTY,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia E62,https://fdn2.gsmarena.com/vv/bigpic/nokia-e62.gif,GSM,GSM 850 / 900 / 1800 / 1900,Five-way scroll key,,No,,,,"2006, September",Discontinued,"117 x 69.7 x 14 mm, 108 cc (4.61 x 2.74 x 0.55 in)",144 g (5.08 oz),,Mini-SIM,"WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player Document viewer (Word, Excel, PowerPoint, PDF) Predictive text input Voice command/memo Organizer Printing","TFT, 16M colors","2.9 inches, 58 x 45 mm, 26.0 cm2 (~31.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~138 ppi density)","Symbian OS 9.1, Series 60 UI",,235 MHz ARM 9,,miniSD,80MB 32MB RAM,,,,,,,Yes,No,No,2.0,No,,No,miniUSB,,Removable Li-Po 1500 mAh battery (BP-5L),,Silver,About 200 EUR,,,,,,,,,,,,,,0.95 W/kg (head)     0.81 W/kg (body),,,,,0.51 W/kg (head),,Yes,,Up to 6 h,Up to 330 h,Class 11,Class 10,QWERTY,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia E61,https://fdn2.gsmarena.com/vv/bigpic/nokia-e61.gif,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,Five-way scroll key,UMTS 2100,No,,,"Yes, 384 kbps","2005, October",Discontinued,"117 x 69.7 x 14 mm, 108 cc (4.61 x 2.74 x 0.55 in)",144 g (5.08 oz),,Mini-SIM,"WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player Document viewer (Word, Excel, PowerPoint, PDF) Blackberry connectivity Voice command/memo Organizer Printing","TFT, 16M colors","2.9 inches, 58 x 45 mm, 26.0 cm2 (~31.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~138 ppi density)","Symbian OS 9.1, Series 60 UI",,220 MHz Dual ARM 9,,"miniSD, 64 MB included",64MB 64MB RAM,,,,,,,Yes,No,"Wi-Fi 802.11i/e/g, VoIP over WLAN",1.2,No,,No,Pop-Port,,Removable Li-Po 1500 mAh battery (BP-5L),,Silver,About 230 EUR,,,,,,,,,,,,,,1.14 W/kg (head)     1.13 W/kg (body),,,,,0.79 W/kg (head),,Yes,,Up to 7 h,Up to 260 h,,,QWERTY,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia E60,https://fdn2.gsmarena.com/vv/bigpic/nokia-e60.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Five-way scroll key Downloadable themes,UMTS 2100,No,,,"Yes, 384 kbps","2005, October",Discontinued,"115 x 49 x 17 mm, 96 cc (4.53 x 1.93 x 0.67 in)",117 g (4.13 oz),,Mini-SIM,"Push to talk WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player Document viewer (Word, Excel, PowerPoint, PDF) Blackberry connectivity Predictive text input Voice command/memo Organizer Printing","TFT, 16M colors","2.1 inches, 35 x 41 mm, 14.0 cm2 (~24.9% screen-to-body ratio)",352 x 416 pixels (~259 ppi density),"Symbian OS 9.1, Series 60 UI",,220 MHz Dual ARM 9,,RS-DV-MMC,64MB 64MB RAM,,,,,,,Yes,No,"Wi-Fi 802.11i/e/g, VoIP over WLAN",1.2,No,,No,Pop-Port,,Removable Li-Ion 970 mAh battery (BL-5C),,Silver,About 190 EUR,,,,,,,,,,,,,,1.19 W/kg (head)     1.14 W/kg (body),,,,,0.68 W/kg (head),,Yes,,Up to 6 h 40 min,Up to 290 h,,,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 3250,https://fdn2.gsmarena.com/vv/bigpic/nokia-3250.gif,GSM,GSM 900 / 1800 / 1900,"Downloadable screensavers,  wallpapers",,No,,,,"2005, September",Discontinued,103.8 x 50 x 19.8 mm (4.09 x 1.97 x 0.78 in),130 g (4.59 oz),,Mini-SIM,Predictive text input (iTAP) Bio-rhythm Stopwatch Calculator Voice memo,"TFT, 256K colors","2.1 inches, 35 x 41 mm, 14.0 cm2 (~27.0% screen-to-body ratio)",176 x 208 pixels (~130 ppi density),"Symbian 9.1, Series 60 rel. 3.0",,235 MHz ARM 9,,microSD (dedicated slot),10MB 64MB RAM,2 MP,,QCIF,,,,Yes,Yes,No,Yes,No,,Stereo FM radio,Pop-Port,,Removable Li-Ion 1100 mAh battery (BP-6M),,"Black, Green, Pink, Silver",About 160 EUR,,,,,,,,,,,,,,0.88 W/kg (head)     0.44 W/kg (body),,,,,0.64 W/kg (head),,,,Up to 3 h,Up to 245 h,Class 10,Class 10,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 6708,https://fdn2.gsmarena.com/vv/bigpic/nokia-6708.gif,GSM,GSM 900 / 1800 / 1900,Wallpapers Downloadable pictures,,No,,,,"2005, Q1",Discontinued,118 x 52 x 18 mm (4.65 x 2.05 x 0.71 in),150 g (5.29 oz),,Mini-SIM,MP3/MP4 player Handwriting recognition iTap Voice memo,"TFT resistive touchscreen, 65K colors","2.7 inches, 21.5 cm2 (~35.0% screen-to-body ratio)","208 x 320 pixels, 3:2 ratio (~141 ppi density)","Symbian 7.0, UIQ v2.1 UI",TI OMAP 1510,144 MHz ARM925T,,miniSD,18MB,1.3 MP,,Yes,,,,Yes,No,No,1.1,No,,No,Proprietary,,Removable Li-Ion (BP-3001L),,Grey,About 230 EUR,,,,,,,,,,,,,,0.45 W/kg (head)     0.51 W/kg (body),,,,,0.69 W/kg (head),,Yes,,Up to 6 h,Up to 275 h,Class 10,No,,,,,,,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,
nokia,Nokia 6280,https://fdn2.gsmarena.com/vv/bigpic/nokia-6280.gif,GSM / UMTS,GSM 900 / 1800 / 1900,"4-way navi key Downloadable screensavers,  wallpapers",UMTS 2100,Predictive text input Organizer Voice dial/memo,,,"Yes, 384 kbps","2005, June",Discontinued,"100 x 46 x 21 mm, 91 cc (3.94 x 1.81 x 0.83 in)",115 g (4.06 oz),,Mini-SIM,,"TFT, 256K colors","2.2 inches, 35 x 45 mm, 15.0 cm2 (~32.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"miniSD, 64 MB included",6MB,2 MP,LED flash,480p,VGA videocall camera,,,Yes,No,No,"2.0, A2DP",No,,Stereo FM radio,Pop-Port 2.0,,Removable Li-Ion 970 mAh battery (BP-6M),,"Carbon Black, Graphite grey",About 150 EUR,,,,,,,,,,,,,,0.57 W/kg (head)     0.48 W/kg (body),,,,,0.80 W/kg (head),,Yes,,Up to 5 h,Up to 200 h,,,,"500 x 16 fields, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","3D snake, 3D Rally  + downloadable","Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 6270,https://fdn2.gsmarena.com/vv/bigpic/nokia-6270.gif,GSM,GSM 850 / 900 / 1800 / 1900,"4-way navi key Downloadable screensavers,  wallpapers",,5 MB memory free,,,,"2005, June",Discontinued,"104 x 50 x 23 mm, 104 cc (4.09 x 1.97 x 0.91 in)",125 g (4.41 oz),,Mini-SIM,Predictive text input Organizer Voice dial,"TFT, 256K colors","2.2 inches, 35 x 45 mm, 15.0 cm2 (~28.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"miniSD, 128 MB included",9MB,2 MP,LED flash,QCIF,,,,"Yes, with stereo speakers",No,No,2.0,No,,Stereo FM radio,Pop-Port,,Removable Li-Ion 970 mAh battery (BL-5C),,2 - Light Blue and Dark Brown,About 140 EUR,,,,,,,,,,,,,,1.01 W/kg (head)     0.90 W/kg (body),,,,,0.74 W/kg (head),,Yes,,Up to 5 h,Up to 240 h,Class 10,Class 10,,"500 x 16 fields, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, EMail, Instant Messaging",3D snake + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 6111,https://fdn2.gsmarena.com/vv/bigpic/nokia-6111.gif,GSM,GSM 900 / 1800 / 1900,GSM 850 / 1800 / 1900 - American version,,Flashlight,,,,"2005, June",Discontinued,"84 x 47 x 23 mm, 76 cc (3.31 x 1.85 x 0.91 in)",92 g (3.25 oz),,Mini-SIM,Predictive text input Organizer Voice memo Photo editor Profiles Personal shortcuts,"TFT, 256k colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~25.8% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,23MB,1 MP,LED flash,QCIF,,,,Yes,No,No,2.0,No,,FM radio,Proprietary,,Removable Li-Ion 700 mAh battery (BL-4B),,"3 - Silver on Pearl White, Glossy Black on Silver, Dark",About 110 EUR,,,,,,,,,,,,,,0.79 W/kg (head)     0.48 W/kg (body),,,,,0.84 W/kg (head),,Yes,,Up to 3 h 10 min,Up to 192 h,Class 10,Class 10,,Yes,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email","4 - Champ Rally 3D, Golf Tour, Backgammon II, Solitaire + downloadable","Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 6060,https://fdn2.gsmarena.com/vv/bigpic/nokia-6060.gif,GSM,GSM 900 / 1800,GSM 850 / 1900 - US version,,5-way navi key Themes and wallpapers,,,,"2005, June",Discontinued,85 x 44 x 24 mm (3.35 x 1.73 x 0.94 in),93 g (3.28 oz),,Mini-SIM,Predictive text input Organizer Presence enhanced contacts Voice dial/memo,"TFT, 65k colors","1.8 inches, 10.2 cm2 (~27.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,3.2MB,,,,,,,Yes,No,No,No,No,,No,,,Removable Li-Ion 760 mAh battery (BL-5B),,"Black, Silver, Red, Blue",About 60 EUR,,,,,,,,,,,,,,0.59 W/kg (head)     0.92 W/kg (body),,,,,0.41 W/kg (head),,,,Up to 3 h 30 min,Up to 400 h,Class 6,No,,"500 x 10 fields, Picture call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia N91,https://fdn2.gsmarena.com/vv/bigpic/nokia-n91.gif,GSM / UMTS,GSM 900 / 1800 / 1900,5-way configurable navigation key,UMTS 2100,No,,,"Yes, 384 kbps","2005, Q2",Discontinued,113.1 x 55.2 x 22 mm (4.45 x 2.17 x 0.87 in),164 g (5.78 oz),,Mini-SIM,Predictive text input Voice dial Voice memo Organizer,"TFT, 256K colors","2.1 inches, 35 x 41 mm, 14.0 cm2 (~22.5% screen-to-body ratio)",176 x 208 pixels (~130 ppi density),"Symbian 9.1, Series 60 UI 3rd Edition",,220 MHz Dual ARM 9,,No,"4GB 64MB RAM, 8GB 64MB RAM",2 MP,,Yes,,,,Yes,Yes,Wi-Fi 802.11b/g,1.2 (A2DP - 8 GB version only),No,,Stereo FM radio,miniUSB 2.0,,Removable Li-Ion 900 mAh battery (BL-5C),,"Light Blue Chrome, Dark Gray Chrome, Black (Music Edition)",About 230 EUR,,,,,,,,,,,,,,0.74 W/kg (head)     0.58 W/kg (body),,,,,0.48 W/kg (head),,,,Up to 4 h (2G) / 3 h (3G),Up to 190 h (2G) / 170 h (3G),,,,,,,,,Up to 10 h,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia N90,https://fdn2.gsmarena.com/vv/bigpic/nokia-n90.gif,GSM / UMTS,GSM 900 / 1800 / 1900,"Second external TFT, 65K colors display (128 x 128 pixels) 90 deg rotating screen 5-way navigation key Side joystick",UMTS 2100,No,,,"Yes, 384 kbps","2005, Q2",Discontinued,112 x 51 x 24 mm (4.41 x 2.01 x 0.94 in),173 g (6.10 oz),,Mini-SIM,Push to talk Video download MP3/AAC/MP4 player Predictive text input Voice command/memo Organizer Printing,"TFT, 256K colors","2.1 inches, 35 x 41 mm, 14.0 cm2 (~24.6% screen-to-body ratio)",352 x 416 pixels (~259 ppi density),"Symbian OS 8.1a , Series 60 UI",TI OMAP 1710,220 MHz ARM926EJ-S,,"RS-DV-MMC, 64 MB included",31MB,"2 MP, AF","Carl Zeiss optics, LED flash",Yes,,,,No,No,No,1.2,No,,No,Pop-Port,,Removable Li-Ion 760 mAh battery (BL-5B),,,About 250 EUR,,,,,,,,,,,,,,0.22 W/kg (head)     0.54 W/kg (body),,,,,0.29 W/kg (head),,,,Up to 3 h,Up to 290 h,,,,,,,,,,"WAP 2.0/xHTML, HTML","Downloadable polyphonic, monophonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia N70,https://fdn2.gsmarena.com/vv/bigpic/nokia-n70.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Five-way scroll key Downloadable themes,UMTS 2100,Predictive text input SyncML Organizer Stopwatch Photo editor Xpress-on covers Profiles,,,"Yes, 384 kbps","2005, Q2",Discontinued,"108.8 x 53 x 21.8 mm, 95.9 cc (4.28 x 2.09 x 0.86 in)",126 g (4.44 oz),,Mini-SIM,,"TFT, 256K colors","2.1 inches, 35 x 41 mm, 14.0 cm2 (~24.3% screen-to-body ratio)",176 x 208 pixels (~130 ppi density),"Symbian OS 8.1a , Series 60 UI",TI OMAP 1710,220 MHz,,"RS-DV-MMC, 64 MB included",22MB,2 MP,LED flash,Yes,VGA videocall camera,,,Yes,No,No,2.0,No,,FM radio,Pop-Port,,Removable Li-Ion 970 mAh battery (BL-5C),,"Silver, Ivory/Pearl, Black (Music Edition)",About 110 EUR,,,,,,,,,,,,,,0.51 W/kg (head)     0.65 W/kg (body),,,,,0.93 W/kg (head),,,,Up to 3 h 30 min,Up to 265 h,,,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 2652,https://fdn2.gsmarena.com/vv/bigpic/nokia-2652.gif,GSM,GSM 900 / 1800,4-way navi key Downloadable themes,,No,,,,"2005, Sep",Discontinued,"85 x 46 x 23 mm, 77 cc (3.35 x 1.81 x 0.91 in)",96 g (3.39 oz),,Mini-SIM,Predictive text input Organizer,4096 colors,,"128 x 128 pixels, 1:1 ratio",,,,,No,1MB,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 760 mAh battery (BL-4C),,Cell and Fleur motifs,About 70 EUR,,,,,,,,,,,,,,,,,,,0.54 W/kg (head),,,,Up to 3 h,Up to 300 h,Class 4,No,,"256 x 5 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS","Yes, downloadable","Yes, MIDP 1.0",,"WAP 1.2.1, xHTML","Vibration; Downloadable polyphonic, monophonic ringtones",Major European and Asia-Pacific languages,,,,,,,,,,,,
nokia,Nokia 1600,https://fdn2.gsmarena.com/vv/bigpic/nokia-1600.gif,GSM,GSM 900 / 1800,GSM 850 / 1900 - US version,,4-way scroll key Wallpaper and themes,,,,"2005, June",Discontinued,104 x 45 x 17 mm (4.09 x 1.77 x 0.67 in),85 g (3.00 oz),,Mini-SIM,Predictive text input Changeable Xpress-on covers Picture messaging Speaking alarm and clock Reminders  Demo mode for phone features,"CSTN, 65K colors","1.4 inches, 6.0 cm2 (~12.7% screen-to-body ratio)",96 x 68 pixels (~84 ppi density),,,,,No,4MB,,,,,,,Yes,No,No,No,No,,No,,,Removable Li-Ion 900 mAh battery (BL-5C),,Xpress-on covers,About 50 EUR,,,,,,,,,,,,,,1.12 W/kg (head)     1.08 W/kg (body),,,,,0.80 W/kg (head),,,,Up to 5 h 30 min,Up to 450 h,No,No,,200 entries,"10 dialed, 10 received, 10 missed calls","SMS, Instant Messaging","3 - Snake Xenzia, Dice, Cricket Cup",No,,,"Vibration; Polyphonic(20) ringtones, composer",Most major European and Asian,,,,,,,,,,,,
nokia,Nokia 1110,https://fdn2.gsmarena.com/vv/bigpic/nokia-1110.gif,GSM,GSM 900 / 1800,GSM 850 / 1900 - US version,,4-way scroll key Animated screensavers,,,,"2005, June",Discontinued,104 x 44 x 17 mm (4.09 x 1.73 x 0.67 in),80 g (2.82 oz),,Mini-SIM,Predictive text input Changeable Xpress-on covers Picture messaging Speaking alarm and clock Reminders  Demo mode for phone,Monochrome graphic,,96 x 68 pixels,,,,,No,4MB,,,,,,,Yes,No,No,No,No,,No,,,Removable Li-Ion 900 mAh battery (BL-5C),,Xpress-on covers,About 40 EUR,,,,,,,,,,,,,,1.21 W/kg (head)     1.19 W/kg (body),,,,,0.85 W/kg (head),,,,Up to 5 h 20 min,Up to 380 h,No,No,,200 entries,"10 dialed, 10 received, 10 missed calls","SMS, Instant Messaging","3 - Snake Xenzia, Dice Games, Pocket Carrom",No,,,"Vibration; Polyphonic(20) ringtones, composer",Most major European and Asian,,,,,,,,,,,,
nokia,Nokia 1101,https://fdn2.gsmarena.com/vv/bigpic/nokia-1101.gif,GSM,GSM 900 / 1800,Flashlight,,2-way scroll key  Full display screensaver Dynamic font size Softkeys,,,,"2005, June",Discontinued,"106 x 46 x 20 mm, 72 cc (4.17 x 1.81 x 0.79 in)",86 g (3.03 oz),,Mini-SIM,Predictive text input SMS to many Calculator Stopwatch Xpress-on front and back covers,Monochrome graphic,,"96 x 65 pixels, 4 lines, 3:2 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 850 mAh battery (BL-5C),,Xpress-on covers,About 40 EUR,,,,,,,,,,,,,,,,,,,0.67 W/kg (head),,,,Up to 3 h,Up to 300 h,No,No,,50 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS",2 - Snake II and Space Impact+,No,,WAP 1.1,"Vibration; Downloadable monophonic ringtones, composer",Most major European and Asian,,,,,,,,,,,,
nokia,Nokia 5140i,https://fdn2.gsmarena.com/vv/bigpic/nokia-5140i.gif,GSM,GSM 900 / 1800 / 1900,"Adjustable display brightness Themes, flash messages",,Max 128KB Java per appl.,,,,"2005, Q2",Discontinued,"106.5 x 46.8 x 23.8 mm, 86 cc (4.19 x 1.84 x 0.94 in)",100.8 g (3.53 oz),,Mini-SIM,Predictive text input Organizer Speed dial Menu shortcuts World clock,"CSTN, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm2 (~14.6% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density)",,,,,No,3.5MB,VGA,,Yes,,,,Yes,No,No,No,No,,Stereo FM radio,Pop-Port,,Removable Li-Ion 760 mAh battery (BL-5B),,"3 - Black, Orange and Dark Green Transceiver",About 190 EUR,,,,,,,,,,,,,,0.25 W/kg (head)     0.55 W/kg (body),,,,,0.77 W/kg (head),,Yes,,Up to 5 h,Up to 300 h,Class 10,Class 6,,Yes,"20 dialed, 10 received, 10 missed calls","SMS, MMS, EMail, Instant Messaging","Bowling, Adventure Race + Java downloadable","Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
