Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,16GB 1GB RAM,4GB 512MB,Five,8GB 1GB RAM,32GB 4GB RAM,4GB 512MB RAM,16GB 3GB RAM 
nokia,Nokia Lumia 822,https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-822-new.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,HSDPA 850 / 900 / 1900 / 2100,13,,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, October. Released 2012, November",Discontinued,"127.8 x 68.4 x 11.2 mm, 95 cc (5.03 x 2.69 x 0.44 in)",141.6 g (4.97 oz),,Micro-SIM,OneDrive (15 GB cloud storage) MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document viewer Video/photo editor,"AMOLED capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~60.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDXC (dedicated slot),16GB 1GB RAM,"8 MP, AF","Carl Zeiss Tessar lens, F2.2, dual-LED flash",1080p@30fps,1.2 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS",Yes,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 1800 mAh, removable (BP-4W)",,"Black, Gray, White, Red",About 320 EUR,,,,,,,,,,,,,,0.79 W/kg (head),,,Corning Gorilla Glass 2,,1.23 W/kg (head)     1.03 W/kg (body),,,,Up to 10 h 20 min (2G) / Up to 11 h 40 min (3G),Up to 254 h (2G) / Up to 400 h (3G),,,,,,,,,Up to 62.1 h,,,,,,,,,,,,,,,
nokia,Nokia Lumia 510,https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-510.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 - RM-898,HSDPA 850 / 900 / 1900 / 2100,No,,,HSPA 7.2/0.384 Mbps,"2012, October. Released 2012, November",Discontinued,"120.7 x 64.9 x 11.5 mm, 81 cc (4.75 x 2.56 x 0.45 in)",129 g (4.55 oz),,Micro-SIM,SkyDrive (7 GB cloud storage) MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document viewer Video/photo editor,"TFT capacitive touchscreen, 65K colors","4.0 inches, 45.5 cm2 (~58.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Microsoft Windows Phone 7.8,Qualcomm MSM7227A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,No,4GB 256MB RAM,"5 MP, AF",,480p@30fps,,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP, EDR","Yes, with A-GPS",,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1300 mAh, removable (BP-3L)",,"White, Cyan, Black, Red, Yellow",About 110 EUR,,,,,,,,,Contrast ratio: 904:1 (nominal) / 1.268:1 (sunlight),Photo,Voice 67dB / Noise 66dB / Ring 76dB,Endurance rating 44h,,0.85 W/kg (head)     0.96 W/kg (body),,,,,0.65 W/kg (head),Noise -79.4dB / Crosstalk -75.2dB,,,Up to 6 h 15 min (2G) / Up to 8 h 25 min (3G),Up to 739 h (2G) / Up to 653 h (3G),,,,,,,,,Up to 38 h,,,,,,,,,,,,,,,
nokia,Nokia Lumia 810,https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-810.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700 / 1900 / 2100,HSDPA 1700 / 2100,Nokia ClearBlack display,,,HSPA 42.2/5.76 Mbps,"2012, October. Released 2012, November",Discontinued,"127.8 x 68.4 x 10.9 mm, 95 cc (5.03 x 2.69 x 0.43 in)",145 g (5.11 oz),,Micro-SIM,OneDrive (15 GB cloud storage) MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document viewer Video/photo editor,"AMOLED capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~60.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, AF","Carl Zeiss optics, dual-LED flash",1080p@30fps,1.2 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS",Yes,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 1800 mAh, removable (BP-4W)",,"Black, Cyan",About 250 EUR,,,,,,,,,,,,Endurance rating 48h,,1.30 W/kg (head)     0.85 W/kg (body),,,Corning Gorilla Glass 2,,0.83 W/kg (head),Noise -80.0dB / Crosstalk -75.4dB,,,Up to 10 h 20 min (2G) / Up to 10 h 10 min (3G),Up to 400 h (2G) / Up to 360 h (3G),,,,,,,,,Up to 54 h,,,,,,,,,,,,,,,
nokia,Nokia Asha 309,https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-309.jpg,GSM,GSM 850 / 900 / 1800 / 1900,No,,SNS integration MP4/H.264/WMV player MP3/WAV/WMA/AAC+ player Organizer Voice memo Predictive text input,,,,"2012, September. Released 2012, December",Discontinued,"109.9 x 54 x 13.2 mm, 67 cc (4.33 x 2.13 x 0.52 in)",102 g (3.60 oz),,Mini-SIM,,"TFT capacitive touchscreen, 65K colors","3.0 inches, 25.6 cm2 (~43.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,"microSDHC (dedicated slot), 2 GB included",20MB 128MB ROM 64MB RAM,2 MP,,176x144@10fps,,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"3.0, A2DP",No,,"Stereo FM radio, RDS, recording",microUSB 2.0,Accelerometer,"Li-Ion 1110 mAh, removable (BL-4U)",,"Black, White",About 90 EUR,,,,,,,,,,,,,,,,,,,0.93 W/kg (head),,,,Up to 6 h,Up to 650 h,Up to 85.6 kbps,Up to 236.8 kbps,,"2000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes + downloadable,"Yes, MIDP 2.1",Up to 40 h,,,,,,,,,,,,,,,
nokia,Nokia Asha 308,https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-308.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,GSM 850 / 1900 - SIM 1 & SIM 2,,No,,,,"2012, September. Released 2012, October",Discontinued,"109.9 x 54 x 13 mm, 67 cc (4.33 x 2.13 x 0.51 in)",104 g (3.67 oz),,"Dual SIM (Mini-SIM, dual stand-by)",SNS integration MP4/H.264/WMV player MP3/WAV/WMA/AAC+ player Organizer Voice memo Predictive text input,"TFT capacitive touchscreen, 65K colors","3.0 inches, 25.6 cm2 (~43.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,"microSDHC (dedicated slot), 2 GB included",20MB 128MB ROM 64MB RAM,2 MP,,176x144@13fps,,,,Yes,Yes,No,3.0,No,,"Stereo FM radio, RDS, recording",microUSB 2.0,Accelerometer,"Li-Ion 1110 mAh, removable (BL-4U)",,"Black, Golden light",About 70 EUR,,,,,,,,,Contrast ratio: 938:1 (nominal) / 1.911:1 (sunlight),,Voice 81dB / Noise 71dB / Ring 75dB,,,,,,Scratch-resistant glass,,0.93 W/kg (head),Noise -81.5dB / Crosstalk -78.2dB,,,Up to 17 h,Up to 600 h,Up to 85.6 kbps,Up to 236.8 kbps,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes + downloadable,"Yes, MIDP 2.1",Up to 54 h,,,,,,,,,,,,,,,
nokia,Nokia Lumia 920,https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-920.jpg,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - RM-821, RM-820","4, 17 - RM-820 (AT&T)","HSDPA 850 / 900 / 1900 / 2100 - RM-821, RM-820",PureMotion HD+ ClearBlack display,"1, 3, 7, 8, 20 - RM-821",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, September. Released 2012, November",Discontinued,"130.3 x 70.8 x 10.7 mm, 99 cc (5.13 x 2.79 x 0.42 in)",185 g (6.53 oz),,Micro-SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm2 (~62.5% screen-to-body ratio)","768 x 1280 pixels, 5:3 ratio (~332 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,No,32GB 1GB RAM,"8 MP, f/2.0, 26mm (wide), 1/3"", AF, OIS","Carl Zeiss optics, dual-LED flash",1080p@30fps,1.3 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS",Yes,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 2000 mAh battery (BP-4GW),Qi wireless charging,"Black, Gray, Red, Yellow, White",About 210 EUR,,,,,,,,,Contrast ratio: 1065:1 (nominal) / 2.107:1 (sunlight),Photo / Video,Voice 61dB / Noise 64dB / Ring 65dB,Endurance rating 44h,,1.08 W/kg (head)     0.91 W/kg (body),,,Corning Gorilla Glass 2,,0.70 W/kg (head),Noise -78.9dB / Crosstalk -75.0dB,,,Up to 17 h (2G) / Up to 10 h (3G),Up to 400 h (2G) / Up to 400 h (3G),,,,,,,,,Up to 67 h,,,,,,,,,,,,,,,
nokia,Nokia Lumia 820,https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-820.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Nokia ClearBlack display,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, September. Released 2012, November",Discontinued,"123.8 x 68.5 x 9.9 mm, 83.5 cc (4.87 x 2.70 x 0.39 in)",160 g (5.64 oz),,Micro-SIM,,"AMOLED capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~62.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, AF","Carl Zeiss optics, dual-LED flash",1080p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS",Yes,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1650 mAh battery (BP-5T),,"Black, Gray, Red, Yellow, White, Blue, Violet",About 170 EUR,,,,,,,,,Contrast ratio: Infinite (nominal) / 2.193:1 (sunlight),Photo / Video,Voice 67dB / Noise 66dB / Ring 70dB,Endurance rating 40h,,1.37 W/kg (head)     0.71 W/kg (body),,,,,0.79 W/kg (head),Noise -82.2dB / Crosstalk -81.4dB,,,Up to 14 h (2G) / Up to 8 h (3G),Up to 330 h (2G) / Up to 330 h (3G),,,,,,,,,Up to 55 h,,,,,,,,,,,,,,,
nokia,Nokia Asha 311,https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-311.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1700 / 1900 / 2100,SNS integration MP4/H.264/WMV player MP3/WAV/WMA/AAC player Organizer Voice memo Predictive text input,,,HSPA 14.4/5.76 Mbps,"2012, June. Released 2012, August",Discontinued,"106 x 52 x 12.9 mm, 64 cc (4.17 x 2.05 x 0.51 in)",95 g (3.35 oz),"Glass front (Gorilla Glass), plastic back, plastic frame",Mini-SIM,,"TFT capacitive touchscreen, 65K colors","3.0 inches, 25.6 cm2 (~46.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,1.0 GHz,,microSDHC (dedicated slot),140MB 256MB ROM 128MB RAM,3.15 MP,,480p@25fps,,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, EDR",No,,"Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Removable Li-Ion 1110 mAh battery (BL-4U),,"Dark Grey, Rose Red, Blue, Brown, Sand White",About 80 EUR,,,,,,,,,,,,,,1.09 W/kg (head)     0.79 W/kg (body),,,Corning Gorilla Glass,,1.37 W/kg (head),,,,Up to 14 h (2G) / Up to 6 h (3G),Up to 696 h (2G) / Up to 744 h (3G),,,,"Yes, Photocall",Yes,"SMS, MMS, Email, IM",Yes + downloadable,Yes,Up to 40 h,,,,,,,,,,,,,,,
nokia,Nokia Asha 306,https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-306.jpg,GSM,GSM 850 / 900 / 1800 / 1900,No,,SNS integration MP4/H.264/WMV player MP3/WAV/WMA/AAC player Organizer Voice memo Predictive text input,,,,"2012, June. Released 2012, July",Discontinued,"110.3 x 53.8 x 12.8 mm, 66 cc (4.34 x 2.12 x 0.50 in)",96 g (3.39 oz),,Mini-SIM,,"TFT resistive touchscreen, 65K colors","3.0 inches, 25.6 cm2 (~43.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,"microSDHC (dedicated slot), 2 GB included",10MB 64MB ROM 32MB RAM,2 MP,,176x144@10fps,,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, EDR",No,,"Stereo FM radio, RDS",microUSB 2.0,Accelerometer,Removable Li-Ion 1110 mAh battery (BL-4U),,"Silver White, Red, Mid Blue, Dark Grey",About 70 EUR,,,,,,,,,,,,,,1.06 W/kg (head)     0.80 W/kg (body),,,,,0.69 W/kg (head),,,,Up to 14 h,Up to 600 h,Yes,Yes,,"Yes, Photocall",Yes,"SMS, MMS, Email, IM",Yes + downloadable,Yes,Up to 40 h,,,,,,,,,,,,,,,
nokia,Nokia Asha 305,https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-305.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,SNS integration MP4/H.264/WMV player MP3/WAV/WMA/AAC player Organizer Voice memo Predictive text input,,,,"2012, June. Released 2012, July",Discontinued,"110.3 x 53.8 x 12.8 mm, 66 cc (4.34 x 2.12 x 0.50 in)",98 g (3.46 oz),,"Dual SIM (Mini-SIM, dual stand-by)",,"TFT resistive touchscreen, 65K colors","3.0 inches, 25.6 cm2 (~43.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,"microSDHC (dedicated slot), 2 GB included",10MB 64MB ROM 32MB RAM,2 MP,,176x144@10fps,,,,Yes,Yes,No,"2.1, EDR",No,,"Stereo FM radio, RDS",microUSB 2.0,Accelerometer,Removable Li-Ion 1110 mAh battery (BL-4U),,"Silver White, Red, Mid Blue, Dark Grey",About 70 EUR,,,,,,,,,Contrast ratio: 955 (nominal) / 1.178:1 (sunlight),,Voice 77dB / Noise 73dB / Ring 81dB,,,,,,,,1.20 W/kg (head),Noise -85.2dB / Crosstalk -82.8dB,,,Up to 14 h,Up to 528 h,Yes,Yes,,"Yes, Photocall",Yes,"SMS, MMS, Email, IM",Yes + downloadable,Yes,Up to 40 h,,,,,,,,,,,,,,,
nokia,Nokia 113,https://fdn2.gsmarena.com/vv/bigpic/nokia-113.jpg,GSM,GSM 900 / 1800,No,,MP3/WMA/AAC player MP4/H.264 player Organizer Voice memo,,,,"2012, May. Released 2012, September",Discontinued,110 x 46 x 14.8 mm (4.33 x 1.81 x 0.58 in),77 g (2.72 oz),,Mini-SIM,,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~20.2% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSDHC (dedicated slot),16MB,VGA,,176x144,,,,Yes,Yes,No,"2.1, EDR",No,,"Stereo FM radio, RDS, recording",,,Removable Li-Ion 800 mAh battery (BL-5CB),,"Black, Magenta, Lime Green, Cyan",About 70 EUR,,,,,,,,,,,,,,,,,,,1.46 W/kg (head),,,,Up to 7 h 50 min,Up to 792 h,Yes,Yes,,1000 entries,Yes,"SMS(threaded view), MMS, Email, IM",Yes,Yes,,,,,,,,,,,,,,,,
nokia,Nokia 112,https://fdn2.gsmarena.com/vv/bigpic/nokia-112.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,MP3/WMA/AAC player MP4/H.264 player Organizer Voice memo,,,,"2012, May. Released 2012, September",Discontinued,"110.4 x 46.9 x 15.4 mm, 67 cc (4.35 x 1.85 x 0.61 in)",85.5 g (3.00 oz),,Dual SIM (Mini-SIM),,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~19.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSDHC (dedicated slot),16MB,VGA,,176x144,,,,Yes,Yes,No,"2.1, EDR",No,,"Stereo FM radio, RDS, recording",,,Removable Li-Ion 1400 mAh battery (BL-6C),,"Dark Grey, White, Red, Cyan",About 80 EUR,,,,,,,,,,,,,,,,,,,1.30 W/kg (head),,,,Up to 14 h,Up to 840 h,Yes,Yes,,1000 entries,Yes,"SMS(threaded view), MMS, Email, IM",Yes,Yes,Up to 27 h,,,,,,,,,,,,,,,
nokia,Nokia 111,https://fdn2.gsmarena.com/vv/bigpic/nokia-111.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900,,No,,,,"2012, May. Released 2012, September",Discontinued,"110 x 46 x 14.8 mm, 63 cc (4.33 x 1.81 x 0.58 in)",77 g (2.72 oz),,Mini-SIM,MP3/WMA/AAC player MP4/H.264 player Organizer Voice memo,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~20.2% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSDHC (dedicated slot),10MB,VGA,,176x144,,,,Yes,Yes,No,"2.1, EDR",No,,"Stereo FM radio, RDS, recording",,,Removable Li-Ion 800 mAh battery (BL-5CB),,"Black, Magenta, Lime Green, Cyan",About 50 EUR,,,,,,,,,,,,,,1.10 W/kg (head)     0.64 W/kg (body),,,,,0.78 W/kg (head),,,,Up to 7 h 50 min,Up to 792 h,Yes,Yes,,1000 entries,Yes,"SMS(threaded view), MMS, Email, IM",Yes,Yes,Up to 21 h,,,,,,,,,,,,,,,
nokia,Nokia 110,https://fdn2.gsmarena.com/vv/bigpic/nokia-110.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,MP3/WMA/AAC player MP4/H.264 player Organizer Voice memo,,,,"2012, May. Released 2012, June",Discontinued,"110 x 46 x 14.5 mm, 63 cc (4.33 x 1.81 x 0.57 in)",80 g (2.82 oz),,Dual SIM (Mini-SIM),,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~20.2% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSDHC (dedicated slot),10MB,VGA,,176x144@15fps,,,,Yes,Yes,No,"2.1, EDR",No,,"Stereo FM radio, RDS, recording",,,Removable Li-Ion 1020 mAh battery (BL-5C),,"Black, Magenta, Lime Green, Cyan",About 40 EUR,,,,,,,,,,,,,,,,,,,1.46 W/kg (head),,,,Up to 10 h 30 min,Up to 636 h,Yes,Yes,,1000 entries,Yes,"SMS(threaded view), MMS, Email, IM",Yes,Yes,Up to 27 h,,,,,,,,,,,,,,,
nokia,Nokia Lumia 610 NFC,https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-610-nfc.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1900 / 2100,MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document viewer Video/photo editor,,,HSPA 7.2/5.76 Mbps,"2012, April. Released 2012, September",Discontinued,"119 x 62 x 12 mm, 77.6 cc (4.69 x 2.44 x 0.47 in)",135 g (4.62 oz),,Micro-SIM,,"TFT capacitive touchscreen, 65K colors","3.7 inches, 39.0 cm2 (~52.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Microsoft Windows Phone 7.5 Mango,Qualcomm MSM7227A Snapdragon S1,800 MHz ARM Cortex-A5,Adreno 200,No,8GB 256MB RAM,"5 MP, AF",LED flash,480p@30fps,,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP, EDR","Yes, with A-GPS",Yes,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1300 mAh battery (BP-3L),,"Black, white",About 110 EUR,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,0.75 W/kg (head),,,,Up to 10 h 30 min (2G) / Up to 9 h 30 min (3G),Up to 670 h (2G) / Up to 720 h (3G),,,,,,,,,Up to 35 h,,,,,,,,,,,,,,,
nokia,Nokia 103,https://fdn2.gsmarena.com/vv/bigpic/nokia-103.jpg,GSM,GSM 900 / 1800,Flashlight,,No,,,,"2012, April. Released 2012, Q4",Discontinued,107.2 x 45.1 x 15.3 mm (4.22 x 1.78 x 0.60 in),76.6 g (2.68 oz),,Mini-SIM,,Monochrome graphic,"1.36 inches, 5.6 cm2 (~11.6% screen-to-body ratio)",96 x 68 pixels (~87 ppi density),,,,,No,,,,,,,,Yes,Yes,No,No,No,,Stereo FM radio,No,,Removable Li-Ion 800 mAh battery (BL-5CB),,Blue/Orange,About 10 EUR,,,,,,,,,,,,,,,,,,,1.15 W/kg (head),,,,Up to 11 h,Up to 648 h,No,No,,500 entries,Yes,SMS,Yes,No,,,,,,,,,,,,,,,,
nokia,Nokia 808 PureView,https://fdn2.gsmarena.com/vv/bigpic/nokia-808-pureview.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Nokia ClearBlack display,HSDPA 850 / 900 / 1700 / 1900 / 2100,HDMI port,,,HSPA 14.4/5.76 Mbps,"2012, February. Released 2012, June",Discontinued,"123.9 x 60.2 x 13.9 mm, 95.5 cc (4.88 x 2.37 x 0.55 in)",169 g (5.96 oz),,Micro-SIM,,"AMOLED capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~59.1% screen-to-body ratio)","360 x 640 pixels, 16:9 ratio (~184 ppi density)",Nokia Belle OS,,1.3 GHz ARM 11,Broadcom BCM2763,microSDHC (dedicated slot),16GB 512MB RAM,"41 MP (38 MP effective), f/2.4, 1/1.2"", AF","Carl Zeiss optics, Xenon flash","1080p@30fps, 4x lossless digital zoom",VGA,,VGA@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, UPnP technology","3.0, A2DP","Yes, with A-GPS",Yes,"Stereo FM radio, RDS; FM transmitter","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",Removable Li-Ion 1400 mAh battery (BV-4D),,"Black, White, Red",About 280 EUR,,,,,,,,,Contrast ratio: Infinite (nominal) / 4.698:1 (sunlight),Photo / Video,Voice 71dB / Noise 64dB / Ring 78dB,Endurance rating 34h,,1.21 W/kg (head)     1.46 W/kg (body),,,Corning Gorilla Glass,,1.23 W/kg (head),Noise -89.7dB / Crosstalk -89.0dB,,,Up to 11 h (2G) / Up to 6 h 50 min (3G),Up to 465 h (2G) / Up to 540 h (3G),,,,,,,,,,,,,,,,,,,,,,,,
nokia,Nokia 800c,https://fdn2.gsmarena.com/vv/bigpic/nokia-800c.jpg,GSM / CDMA / EVDO,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,Nokia ClearBlack display,,,EV-DO Rev.A 3.1 Mbps,"2012, March. Released 2012, September",Discontinued,"116.5 x 61.2 x 12.1 mm, 76 cc (4.59 x 2.41 x 0.48 in)",142 g (5.01 oz),,Micro-SIM,MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document editor Video/photo editor Voice memo/command/dial Predictive text input,"AMOLED capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm2 (~54.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Microsoft Windows Phone 7.5 Mango,Qualcomm MSM8655T Snapdragon S2,1.4 GHz Scorpion,Adreno 205,No,16GB 512MB RAM,"8 MP, AF","Carl Zeiss optics, dual-LED flash",720p@30fps,,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP, EDR","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1450 mAh battery (BV-5JW),,"Black, Cyan",About 170 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 9 h (2G) / Up to 7 h (3G),Up to 210 h (2G) / Up to 158 h (3G),,,,,,,,,Up to 55 h,,,,,,,,,,,,,,,
nokia,Nokia Lumia 610,https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-610.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 900 / 1900 / 2100,MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document viewer Video/photo editor,,,HSPA 7.2/0.384 Mbps,"2012, February. Released 2012, April",Discontinued,"119 x 62 x 12 mm, 77.6 cc (4.69 x 2.44 x 0.47 in)",131.5 g (4.62 oz),,Micro-SIM,,"TFT capacitive touchscreen, 65K colors","3.7 inches, 39.0 cm2 (~52.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Microsoft Windows Phone 7.5 Mango,Qualcomm MSM7227A Snapdragon S1,800 MHz ARM Cortex-A5,Adreno 200,No,8GB 256MB RAM,"5 MP, AF",LED flash,480p@30fps,,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP, EDR","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1300 mAh battery (BP-3L),,"White, Cyan, Magenta, Black",About 90 EUR,,,,,,,,,Contrast ratio: 746:1 (nominal) / 1.432:1 (sunlight),Photo,Voice 70dB / Noise 65dB / Ring 75dB,Endurance rating 43h,,1.32 W/kg (head)     0.97 W/kg (body),,,,,0.83 W/kg (head),Noise -84.6dB / Crosstalk -85.7dB,,,Up to 10 h 30 min (2G) / Up to 9 h 30 min (3G),Up to 670 h (2G) / Up to 720 h (3G),,,,,,,,,Up to 35 h,,,,,,,,,,,,,,,
