Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1
gigabyte,Gigabyte GSmart Aku A1,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-aku-a1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2013, July. Released 2013, July",Discontinued,136 x 67 x 12.4 mm (5.35 x 2.64 x 0.49 in),147.7 g (5.19 oz),"Dual SIM (Mini-SIM, dual stand-by)",,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable","Black, White",About 150 EUR,Up to 333 h,Up to 5 h,,,,,,,,,,,,,,,,,,,,,,,,,,,
gigabyte,Gigabyte GSmart Tuku T2,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-tuku-t2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2013, July. Released 2013, July",Discontinued,124 x 63.5 x 11.8 mm (4.88 x 2.5 x 0.46 in),125 g (4.41 oz),"Dual SIM (Mini-SIM, dual stand-by)",,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.0 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1500 mAh, removable","Black, White, Orange, Blue, Green",,Up to 225 h,Up to 7 h,,,,,,,,,,,,,,,,,,,,,,,,,,,
gigabyte,Gigabyte GSmart Maya M1 v2,https://fdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-Maya-M1-v2-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2013, June. Released 2013, July",Discontinued,136 x 67 x 9.7 mm (5.35 x 2.64 x 0.38 in),147 g (5.19 oz),"Dual SIM (Mini-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.2.1 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",Dual-LED flash,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1700 mAh, removable","Gray, White, Red",About 200 EUR,Up to 500 h,Up to 4 h 30 min,,,,,,,,,,,,,,,,,,,,,,,,,,,
gigabyte,Gigabyte GSmart Sierra S1,https://fdn2.gsmarena.com/vv/bigpic/GSmart-Sierra-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 42.2/11.5 Mbps,"2013, June. Released 2013, October",Discontinued,145.5 x 72.5 x 8.9 mm (5.73 x 2.85 x 0.35 in),168 g (5.93 oz),"Dual SIM (Mini-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,"13 MP, AF",LED flash,1080p@30fps,2 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",Black/White,About 220 EUR,Up to 600 h,Up to 4 h 30 min,,,,,,,,,,,,,,,,,,,,,,,,,,,
gigabyte,Gigabyte GSmart Simba SX1,https://fdn2.gsmarena.com/vv/bigpic/GSmart-Simba-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100,HSDPA 900 / 2100,eMMC 4.5,,HSPA,"2013, June. Released 2013, November",Discontinued,144 x 73 x 9.5 mm (5.67 x 2.87 x 0.37 in),165 g (5.82 oz),"Dual SIM (Mini-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.2 (Jelly Bean),Qualcomm MSM8230 Snapdragon 400 (28 nm),Dual-core 1.4 GHz Krait,Adreno 305,microSDHC (dedicated slot),4GB 1GB RAM,"13 MP, AF",LED flash,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1900 mAh, removable",Black/White,About 260 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gigabyte,Gigabyte GSmart Maya M1,https://fdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-Maya-M1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA,,,HSPA 7.2/5.76 Mbps,"2013, April. Released 2013, April",Discontinued,136 x 67 x 9.7 mm (5.35 x 2.64 x 0.38 in),150.5 g (5.29 oz),"Dual SIM (Mini-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",Dual-LED flash,480p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1700 mAh, removable","Brown, Brown/White, Brown/Red",About 220 EUR,Up to 300 h,Up to 4 h,,,,,,,,,,,,Yes,Yes,0.75 W/kg (head),,,,,,,,,,,,,
gigabyte,Gigabyte GSmart Rio R1,https://fdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-Rio-R1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA,,,HSPA 7.2/0.384 Mbps,"2013, April. Released 2013, April",Discontinued,124.2 x 63.8 x 10.5 mm (4.89 x 2.51 x 0.41 in),130.5 g (4.59 oz),"Dual SIM (Mini-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.0 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",LED flash,720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",3.0,"Yes, with A-GPS",,,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1500 mAh, removable","Black, Black/White, Black/Blue, Black/Pink, Black/Yellow",About 150 EUR,Up to 135 h,Up to 5 h,,,,,,,,,,,,Yes,Yes,0.58 W/kg (head),,,,,,,,,,,,,
gigabyte,Gigabyte GSmart GS202,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-gs202.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 7.2/5.76 Mbps,"2012, December. Released 2012, December",Discontinued,130.5 x 66.5 x 10.9 mm (5.14 x 2.62 x 0.43 in),147.6 g (5.19 oz),"Dual SIM (Mini-SIM, dual stand-by)",,IPS LCD capacitive touchscreen,"4.3 inches, 52.6 cm2 (~60.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",,Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,,No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1500 mAh, removable","White, Brown",About 110 EUR,Up to 200 h,Up to 4 h,,,,,,,,,,,,,,0.24 W/kg (head),,,,,,,,,,,,,
gigabyte,Gigabyte GSmart G1362,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-g1362.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100 - SIM 1 only,HSDPA 900 / 2100 - SIM 1 only,MP3/AAC+ player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,,HSPA,"2012, August. Released 2012, September",Discontinued,132.5 x 67.7 x 11 mm (5.22 x 2.67 x 0.43 in),155 g (5.47 oz),Dual SIM (Mini-SIM),,"TFT capacitive touchscreen, 256K colors","4.3 inches, 51.0 cm2 (~56.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~228 ppi density)",,Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.2 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,,No,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1550 mAh battery,"Gray, White",About 210 EUR,Up to 200 h,Up to 4 h 30 min,,,,,,,,,,,,,,,,,,,,,,,,,,,
gigabyte,Gigabyte GSmart G1355,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g1355.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100 - SIM 1 only,HSDPA 900 / 2100 - SIM 1 only,No,,HSPA,"2012, February. Released 2012, September",Discontinued,129.8 x 69.8 x 11.5 mm (5.11 x 2.75 x 0.45 in),168 g (5.93 oz),Dual SIM (Mini-SIM),MP3/AAC+ player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 256K colors","4.3 inches, 52.6 cm2 (~58.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",,Android 2.3.4 (Gingerbread),Qualcomm MSM7227T Snapdragon S1,800 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),1GB 512MB RAM,"5 MP, AF",LED flash,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,Gray,About 190 EUR,Up to 115 h,Up to 4 h 30 min,,,,,,,,,,,,,,,,,,,,,,,,,,,
gigabyte,Gigabyte GSmart G1345,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-g1345.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,HSDPA 900 / 2100 - SIM 1 only,HSDPA 850 / 2100 - SIM 1 only,,HSPA,"2011, Q2",Discontinued,120 x 62.5 x 13.9 mm (4.72 x 2.46 x 0.55 in),123.3 g (4.34 oz),"Dual SIM (Mini-SIM, no dual stand-by)",MP3/AAC+ player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~48.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 2.3 (Gingerbread),Qualcomm MSM7227T Snapdragon S1,800 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),"512MB RAM, 512MB","5 MP, AF",LED flash,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,Black,,Up to 115 h,Up to 4 h 30 min,,,,,,,,,,,,,,,,,,,,,,,,,,,
gigabyte,Gigabyte GSmart G1342 Houston,https://fdn2.gsmarena.com/vv/bigpic/huawei-houston-g1342.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,HSDPA 900 / 2100 - SIM 1 only,HSDPA 850 / 2100 - SIM 1 only,,HSPA,2011,Discontinued,121 x 62.5 x 12.5 mm (4.76 x 2.46 x 0.49 in),120 g (4.23 oz),Dual SIM (Mini-SIM),MP3/AAC+ player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~48.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.0 (Ice Cream Sandwich),Qualcomm MSM7225AA Snapdragon S1,800 MHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),1GB 512MB RAM,3.15 MP,,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,Black,,Up to 115 h,Up to 4 h 30 min,,,,,,,,,,,,,,,,,,,,,,,,,,,
gigabyte,Gigabyte GSmart M3447,https://fdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-M3447.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,HSDPA 2100,MP3/eAAC+ player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,,HSPA,2011. Released 2011,Discontinued,110 x 59 x 13 mm (4.33 x 2.32 x 0.51 in),95 g (3.35 oz),Dual SIM (Mini-SIM),,"TFT resistive touchscreen, 65K colors","2.4 inches, 17.8 cm2 (~27.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,MediaTek MT6268 246 MHz,,microSDHC (dedicated slot),"64MB RAM, 128MB ROM",2 MP,,Yes,Yes,,Yes,No,No,"2.1, A2DP, EDR",No,,,No,Proprietary,,Removable Li-Ion 900 mAh battery,Black,,Up to 450 h (2G) / Up to 200 h (3G),Up to 4 h 30 min (2G) / Up to 4 h (3G),,"Yes, Photocall",Yes,"SMS, MMS, Email, Push Email, IM",Yes,,,,,,,,,,,QWERTY,,HTML,,,,,,,,,
gigabyte,Gigabyte GSmart G1310,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g1310.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,HSDPA 900 / 2100 - SIM 1 only,No,,HSPA,"2011, January. Released 2011, July",Discontinued,113.5 x 60 x 12.9 mm (4.47 x 2.36 x 0.51 in),117 g (4.13 oz),Dual SIM (Mini-SIM),MP3/AAC+ player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~44.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Android 2.2 (Froyo),Qualcomm MSM7225-1 Snapdragon S1,528 MHz ARM 11,No,microSDHC (dedicated slot),"256MB RAM, 512MB","5 MP, AF",,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1260 mAh battery,"Champagne gold, pearl white",About 10 EUR,Up to 255 h,Up to 4 h 40 min,,,,,,,,,,,,,,,,,,HTML,,,,,,,,,
gigabyte,Gigabyte GSmart G1317 Rola,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-rola.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,HSDPA 900 / 2100 - SIM 1 only,HSDPA 850 / 2100 - SIM 1 only,,HSPA,"2010, November. Released 2011, April",Discontinued,113.5 x 60 x 13.3 mm (4.47 x 2.36 x 0.52 in),116 g (4.09 oz),"Dual SIM (Mini-SIM, dual stand-by)",MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Organizer Office document viewer Voice memo Predictive text input,"TFT resistive touchscreen, 16M colors","3.2 inches, 29.1 cm2 (~42.8% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,Android 2.2 (Froyo),Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSDHC (dedicated slot),512MB 256MB RAM,3.15 MP,LED flash,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1260 mAh battery,"Glossy Black, Glossy White",About 130 EUR,Up to 115 h,Up to 6 h 30 min,,,,,,,,,,,,,,,,,,HTML,,,,,,,,,
gigabyte,Gigabyte GSmart G1315 Skate,https://fdn2.gsmarena.com/vv/bigpic/GSmart-Skate-G1315.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,HSDPA 900 / 2100,No,,HSPA,"2011. Released 2011, October",Discontinued,113.5 x 61.3 x 13.3 mm (4.47 x 2.41 x 0.52 in),118 g (4.16 oz),"Dual SIM (Mini-SIM, dual stand-by)",MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Organizer Office document viewer Voice memo Predictive text input,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 2.2 (Froyo),Qualcomm MSM7225-1 Snapdragon S1,528 MHz ARM 11,No,microSDHC (dedicated slot),"256MB RAM, 512MB","5 MP, AF",,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP","Yes, with A-GPS",,,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1260 mAh battery,"Black, white",,Up to 115 h,Up to 6 h 30 min,,,,,,,,,,,,,,,,,,HTML,,,,,,,,,
gigabyte,Gigabyte GSmart S1205,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-s1205.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,,No,,,"2010, March. Released 2010, April",Discontinued,110.6 x 55 x 13.1 mm (4.35 x 2.17 x 0.52 in),114.5 (4.02 oz),"Dual SIM (Mini-SIM, dual stand-by)",MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Pocket Office  Organizer Voice memo/dial Predictive text input,"TFT resistive touchscreen, 65K colors","3.2 inches, 29.1 cm2 (~47.9% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,Microsoft Windows Mobile 6.5 Professional,,416 MHz Media Tek MT6516,,microSDHC (dedicated slot),"256MB ROM, 128MB RAM",3.15 MP,,480p,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,,Stereo FM radio,microUSB 2.0,,Removable Li-Po 1320 mAh battery,Black,About 150 EUR,Up to 150 h,Up to 4 h,,,,,,,,,,,,Class 12,Class 10,,,,,"WAP 2.0/xHTML, HTML",,,,,Photo,Voice 67dB / Noise 75dB / Ring 66dB,Noise -89.6dB / Crosstalk -88.2dB,,
gigabyte,Gigabyte GSmart G1305 Boston,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-g1305-codfish-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 900 / 1900 / 2100,MP3/WAV/eAAC+ player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,,HSPA 7.2/0.384 Mbps,"2010, April. Released 2010, April",Discontinued,116 x 56.8 x 12.4 mm (4.57 x 2.24 x 0.49 in),118 g (4.16 oz),Mini-SIM,,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~46.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Android 1.6 (Donut),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),256MB RAM,"5 MP, AF",LED flash,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",,,,2.0,Accelerometer,Removable Li-Po 1230 mAh battery,"Black, White",About 110 EUR,Up to 410 h,Up to 7 h 10 min,,,,,,,,,,,,,,,,,,HTML,,,,,,,,,
gigabyte,Gigabyte GSmart MS802,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-ms802.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,Pocket Office  MP3/eAAC+/WMA/WAV/AMR player WMV/MP4/3gp player Organizer Business card scanner Predictive text input,HSDPA 2100,,,HSPA 3.6/0.384 Mbps,"2009, June. Released 2009, Q3",Discontinued,117 x 59.8 x 14.8 mm (4.61 x 2.35 x 0.58 in),130 g (4.59 oz),Mini-SIM,,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~34.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Microsoft Windows Mobile 6.1 Professional,,520MHz Marvell PXA270,,microSD (dedicated slot),"128MB RAM, 256MB ROM","3.15 MP, AF",,Yes,VGA videocall camera,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP","Yes, with A-GPS; SiRF Star III chipset",,,"Stereo FM radio, RDS",miniUSB 2.0,,Removable Li-Po 1300 mAh battery,Iron Gray,,Up to 150 h,Up to 4 h,,,,,,,,,,,,,,,,,,WAP 2.0/xHTML,,,,,,,,,
gigabyte,Gigabyte GSmart MW702,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-mw702.jpg,GSM,GSM 900 / 1800 / 1900,No,,Pocket Office  MP3/eAAC+/WMA/WAV/AMR player WMV/MP4/3gp player Organizer Business card scanner Predictive text input,,,"2009, June. Released 2009, Q3",Discontinued,117 x 59.8 x 14.8 mm (4.61 x 2.35 x 0.58 in),130 g (4.59 oz),Mini-SIM,,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~34.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Microsoft Windows Mobile 6.1 Professional,,520MHz Marvell PXA270,,microSD (dedicated slot),"128MB RAM, 256MB ROM","3.15 MP, AF",,Yes,,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP","Yes, with A-GPS; SiRF Star III chipset",,,"Stereo FM radio, RDS",miniUSB 2.0,,Removable Li-Po 1300 mAh battery,Iron Gray,,Up to 150 h,Up to 4 h,,,,,,,,,,,,Class 12,Yes,,,,,WAP 2.0/xHTML,,,,,,,,,
gigabyte,Gigabyte GSmart S1200,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-s1200.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100 - American version,HSDPA 900 / 2100,Smart Vision touch UI G-Widget,,HSPA 7.2/2 Mbps,"2009, February. Released 2009, August",Discontinued,106 x 52 x 11.4 mm (4.17 x 2.05 x 0.45 in),102.5 g (3.60 oz),Mini-SIM,Pocket Office  MP3/еAAC+/WMA/AMR player WMV/MP4/3gp player Organizer Т9,"TFT resistive touchscreen, 65K colors","3.1 inches, 27.4 cm2 (~49.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~301 ppi density)",,Microsoft Windows Mobile 6.1/6.5 Professional,Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSDHC (dedicated slot),"288MB RAM, 512MB ROM","3.15 MP, AF",LED flash,Yes,VGA videocall camera,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP","Yes, with A-GPS; SiRF Star III chipset",,,"Stereo FM radio, RDS",miniUSB 2.0,Accelerometer,Removable Li-Po 1010 mAh battery,Black,,Up to 150 h,Up to 4 h,,,,,,,,,,,,,,,,,,WAP 2.0/xHTML,,,,,,,,,
gigabyte,Gigabyte GSmart MS820,https://fdn2.gsmarena.com/vv/bigpic/ms820.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,Pocket Office  MP3/eAAC+/WMA/WAV/AMR player WMV/MP4/3gp player Organizer Business card scanner Predictive text input,HSDPA 2100,,,HSPA 7.2/0.384 Mbps,"2008, June. Released 2009",Discontinued,116 x 59 x 14.1 mm (4.57 x 2.32 x 0.56 in),105 g (3.70 oz),Mini-SIM,,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~35.5% screen-to-body ratio)","480 x 640 pixels, 4:3 ratio (~286 ppi density)",,Microsoft Windows Mobile 6.1 Professional,,Marvell PXA270 520MHz,,microSD (dedicated slot),"128MB RAM, 256MB ROM","5 MP, AF",LED flash,Yes,VGA videocall camera,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP","Yes, with A-GPS; SiRF Star III chipset",,,"Stereo FM radio, RDS",miniUSB 2.0,Accelerometer,Removable Li-Po 1300 mAh battery,Dark Gray,About 380 EUR,Up to 150 h,Up to 4 h,,,,,,,,,,,,,,,,,"Vibration; Downloadable polyphonic, MP3, WAV, WMA ringtones",WAP 2.0/xHTML,,,,,,,,,
