Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm,4G bands,5G bands,Build,Triple,Features_1,NFC,Charging,Performance,Quad,256GB 8GB RAM,128GB 4GB RAM,64GB 3GB RAM,128GB 6GB RAM,64GB 6GB RAM,Dual,64GB 4GB RAM,32GB 3GB RAM 
sony,Sony Xperia X Compact,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-x-compact.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2016, September 01","Available. Released 2016, September 08",129 x 65 x 9.5 mm (5.08 x 2.56 x 0.37 in),135 g (4.76 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.6 inches, 58.3 cm2 (~69.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~319 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,microSDXC (dedicated slot),32GB 3GB RAM,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","1080p@30fps, 1080p@60fps",Triluminos display X-Reality Engine,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, aptX, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)","FM radio, RDS","2.0, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",eMMC 4.5,"Li-Ion 2700 mAh, non-removable",Up to 710 h (2G) / Up to 750 h (3G),Up to 11 h (2G) / Up to 14 h (3G),"White, Universe black, Mist blue",1.08 W/kg (head)     1.25 W/kg (body),"LED flash, HDR, panorama",5 MP,1080p@30fps,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F5321,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",About 220 EUR,,,,,,,0.66 W/kg (head)     0.72 W/kg (body),24-bit/192kHz audio,,Corning Gorilla Glass 4,Photo / Video,Voice 64dB / Noise 65dB / Ring 69dB,Noise -95.1dB / Crosstalk -90.8dB,"Contrast ratio: 1225 (nominal), 3.694 (sunlight)",Endurance rating 73h,"SO-02J, F5321",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 26, 28, 38, 39, 40, 41 - F5321",,"Glass front (Gorilla Glass 4), plastic back, plastic frame",,,Yes,Fast charging 18W Quick Charge 3.0,Basemark OS II 2.0: 1738Basemark X: 15415,,,,,,,,,
sony,Sony Xperia XZ,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xz.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2016, September 01","Available. Released 2016, October 03",146 x 72 x 8.1 mm (5.75 x 2.83 x 0.32 in),161 g (5.68 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot) - dual SIM model only,"32GB 3GB RAM, 64GB 3GB RAM","23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF, Laser AF","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)",IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, aptX, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",No,"2.0, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Triluminos display X-Reality Engine,"Li-Ion 2900 mAh, non-removable",Up to 600 h (2G) / Up to 610 h (3G),Up to 11 h 40 min (2G) / Up to 17 h 30 min (3G),"Mineral black, Platinum, Forest blue, Deep pink",0.85 W/kg (head)     1.20 W/kg (body),"LED flash, HDR, panorama","13 MP, f/2.0, 22mm (wide), 1/3""",1080p@30fps,,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F8331, F8332","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps",€ 199.99 / $ 84.82 / £ 139.99,,,,,,,0.81 W/kg (head)     0.35 W/kg (body),24-bit/192kHz audio,,Corning Gorilla Glass 4,Photo / Video,Voice 61dB / Noise 65dB / Ring 67dB,Noise -93.0dB / Crosstalk -93.6dB,"Contrast ratio: 1349 (nominal), 3.795 (sunlight)",Endurance rating 72h,"F8331, F8332, SO-01J, SOV34, 601SO",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41 - F8331, F8332",,"Glass front (Gorilla Glass 4), aluminum back, aluminum frame",,HDR,Yes,Fast charging 18W Quick Charge 3.0,Basemark OS II 2.0: 2151Basemark X: 29548,,,,$ 126.88,,,,,€ 199.99
sony,Sony Xperia E5,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-e5r.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2016, May","Available. Released 2016, June",144 x 69 x 8.2 mm (5.67 x 2.72 x 0.32 in),147 g (5.19 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),16GB 1.5GB RAM,"13 MP, f/2.0, AF",1080p@30fps,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - F3313,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, aptX","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","2, 4, 5, 7, 12, 17, 28 - F3313","Li-Po 2300 mAh, non-removable",Up to 511 h (2G) / Up to 518 h (3G),Up to 11 h 30 min (2G) / Up to 9 h 30 min (3G),"Graphite Black, White",0.46 W/kg (head)     0.46 W/kg (body),"LED flash, HDR, panorama","5 MP, f/2.4",,Up to 65 h,HSDPA 850 / 900 / 1900 / 2100 - F3311,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 120 EUR,,,,,,,1.08 W/kg (head)     1.34 W/kg (body),,,Scratch-resistant glass,Photo / Video,Voice 62dB / Noise 67dB / Ring 69dB,Noise -92.3dB / Crosstalk -91.9dB,"Contrast ratio: 	1243 (nominal),  2.386 (sunlight)",Endurance rating 47h,"F3311, F3313, C1604",,,,,"1, 2, 3, 5, 7, 8, 20 - F3311",,,,,Yes,,Basemark OS II 2.0: 575,,,,,,,,,
sony,Sony Xperia XA Ultra,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa-ultra.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2016, May","Available. Released 2016, July",164 x 79 x 8.4 mm (6.46 x 3.11 x 0.33 in),202 g (7.13 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~76.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (dedicated slot),16GB 3GB RAM,"21.5 MP, f/2.2, 1/2.4"", 1/2.4"", PDAF","1080p@30fps, HDR",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - F3213,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","2, 4, 5, 7, 12, 13, 17, 28 - F3213","Li-Ion 2700 mAh, non-removable",Up to 558 h (2G) / Up to 708 h (3G),Up to 13 h (2G) / Up to 12 h (3G),"White, Graphite Black, Lime Gold",0.72 W/kg (head)     0.43 W/kg (body),"LED flash, HDR, panorama","16 MP, f/2.0, 23mm (wide), 1/2.6"", OIS",1080p@30fps,Up to 65 h,"HSDPA 850 / 900 / 1900 / 2100 - F3211, F3215, F3212, F3216","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 250 EUR,,,,,,,1.27 W/kg (head)     0.37 W/kg (body),eMMC 5.1,,Scratch-resistant glass,Photo / Video,Voice 88dB / Noise 79dB / Ring 82dB,Noise -92.9dB / Crosstalk -92.5dB,"Contrast ratio: 1071 (nominal),  2.906 (sunlight)",Endurance rating 55h,"F3212, F3216, F3211, F3213, F3215",,,,,"1, 2, 3, 5, 7, 8, 20 - F3211, F3212",,"Glass front, plastic back, aluminum frame",,LED flash,Yes,,Basemark OS II 2.0: 987Basemark X: 6754,,,,,,,,,
sony,Sony Xperia X Performance,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-x-performance.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2016, February 22","Available. Released 2016, July 01",143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in),164.4 g (5.78 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot) - dual SIM model only,"32GB 3GB RAM (SS), 64GB 3GB RAM (DS)","23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","1080p@30fps, 1080p@60fps",IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, aptX, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",No,"microUSB 2.0, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass",Triluminos display X-Reality Engine,"Li-Ion 2700 mAh, non-removable",,,"White, Graphite Black, Lime Gold, Rose Gold",0.52 W/kg (head)     0.94 W/kg (body),"LED flash, HDR, panorama","13 MP, f/2.0, 22mm (wide), 1/3""",1080p@30fps,,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F8131, F8132","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps",About 170 EUR,,,,,,,0.58 W/kg (head)     0.67 W/kg (body),24-bit/192kHz audio,,"Scratch-resistant glass, oleophobic coating",Photo / Video,Voice 63dB / Noise 65dB / Ring 67dB,Noise -95.2dB / Crosstalk -95.1dB,"Contrast ratio: 1461 (nominal), 3.234 (sunlight)",Endurance rating 61h,"SO-04H, F8131, SOV33, F8132, 502SO",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 38, 39, 40, 41 - F8131, F8132",,"Glass front, aluminum back, plastic frame",,HDR,Yes,Fast charging 18W Quick Charge 2.0,Basemark OS II 2.0: 2179Basemark X: 28450,,,,,,,,,
sony,Sony Xperia X,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2016, February","Available. Released 2016, May",143 x 69 x 7.7 mm (5.63 x 2.72 x 0.30 in),153 g (5.40 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,microSDXC (uses shared SIM slot) - dual SIM model only,"32GB 3GB RAM (F5121), 64GB 3GB RAM (F5122)","23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","1080p@30fps, 1080p@60fps",Triluminos display X-Reality Engine,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, aptX, LE","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass",eMMC 4.5,"Li-Ion 2620 mAh, non-removable",,,"White, Graphite Black, Lime Gold, Rose Gold",0.72 W/kg (head)     1.23 W/kg (body),"LED flash, HDR, panorama","13 MP, f/2.0, 22mm (wide), 1/3""",1080p@30fps,,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F5121, F5122","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",About 150 EUR,,,,,,,0.97 W/kg (head)     0.97 W/kg (body),24-bit/192kHz audio,,"Scratch-resistant glass, oleophobic coating",Photo / Video,Voice 61dB / Noise 61dB / Ring 65dB,Noise -94.8dB / Crosstalk -93.4dB,"Contrast ratio: 1219 (nominal),  2.989 (sunlight)",Endurance rating 67h,"F5122, F5121",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 26, 28, 38, 39, 40, 41 - F5121, F5122",,"Glass front, aluminum back, aluminum frame",,,Yes,Fast charging 18W Quick Charge 2.0,Basemark OS II 2.0: 1714Basemark X: 15087,,,,,,,,,
sony,Sony Xperia XA Dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa--.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2016, February","Available. Released 2016, June",143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in),137.4 g (4.83 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, 1/3"", PDAF",1080p@30fps,"1, 3, 5, 7, 8, 28, 38, 39, 40, 41 - F3116",Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",eMMC 5.1,"Li-Ion 2300 mAh, non-removable",Up to 466 h (2G) / Up to 466 h (3G),Up to 11 h 20 min (2G) / Up to 10 h (3G),"White, Graphite Black, Lime Gold, Rose Gold",0.72 W/kg (head)     0.52 W/kg (body),"LED flash, HDR, panorama","8 MP, 1/4"", AF",1080p@30fps,Up to 55 h,"HSDPA 850 / 900 / 1900 / 2100 - F3112,","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 200 EUR,,,,,,,0.83 W/kg (head)     0.74 W/kg (body),,,Scratch-resistant glass,,,,,,"F3111 F3113, F3115",,,,,"1, 2, 3, 5, 7, 8, 20 - F3112",,,,HDR,Yes,Charging 10W Pump Express+ 2.0,,,,,,,,,,
sony,Sony Xperia XA,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa--.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2016, February","Available. Released 2016, June",143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in),137.4 g (4.83 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF",1080p@30fps,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - F3113,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","2, 4, 5, 7, 12, 13, 17, 28 - F3113","Li-Ion 2300 mAh, non-removable",Up to 560 h (2G) / Up to 603 h (3G),Up to 11 h 20 min (2G) / Up to 10 h (3G),"White, Graphite Black, Lime Gold, Rose Gold",0.47 W/kg (head)     0.47 W/kg (body),"LED flash, HDR, panorama","8 MP, f/2.0, 1/4"", AF",1080p@30fps,Up to 55 h,"HSDPA 850 / 900 / 1900 / 2100 - F3111, F3115","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 100 EUR,,,,,,,0.57 W/kg (head)     1.23 W/kg (body),eMMC 5.1,,Scratch-resistant glass,Photo / Video,Voice 61dB / Noise 66dB / Ring 68dB,Noise -93.6dB / Crosstalk -91.7dB,"Contrast ratio: 1376 (nominal),  2.609 (sunlight)",Endurance rating 54h,"F3111, F3113, F3115",,,,,"1, 2, 3, 5, 7, 8, 20 - F3111",,"Glass front, plastic back, aluminum frame",,HDR,Yes,Charging 10W Pump Express+ 2.0,Basemark OS II 2.0: 1013Basemark X: 6420,,,,,,,,,
sony,Sony Xperia Z5 Premium Dual,https://fdn2.gsmarena.com/vv/bigpic/sony-z5-premium-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2015, September","Available. Released 2015, November",154.4 x 75.8 x 7.8 mm (6.08 x 2.98 x 0.31 in),180 g (6.35 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","2160 x 3840 pixels, 16:9 ratio (~801 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC (dedicated slot),32GB 3GB RAM,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","4K@30fps, 1080p@60fps, 720p@120fps, HDR","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 38, 39, 40, 41 - E6883","Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS","microUSB 2.0 (MHL 3 TV-out), USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",IP68 dust/water resistant (up to 1.5m for 30 mins),"Li-Ion 3430 mAh, non-removable",,,"Chrome, Black, Gold",0.66 W/kg (head)     0.68 W/kg (body),"LED flash, HDR, panorama","5.1 MP, f/2.4",1080p@30fps,,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - E6833, E6883","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 220 EUR,,,,,,,0.39 W/kg (head)     1.14 W/kg (body),ANT+,,"Scratch-resistant glass, oleophobic coating",,,,,,"E6833, E6883",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20 - E6833",,"Glass front, glass back, aluminum frame",,HDR,Yes,Fast charging 18W Quick Charge 2.0,,,,,,,,,,
sony,Sony Xperia Z5 Premium,https://fdn2.gsmarena.com/vv/bigpic/sony-z5-premium-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2015, September 02","Available. Released 2015, November 05",154.4 x 75.8 x 7.8 mm (6.08 x 2.98 x 0.31 in),180 g (6.35 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.4 cm2 (~70.4% screen-to-body ratio)","2160 x 3840 pixels, 16:9 ratio (~806 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC (dedicated slot),32GB 3GB RAM,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","4K@30fps, 1080p@60fps, 720p@120fps, HDR",IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS","microUSB 2.0 (MHL 3 TV-out), USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",eMMC 5.0,"Li-Ion 3430 mAh, non-removable",,,"Chrome, Black, Gold, Pink",0.47 W/kg (head)     0.47 W/kg (body),"LED flash, HDR, panorama","5.1 MP, f/2.4",1080p@30fps,,HSDPA 850 / 900 / 1900 / 2100 - E6853,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",About 190 EUR,,,,,,,0.43 W/kg (head)     0.81 W/kg (body),ANT+,,"Scratch-resistant glass, oleophobic coating",Photo / Video,Voice 66dB / Noise 65dB / Ring 66dB,Noise -95.9dB / Crosstalk -95.5dB,"Contrast ratio: 966 (nominal),  2.525 (sunlight)",Endurance rating 66h,"E6853, SO-03H",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40 - E6853",,"Glass front, glass back, aluminum frame",,HDR,Yes,Fast charging 18W Quick Charge 2.0,Basemark OS II 2.0: 1687Basemark X: 24281,,,,,,,,,
sony,Sony Xperia Z5 Dual,https://fdn2.gsmarena.com/vv/bigpic/sony-z5-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2015, September","Available. Released 2015, October",146 x 72 x 7.3 mm (5.75 x 2.83 x 0.29 in),154 g (5.43 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC (dedicated slot),32GB 3GB RAM,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","4K@30fps, 1080p@60fps, 720p@120fps, HDR","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 38, 39, 40, 41 - E6683","Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS","microUSB 2.0 (MHL 3 TV-out), USB On-The-Go","Fingerprint (side-mounted; EU model only), accelerometer, gyro, proximity, compass, barometer",IP68 dust/water resistant (up to 1.5m for 30 mins),"Li-Ion 2900 mAh, non-removable",Up to 520 h (2G) / Up to 540 h (3G),Up to 13 h 10 min (2G) / Up to 17 h (3G),"White, Graphite Black, Gold, Green",0.72 W/kg (head)     0.52 W/kg (body),"LED flash, HDR, panorama","5.1 MP, f/2.4",1080p@30fps,Up to 87 h,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - E6633, E6683","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 170 EUR,,,,,,,0.57 W/kg (head)     0.61 W/kg (body),ANT+,,"Scratch-resistant glass, oleophobic coating",,,,,,"E6633, E6683",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20 - E6633",,,,HDR,Yes,Fast charging 18W Quick Charge 2.0,,,,,,,,,,
