Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm,4G bands,5G bands,Build,Triple,Features_1,NFC,Charging,Performance,Quad,256GB 8GB RAM,128GB 4GB RAM,64GB 3GB RAM,128GB 6GB RAM,64GB 6GB RAM,Dual,64GB 4GB RAM,32GB 3GB RAM
sony,Sony Xperia XZ3,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xz3-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2018, August 30","Available. Released 2018, October 05",158 x 73 x 9.9 mm (6.22 x 2.87 x 0.39 in),193 g (6.81 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~80.5% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~537 ppi density)","Android 9.0 (Pie), upgradable to Android 10",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,microSDXC (uses shared SIM slot) - dual SIM model only,"64GB 4GB RAM, 64GB 6GB RAM","19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF","4K@30fps, 1080p@60fps, 1080p@30fps (5-axis gyro-EIS), 1080p@960fps, HDR",IP65/IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",HDR BT.2020 Triluminos display X-Reality Engine,"Li-Ion 3300 mAh, non-removable",,,"Black, Silver White, Forest Green, Bordeaux Red",,"LED flash, panorama, HDR","13 MP, f/1.9, 23mm (wide), 1/3.1"", 1.12µm",1080p@30fps (5-axis gyro-EIS),,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - H8416, H9436, H9493","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/200 Mbps",€ 399.99 / $ 651.65 / £ 419.97,,,,,,,,24-bit/192kHz audio Dynamic vibration system,,Corning Gorilla Glass 5,Photo / Video,Voice 71dB / Noise 75dB / Ring 82dB,Noise -91.2dB / Crosstalk -88.7dB,"Contrast ratio: Infinite (nominal), 4.502 (sunlight)",Endurance rating 90h,"H9436, H8416, H9493",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41, 46, 66 - H8416, H9436, H9493",,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,HDR,Yes,Fast charging 18W USB Power Delivery 2.0 Qi wireless charging,"AnTuTu: 284555 (v7), 295468 (v8)GeekBench: 8607 (v4.4), 2137 (v5.1)GFXBench: 19fps (ES 3.1 onscreen)",,,,,,$ 999.99,,€ 399.99,
sony,Sony Xperia XZ2 Premium,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xz2-premium.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2018, April","Available. Released 2018, July",158 x 80 x 11.9 mm (6.22 x 3.15 x 0.47 in),236 g (8.32 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.8 inches, 91.5 cm2 (~72.4% screen-to-body ratio)","3840 x 2160 pixels, 16:9 ratio (~765 ppi density)","Android 8.0 (Oreo), upgradable to Android 10",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,microSDXC (uses shared SIM slot) - dual SIM model only,64GB 6GB RAM,"13 MP, f/2.0, 22mm (wide), 1/3.1"", 1.12µm","4K@30fps, 1080p@30/60fps (5-axis gyro-EIS), 1080p@960fps, HDR",IP65/IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"3.1, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",HDR10 Triluminos display X-Reality Engine,"Li-Ion 3540 mAh, non-removable",,,"Chrome Black, Chrome Silver",,"LED flash, panorama, HDR",,1080p@30fps (5-axis gyro-EIS),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat18 1200/200 Mbps",About 460 EUR,,,,,,,,24-bit/192kHz audio Dynamic vibration system,,Corning Gorilla Glass 5,Photo / Video,Voice 68dB / Noise 73dB / Ring 73dB,Noise -91.0dB / Crosstalk -87.6dB,"Contrast ratio: 1411:1 (nominal), 2.867 (sunlight)",Endurance rating 77h,"H8166, H8116, SOV38",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41, 46, 66",,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,Yes,Fast charging 18W Quick Charge 3.0 Qi wireless charging,"AnTuTu: 264734 (v7), 288101 (v8)GeekBench: 8509 (v4.4), 2099 (v5.1)GFXBench: 37fps (ES 3.1 onscreen)",,,,,,,"19 MP, f/1.8, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF 12 MP B/W, f/1.6, 1/2.3"", 1.55µm, predictive PDAF",,
sony,Sony Xperia XZ2,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xz2-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2018, February 26","Available. Released 2018, April 20",153 x 72 x 11.1 mm (6.02 x 2.83 x 0.44 in),198 g (6.98 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~424 ppi density)","Android 8.0 (Oreo), upgradable to Android 10",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,microSDXC (uses shared SIM slot) - dual SIM model only,"64GB 4GB RAM, 64GB 6GB RAM","19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 1080p@960fps",IP65/IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",HDR BT.2020 Triluminos display X-Reality Engine,"Li-Ion 3180 mAh, non-removable",,,"Liquid Black, Liquid Silver, Deep Green, Ash Pink",,"LED flash, panorama, HDR","5 MP, f/2.2, 1/5""",1080p@30fps (gyro-EIS),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/200 Mbps",€ 343.59 / $ 228.85 / £ 299.97,,,,,,,,24-bit/192kHz audio Dynamic vibration system,,Corning Gorilla Glass 5,Photo / Video,Voice 66dB / Noise 71dB / Ring 78dB,Noise -90.6dB / Crosstalk -89.2dB,"Contrast ratio: 1434 (nominal), 3.58 (sunlight)",Endurance rating 88h,"H8266, H8216, H8296, H8276, 702SO, SOV37",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41, 66",,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,Yes,Fast charging 18W Quick Charge 3.0 Qi wireless charging,"AnTuTu: 259244 (v7), 281749 (v8)GeekBench: 8466 (v4.4), 2060 (v5.1)GFXBench: 33fps (ES 3.1 onscreen)",,,,,,$ 799.99,,€ 343.59,
sony,Sony Xperia XZ2 Compact,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xz2-compact-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2018, February","Available. Released 2018, April",135 x 65 x 12.1 mm (5.31 x 2.56 x 0.48 in),168 g (5.93 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 64.5 cm2 (~73.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~483 ppi density)","Android 8.0 (Oreo), upgradable to Android 10",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,microSDXC (uses shared SIM slot) - dual SIM model only,64GB 4GB RAM,"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 1080p@960fps",IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",HDR BT.2020 Triluminos display X-Reality Engine,"Li-Ion 2870 mAh, non-removable",,,"Black, White Silver, Moss Green, Coral Pink",,"LED flash, panorama, HDR","5 MP, f/2.2, 23mm (wide), 1/5""",1080p@30fps (gyro-EIS),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat15 800/150 Mbps",About 430 EUR,,,,,,,,24-bit/192kHz audio,,Corning Gorilla Glass 5,Photo / Video,Voice 66dB / Noise 73dB / Ring 83dB,Noise -93.4dB / Crosstalk -92.7dB,"Contrast ratio: 1315:1 (nominal), 3.765 (sunlight)",Endurance rating 88h,"H8324, H8314",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41, 66",,"Glass front (Gorilla Glass 5), plastic back, aluminum frame",,,Yes,Fast charging 18W Quick Charge 3.0,"AnTuTu: 265326 (v7), 308651 (v8)GeekBench: 8487 (v4.4), 2174 (v5.1)GFXBench: 33fps (ES 3.1 onscreen)",,,,,,,,,
sony,Sony Xperia XA2 Ultra,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa2-ultra-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2018, January","Available. Released 2018, February",163 x 80 x 9.5 mm (6.42 x 3.15 x 0.37 in),221 g (7.80 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~76.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Android 8.0 (Oreo),Qualcomm SDM630 Snapdragon 630 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 508,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM","23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","4K@30fps, 1080p@30fps, stereo sound rec., HDR",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - H3223,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS",FM radio,"2.0, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","1, 2, 4, 5, 7, 8, 12, 13, 17, 25, 28, 29, 66 - H3223","Li-Ion 3580 mAh, non-removable",,,"Silver, Black, Blue, Gold",,"LED flash, HDR, panorama",,1080p@30ps,,"HSDPA 850 / 900 / 1900 / 2100 - H3213, H4213, H4233","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat13 600/150 Mbps",About 260 EUR,,,,,,,,24-bit/192kHz audio,,Corning Gorilla Glass 4,Photo / Video,Voice 68dB / Noise 73dB / Ring 80dB,Noise -67.7dB / Crosstalk -92.7dB,"Contrast ratio: 1562:1 (nominal), 3.445 (sunlight)",Endurance rating 100h,"H4213, H4233, H3213, H3223",,,,,"1, 2, 3, 5, 7, 8, 20, 38 - H3213, H4213",,"Glass front (Gorilla Glass 4), plastic back, aluminum frame",,,Yes,Fast charging 18W Quick Charge 3.0,AnTuTu: 89110 (v7) GeekBench: 4198 (v4.4) GFXBench: 6fps (ES 3.1 onscreen),,,,,,,"16 MP, f/2.0, 23mm (wide), 1/2.6"", OIS, AF 8 MP, f/2.4, 1/4""",,
sony,Sony Xperia XA2,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa2-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2018, January","Available. Released 2018, February",142 x 70 x 9.7 mm (5.59 x 2.76 x 0.38 in),171 g (6.03 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~75.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 8.0 (Oreo),Qualcomm SDM630 Snapdragon 630 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 508,microSDXC (uses shared SIM slot),32GB 3GB RAM,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","4K@30fps, 1080p@30fps, stereo sound rec., HDR","HSDPA 850 / 900 / 1900 / 2100 - H3113, H3133, H4113, H4133",Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS",FM radio,"2.0, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","1, 2, 3, 5, 7, 8, 20, 38 - H3113, H4113","Li-Ion 3300 mAh, non-removable",,,"Silver, Black, Blue, Pink",,"LED flash, HDR, panorama","8 MP, f/2.4, 1/4""",1080p@30fps,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - H3123,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat13 600/150 Mbps",About 200 EUR,,,,,,,,24-bit/192kHz audio,,Corning Gorilla Glass 4,Photo / Video,Voice 68dB / Noise 72dB / Ring 78dB,Noise -92.8dB / Crosstalk -87.8dB,"Contrast ratio: 1327:1 (nominal), 2.938 (sunlight)",Endurance rating 92h,"H4113, H3113, H4133, H3123",,,,,"1, 2, 4, 5, 7, 8, 12, 13, 17, 25, 28, 29, 66 - H3123",,"Glass front (Gorilla Glass 4), plastic back, aluminum frame",,,Yes,Fast charging 18W Quick Charge 3.0,GeekBench: 4215 (v4.4)GFXBench: 6fps (ES 3.1 onscreen),,,,,,,,,
sony,Sony Xperia L2,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-l2-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2018, January","Available. Released 2018, January",150 x 78 x 9.8 mm (5.91 x 3.07 x 0.39 in),178 g (6.28 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 7.1.1 (Nougat),Mediatek MT6737T (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/2.0, 1/3.1"", AF",1080p@30fps,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - H3321,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass","1, 2, 4, 5, 7, 8, 12, 13, 17, 25, 28 - H3321","Li-Ion 3300 mAh, non-removable",,,"Black, Gold, Pink",,"LED flash, HDR","8 MP, f/2.4, 1/4""",1080p@30fps,,"HSDPA 850 / 900 / 1900 / 2100 - H3311, H4311, H4331","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 140 EUR,,,,,,,,eMMC 5.0,,Corning Gorilla Glass 4,Photo / Video,Voice 67dB / Noise 72dB / Ring 91dB,Noise -92.0dB / Crosstalk -89.7dB,"Contrast ratio: 1130:1 (nominal), 2.266 (sunlight)",Endurance rating 65h,"H4311, H3311, H4331, H3321",,,,,"1, 2, 3, 5, 7, 8, 20, 38 - H3311, H4311",,"Glass front (Gorilla Glass 4), plastic back, plastic frame",,,Yes,,AnTuTu: 45023 (v7)GeekBench: 1932 (v4.4),,,,,,,,,
sony,Sony Xperia R1 (Plus),https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-r1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2017, October","Available. Released 2017, November",146 x 73.2 x 8.9 mm (5.75 x 2.88 x 0.35 in),154 g (5.43 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Android 7.1 (Nougat),Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.5 GHz Cortex-A53,Adreno 505,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, predictive PDAF",1080p@30fps,eMMC 5.1,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,Type-C 1.0 reversible connector,"Accelerometer, proximity",,"Li-Ion 2620 mAh, non-removable",,,"Black, Silver",,LED flash,"8 MP, predictive PDAF, 1/4""",1080p@30fps,,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 14000 INR,,,,,,,,,,,,,,,,"G2299, G2199",,,,,"1, 2, 3, 5, 7, 8, 40, 41",,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,
sony,Sony Xperia XZ1,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xz1-ofic.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2017, August 31","Available. Released 2017, September 19",148 x 73.4 x 7.4 mm (5.83 x 2.89 x 0.29 in),155 g (5.47 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,microSDXC (uses shared SIM slot) - dual SIM model only,64GB 4GB RAM,"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - G8341, G8342, G8342","Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 29, 32, 38, 39, 40, 41, 66 - G8342","Li-Ion 2700 mAh, non-removable",,,"Black, Warm Silver, Venus Pink, Moonlit Blue",,"LED flash, panorama, HDR","13 MP, f/2.0, 22mm (wide), 1/3""",1080p@30fps (gyro-EIS),,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F8341, F8342","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps",About 260 EUR,,,,,,,,24-bit/192kHz audio,,Corning Gorilla Glass 5,Photo / Video,Voice 65dB / Noise 68dB / Ring 69dB,Noise -93.3dB / Crosstalk -90.2dB,"Contrast ratio: 1406 (nominal), 3.765 (sunlight)",Endurance rating 82h,"G8341, G8342, F8341, F8342, G8343, SOV36, SO-01K",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 29, 32, 38, 39, 40, 41, 66 - G8341",,"Glass front (Gorilla Glass 5), aluminum back, aluminum frame",,,Yes,Fast charging 18W Quick Charge 3.0,"GeekBench: 6541 (v4.4), 1527 (v5.1)GFXBench: 25fps (ES 3.1 onscreen)",,,,,,,,,
sony,Sony Xperia XA1 Plus,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa1-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2017, August","Available. Released 2017, October",155 x 75 x 8.7 mm (6.10 x 2.95 x 0.34 in),189 g (6.67 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Mediatek MT6757 Helio P20 (16 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),Mali-T880MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM","23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","1080p@30fps, HDR",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - G3423,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, aptX, LE","Yes, with A-GPS, GLONASS",FM radio,"2.0, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (side-mounted), accelerometer, proximity, compass","2, 4, 5, 7, 12, 13, 17, 28, 29, 66 - G3423","Li-Ion 3430 mAh, non-removable",,,"Black, Blue, Pink, Gold",,"LED flash, HDR, panorama","8 MP, f/2.0, 23mm (wide), 1/4"", AF",1080p@30fps,,"HSDPA 850 / 900 / 1900 / 2100 - G3421, G3412, G3416, G3426","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps",About 150 EUR,,,,,,,,"1, 3, 5, 7, 8, 28, 38, 39, 40, 41 - G3416, G3426",,Corning Gorilla Glass 4,Photo / Video,Voice 88dB / Noise 77dB / Ring 84dB,Noise -90.6dB / Crosstalk -83.5dB,"Contrast ratio: 1572 (nominal), 2.93 (sunlight)",Endurance rating 102h,"G3416, G3412, G3426, G3421, G3423",,,,,"1, 2, 3, 5, 7, 8, 20 - G3421, G3412",,"Glass front (Gorilla Glass 4), plastic back, aluminum frame",,,Yes,Charging 10W Pump Express+ 2.0,"AnTuTu: 77232 (v7), 95157 (v8)GeekBench: 3783 (v4.4), 915 (v5.1)GFXBench: 4fps (ES 3.1 onscreen)",,,,,,,,,
sony,Sony Xperia XZ1 Compact,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xz1-compact.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2017, August","Available. Released 2017, October",129 x 65 x 9.3 mm (5.08 x 2.56 x 0.37 in),140 g (4.94 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.6 inches, 58.3 cm2 (~69.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~319 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,microSDXC (dedicated slot),32GB 4GB RAM,"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps",IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector; USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Triluminos display X-Reality Engine,"Li-Ion 2700 mAh, non-removable",,,"Black, White Silver, Horizon Blue, Twilight Pink",,"LED flash, panorama, HDR","8 MP, f/2.4, 18mm, 1/4""",1080p@30fps (gyro-EIS),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat15 800/75 Mbps",About 300 EUR,,,,,,,,24-bit/192kHz audio,,Corning Gorilla Glass 5,Photo / Video,Voice 65dB / Noise 70dB / Ring 76dB,Noise -93.7dB / Crosstalk -85.5dB,"Contrast ratio: 1243:1 (nominal), 3.729 (sunlight)",Endurance rating 108h,"G8441, D5503, SO-02K",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 29, 32, 38, 39, 40, 41, 66",,"Glass front (Gorilla Glass 4), plastic back, plastic frame",,,Yes,Fast charging 18W Quick Charge 3.0,"AnTuTu: 204581 (v7), 255140 (v8)GeekBench: 5596 (v4.4), 1681 (v5.1)GFXBench: 50fps (ES 3.1 onscreen)",,,,,,,,,
