Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Chipset,GPU,Quad,Features_1,Charging,Triple,Models,SAR,128GB 6GB RAM,128GB 8GB RAM,NFC,64GB 6GB RAM,5G bands,32GB 3GB RAM,64GB 4GB RAM,64GB 3GB RAM,Build,Dual,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 12GB RAM,128GB 12GB RAM,RMA161,128GB 4GB RAM,Audio quality,256GB 8GB RAM,16GB 2GB RAM,Keyboard,Languages
prestigio,Prestigio MultiPhone 5501 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5501-duo.jpg,GSM / HSPA,GSM 900 / 1800,HSDPA 900 / 2100,HSPA,"2014, Q1. Released 2014, Q1",Discontinued,149.6 x 75 x 9.5 mm (5.89 x 2.95 x 0.37 in),135 g (4.76 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~61.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",microSDHC (dedicated slot),,,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",2.1,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,"Li-Ion 2000 mAh, removable",Up to 423 h,Up to 16 h,Up to 15 h,Blue,About 150 EUR,,,,4GB 512MB RAM,,,,,,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz Cortex-A7,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
prestigio,Prestigio MultiPhone 5500 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5500-duo.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2014, Q1. Released 2014, Q1",Discontinued,146 x 75.3 x 10.6 mm (5.75 x 2.96 x 0.42 in),183 g (6.46 oz),Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~62.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",microSDHC,,,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",3.0,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,"Li-Ion 2000 mAh, removable",Up to 410 h,Up to 21 h,Up to 36 h,Black/ color back panels,About 160 EUR,,,,4GB 512MB RAM,,,,,,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz Cortex-A7,,,,Mediatek MT6572 (28 nm),Mali-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prestigio,Prestigio MultiPhone 5451 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5450-duo.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2014, Q1. Released 2014, Q1",Discontinued,134 x 67 x 10.3 mm (5.28 x 2.64 x 0.41 in),145 g (5.11 oz),Dual SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",microSDHC,,,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,"Li-Ion 1500 mAh, removable",Up to 270 h,Up to 15 h,Up to 16 h,"Black, White",About 120 EUR,,,,4GB 512MB RAM,,,,,,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz Cortex-A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prestigio,Prestigio MultiPhone 5450 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5450-duo.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2014, Q1. Released 2014, Q1",Discontinued,134 x 67 x 10.3 mm (5.28 x 2.64 x 0.41 in),145 g (5.11 oz),Dual SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",microSDHC,,,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",2.1,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,"Li-Ion 1500 mAh, removable",Up to 270 h,Up to 15 h,Up to 16 h,Black/ color back panels,About 120 EUR,,,,4GB 512MB RAM,,,,,,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz Cortex-A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prestigio,Prestigio MultiPhone 3400 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-MultiPhone-3400-DUO.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,2013. Released 2013,Discontinued,-,120 g (4.23 oz),Dual SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",microSDHC (dedicated slot),,,3.15 MP,LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,No,No,microUSB 2.0,Accelerometer,,,,,,"Li-Ion 1500 mAh, removable",Up to 351 h,Up to 10 h,Up to 24 h,Black,About 90 EUR,,,,4GB 512MB RAM,,,,,,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz Cotex-A7,,,,Mediatek MT6572 (28 nm),Mali-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prestigio,Prestigio MultiPhone 5430 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5430-duo.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,HSPA,2013. Released 2013,Discontinued,126 x 64.7 x 10 mm (4.96 x 2.55 x 0.39 in),140 g (4.94 oz),Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~62.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",microSDHC (dedicated slot),,,"8 MP, AF",Dual-LED flash,Yes,1.2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP",,FM radio,microUSB 2.0,Accelerometer,,,,,,"Li-Ion 2000 mAh, removable",Up to 400 h,Up to 12 h,Up to 24 h,White,About 210 EUR,,,,4GB 1GB RAM,,,,,,Android 4.0 (Ice Cream Sandwich),1.2 GHz,,,,Intel Atom Z2420,PowerVR SGX540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prestigio,Prestigio MultiPhone 5400 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5400-duo.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,2013. Released 2013,Discontinued,126 x 63.5 x 9.9 mm (4.96 x 2.5 x 0.39 in),132 g (4.66 oz),Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",microSDHC (dedicated slot),,,"8 MP, AF",Dual-LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,"Li-Ion 1700 mAh, removable",,,,White,About 120 EUR,,,,4GB 512MB RAM,,,,,,Android 4.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prestigio,Prestigio MultiPhone 5300 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5300-duo.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,2013. Released 2013,Discontinued,147 x 77.2 x 9.9 mm (5.79 x 3.04 x 0.39 in),140 g (4.94 oz),Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~68.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~185 ppi density)",microSDHC (dedicated slot),,,"8 MP, AF",Dual-LED flash,Yes,1.2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, gyro",,,,,,"Li-Po 2100 mAh, removable",Up to 500 h,Up to 16 h,Up to 17 h,White,About 180 EUR,,,,4GB 1GB RAM,,,,,,Android 4.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A5,,,,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prestigio,Prestigio MultiPhone 5044 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5044-duo.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,2013. Released 2013,Discontinued,145 x 73 x 8.6 mm (5.71 x 2.87 x 0.34 in),130 g (4.59 oz),Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",microSDHC (dedicated slot),,,"8 MP, AF",LED flash,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,"Li-Po 2000 mAh, removable",Up to 281 h,Up to 15 h,Up to 22 h 30 min,Black,About 200 EUR,,,,4GB 1GB RAM,,,,,,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,,,,Mediatek MT6589 (28 nm),PowerVR SGX544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prestigio,Prestigio MultiPhone 5000 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5000-duo.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,2013. Released 2013,Discontinued,148.5 x 79 x 10.2 mm (5.85 x 3.11 x 0.40 in),199 g (7.02 oz),Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 16M colors","5.0 inches, 71.2 cm2 (~60.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",microSDHC (dedicated slot),,,"5 MP, AF",LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,"Li-Po 2200 mAh, removable",Up to 259 h,Up to 15 h 30 min,Up to 26 h,White,About 150 EUR,,,,4GB 512MB RAM,,,,,,Android 4.1 (Jelly Bean),Dual-core 1.2 GHz Cortex-A9,,,,Mediatek MT6577T (40 nm),PowerVR SGX531u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
