Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser
xolo,XOLO Omega 5.5,https://fdn2.gsmarena.com/vv/bigpic/xolo-omega-55.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, December. Released 2014, December",Discontinued,155.5 x 76.6 x 10.6 mm (6.12 x 3.02 x 0.42 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6592M (28 nm),Octa-core 1.4 GHz Cortex-A7,Mali-450MP4,microSDHC,8GB 1GB RAM,,"LED flash, panorama, HDR",Yes,"13 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2600 mAh, removable",,Black,,About 130 EUR,,,,,,,,,,,,,2 MP,,,,Up to 780 h (2G) / Up to 750 h (3G),,Up to 31 h (2G) / Up to 13 h 30 min (3G),,,,,,,,,,,,
xolo,XOLO Omega 5.0,https://fdn2.gsmarena.com/vv/bigpic/xolo-omega-5.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, December. Released 2014, December",Discontinued,144 x 72 x 10.5 mm (5.67 x 2.83 x 0.41 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6592M (28 nm),Octa-core 1.4 GHz Cortex-A7,Mali-450MP4,microSDHC,8GB 1GB RAM,,"LED flash, panorama, HDR",Yes,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2100 mAh, non-removable",,Black,,About 110 EUR,,,,,,,,,,,,,2 MP,,,,Up to 675 h (2G) / Up to 656 h (3G),,Up to 22 h (2G) / Up to 7 h 40 min (3G),,,,,,,,,,,,
xolo,XOLO Opus 3,https://fdn2.gsmarena.com/vv/bigpic/xolo-opus-3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2014, December. Released 2014, December",Discontinued,143 x 71.3 x 8.8 mm (5.63 x 2.81 x 0.35 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 256K colors","5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,"Dual-LED flash, HDR, panorama",1080p@30fps,"8 MP, AF",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2500 mAh, removable",,Black,,About 120 EUR,,,,,,,,,,,,,5 MP,,,,Up to 550 h (2G) / Up to 550 h (3G),,Up to 26 h (2G) / Up to 13 h (3G),,,,,0.73 W/kg (head)     0.71 W/kg (body),,,,,,,
xolo,XOLO Q710s,https://fdn2.gsmarena.com/vv/bigpic/xolo-q710s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2014, December. Released 2014, December",Discontinued,135 x 67 x 8.5 mm (5.31 x 2.64 x 0.33 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 256K colors","4.5 inches, 55.8 cm2 (~61.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2000 mAh, removable",,Black,,,,,,,,,,,,,,,1.3 MP,,,,Up to 640 h (2G) / Up to 600 h (3G),,Up to 22 h (2G) / Up to 12 h (3G),,,,,0.41 W/kg (head)     1.02 W/kg (body),,,,,,,
xolo,XOLO Q1020,https://fdn2.gsmarena.com/vv/bigpic/xolo-q1020.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2014, October. Released 2014, October",Discontinued,143 x 71 x 8.7 mm (5.63 x 2.80 x 0.34 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 2100 mAh, removable",,"Black, White",,About 150 EUR,Corning Gorilla Glass 3,,,,,,,,,,,,2 MP,,,,Up to 487 h (2G) / Up to 454 h (3G),,Up to 25 h 40 min (2G) / Up to 12 h 30 min (3G),,,,,0.37 W/kg (head)     0.54 W/kg (body),,,,,,,
xolo,XOLO One,https://fdn2.gsmarena.com/vv/bigpic/xolo-one.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, October. Released 2014, October",Discontinued,128 x 64.3 x 9.3 mm (5.04 x 2.53 x 0.37 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 256K colors","4.5 inches, 55.8 cm2 (~67.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,"LED flash, panorama, HDR",,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1700 mAh, removable",,"Black, White, Brown, Red, Liverpool FC Limited Edition",,About 80 EUR,,,,,,,,,,,,,VGA,,,,Up to 430 h (2G) / Up to 377 h (3G),,Up to 19 h (2G) / Up to 8 h (3G),,,,,0.50 W/kg (head)     0.77 W/kg (body),,,,,,,
xolo,XOLO Q2100,https://fdn2.gsmarena.com/vv/bigpic/xolo-q2100.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2014, September. Released 2014, September",Discontinued,152.4 x 75 x 9.3 mm (6.00 x 2.95 x 0.37 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 4.4 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,"Dual-LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 2800 mAh, removable",,"Black, White",,,Corning Gorilla Glass 3,,,,,,,,,,,,2 MP,,,,Up to 777 h (2G) / Up to 604 h (3G),0.68 W/kg (head)     0.56 W/kg (body),Up to 27 h (2G) / Up to 22 h (3G),,,,,,,,,,,,
xolo,XOLO Opus HD,https://fdn2.gsmarena.com/vv/bigpic/xolo-opus-hd.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,2014. Released 2014,Discontinued,143 x 71 x 7.9 mm (5.63 x 2.80 x 0.31 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 256K colors","4.99 inches, 4.99, 68.6 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Broadcom BCM23550,Quad-core 1.2 GHz,Broadcom VideoCore IV,microSDHC,8GB 1GB RAM,,"LED flash, panorama",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,Black,,About 120 EUR,,,,,,,,,,,,,2 MP,,,,Up to 600 h (2G) / Up to 500 h (3G),0.52 W/kg (head)     0.60 W/kg (body),Up to 28 h (2G) / Up to 9 h (3G),,,,,,,,,,,,
xolo,XOLO Play 8X-1100,https://fdn2.gsmarena.com/vv/bigpic/xolo-8x-1100.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, August",Discontinued,141.5 x 70.8 x 8.7 mm (5.57 x 2.79 x 0.34 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4 (KitKat),Mediatek MT6592 (28 nm),Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,microSDHC,16GB 2GB RAM,,"Dual-LED flash, panorama, HDR",1080p@30fps,"13 MP, AF",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 2100 mAh, removable",,"Black, White",,About 190 EUR,Gorilla Glass 3,,,,,,,,,,,,5 MP,,,,Up to 463 h (2G) / Up to 443 h (3G),,Up to 22 h 30 min (2G) / Up to 11 h 30 min (3G),,,,,0.72 W/kg (head)     0.90 W/kg (body),,,,,,,
xolo,XOLO Q510s,https://fdn2.gsmarena.com/vv/bigpic/xolo-q510s.jpg,GSM / HSPA,GSM 850 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, September. Released 2014, September",Discontinued,128 x 63 x 9 mm (5.04 x 2.48 x 0.35 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 256K colors","4.0 inches, 49.5 cm2 (~61.4% screen-to-body ratio)","480 x 640 pixels, 4:3 ratio (~200 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1500 mAh, removable",,"Black, Metal Blue, Real Golden, Rose Golden",,,,,,,,,,,,,,,VGA,,,,Up to 390 h (2G) / Up to 320 h (3G),,Up to 16 h (2G) / Up to 7 h (3G),,,,,,,,,,,,
xolo,XOLO Q700s plus,https://fdn2.gsmarena.com/vv/bigpic/xolo-q700s-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/11.5 Mbps,"2014, September. Released 2014, September",Discontinued,136 x 64.6 x 8.9 mm (5.35 x 2.54 x 0.35 in),-,,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 256K colors","4.5 inches, 55.8 cm2 (~63.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, compass","Li-Ion 1800 mAh, removable",,"Black, Titanium Blue, Real Golden",,,,,,,,,,,,,,,VGA,,,,Up to 470 h (2G) / Up to 430 h (3G),,Up to 18 h (2G) / Up to 8 h (3G),,,,,0.47 W/kg (head)     0.24 W/kg (body),,,,,,,
xolo,XOLO Q1000s plus,https://fdn2.gsmarena.com/vv/bigpic/xolo-q1000s-plus.jpg,GSM / HSPA,GSM 900 / 1800,,HSDPA 2100,,,HSPA 42.2/11.5 Mbps,"2014, August. Released 2014, August",Discontinued,147 x 72.1 x 8 mm (5.79 x 2.84 x 0.31 in),-,,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6589T (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544,No,32GB 2GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 3000 mAh, non-removable",,"Black, White",,,,,,,,,,,,,,,5 MP,,,,,,,,,,,0.58 W/kg (head)     0.56 W/kg (body),,,,,,,
xolo,XOLO Q610s,https://fdn2.gsmarena.com/vv/bigpic/xolo-q610s.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, September. Released 2014, September",Discontinued,128 x 64.3 x 9.3 mm (5.04 x 2.53 x 0.37 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~67.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.4.2 (KitKat),MediaTek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,,"LED flash, panorama",Yes,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1700 mAh, removable",,"Black, White",,,,,,,,,,,,,,,VGA,,,,Up to 430 h (2G) / Up to 377 h (3G),,Up to 19 h (2G) / Up to 8 h (3G),,,,,0.31 W/kg (head)     0.26 W/kg (body),,,,,,,
xolo,XOLO A1000s,https://fdn2.gsmarena.com/vv/bigpic/xolo-a1000s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, August",Discontinued,141 x 72.5 x 8.8 mm (5.55 x 2.85 x 0.35 in),-,,Dual SIM,"TFT capacitive touchscreen, 256K colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDHC,4GB 1GB RAM,,"LED flash, panorama, HDR",720p,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable",,"Black, White",,,,,,,,,,,,,,,VGA,,,,Up to 650 h (2G) / Up to 590 h (3G),,Up to 29 h (2G) / Up to 13 h (3G),,,,,0.89 W/kg (head)     0.71 W/kg (body),,,,,,,
xolo,XOLO Play 8X-1200,https://fdn2.gsmarena.com/vv/bigpic/xolo-8x-1200.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, July. Released 2014, July",Discontinued,143 x 68.5 x 9.7 mm (5.63 x 2.70 x 0.38 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6592T,Octa-core 2.0 GHz Cortex-A7,Mali-450MP4,No,32GB 2GB RAM,,"Dual-LED flash, panorama, HDR",1080p@30fps,"13 MP, AF",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 2300 mAh, non-removable",,"Black, Red",,About 270 EUR,,,,,,,,,,,,,5 MP,,,,Up to 600 h (2G) / Up to 547 h (3G),,Up to 24 h (2G) / Up to 11 h 45 min (3G),,,,,,,,,,,,
xolo,XOLO Hive 8X-1000,https://fdn2.gsmarena.com/vv/bigpic/XOLO-8X-1000.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, August",Discontinued,140 x 70 x 7.9 mm (5.51 x 2.76 x 0.31 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6592M (28 nm),Octa-core 1.4 GHz Cortex-A7,Mali-450MP4,microSDHC,16GB 2GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1920 mAh, non-removable",,Black,,About 170 EUR,Corning Gorilla Glass 3,,,,,,,,,,,,2 MP,,,,Up to 352 h (2G) / Up to 321 h (3G),,Up to 11 h (2G) / Up to 7 h 40 min (3G),,,,,0.31 W/kg (head)     0.31 W/kg (body),,,,,,,
xolo,XOLO A550S IPS,https://fdn2.gsmarena.com/vv/bigpic/xolo-a550s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, July. Released 2014, July",Discontinued,125 x 63.9 x 9.1 mm (4.92 x 2.52 x 0.36 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~57.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDHC,4GB 512MB RAM,,"LED flash, panorama, HDR",,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,White,,,,,,,,,,,,,,,VGA,,,,Up to 600 h (2G) / Up to 570 h (3G),,Up to 21 h (2G) / Up to 8 h 30 min (3G),,,,,,,,,,,,
xolo,XOLO Q900s,https://fdn2.gsmarena.com/vv/bigpic/xolo-q900s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 2100,,,HSPA 42.2/5.76 Mbps,"2014, June. Released 2014, July",Discontinued,135.8 x 67.2 x 7.2 mm (5.35 x 2.65 x 0.28 in),100 g (3.53 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~66.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~234 ppi density)",,"Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Qualcomm MSM8212 Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC,8GB 1GB RAM,,"LED flash, panorama",Yes,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 1800 mAh, removable",,"Black, White",,,Asahi Dragontrail Glass,,,,,,,,,,,,2 MP,,,,Up to 263 h (2G) / Up to 246 h (3G),,Up to 23 h (2G) / Up to 14 h (3G),,,,,,,,,,,,
xolo,XOLO Q500s IPS,https://fdn2.gsmarena.com/vv/bigpic/xolo-q500s.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, July. Released 2014, July",Discontinued,125 x 63.2 x 9 mm (4.92 x 2.49 x 0.35 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,4GB 512MB RAM,,"LED flash, panorama, HDR",1080p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1500 mAh, removable",,"Black, White",,,,,,,,,,,,,,,VGA,,,,Up to 700 h (2G) / Up to 383 h (3G),,Up to 16 h (2G) / Up to 7 h 40 min (3G),,,,,0.78 W/kg (head)     0.49 W/kg (body),,,,,,,
xolo,XOLO A700s,https://fdn2.gsmarena.com/vv/bigpic/xolo-a700s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, July. Released 2014, July",Discontinued,135 x 67 x 8.9 mm (5.31 x 2.64 x 0.35 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC,4GB 1GB RAM,,"LED flash, panorama, HDR",720p,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1900 mAh, removable",,"Black, White",,,,,,,,,,,,,,,VGA,,,,Up to 623 h (2G) / Up to 565 h (3G),,Up to 22 h 20 min (2G) / Up to 12 h (3G),,,,,0.31 W/kg (head)     0.30 W/kg (body),,,,,,,
xolo,XOLO Play 6X-1000,https://fdn2.gsmarena.com/vv/bigpic/xolo-play-1000.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, June. Released 2014, June",Discontinued,139.9 x 70.2 x 8.5 mm (5.51 x 2.76 x 0.33 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6591,Hexa-core 1.5 GHz Cortex-A7,Mali-450MP4,microSDHC,8GB 2GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 2100 mAh, removable",,"Black, White",,,,,,,,,,,,,,,2 MP,,,,Up to 581 h (2G) / Up to 532 h (3G),,Up to 25 h (2G) / Up to 15 h (3G),,,,,0.31 W/kg (head)     0.45 W/kg (body),,,,,,,
xolo,XOLO Q2000L,https://fdn2.gsmarena.com/vv/bigpic/xolo-q2000l.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, May. Released 2014, May",Discontinued,155.7 x 78 x 8.4 mm (6.13 x 3.07 x 0.33 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~200 ppi density)",,Android 4.4.2 (KitKat),Broadcom BCM23550,Quad-core 1.2 GHz,Broadcom VideoCore IV,microSDHC,8GB 1GB RAM,,"LED flash, panorama",720p,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,"Black, White",,,,,,,,,,,,,,,2 MP,,,,Up to 555 h (2G) / Up to 500 h (3G),,Up to 26 h (2G) / Up to 10 h (3G),,,,,1.05 W/kg (head)     1.17 W/kg (body),,,,,,,
