Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser
xolo,XOLO Win Q900s,https://fdn2.gsmarena.com/vv/bigpic/xolo-q900s-win.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 2100,,,HSPA 42.2/5.76 Mbps,"2014, June. Released 2014, July",Discontinued,135.8 x 67.2 x 7.2 mm (5.35 x 2.65 x 0.28 in),100 g (3.53 oz),,Dual SIM (Dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Microsoft Windows Phone 8.1,Qualcomm MSM8212 Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC,8GB 1GB RAM,,"LED flash, panorama",Yes,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 1800 mAh, removable",,"Black, White",,About 120 EUR,Scratch-resistant glass,,,,,,,,,,,,2 MP,,,,Up to 263 h (2G) / Up to 246 h (3G),,Up to 23 h (2G) / Up to 14 h (3G),,,,,,,,,,,,
xolo,XOLO Q1000 Opus2,https://fdn2.gsmarena.com/vv/bigpic/xolo-q1000-opus2-new.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, June. Released 2014, June",Discontinued,143 x 73 x 9.3 mm (5.63 x 2.87 x 0.37 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,Android 4.3 (Jelly Bean),Qualcomm Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC,4GB 1GB RAM,,"LED flash, panorama",720p,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable",,Black,,,,,,,,,,,,,,,2 MP,,,,Up to 431 h (2G) / Up to 327 h (3G),,Up to 24 h (2G) / Up to 13 h (3G),,,,,1.24 W/kg (head)     1.15 W/kg (body),,,,,,,
xolo,XOLO Q1011,https://fdn2.gsmarena.com/vv/bigpic/xolo-q1011.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2014, June. Released 2014, June",Discontinued,143.6 x 72.2 x 8.3 mm (5.65 x 2.84 x 0.33 in),-,,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),4GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2250 mAh, non-removable",,"Black, White",,,,,,,,,,,,,,,2 MP,,,,Up to 550 h (2G) / Up to 509 h (3G),,Up to 26 h (2G) / Up to 13 h 30 min (3G),,,,,0.25 W/kg (head)     0.65 W/kg (body),,,,,,,
xolo,XOLO Q1200,https://fdn2.gsmarena.com/vv/bigpic/xolo-q1200.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2014, May. Released 2014, May",Discontinued,144.8 x 71.4 x 6.9 mm (5.70 x 2.81 x 0.27 in),-,,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2000 mAh, removable",,"Black, White",,,Corning Gorilla Glass 3,,,,,,,,,,,,2 MP,,,,Up to 418 h (2G) / Up to 385 h (3G),,Up to 15 h (2G) / Up to 9 h (3G),,,,,0.31 W/kg (head)     0.45 W/kg (body),,,,,,,
xolo,XOLO Q600s,https://fdn2.gsmarena.com/vv/bigpic/xolo-q600s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, May. Released 2014, May",Discontinued,136.5 x 68 x 7.9 mm (5.37 x 2.68 x 0.31 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.4.2 (KitKat),Broadcom BCM23550,Quad-core 1.2 GHz,Broadcom VideoCore IV,microSDXC,4GB 1GB RAM,,"LED flash, panorama",720p,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable",,"Black, White",,,,,,,,,,,,,,,VGA,,,,Up to 449 h (2G) / Up to 400 h (3G),,Up to 24 h (2G) / Up to 11 h (3G),,,,,0.94 W/kg (head)     1.27 W/kg (body),,,,,,,
xolo,XOLO A500S Lite,https://fdn2.gsmarena.com/vv/bigpic/xolo-a500s-lite.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, May. Released 2014, May",Discontinued,127 x 63 x 9.2 mm (5.0 x 2.48 x 0.36 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC,4GB 512MB RAM,,LED flash,720p,3.15 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,"Black, White",,About 60 EUR,,,,,,,,,,,,,VGA,,,,Up to 526 h (2G) / Up to 432 h (3G),,Up to 16 h (2G) / Up to 8 h (3G),,,,,0.78 W/kg (head)     1.19 W/kg (body),,,,,,,
xolo,XOLO Q900T,https://fdn2.gsmarena.com/vv/bigpic/xolo-q900t.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 42.2/11.5 Mbps,"2014, May. Released 2014, May",Discontinued,133.8 x 67.6 x 9.3 mm (5.27 x 2.66 x 0.37 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~67.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6589T (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544,microSDHC,4GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 1800 mAh, removable",,Black,,,,,,,,,,,,,,,2 MP,,,,Up to 367 h (2G) / Up to 300 h (3G),,Up to 15 h (2G) / Up to 10 h (3G),,,,,0.32 W/kg (head)     0.46 W/kg (body),,,,,,,
xolo,XOLO Q1010i,https://fdn2.gsmarena.com/vv/bigpic/xolo-q1010i.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2014, March. Released 2014, March",Discontinued,143.6 x 72.2 x 8.3 mm (5.65 x 2.84 x 0.33 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2250 mAh, non-removable",,"Black, White",,About 160 EUR,Scratch-resistant glass,,,,,,,,,,,,2 MP,,,,Up to 732 h (2G) / Up to 685 h (3G),,Up to 19 h (2G) / Up to 9 h 40 min (3G),,,,,0.49 W/kg (head)     0.91 W/kg (body),,,,,,,
xolo,XOLO A510s,https://fdn2.gsmarena.com/vv/bigpic/xolo-a510s.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, March. Released 2014, March",Discontinued,128 x 63 x 9 mm (5.04 x 2.48 x 0.35 in),120 g (4.23 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~54.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC,4GB 1GB RAM,,"LED flash, panorama",720p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,Silver,,About 100 EUR,,,,,,,,,,,,,VGA,,,,Up to 424 h (2G) / Up to 416 h (3G),,Up to 13 h (2G) / Up to 6 h 40 min (3G),,,,,,,,,,,,
xolo,XOLO Q2500,https://fdn2.gsmarena.com/vv/bigpic/xolo-q2500.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, March. Released 2014, March",Discontinued,168 x 83 x 8.5 mm (6.61 x 3.27 x 0.33 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~71.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",,"Android 4.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,4GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 3000 mAh, removable",,Black,,About 170 EUR,,,,,,,,,,,,,2 MP,,,,Up to 600 h (2G) / Up to 600 h (3G),,Up to 40 h (2G) / Up to 15 h (3G),,,,,0.74 W/kg (head)     0.41 W/kg (body),,,,,,,
xolo,XOLO A500 Club,https://fdn2.gsmarena.com/vv/bigpic/xolo-a500.jpg,GSM / HSPA,GSM 900 / 1800,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, January. Released 2014, January",Discontinued,124.5 x 61.9 x 9.3 mm (4.90 x 2.44 x 0.37 in),120 g (4.23 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,,"LED flash, panorama, HDR",720p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,"Black, White",,About 80 EUR,,,,,,,,,,,,,VGA,,,,Up to 466 h (2G) / Up to 400 h (3G),,Up to 15 h (2G) / Up to 8 h (3G),,,,,0.34 W/kg (head)     0.65 W/kg (body),,,,,,,
xolo,XOLO Q1010,https://fdn2.gsmarena.com/vv/bigpic/xolo-q1010.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2014, February. Released 2014, February",Discontinued,143.6 x 72.2 x 8.3 mm (5.65 x 2.84 x 0.33 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),4GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity","Li-Po 2250 mAh, removable",,"Black, White",,About 140 EUR,,,,,,,,,,,,,2 MP,,,,Up to 732 h (2G) / Up to 685 h (3G),,Up to 19 h (2G) / Up to 9 h 45 min (3G),,,,,0.43 W/kg (head)     0.54 W/kg (body),,,,,,,
xolo,XOLO Q1100,https://fdn2.gsmarena.com/vv/bigpic/lava-xolo-q1100.jpg,GSM / HSPA,GSM 900 / 1800,eMMC 4.5,HSDPA 2100,,,HSPA 42.2/5.76 Mbps,"2014, January. Released 2014, January",Discontinued,143.8 x 70.8 x 8.3 mm (5.66 x 2.79 x 0.33 in),-,,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.3 (Jelly Bean),Qualcomm MSM8228 Snapdragon 400 (28 nm),Quad-core 1.4 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,"Black, White",,About 140 EUR,,,,,,,,,,,,,2 MP,,,,Up to 600 h (2G) / Up to 450 h (3G),,Up to 24 h (2G) / Up to 12 h 30 min (3G),,,,,0.42 W/kg (head)     0.73 W/kg (body),,,,,,,
xolo,XOLO Q700s,https://fdn2.gsmarena.com/vv/bigpic/xolo-q700s.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2014, January. Released 2014, January",Discontinued,136 x 64.6 x 8.9 mm (5.35 x 2.54 x 0.35 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~63.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),4GB 1GB RAM,,"LED flash, panorama",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1800 mAh, removable",,"Golden, Silver",,About 120 EUR,,,,,,,,,,,,,VGA,,,,Up to 600 h (2G) / Up to 450 h (3G),,Up to 23 h (2G) / Up to 9 h (3G),,,,,0.33 W/kg (head)     0.70 W/kg (body),,,,,,,
xolo,XOLO Q3000,https://fdn2.gsmarena.com/vv/bigpic/xolo-q3000.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 1900 / 2100,,,HSPA 42.2/11.5 Mbps,"2013, December. Released 2013, December",Discontinued,164.8 x 81.6 x 8.9 mm (6.49 x 3.21 x 0.35 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~66.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),16GB 2GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 4000 mAh, removable",,"Black, White",,About 250 EUR,,,,,,,,,,,,,5 MP,,,,Up to 667 h,,Up to 33 h,,,,,0.37 W/kg (head)     0.53 W/kg (body),,,,,,,
xolo,XOLO LT900,https://fdn2.gsmarena.com/vv/bigpic/xolo-lt900.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,40,,LTE,"2013, October. Released 2013, October",Discontinued,128.7 x 66 x 9.8 mm (5.07 x 2.60 x 0.39 in),140 g (4.94 oz),,Yes,IPS LCD capacitive touchscreen,"4.3 inches, 51.0 cm2 (~60.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)",,Android 4.2 (Jelly Bean),Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),8GB 1GB RAM,,"Dual-LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,720p,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 1810 mAh, removable",,Black,,About 190 EUR,,,,,,,,,,,,,1 MP,,,,Up to 362 h (2G) / Up to 301 h (3G),,Up to 15 h (2G) / Up to 14 h (3G),,,,,0.60 W/kg (head)     0.53 W/kg (body),,,,,,,
xolo,XOLO Q1000 Opus,https://fdn2.gsmarena.com/vv/bigpic/xolo-q1000-opus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 2100,,,HSPA 42.2/5.76 Mbps,"2013, December. Released 2013, December",Discontinued,143.3 x 72.9 x 9 mm (5.64 x 2.87 x 0.35 in),-,,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.2 (Jelly Bean),BCM23550,Quad-core 1.2 GHz,Broadcom VideoCore IV,microSDHC (dedicated slot),4GB 1GB RAM,,"LED flash, panorama",720p@30fps,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 2000 mAh, removable",,"Black, White",,About 100 EUR,,,,,,,,,,,,,VGA,,,,Up to 700 h (2G) / Up to 526 h (3G),,Up to 18 h (2G) / Up to 11 h (3G),,,,,0.53 W/kg (head)     0.47 W/kg (body),,,,,,,
xolo,XOLO Play Tegra Note,https://fdn2.gsmarena.com/vv/bigpic/xolo-tegra.jpg,No cellular connectivity,N/A,Stylus,,,,,"2013, December. Released 2013, December",Discontinued,199 x 119 x 9.6 mm (7.83 x 4.69 x 0.38 in),320 g (11.29 oz),,No,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~60.0% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~216 ppi density)",,Android 4.2.2 (Jelly Bean),Nvidia Tegra 4,Quad-core 1.8 GHz Cortex-A15,ULP GeForce,microSDXC (dedicated slot),16GB 1GB RAM,,"Panorama, HDR",1080p@30fps,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP","Yes, with A-GPS",,No,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 4100 mAh, non-removable",,Black,,About 190 EUR,,,,,,,,,,,,,VGA,,,,,,Up to 10 h (multimedia),,Yes,No,No,,,,,,,,
xolo,XOLO Q500,https://fdn2.gsmarena.com/vv/bigpic/xolo-q500.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 7.2/5.76 Mbps,"2013, November. Released 2013, November",Discontinued,118.5 x 63 x 10.7 mm (4.67 x 2.48 x 0.42 in),116 g (4.09 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~61.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.1 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 1GB RAM,,"LED flash, panorama, HDR",720p,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1450 mAh, removable",,White,,About 90 EUR,,,,,,,,,,,,,VGA,,,,Up to 333 h (2G) / Up to 242 h (3G),,Up to 13 h 20 min (2G) / Up to 10 h (3G),,,,,,,,,,,,
xolo,XOLO Q800 X-Edition,https://fdn2.gsmarena.com/vv/bigpic/xolo-q800x.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2013, February. Released 2013, February",Discontinued,135.5 x 67 x 9.6 mm (5.33 x 2.64 x 0.38 in),143.5 g (5.04 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.1.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,"FM radio, recording",microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2100 mAh, removable",,"Black, White",,About 100 EUR,,,,,,,,,,,,,1 MP,,,,Up to 360 h (2G) / Up to 360 h (3G),,Up to 16 h (2G) / Up to 10 h (3G),,,,,0.65 W/kg (head)     0.95 W/kg (body),,,,,,,
xolo,XOLO A500S IPS,https://fdn2.gsmarena.com/vv/bigpic/lava-xolo-a500s.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2013, July. Released 2013, October",Discontinued,125 x 63.2 x 9 mm (4.92 x 2.49 x 0.35 in),120 g (4.23 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6572W,Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,,"LED flash, panorama",720p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,"Black, White, Red, Blue",,About 120 EUR,,,,,,,,,,,,,VGA,,,,Up to 492 h (2G) / Up to 470 h (3G),,Up to 10 h (2G) / Up to 8 h (3G),,,,,0.72 W/kg (head)     0.53 W/kg (body),,,,,,,
xolo,XOLO Q2000,https://fdn2.gsmarena.com/vv/bigpic/lava-xolo-q2000.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 42.2/11.5 Mbps,"2013, November. Released 2013, November",Discontinued,156 x 77.8 x 9.8 mm (6.14 x 3.06 x 0.39 in),180 g (6.35 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),8GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",2.0,"Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 2600 mAh, removable",,"White, Black",,About 160 EUR,,,,,,,,,,,,,2 MP,,,,Up to 520 h,,Up to 17 h,,,,,0.23 W/kg (head)     0.35 W/kg (body),,,,,,,
