Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Dual,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Colors,Price,Build,Dual_1,Features_1,Charging,GPRS,EDGE,Phonebook,Call records,_1,Alert types,Messaging,Browser,Clock,Alarm,Games,Java,_1_1,Stand-by,Talk time,Protection,NFC,Single_1,Models,SAR EU,Music play,Infrared port,Languages,Keyboard
fujitsu_siemens,Fujitsu Siemens T830,https://fdn2.gsmarena.com/vv/bigpic/fs-t810.gif,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, August",Discontinued,126 x 64 x 21 mm (4.96 x 2.52 x 0.83 in),190 g (6.70 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.4 inches, 18.6 cm2 (~23.0% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~141 ppi density)",Microsoft Windows Mobile 5.0 Phone Edition,,Intel PXA272 416 MHz,,SD,"64MB RAM, 128MB ROM",5-way navigation key,,,Yes,"2 MP, AF",,Yes,No,Wi-Fi 802.11b/g,2.0,"Yes, SiRF GCS3F receiver",No,Proprietary,,Removable Li-Ion 1500 mAh battery,Silver,,,,,,,,,,SiRF GCS3F receiver Video telephony Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player Organizer Voice memo,"Vibration; Downloadable polyphonic, MP3 ringtones",,HTML (PocketIE),,,,,,Up to 150 h,Up to 4 h,,,VGA videocall camera,,,,,,QWERTY
fujitsu_siemens,Fujitsu Siemens T810,https://fdn2.gsmarena.com/vv/bigpic/fs-t810.gif,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, August",Discontinued,126 x 64 x 21 mm (4.96 x 2.52 x 0.83 in),190 g (6.70 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.4 inches, 18.6 cm2 (~23.0% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~141 ppi density)",Microsoft Windows Mobile 5.0 Phone Edition,,Intel PXA272 416 MHz,,SD,"64MB RAM, 128MB ROM",5-way navigation key,,,,Yes,,Yes,No,Wi-Fi 802.11b/g,2.0,"Yes, SiRF GCS3F receiver",No,Proprietary,,Removable Li-Ion 1500 mAh battery,Silver,,,,,,,,,,No,"Vibration; Downloadable polyphonic, MP3 ringtones",,HTML (PocketIE),,,,,Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player Organizer Voice memo,Up to 150 h,Up to 4 h,,,,,,,,,QWERTY
