Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM
archos,Archos Diamond Gamma,https://fdn2.gsmarena.com/vv/bigpic/archos-diamond-gamma.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, June","Available. Released 2017, July",-,-,,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 7 (Nougat), nubia UI 4",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),32GB 3GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.2, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity","Li-Ion 3000 mAh, non-removable",,Black,,About 200 EUR,,,,,,,"5 MP, f/2.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos Sense 50x,https://fdn2.gsmarena.com/vv/bigpic/archos-sense-50x.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, June","Available. Released 2017, July",153 x 78.9 x 12.6 mm (6.02 x 3.11 x 0.50 in),223 g (7.87 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~57.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Android 7.0 (Nougat),Mediatek MT6737T (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T720,microSDXC,32GB 3GB RAM,IP68 dust/water resistant (up to 1m for 30 mins),,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 3500 mAh, non-removable",,Black,,About 170 EUR,,,eMMC 5.0,,,,3 MP,,Corning Gorilla Glass 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 50 Saphir,https://fdn2.gsmarena.com/vv/bigpic/archos-50-saphir.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,LTE 800 / 1800 / 2100 / 2600,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2017, February","Available. Released 2017, June",146.6 x 75.9 x 13.9 mm (5.77 x 2.99 x 0.55 in),-,,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~61.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T720MP2,microSDXC,16GB 2GB RAM,IP68 dust/water resistant (up to 1m for 30 mins),,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 5000 mAh, non-removable",Charging 10W Pump Express,Black,,,,,eMMC 5.0,,,,2 MP,,Corning Gorilla Glass 4,,,,,,,Up to 740 h (2G) / Up to 550 h (3G),Up to 37 h (2G) / Up to 27 h (3G),,,,,,,0.55 W/kg (head)     0.80 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 55 Graphite,https://fdn2.gsmarena.com/vv/bigpic/archos-55-graphite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,LTE 800 / 1800 / 2100 / 2600,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2017, February","Available. Released 2017, June",157.8 x 77.2 x 7.8 mm (6.21 x 3.04 x 0.31 in),-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T720MP2,microSDXC,16GB 2GB RAM,eMMC 5.0,,"LED flash, HDR, panorama",1080p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",,Black,,About 180 EUR,,,,,"13 MP, AF 2 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 50 Graphite,https://fdn2.gsmarena.com/vv/bigpic/archos-50-graphite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,LTE 800 / 1800 / 2100 / 2600,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2017, February","Available. Released 2017, June",144 x 72.7 x 8.9 mm (5.67 x 2.86 x 0.35 in),160 g (5.64 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T720MP2,microSDXC,16GB 1GB RAM,eMMC 5.0,,"LED flash, HDR, panorama",1080p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 2400 mAh, non-removable",,Black,,About 130 EUR,,,,,"13 MP, AF 2 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 55b Cobalt,https://fdn2.gsmarena.com/vv/bigpic/archos-55b-cobalt.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,LTE 800 / 1800 / 2100 / 2600,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2017, January","Available. Released 2017, January",155 x 79 x 0 mm (6.10 x 3.11 x 0.0 in),188 g (6.63 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz,Adreno 304,microSDXC,"16GB 1GB RAM, 32GB 2GB RAM",eMMC 4.5,,"LED flash, HDR, panorama",720p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 2600 mAh, removable",,Gray,,,,,,,,,2 MP,,,,,,,,,,,,,,,,,0.98 W/kg (head)     1.76 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 50b Cobalt,https://fdn2.gsmarena.com/vv/bigpic/archos-50b-cobalt.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,LTE 800 / 1800 / 2100 / 2600,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2017, January","Available. Released 2017, January",144 x 72 x 0 mm (5.67 x 2.83 x 0.0 in),160 g (5.64 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz,Adreno 304,microSDXC,"16GB 1GB RAM, 32GB 2GB RAM",eMMC 4.5,,"LED flash, HDR, panorama",720p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 2100 mAh, removable",,Gray,,,,,,,,,2 MP,,,,,,,,,,,,,,,,,0.35 W/kg (head)     1.62 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos Diamond 2 Plus,https://fdn2.gsmarena.com/vv/bigpic/archos-diamond2plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, March","Available. Released 2016, August",148.3 x 73.8 x 8.3 mm (5.84 x 2.91 x 0.33 in),193 g (6.81 oz),,"Hybrid Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~76.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),64GB 4GB RAM,eMMC 5.1,,"Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"20.7 MP, f/2.4, PDAF",HDR,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi Direct, hotspot","4.0, A2DP, LE, EDR, aptX","Yes, with A-GPS, GLONASS, BDS",Stereo FM radio with RDS; recording,"3.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity, compass","Li-Ion 2950 mAh, non-removable",,Black,,About 250 EUR,,,,,,,"8 MP, f/1.9, 22mm (wide)",,Asahi Dragontrail Glass,,,,,,,Up to 320 h (3G),Up to 11 h (3G),,,,,,,0.57 W/kg (head)     1.65 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 55 Cobalt Plus,https://fdn2.gsmarena.com/vv/bigpic/archos-55-cobalt-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 7, 9, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, March",152.5 x 77 x 8.3 mm (6.00 x 3.03 x 0.33 in),130 g (4.59 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 5.1.1 (Lollipop),Mediatek MT6735P (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC,16GB 2GB RAM,,,"LED flash, HDR, panorama",720p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS, recording",microUSB 2.0,"Accelerometer, gyro, proximity","Li-Ion 2700 mAh, non-removable",,Blue/Gray,,,,,,,,,2 MP,,,,,,,,,Up to 450 h,Up to 27 h,,,,,,,0.25 W/kg (head)     1.28 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 50 Cobalt,https://fdn2.gsmarena.com/vv/bigpic/archos-55-cobalt.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 7, 9, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, March",141.5 x 71.5 x 9.2 mm (5.57 x 2.81 x 0.36 in),135 g (4.76 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1.1 (Lollipop),Mediatek MT6735P (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC,8GB 1GB RAM,,,"LED flash, HDR, panorama",720p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS, recording",microUSB 2.0,"Accelerometer, gyro, proximity","Li-Ion 2000 mAh, non-removable",,Blue/Gray,,,,,,,,,2 MP,,,,,,,,,Up to 330 h,Up to 20 h,,,,,,,0.28 W/kg (head)     1.25 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos Diamond Plus,https://fdn2.gsmarena.com/vv/bigpic/archos-diamond-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"3, 7, 20","HSPA, LTE","2015, September. Released 2015, November",Discontinued,152.6 x 76.4 x 8.4 mm (6.01 x 3.01 x 0.33 in),160 g (5.64 oz),,Hybrid Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 5.1.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (uses shared SIM slot),16GB 2GB RAM,,,LED flash,1080p@30fps,"16 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 2850 mAh, non-removable",,Silver,,,,,,,,,8 MP,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos Diamond S,https://fdn2.gsmarena.com/vv/bigpic/archos-diamond-s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"3, 7, 20","HSPA, LTE","2015, September. Released 2015, November",Discontinued,145 x 71.5 x 6.5 mm (5.71 x 2.81 x 0.26 in),118 g (4.16 oz),,Dual SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC,16GB 2GB RAM,,,LED flash,1080p@30fps,"16 MP, 1/2.8"", 1.12µm, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 2300 mAh, non-removable",,Black,,,,,,,,,8 MP,,Corning Gorilla Glass 3,,,,,,,,,,,,,,,0.33 W/kg (head)     1.60 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 50d Helium 4G,https://fdn2.gsmarena.com/vv/bigpic/archos-50d-helium-4g.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"3, 7, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, July. Released 2015, July",Discontinued,146 x 72.2 x 8.4 mm (5.75 x 2.84 x 0.33 in),154 g (5.43 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 305,microSD,8GB 1GB RAM,eMMC 4.5,,LED flash,1080p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2100 mAh, removable",,"Dark blue, Black",,About 140 EUR,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 50b Helium 4G,https://fdn2.gsmarena.com/vv/bigpic/archos-50b-helium.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 7, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2014, October. Released 2014, December",Discontinued,145 x 71.5 x 9 mm (5.71 x 2.81 x 0.35 in),160 g (5.64 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC,8GB 1GB RAM,eMMC 4.5,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2000 mAh, removable",,Black,,About 150 EUR,,,,,,,2 MP,,,Yes,,,,,,,,,,,,,,0.40 W/kg (head)     0.71 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 50 Diamond,https://fdn2.gsmarena.com/vv/bigpic/archos-50-diamond.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,"1, 3, 7, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2014, October. Released 2015, January",Discontinued,146 x 70.4 x 8 mm (5.75 x 2.77 x 0.31 in),142 g (5.01 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 69.2 cm2 (~67.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~440 ppi density)",Android 4.4.4 (KitKat),Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC,16GB 2GB RAM,eMMC 4.5,,LED flash,1080p@30fps,"16 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2700 mAh, non-removable",,"Black, Electric yellow",,About 200 EUR,,,,,,,8 MP,,,Yes,,,,,,,,,,,,,,0.40 W/kg (head)     0.71 W/kg (body),,Photo / Video,,,Endurance rating 60h,,,,,,,,,,,,,,,,,,,
archos,Archos 40 Cesium,https://fdn2.gsmarena.com/vv/bigpic/archos-40-cesium.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, September. Released 2014, September",Discontinued,-,,,Dual SIM (dual stand-by),"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Microsoft Windows Phone 8.1,Qualcomm Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC,4GB 512MB RAM,eMMC 4.5,,LED flash,1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1700 mAh, removable",,Black; Yellow and Blue (included),,About 80 EUR,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 45c Platinum,https://fdn2.gsmarena.com/vv/bigpic/archos-45c-platinum.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, September",Discontinued,133 x 67.5 x 8.9 mm (5.24 x 2.66 x 0.35 in),138 g (4.87 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,4GB 512MB RAM,,,LED flash,1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1700 mAh, removable",,Black; Metallic Blue and Spicy Pink (included),,,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 40c Titanium,https://fdn2.gsmarena.com/vv/bigpic/archos-40c-titanium.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 & SIM 2,,HSPA 21.1/5.76 Mbps,"2014, February. Released 2014, April",Discontinued,126 x 65 x 10 mm (4.96 x 2.56 x 0.39 in),110 g (3.88 oz),,Dual SIM (dual stand-by),LCD capacitive touchscreen,"4.0 inches, 45.5 cm2 (~55.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4 (KitKat),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,4GB 512MB RAM,,,LED flash,720p@30fps,"5 MP, AF",,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity","Li-Po 1450 mAh, removable",,Black/White,,,,,,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head)     0.87 W/kg (body),,,,,,,,,,,,,,,,,,
archos,Archos 50b Platinum,https://fdn2.gsmarena.com/vv/bigpic/archos-50b-platinum.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, September",Discontinued,146.8 x 73 x 8.3 mm (5.78 x 2.87 x 0.33 in),160 g (5.64 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,4GB 512MB RAM,,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1900 mAh, removable",,Black,,,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 80 Helium 4G,https://fdn2.gsmarena.com/vv/bigpic/archos-80-helium-4g.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,"1, 3, 7, 20","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, February. Released 2014, April",Discontinued,-,-,,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 198.2 cm2","768 x 1024 pixels, 4:3 ratio (~160 ppi density)",Android 4.3 (Jelly Bean),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,eMMC 4.5,,LED flash,1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,Accelerometer,"Li-Ion 3500 mAh, removable",,White/Silver,,About 280 EUR,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 64 Xenon,https://fdn2.gsmarena.com/vv/bigpic/archos-64-xenon.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, February. Released 2014, April",Discontinued,170.7 x 90.6 x 9.3 mm (6.72 x 3.57 x 0.37 in),232 g (8.18 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 112.9 cm2 (~73.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~229 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,4GB 1GB RAM,,,LED flash,720p,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","3.0, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2800 mAh, removable",,Black,,About 240 EUR,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
