Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM
archos,Archos 50c Oxygen,https://fdn2.gsmarena.com/vv/bigpic/archos-50c-oxygen.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, February. Released 2014, April",Discontinued,145 x 69.8 x 7.6 mm (5.71 x 2.75 x 0.30 in),140 g (4.94 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6592 (28 nm),Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,microSDHC,8GB 1GB RAM,,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,Black,,About 240 EUR,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 40b Titanium,https://fdn2.gsmarena.com/vv/bigpic/archos-40b-titanium.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, February. Released 2014, April",Discontinued,125 x 61 x 8.5 mm (4.92 x 2.40 x 0.33 in),115 g (4.06 oz),,Dual SIM,IPS LCD capacitive touchscreen,"4.0 inches, 45.5 cm2 (~59.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.2.2 (Jelly Bean),,,,microSDHC,4GB 512MB RAM,,,LED flash,Yes,"5 MP, AF",,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","3.0, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,Black/White,,About 120 EUR,,,,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head)     0.87 W/kg (body),,,,,,,,,,,,,,,,,,
archos,Archos 50 Helium 4G,https://fdn2.gsmarena.com/vv/bigpic/archos-helium-4g-50.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100  / 1800,"1, 3, 7, 8","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2014. Released 2014,Discontinued,145 x 71.5 x 9 mm (5.71 x 2.81 x 0.35 in),160 g (5.64 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.3 (Jelly Bean),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,eMMC 4.5,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,Black,,About 280 EUR,,,,,,,2 MP,,,,,,,,,,Up to 10 h (2G) / Up to 8 h (3G),,,,,,,0.37 W/kg (head)     0.89 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 45 Helium 4G,https://fdn2.gsmarena.com/vv/bigpic/archos-helium-4g-45.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100  / 1800,"1, 3, 7, 8","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2014. Released 2014,Discontinued,135 x 67 x 9.8 mm (5.31 x 2.64 x 0.39 in),140 g (4.94 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm2 (~63.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 4.3 (Jelly Bean),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),4GB 1GB RAM,eMMC 4.5,,LED flash,1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1850 mAh, removable",,Black,,About 230 EUR,,,,,,,VGA,,,,,,,,,,Up to 9 h (2G) / Up to 7 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 50 Oxygen,https://fdn2.gsmarena.com/vv/bigpic/archos-oxygen-50.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 42.2/11.5 Mbps,2013. Released 2013,Discontinued,143 x 70.5 x 9.9 mm (5.63 x 2.78 x 0.39 in),130 g (4.59 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6589T (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544MP2,microSDHC (dedicated slot),16GB 1GB RAM,,,LED flash,1080p@30fps,"13.4 MP, AF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,"microUSB 2.0 (MHL TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 2300 mAh, removable",,Black,,,,,,,,,5.3 MP,,,,,,,,,,,,,,,,,0.22 W/kg (head)     0.56 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 53 Platinum,https://fdn2.gsmarena.com/vv/bigpic/archos-platinum-53.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,2013. Released 2013,Discontinued,153.6 x 78 x 9.3 mm (6.05 x 3.07 x 0.37 in),189.9 g (6.67 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~64.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~208 ppi density)",Android 4.1.2 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 1GB RAM,,,"LED flash, HDR",720p,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2800 mAh, removable",,Black,,,,,,,,,2 MP,,,,,,,,,Up to 264 h,Up to 21 h (2G) / Up to 15 h (3G),,,,,,,0.33 W/kg (head)     0.75 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 50 Platinum,https://fdn2.gsmarena.com/vv/bigpic/archos-platinum-50.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,2013. Released 2013,Discontinued,143.4 x 72.4 x 8.9 mm (5.65 x 2.85 x 0.35 in),160.2 g (5.64 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.1.2 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 1GB RAM,,,"LED flash, HDR",720p,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable",,Black,,,,,,,,,2 MP,,,,,,,,,Up to 161 h,Up to 12 h 20 min (2G) / Up to 10 h (3G),,,,,,,0.33 W/kg (head)     0.51 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 45 Platinum,https://fdn2.gsmarena.com/vv/bigpic/archos-platinum-45.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,2013. Released 2013,Discontinued,142.5 x 71.8 x 9.2 mm (5.61 x 2.83 x 0.36 in),150 g (5.29 oz),,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~54.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.1.2 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 1GB RAM,,,"LED flash, HDR",720p,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1600 mAh, removable",,Black,,,,,,,,,VGA,,,,,,,,,Up to 135 h,Up to 8 h 20 min (2G) / Up to 10 h (3G),,,,,,,0.39 W/kg (head)     1.28 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 53 Titanium,https://fdn2.gsmarena.com/vv/bigpic/archos-titanium-53.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,2013. Released 2013,Discontinued,152.7 x 76.6 x 10.1 mm (6.01 x 3.02 x 0.40 in),200 g (7.05 oz),,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~66.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~185 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,,,LED flash,720p,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","2.1, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 2500 mAh, removable",,Black,,,,,,,,,VGA,,,,,,,,,,,,,,,,,0.38 W/kg (head)     0.55 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 50 Titanium,https://fdn2.gsmarena.com/vv/bigpic/archos-titanium-50.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,2013. Released 2013,Discontinued,144.5 x 73.7 x 9.9 mm (5.69 x 2.90 x 0.39 in),160 g (5.64 oz),,Dual SIM (Mini-SIM & Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,,,LED flash,720p,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","2.1, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 2100 mAh, removable",,Black,,,,,,,,,VGA,,,,,,,,,,,,,,,,,0.35 W/kg (head)     0.70 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 45 Titanium,https://fdn2.gsmarena.com/vv/bigpic/archos-titanium-45.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,2013. Released 2013,Discontinued,133.8 x 68.2 x 10 mm (5.27 x 2.69 x 0.39 in),152 g (5.36 oz),,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,,,LED flash,720p,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1680 mAh, removable",,Black,,,,,,,,,VGA,,,,,,,,,,,,,,,,,1.16 W/kg (head)     0.77 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
archos,Archos 40 Titanium,https://fdn2.gsmarena.com/vv/bigpic/archos-titanium-40.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,2013. Released 2013,Discontinued,125 x 65 x 8.5 mm (4.92 x 2.56 x 0.33 in),124 g (4.37 oz),,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,,,LED flash,720p,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1500 mAh, removable",,Black,,,,,,,,,VGA,,,,,,,,,Up to 150 h,Up to 12 h (2G) / Up to 9 h 30 min (3G),,,,,,,0.44 W/kg (head)     0.73 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,
