Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Chipset,GPU,Quad,Features_1,Charging,Triple,Models,SAR,128GB 6GB RAM,128GB 8GB RAM,NFC,64GB 6GB RAM,5G bands,32GB 3GB RAM,64GB 4GB RAM,64GB 3GB RAM,Build,Dual,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 12GB RAM,128GB 12GB RAM,RMA161,128GB 4GB RAM,Audio quality,256GB 8GB RAM,16GB 2GB RAM,Keyboard,Languages,8GB 1GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1
oneplus,OnePlus Nord,https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1200/150 Mbps, 5G","2020, July 21","Available. Released 2020, August 04",158.3 x 73.3 x 8.2 mm (6.23 x 2.89 x 0.32 in),184 g (6.49 oz),"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 16M colors","6.44 inches, 100.6 cm2 (~86.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)",No,,,,"Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/240fps, gyro-EIS",,"4K@30/60fps, 1080p@30/60fps",Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, GALILEO, BDS, SBAS, NavIC",Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 38, 39, 40, 41, 46 - India","Li-Po 4115 mAh, non-removable",,,,"Blue Marble, Gray Onyx","€ 399.00 / $ 379.00 / £ 351.99 / ₹ 24,999",,,78 - India,"64GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM",,UFS 2.1,Corning Gorilla Glass 5,,,"Android 10, OxygenOS 10.5.4",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - Europe",Qualcomm SDM765 Snapdragon 765G (7 nm),Adreno 620,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 8 MP, f/2.3, 119˚ (ultrawide) 5 MP, f/2.4, (depth) 2 MP, f/2.4, (macro)",HDR,"Fast charging 30W, 70% in 30 min",,"AC2001, AC2003",,,€ 399.00,Yes,"₹ 24,999","1, 3, 7, 28, 78 - Europe",,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","32 MP, f/2.5, (wide), 1/2.8"", 0.8µm 8 MP, f/2.5, 105˚ (ultrawide), 1/4.0"", 1.12µm",,"AnTuTu: 315641 (v8) GeekBench: 7844 (v4.4), 1953 (v5.1) GFXBench: 19fps (ES 3.1 onscreen)",Contrast ratio: Infinite (nominal),Photo / Video,-29.6 LUFS (Average),Endurance rating 100h,€ 498.35,,,,,,,,,,,,
oneplus,OnePlus 8 Pro,https://fdn2.gsmarena.com/vv/bigpic/oneplus-8-pro.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL","2020, April 14","Available. Released 2020, April 21",165.3 x 74.4 x 8.5 mm (6.51 x 2.93 x 0.33 in),199 g (7.02 oz),"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 1B colors","6.78 inches, 111.7 cm2 (~90.8% screen-to-body ratio)",1440 x 3168 pixels (~513 ppi density),No,,,"16 MP, f/2.5, (wide), 1/3.06"", 1.0µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS",,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, SBAS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 / 1900 & TD-SCDMA,"Li-Po 4510 mAh, non-removable",,,,"Glacial Green, Ultramarine Blue, Onyx Black",€ 818.04 / $ 728.99 / £ 645.76,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 48, 66, 71 - NA","128GB 8GB RAM, 256GB 12GB RAM",,UFS 3.0,Corning Gorilla Glass 5,,,"Android 10, OxygenOS 10.0",Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585),,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 46, 66 - EU",Qualcomm SM8250 Snapdragon 865 (7 nm+),Adreno 650,"48 MP, f/1.8, 25mm (wide), 1/1.43"", 1.12µm, omnidirectional PDAF, Laser AF, OIS 8 MP, f/2.4, (telephoto), 1/1.0µm, PDAF, OIS, 3x optical zoom 48 MP, f/2.2, 14mm, 116˚ (ultrawide), 1/2.0"", 0.8µm, PDAF 5 MP, f/2.4, (Color filter camera)",Auto-HDR,"Fast charging 30W, 50% in 23 min (advertised) Fast wireless charging 30W, 50% in 30 min (advertised) Reverse wireless charging 3W",,"IN2023, IN2020, IN2021, IN2025",,,€ 818.04,Yes,,"1, 3, 7, 28, 78 SA/NSA - EU",,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,AnTuTu: 573276 (v8) GeekBench: 3374 (v5.1) GFXBench: 24fps (ES 3.1 onscreen),Contrast ratio: Infinite (nominal),Photo / Video,-23.5 LUFS (Very good),Endurance rating 103h,€ 868.11,,,,,,,,,,,,
oneplus,OnePlus 8,https://fdn2.gsmarena.com/vv/bigpic/oneplus-8.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL","2020, April 14","Available. Released 2020, April 21",160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in),180 g (6.35 oz),"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 16M colors","6.55 inches, 103.6 cm2 (~88.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",No,,,"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS",,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, SBAS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 / 1900 & TD-SCDMA,"Li-Po 4300 mAh, non-removable",,,,"Onyx Black, Glacial Green, Interstellar Glow, Polar Silver","€ 629.40 / $ 534.77 / £ 569.00 / ₹ 44,989",,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 48, 66, 71 - NA","128GB 8GB RAM, 256GB 12GB RAM",,"UFS 3.0, 2-LANE",Corning Gorilla Glass 5,,,"Android 10, OxygenOS 10.0",Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585),,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 46, 66 - EU",Qualcomm SM8250 Snapdragon 865 (7 nm+),Adreno 650,,Auto-HDR,"Fast charging 30W, 50% in 22 min (advertised)","48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 16 MP, f/2.2, 14mm, 116˚ (ultrawide) 2 MP, f/2.4, (macro)","IN2013, IN2017",,,€ 629.40,Yes,,"1, 3, 7, 28, 78 SA/NSA - EU",,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,"AnTuTu: 564708 (v8) GeekBench: 13291 (v4.4), 3399 (v5.1) GFXBench: 46fps (ES 3.1 onscreen)",Contrast ratio: Infinite (nominal),Photo / Video,-22.5 LUFS (Excellent),Endurance rating 108h,€ 653.66,,,,,,,,,,,,
oneplus,OnePlus 8 5G UW (Verizon),https://fdn2.gsmarena.com/vv/bigpic/oneplus-8-5g-uw.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL","2020, April 14","Available. Released 2020, April 29",160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in),180 g (6.35 oz),Pre-installed Nano-SIM,"Fluid AMOLED capacitive touchscreen, 16M colors","6.55 inches, 103.6 cm2 (~88.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",No,,,"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS",,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, SBAS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,IP68 dust/water resistant (up to 2m for 60 mins),"Li-Po 4300 mAh, non-removable",,,,"Onyx Black, Polar Silver",About 740 EUR,,,HDR10+ 90Hz refresh rate,128GB 8GB RAM,,"UFS 3.0, 2-LANE",,,,"Android 10, OxygenOS 10.0",Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585),,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 38, 39, 40, 41, 46, 48, 66, 71",Qualcomm SM8250 Snapdragon 865 (7 nm+),Adreno 650,,Auto-HDR,"Fast charging 30W, 50% in 22 min (advertised)","48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 16 MP, f/2.2, 14mm, 116˚ (ultrawide) 2 MP, f/2.4, (macro)",,1.10 W/kg (head)     1.10 W/kg (body),,,Yes,,"2, 5, 66, 260, 261 mmWave",,,,"Glass front, glass back (Gorilla Glass 5), aluminum frame",,,,,,,,,,,,,,,,,,,,
oneplus,OnePlus 8 5G (T-Mobile),https://fdn2.gsmarena.com/vv/bigpic/oneplus-8-5g-t-mobile.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL","2020, April 14","Available. Released 2020, April 29",160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in),180 g (6.35 oz),Nano-SIM,"Fluid AMOLED capacitive touchscreen, 16M colors","6.55 inches, 103.6 cm2 (~88.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",No,,,"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS",,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, SBAS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 / 1700 / 1900,"Li-Po 4300 mAh, non-removable",,,,"Onyx Black, Interstellar Glow",About 650 EUR,,,CDMA2000 1xEV-DO,128GB 8GB RAM,,"UFS 3.0, 2-LANE",,,,"Android 10, OxygenOS 10.0",Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585),,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 41, 46, 48, 66, 71",Qualcomm SM8250 Snapdragon 865 (7 nm+),Adreno 650,,Auto-HDR,"Fast charging 30W, 50% in 22 min (advertised)","48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 16 MP, f/2.2, 14mm, 116˚ (ultrawide) 2 MP, f/2.4, (macro)",,1.10 W/kg (head)     1.10 W/kg (body),,,Yes,,"2, 5, 41, 66, 71 SA/NSA",,,,"Glass front, glass back (Gorilla Glass 5), aluminum frame",,,,,,,,,,,,,,,,,,,,
oneplus,OnePlus 7T Pro 5G McLaren,https://fdn2.gsmarena.com/vv/bigpic/oneplus-7t-pro-5g-mclaren-edition-.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G (2+ Gbps DL)","2019, October 23","Available. Released 2019, November 05",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 16M colors","6.67 inches, 108.8 cm2 (~88.1% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)",No,,,"Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS",,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 / 1900 & TD-SCDMA,"Li-Po 4085 mAh, non-removable",,,,Papaya Orange,About 800 EUR,,,HDR10+ 90Hz refresh rate,256GB 12GB RAM,,UFS 3.0,Corning Gorilla Glass 6,,,"Android 10, OxygenOS 10.0",Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),,,"1, 2, 3, 4, 5, 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 48, 66, 71",Qualcomm SM8150 Snapdragon 855+ (7 nm),Adreno 640 (700 MHz),,Auto-HDR,Fast charging 30W Warp Charge,"48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS 8 MP, f/2.4, (telephoto), 1.0µm, PDAF, OIS, 3x optical zoom 16 MP, f/2.2, 13mm (ultrawide), AF",HD1925,,,,Yes,,71 SA,,,,"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",,,,,,,,,,,,,,,,,,,,
oneplus,OnePlus 7T Pro,https://fdn2.gsmarena.com/vv/bigpic/oneplus-7t-pro.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, October 10","Available. Released 2019, October 12",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 16M colors","6.67 inches, 108.8 cm2 (~88.1% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)",No,,,"Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS",,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, SBAS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 / 1900 & TD-SCDMA,"Li-Po 4085 mAh, non-removable",,,,"Haze Blue, McLaren Edition","€ 634.69 / $ 589.00 / £ 600.18 / ₹ 43,999",,,HDR10+ 90Hz refresh rate,"256GB 8GB RAM, 256GB 12GB RAM",,12GB RAM - McLaren Edition only UFS 3.0,Corning Gorilla Glass 5,,,"Android 10, OxygenOS 10.0.4",Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66",Qualcomm SM8150 Snapdragon 855+ (7 nm),Adreno 640 (700 MHz),,Auto-HDR,Fast charging 30W Warp Charge,"48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS 8 MP, f/2.4, 78mm (telephoto), 3x optical zoom, PDAF, OIS 16 MP, f/2.2, 17mm (ultrawide), AF","HD1911, HD1913, HD1910",,,,Yes,,,,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,"AnTuTu: 395868 (v7), 493901 (v8) GeekBench: 11246 (v4.4), 2803 (v5.1) GFXBench: 24fps (ES 3.1 onscreen)",Contrast ratio: Infinite (nominal),Photo / Video,Voice 90dB / Noise 75dB / Ring 82dB,Endurance rating 100h,€ 899.00,,,,Noise -93.7dB / Crosstalk -91.0dB,€ 634.69,,,,,,,
oneplus,OnePlus 7T,https://fdn2.gsmarena.com/vv/bigpic/oneplus-7t-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, September 26","Available. Released 2019, September 27",160.9 x 74.4 x 8.1 mm (6.33 x 2.93 x 0.32 in),190 g (6.70 oz),"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 16M colors","6.55 inches, 103.6 cm2 (~86.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",No,,,"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS",,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, SBAS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 / 1900 & TD-SCDMA,"Li-Po 3800 mAh, non-removable",,,,"Frosted Silver, Glacier Blue, White","€ 564.09 / $ 449.99 / £ 389.00 / ₹ 37,999",,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 41, 46, 48, 66, 71 - NA","128GB 8GB RAM, 256GB 8GB RAM",,UFS 3.0,Corning Gorilla Glass 5,,,"Android 10, OxygenOS 10.0.7",Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66 - EU",Qualcomm SM8150 Snapdragon 855+ (7 nm),Adreno 640 (700 MHz),,Auto-HDR,Fast charging 30W Warp Charge 30T,"48 MP, f/1.6, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 12 MP, f/2.2, 51mm (telephoto), 1.0µm, PDAF, 2x optical zoom 16 MP, f/2.2, 17mm (ultrawide), AF","HD1901, HD1903, HD1900, HD1907, HD1905",,,€ 564.09,Yes,,,,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,"AnTuTu: 391545 (v7), 485585 (v8) GeekBench: 11394 (v4.4), 2858 (v5.1) GFXBench: 41fps (ES 3.1 onscreen)",,Photo / Video,Voice 79dB / Noise 77dB / Ring 91dB,Endurance rating 90h,,,,,Noise -94.0dB / Crosstalk -93.6dB,$ 519.99,,,,,,,
oneplus,OnePlus 7 Pro 5G,https://fdn2.gsmarena.com/vv/bigpic/oneplus-7-pro-r1.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps; 5G (2+ Gbps DL)","2019, May 14","Available. Released 2019, September 06",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 16M colors","6.67 inches, 109.2 cm2 (~88.5% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~515 ppi density)",No,,,"Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","Dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS, no video rec. with ultrawide camera",,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, SBAS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,HDR10+ 90Hz refresh rate,"Li-Po 4000 mAh, non-removable",,,,"Mirror Grey, Almond, Nebula Blue",About 800 EUR,,,UFS 3.0,"128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,,Corning Gorilla Glass 5,,,"Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10.0.4",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66",Qualcomm SM8150 Snapdragon 855 (7 nm),Adreno 640,,Auto-HDR,Fast charging 30W Warp Charge,"48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS 8 MP, f/2.4, 78mm (telephoto), 3x zoom, PDAF, OIS 16 MP, f/2.2, 13mm (ultrawide)",GM1925,,,,Yes,,41 NSA/Sub6/mmWave,,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,,,,,,,,,,,,,,,,,,
