Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Dual,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Colors,Price,Build,Dual_1,Features_1,Charging,GPRS,EDGE,Phonebook,Call records,_1,Alert types,Messaging,Browser,Clock,Alarm,Games,Java,_1_1,Stand-by,Talk time,Protection,NFC,Single_1,Models,SAR EU,Music play,Infrared port,Languages,Keyboard,SAR,5G bands,Quad,128GB 6GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life
htc,HTC Exodus 1,https://fdn2.gsmarena.com/vv/bigpic/htc-exodus-1-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"4, 12, 17, 28, 20, 5, 8, 3, 1, 7, 32, 2, 13, 66, 39, 40, 38, 41","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2018, October 23","Available. Released 2018, December 06",156.6 x 73.9 x 8.7 mm (6.17 x 2.91 x 0.34 in),188 g (6.63 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super LCD6 capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~80.3% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~537 ppi density)",Android 8.1 (Oreo),Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,No,128GB 6GB RAM,IP68 dust/water resistant (up to 1.5m for 30 mins),"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, OIS 16 MP (12 MP effective), f/2.6, 1/3.1"", 1.0µm, 2x optical zoom, AF","Dual-LED dual-tone flash, HDR","4K@60fps, 1080p@60/240fps, 1080p@30fps (gyro-EIS), HDR, 24-bit/96kHz stereo sound rec.",,1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3500 mAh, non-removable",Black,About BTC 0.15/ETH 4.78(crypto curr),,"8 MP, f/2.0, 1/4"", 1.12µm 8 MP, f/2.0, 1/4"", 1.12µm","HDR, panorama","Fast charging 18W, 50% in 35 min (advertised) Quick Charge 3.0",,,,,UFS 2.1,,,,,,,,Zion crypto wallet Secure Enclave Social Key Recovery (key sharding) dApps (decentralized apps),,,,,,,,,,,,,,,,,,,,,,
htc,HTC U12 life,https://fdn2.gsmarena.com/vv/bigpic/htc-u12-life.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 40, 66","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps","2018, August","Available. Released 2018, September",158.5 x 75.4 x 8.3 mm (6.24 x 2.97 x 0.33 in),175 g (6.17 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~77.7% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Android 8.1 (Oreo),Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),Adreno 509,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"16 MP, f/2.0, PDAF 5 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps","13 MP, f/2.0",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3600 mAh, non-removable","Moonlight Blue, Twilight Purple",About 230 EUR,"Glass front, plastic back, plastic frame",,"LED flash, HDR, panorama",Charging 10W,,,,,,,,,,,,,,,,,Yes,,"U12 life, 2Q6E1",,,,,,,,,,,,,,,,
htc,HTC U12+,https://fdn2.gsmarena.com/vv/bigpic/htc-u12-plus-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 32, 38, 39, 49, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2018, May 23","Available. Released 2018, June 29",156.6 x 73.9 x 8.7 mm (6.17 x 2.91 x 0.34 in),188 g (6.63 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super LCD6 capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~80.3% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~537 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), Sense UI",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM",IP68 dust/water resistant (up to 1.5m for 30 mins) Pressure-sensitive buttons,"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, OIS 16 MP (12 MP effective), f/2.6, 1/3.1"", 1.0µm, 2x optical zoom, AF","Dual-LED dual-tone flash, HDR","4K@60fps, 1080p@60/240fps, 1080p@30fps (gyro-EIS), HDR, 24-bit/96kHz stereo sound rec.",,1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3500 mAh, non-removable","Translucent Blue, Ceramic Black, Flame Red",About 450 EUR,"Glass front (Gorilla Glass 3), glass back, aluminum frame","8 MP, f/2.0, 1/4"", 1.12µm 8 MP, f/2.0, 1/4"", 1.12µm","HDR, panorama","Fast charging 18W, 50% in 35 min (advertised) Quick Charge 3.0",,,,,HDR10,,,,,,,,32-bit/384kHz audio,,Up to 24 h (3G),Corning Gorilla Glass 3,Yes,,"U12, 2Q55100",,,,,,,,,,,AnTuTu: 263696 (v7)GeekBench: 9001 (v4.4)GFXBench: 20fps (ES 3.1 onscreen),"Contrast ratio: 1818:1 (nominal), 3.085 (sunlight)",Photo / Video,Voice 77dB / Noise 73dB / Ring 99dB,Noise -93.7dB / Crosstalk -52.7dB,Endurance rating 64h
htc,HTC Desire 12+,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-12-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, March 20","Available. Released 2018, June 07",158.2 x 76.6 x 8.4 mm (6.23 x 3.02 x 0.33 in),157.5 g (5.57 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~76.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Android 8.0 (Oreo),Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),32GB 3GB RAM,"1, 3, 5, 7, 8, 20, 28, 38, 40","13 MP, f/2.2, PDAF 2 MP, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 2965 mAh, non-removable","Black, Silver, Gold",About 170 EUR,,,,,,,,,eMMC 5.1,,,,,,,,,Up to 522 h (3G),Up to 26 h (3G),,,,Desire 12,,,,,,,,,,,,,,,,
htc,HTC Desire 12,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-12.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, March","Available. Released 2018, May",148.5 x 70.8 x 8.2 mm (5.85 x 2.79 x 0.32 in),137 g (4.83 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~74.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 7.x (Nougat),Mediatek MT6739 (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","2, 4, 5, 7, 12, 17, 28 - USA",,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.2, PDAF",720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2730 mAh, non-removable","Cool Black, Warm Silver",About 130 EUR,,,,,,,,,eMMC 5.1,,,,,,,,,,,,,"5 MP, f/2.4, 1/5"" 1.12µm",,,,,,,,,,,,,,,,,
htc,HTC U11 Eyes,https://fdn2.gsmarena.com/vv/bigpic/htc-u11-eyes-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, January","Available. Released 2018, January",157.9 x 75 x 8.5 mm (6.22 x 2.95 x 0.33 in),185 g (6.53 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super LCD3 capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","Android 8.0 (Oreo), Sense UI",Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core,Adreno 510,microSDXC (uses shared SIM slot),64GB 4GB RAM,IP67 dust/water resistant (up to 1m for 30 mins),"5 MP, f/2.2 5 MP","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@120fps","12 MP, f/1.7, 1.4 μm, PDAF, OIS",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3930 mAh, non-removable","Black, Red, Blue",About 300 EUR,,,,Fast charging 18W Quick Charge 3.0,,,,,eMMC 5.1,,,,,,,,24-bit/192kHz audio,,,Corning Gorilla Glass 3,Yes,,2Q4R100,,,,,,,,,,,,,,,,
htc,HTC U11+,https://fdn2.gsmarena.com/vv/bigpic/htc-u11-plus-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat15 800/150 Mbps","2017, November 02","Available. Released 2017, November 22",158.5 x 74.9 x 8.5 mm (6.24 x 2.95 x 0.33 in),188 g (6.63 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super LCD6 capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.3% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~537 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), Sense UI",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,microSDXC (uses shared SIM slot) - dual SIM model only,"64GB 4GB RAM, 128GB 6GB RAM",IP68 dust/water resistant (up to 1.5m for 30 mins),,"Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, HDR, 24-bit/192kHz stereo sound rec.","12 MP, f/1.7, 1/2.55"", 1.4µm, dual pixel PDAF, OIS",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS",No,"3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3930 mAh, non-removable","Translucent Black, Ceramic Black, Amazing Silver",About 450 EUR,"Glass front (Gorilla Glass 5), glass back, aluminum frame",,"HDR, panorama",Fast charging 18W Quick Charge 3.0,,,,,24-bit/192kHz audio,,,,,,,,,,Up to 25 h (3G),Corning Gorilla Glass 5,Yes,"8 MP, f/2.0","U11 plus, htc_2q4d100",,,,,,,,,,,GeekBench: 6654 (v4.4)GFXBench: 13fps (ES 3.1 onscreen),"Contrast ratio: 1626:1 (nominal), 2.556 (sunlight)",Photo / Video,Voice 91dB / Noise 75dB / Ring 90dB,Noise -93.9dB / Crosstalk -94.0dB,Endurance rating 73h
htc,HTC U11 Life,https://fdn2.gsmarena.com/vv/bigpic/htc-u11-life-r1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 12, 13, 17, 20, 28, 66","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps","2017, November","Available. Released 2017, December",149.1 x 72.9 x 8.1 mm (5.87 x 2.87 x 0.32 in),142 g (5.01 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), Android One",Qualcomm SDM630 Snapdragon 630 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 508,microSDXC (dedicated slot) - single-SIM modelmicroSDXC (uses shared SIM slot) - dual-SIM model,"32GB 3GB RAM, 64GB 4GB RAM",IP67 dust/water resistant (up to 1m for 30 mins),,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.0, PDAF",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 2600 mAh, non-removable","Brilliant Black, Sapphire Blue, Ice White",About 210 EUR,"Glass front (Gorilla Glass 3), plastic back, plastic frame",,"HDR, panorama",,,,,,24-bit/192kHz audio,,,,,,,,,Up to 670 h (3G),Up to 17 h (3G),Corning Gorilla Glass 3,Yes,"16 MP, f/2.0, 27mm (wide), 1/3.06"", 1.0µm",U11 life,,,,,,,,,,,GeekBench: 4140 (v4.4)GFXBench: 5.3fps (ES 3.1 onscreen),"Contrast ratio: 1529:1 (nominal), 3.108 (sunlight)",Photo / Video,Voice 70dB / Noise 75dB / Ring 88dB,,Endurance rating 73h
htc,HTC U11,https://fdn2.gsmarena.com/vv/bigpic/htc-u11.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/75 Mbps","2017, May 16","Available. Released 2017, June 10",153.9 x 75.9 x 7.9 mm (6.06 x 2.99 x 0.31 in),169 g (5.96 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super LCD5 capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","Android 7.1 (Nougat), upgradable to Android 9.0 (Pie), Sense UI",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,microSDXC (uses shared SIM slot) - dual SIM model only,"64GB 4GB RAM, 128GB 6GB RAM",IP67 dust/water resistant (up to 1m for 30 mins),,"Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, HDR, 24-bit/192kHz stereo sound rec.","12 MP, f/1.7, 1/2.55"", 1.4µm, dual pixel PDAF, 5-axis OIS",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE (5.0 after SW update)","Yes, with A-GPS, GLONASS, BDS",No,"3.1, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable","Amazing Silver, Sapphire Blue, Brilliant Black, Ice White, Solar Red",About 300 EUR,"Glass front (Gorilla Glass 5), glass back, aluminum frame",,,Fast charging 18W Quick Charge 3.0,,,,,24-bit/192kHz audio,,,,,,,,,Up to 336 h (3G),Up to 24 h 30 min (3G),Corning Gorilla Glass 5,Yes,"16 MP, f/2.0, 27mm (wide), 1/3.06"", 1.0µm","U11, HTV33, 2PZC100, 2PZC5, 601HT",,,,,,,,,,,GeekBench: 6393 (v4.4)GFXBench: 13fps (ES 3.1 onscreen),,Photo / Video,Voice 68dB / Noise 73dB / Ring 79dB,Noise -94.1 / Crosstalk -94.5,Endurance rating 73h
htc,HTC One X10,https://fdn2.gsmarena.com/vv/bigpic/htc-one-x10.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, April","Available. Released 2017, July",152.9 x 75.6 x 8.2 mm (6.02 x 2.98 x 0.32 in),175 g (6.17 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android OS,Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC,32GB 3GB RAM,eMMC 5.1,,"Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, 26mm (wide), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4000 mAh, non-removable","Black, Silver",About 200 EUR,,,,,,,,,,,,,,,,,,Up to 744 h (3G),Up to 25 h 30 min (3G),Corning Gorilla Glass (unspecified version),,"8 MP, f/2.2, 23mm (wide), 1/4"", 1.12µm","One X10, 2PXH3",,,,,,,,,,,,,,,,
htc,HTC U Ultra,https://fdn2.gsmarena.com/vv/bigpic/htc-u-ultra.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/50 Mbps","2017, January 12","Available. Released 2017, February 21",162.4 x 79.8 x 8 mm (6.39 x 3.14 x 0.31 in),170 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super LCD5 capacitive touchscreen, 16M colors","5.7 inches, 90.3 cm2 (~69.7% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~513 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM","Secondary display, 160 x 1040 pixels, 2 inches",,"Dual-LED dual-tone flash, panorama","4K@30fps (24-bit/192kHz audio), 720p@120fps","12 MP, f/1.8, 26mm (wide), 1/2.3"", 1.55µm, PDAF, Laser AF, OIS",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"3.1, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable","Brilliant Black, Cosmetic Pink, Ice White, Sapphire Blue",About 250 EUR,"Glass front (Gorilla Glass 5 or Sapphire crystal), glass back, aluminum frame",,Auto-HDR,Fast charging 18W Quick Charge 3.0,,,,,24-bit/192kHz audio,,,,,,,,,Up to 312 h (3G),Up to 26 h (3G),Corning Gorilla Glass 5 (64 GB version)Sapphire crystal glass (128 GB version),Yes,"16 MP, f/2.0, 27mm (wide), 1/3.06"", 1.0µm","U Ultra, U-1u, 2PZF1",,,,,,,,,,,GFXBench: 10fps (ES 3.1 onscreen),"Contrast ratio: 1831 (nominal),  3.453 (sunlight)",Photo / Video,Voice 61dB / Noise 73dB / Ring 86dB,,Endurance rating 81h
htc,HTC U Play,https://fdn2.gsmarena.com/vv/bigpic/htc-u-play.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, January","Available. Released 2017, February",146 x 72.9 x 8 mm (5.75 x 2.87 x 0.31 in),145 g (5.11 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super LCD capacitive touchscreen, 16M colors","5.2 inches, 73.2 cm2 (~68.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~428 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.1 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,,"Dual-LED dual-tone flash, panorama",1080p@30fps,"16 MP, f/2.0, 28mm (wide), 1/3.1"", 1.0µm, PDAF, OIS",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 2500 mAh, non-removable","Brilliant Black, Cosmetic Pink, Ice White, Sapphire Blue",About 150 EUR,"Glass front (Gorilla Glass), plastic back, plastic frame",,Auto-HDR,Charging 10W,,,,,,,,,,,,,,Up to 427 h (3G),Up to 15 h (3G),Corning Gorilla Glass (unspecified version),Yes,"16 MP, f/2.0, 27mm (wide), 1/3.06"", 1.0µm","U Play, U-2u",,,,,,,,,,,,,,,,
htc,HTC 10 evo,https://fdn2.gsmarena.com/vv/bigpic/htc-10-evo.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, November","Available. Released 2016, November",153.6 x 77.3 x 8.1 mm (6.05 x 3.04 x 0.32 in),174 g (6.14 oz),Nano-SIM,"Super LCD3 capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.2% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Android 7.0 (Nougat),Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM",IP57 dust/water resistant (up to 1m. and 30 mins),,"Dual-LED flash, panorama","4K@30fps (24-bit/192kHz audio), 720p@120fps","16 MP, f/2.0, PDAF, OIS",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3200 mAh, non-removable","Silver, Black",About 230 EUR,,,Auto-HDR,Fast charging 18W Quick Charge 2.0,,,,,eMMC 5.0,,,,,,,,24-bit/192kHz audio,Up to 480 h (3G),Up to 23 h (3G),Corning Gorilla Glass 5,Yes,"8 MP, f/2.4","10 evo, M10f, 2PYB2",0.51 W/kg (head),,,,,0.60 W/kg (head),,,,,GFXBench: 6.9fps (ES 3.1 onscreen),"Contrast ratio: 1357:1 (nominal),  2.407 (sunlight)",Photo / Video,Voice 65dB / Noise 75dB / Ring 80dB,,Endurance rating 58h
