Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm 
sony_ericsson,Sony Ericsson Z530,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z530.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2006, February",Discontinued,90 x 47 x 24 mm (3.54 x 1.85 x 0.94 in),93 g (3.28 oz),Mini-SIM,"UBC, 65K colors","1.8 inches, 28 x 35 mm, 10.2 cm2 (~24.1% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,"Memory Stick Micro (M2), up to 2 GB",24MB,VGA,QCIF,"Second external mono display (101 x 80 pixels) Wallpapers, screensavers",Yes,No,No,Yes,No,No,2.0,,No,Removable Li-Ion 900 mAh battery (BST-33),Up to 400 h,Up to 9 h,"Soft Black, Chromic Grey, Elegant Red",,,,,,,,About 90 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging","Neopets, PuzzleSlider, QuadraPop + downloadable","Yes, MIDP 2.0",,Media player  Predictive text input Photo editor Organizer RSS reader Voice memo Exchangeable Style-Up covers,"WAP 2.0/xHTML, HTML (NetFront)",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,
sony_ericsson,Sony Ericsson P990,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-p990.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2005, Q4",Discontinued,114 x 57 x 26 mm (4.49 x 2.24 x 1.02 in),150 g (5.29 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors","2.7 inches, 41 x 56 mm, 22.6 cm2 (~34.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~148 ppi density)","Symbian 9.1, UIQ 3.0",,32-bit Philips Nexperia PNX4008 208 MHz,,"Memory Stick Duo Pro, 64 MB included",64MB RAM,"2 MP, AF",Yes,Handwriting recognition,Yes,No,Wi-Fi 802.11b,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,128 MB Flash 60 MB user memory,Removable Li-Ion battery,Up to 400 h,Up to 9 h,Premium Silver,0.78 W/kg (head),LED flash,VGA videocall camera,,,UMTS 2100,"Yes, 384 kbps",About 220 EUR,QWERTY,,,,,,,MP3/MP4 player Predictive text input SyncML Organizer Voice command Voice memo,"WAP 2.0/xHTML, HTML (Opera 8.0), RSS reader",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson K510,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k510.gif,GSM,GSM 900 / 1800 / 1900 - K510i,Class 10,No,"2006, February",Discontinued,101 x 44 x 17 mm (3.98 x 1.73 x 0.67 in),82 g (2.89 oz),Mini-SIM,"TFT, 256K colors","1.8 inches, 28 x 35 mm, 10.2 cm2 (~22.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,28MB,1.3 MP,QCIF,GSM 850 / 1800 / 1900 - K510a,No,No,No,Yes,No,No,Proprietary,,"Wallpapers, screensavers",Removable Li-Ion 750 mAh battery (BST-36),Up to 360 h,Up to 6 h,"Midnight Black, Polished Purple",0.75 W/kg (head),,,,,,,About 80 EUR,,"1000 entries, Photocall","30 received, dialed and missed calls","SMS, MMS, Email, Instant Messaging","MinigolfBT, QuadraPop + downloadable","Yes, MIDP 2.0",1.02 W/kg (head)     0.91 W/kg (body),MP3/AAC/MP4 player Predictive text input Photo editor Organizer Voice memo Exchangeable Style-Up covers,"WAP 2.0/xHTML, HTML(NetFront)",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson K310,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k310.gif,GSM,GSM 900 / 1800 / 1900 - K310i,Class 10,No,"2006, February",Discontinued,101 x 44 x 17 mm (3.98 x 1.73 x 0.67 in),82 g (2.89 oz),Mini-SIM,"UBC, 65K colors","1.74 inches, 9.5 cm2 (~21.4% screen-to-body ratio)",128 x 160 pixels (~118 ppi density),,,,,No,15MB,VGA,Yes,GSM 850 / 1800 / 1900 - K310a,No,No,No,No,No,No,Proprietary,,"Wallpapers, screensavers",Removable Li-Ion battery,Up to 360 h,Up to 6 h,"Shadow Blue, Misty Silver",,,,,,,,About 80 EUR,,"Yes, Photo call","30 received, dialed and missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,MP3/AAC/MP4 player Predictive text input Photo editor Organizer Voice memo Exchangeable Style-Up covers,"WAP 2.0/xHTML, HTML(NetFront)",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson W950,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w950.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2006, February",Discontinued,106 x 54 x 15 mm (4.17 x 2.13 x 0.59 in),112 g (3.95 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors","2.6 inches, 39 x 53 mm, 20.9 cm2 (~36.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","Symbian 9.1, UIQ 3.0",,32-bit Philips Nexperia PNX4008 208 MHz,,No,4GB,,,"Handwriting recognition Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,No,Removable Li-Ion 900 mAh battery (BST-33),Up to 340 h,Up to 7h 30 min,Mystic purple,1.35 W/kg (head),,,,,UMTS 2100,"Yes, 384 kbps",About 180 EUR,,,,,,,1.02 W/kg (head)     1.22 W/kg (body),MP3/AAC/MP4 player Predictive text input Photo editor Organizer Voice memo,"WAP 2.0/xHTML, HTML(Opera 8.0), RSS reader",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson M600,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-m600.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2006, February",Discontinued,105 x 54 x 15 mm (4.13 x 2.13 x 0.59 in),112 g (3.95 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors","2.6 inches, 39 x 53 mm, 20.9 cm2 (~36.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","Symbian 9.1, UIQ 3.0",,32-bit Philips Nexperia PNX4008 208 MHz,,"Memory Stick Micro (M2), up to 4 GB, 64 MB included",80MB,,,Handwriting recognition (English and Chinese),No,No,No,"2.0, A2DP",No,No,2.0,,No,Removable Li-Po 900 mAh battery (BST-33),Up to 340 h,Up to 7 h,"Granite Black, Crystal White",1.16 W/kg (head),,,,,UMTS 2100,"Yes, 384 kbps",About 130 EUR,QWERTY,,,,,,,"MP3/AAC/H.263 player Sync ML Document viewer (Word, Excel, PowerPoint, PDF) Organizer Voice memo","HTML (Opera 8), RSS reader",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson M608,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-m600.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2006, May",Discontinued,107 x 57 x 15 mm (4.21 x 2.24 x 0.59 in),112 g (3.95 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors","2.6 inches, 39 x 53 mm, 20.9 cm2 (~34.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","Symbian 9.1, UIQ 3.0",,32-bit Philips Nexperia PNX4008 208 MHz,,"Memory Stick Micro (M2), up to 4 GB, 64 MB included",80MB,,,Handwriting recognition,No,No,No,"2.0, A2DP",No,No,Proprietary,,No,Removable Li-Ion battery,Up to 340 h,Up to 7 h,"Granite Black, Crystal White",,,,,,,,About 120 EUR,QWERTY,,,,,,,"MP3/AAC/H.263 player Sync ML Document viewer (Word, Excel, PowerPoint, PDF) Organizer Voice memo",HTML (Opera 8),,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson K610,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k610.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2006, February",Discontinued,102 x 45.2 x 16.9 mm (4.02 x 1.78 x 0.67 in),89 g (3.14 oz),Mini-SIM,"TFT, 256K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~24.6% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,"Memory Stick Micro (M2), up to 2 GB",16MB,2 MP,Yes,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,No,2.0,,MP3/AAC/MP4 player Video telephony Predictive text input Photo editor Organizer Voice memo,Removable Li-Po 900 mAh battery (BST-37),Up to 400 h (2G) / Up to 350 h (3G),Up to 7 h (2G) / Up to 2 h 30 min (3G),"Evening Red, Urban Silver, Misty White",,,VGA videocall camera,,,UMTS 2100,"Yes, 384 kbps",About 110 EUR,,"Yes, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML(NetFront)",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson J100,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-j100.gif,GSM,GSM 900 / 1800 - J100i,No,No,"2006, February",Discontinued,100 x 44 x 18 mm (3.94 x 1.73 x 0.71 in),79 g (2.79 oz),Mini-SIM,"STN, 65K colors","1.4 inches, 5.8 cm2 (~13.3% screen-to-body ratio)","96 x 64 pixels, 3:2 ratio (~82 ppi density)",,,,,No,,,,GSM 850 / 1900 - J100a,No,No,No,No,No,No,,,"Wallpapers, themes",Removable Li-Ion battery,Up to 300 h,Up to 8 h,"2 -  Polar White, Twilight Blue",,,,,,,,About 40 EUR,,SIM based only,"10 dialed, 20 received and missed calls",SMS,Yes,No,,Predictive text input Organizer Stopwatch,No,,,,,,,,,Vibration; Polyphonic(32) ringtones,,
sony_ericsson,Sony Ericsson W810,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w810.gif,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2006, Q1",Discontinued,100 x 46 x 19.5 mm (3.94 x 1.81 x 0.77 in),99 g (3.49 oz),Mini-SIM,"TFT, 256K colors","1.9 inches, 30 x 38 mm, 11.4 cm2 (~24.7% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,"Memory Stick Duo Pro, up to 4 GB, 512 MB included",20MB,"2 MP, AF",Yes,"Wallpapers, screensavers",Yes,No,No,2.0,No,"Stereo FM radio, RDS",2.0,,No,Removable Li-Po 900 mAh battery (BST-37),Up to 350 h,Up to 8 h,"Satin Black, Fusion White",0.99 W/kg (head),LED flash,,,,,,About 130 EUR,,"1000 x 24 fields, Photo call","30 received, dialed and missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,Yes,1.04 W/kg (head)     0.86 W/kg (body),MP3/AAC/MP4 player Video player Predictive text input Photo editor Organizer Voice memo SyncML,"WAP 2.0/xHTML, HTML (NetFront)",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson W900,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w900.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2005, October",Discontinued,109 x 49 x 24 mm (4.29 x 1.93 x 0.94 in),148 g (5.22 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~28.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"Memory Stick Duo Pro, up to 4 GB",470MB,"2 MP, AF",320p,"Wallpapers, screensavers",Yes,No,No,2.0,No,FM radio (integrated in the supplied remote control),Proprietary,,Predictive text input Organizer IR transfer between compatible phones,Removable Li-Po 900 mAh battery (BST-33),Up to 370 h,Up to 8 h 40 min,"Black, White",,LED flash,Yes,,,UMTS 2100,"Yes, 384 kbps",About 270 EUR,,"1000 x 27 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML (NetFront)",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,
sony_ericsson,Sony Ericsson Z300,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z300.gif,GSM,GSM 900 / 1800 - Z300i,Class 8,No,"2005, November",Discontinued,85.5 x 45 x 23 mm (3.37 x 1.77 x 0.91 in),91 g (3.21 oz),Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,650 KB,,,GSM 850 / 1900 - Z300a,No,No,No,No,No,No,No,,"Second external monochrome display (64 x 64 pixels) Wallpapers, screensavers",Removable Li-Ion battery,Up to 250 h,Up to 5 h 30 min,"2 - Granite Grey, Amethyst Purple",0.75 W/kg (head),,,,,,,About 80 EUR,,"300 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",Yes,No,1.43 W/kg (head)     0.74 W/kg (body),Predictive text input Organizer Stopwatch Exchangeable front cover,WAP 1.2.1,,,,,,,,,Vibration; Polyphonic(32) ringtones,,
sony_ericsson,Sony Ericsson J230,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-j230.gif,GSM,GSM 900 / 1800,Class 8,No,"2005, November",Discontinued,102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in),84 g (2.96 oz),Mini-SIM,"STN, 65K colors","1.55 inches, 7.7 cm2 (~17.3% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~117 ppi density)",,,,,No,500 KB,,,"Wallpapers, themes",Yes,No,No,No,No,FM radio,No,,50 short messages,Removable Li-Ion 900 mAh battery (BST-37),Up to 280 h,Up to 6 h,"3 - Cosmo White, Cherry Red, Deep Blue",,,,,,,,About 50 EUR,,"200 entries, Picture call","10 dialed, 20 received and missed calls","SMS, EMS, MMS",Yes,No,,Predictive text input External VGA camera,WAP 1.2.1,,,,,,,,,"Vibration; Polyphonic(32) ringtones, composer",,
sony_ericsson,Sony Ericsson J220,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-j220.gif,GSM,GSM 900 / 1800 - J220i,Class 8,No,"2005, November",Discontinued,102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in),82 g (2.89 oz),Mini-SIM,"STN, 65K colors","1.55 inches, 7.7 cm2 (~17.3% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~117 ppi density)",,,,,No,500 KB,,,GSM 850 / 1900 - J220a,Yes,No,No,No,No,No,,,"Wallpapers, themes",Removable Li-Ion battery,Up to 280 h,Up to 6 h,"2 - Smooth Black, Sky Blue",0.89 W/kg (head),,,,,,,About 50 EUR,,"200 entries, Picture call","10 dialed, 20 received and missed calls","SMS, EMS, MMS",Yes,No,1.27 W/kg (head)     1.14 W/kg (body),Predictive text input Organizer Exchangeable cover Stopwatch,WAP 1.2.1,,,,,,,,,"Vibration; Polyphonic(32) ringtones, composer",,
sony_ericsson,Sony Ericsson W550,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w550.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2005, July",Discontinued,93 x 46.5 x 22.5 mm (3.66 x 1.83 x 0.89 in),120 g (4.23 oz),Mini-SIM,"TFT, 256K colors","1.8 inches, 28 x 35 mm, 10.2 cm2 (~23.6% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),,,,,No,256MB,1.3 MP,Yes,"Dedicated gaming buttons Wallpapers, screensavers","Yes, with stereo speakers",No,No,2.0,No,"Stereo FM radio, RDS",Proprietary,,No,Removable Li-Po 900 mAh battery (BST-37),Up to 400 h,Up to 8 h 30 min,"Vibrant Orange, Orchid White, Universe Blue",,LED flash,,,,,,About 130 EUR,,"1000 x 24 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,MP3 Player Predictive text input Organizer,"WAP 2.0/xHTML, HTML (NetFront)",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,
sony_ericsson,Sony Ericsson W600,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w600.gif,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2005, June",Discontinued,93 x 46.5 x 22.5 mm (3.66 x 1.83 x 0.89 in),120 g (4.23 oz),Mini-SIM,"TFT, 256K colors","1.8 inches, 28 x 35 mm, 10.2 cm2 (~23.6% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),,,,,No,256MB,1.3 MP,Yes,"Dedicated gaming buttons Wallpapers, screensavers","Yes, with stereo speakers",No,No,2.0,No,"Stereo FM radio, RDS",Proprietary,,No,Removable Li-Ion battery,Up to 200 h,Up to 6 h,Vibrant Orange,,LED flash,,,,,,About 130 EUR,,"1000 x 24 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",1.26 W/kg (head)     0.36 W/kg (body),"Series 90 UI, v.2.0 Audio/video player Document viewer (Word, Excel, PowerPoint, PDF) Voice recorder Organizer Flight and offline modes","WAP 2.0/xHTML, HTML (NetFront)",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,
sony_ericsson,Sony Ericsson S600,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-s600.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2005, June",Cancelled,93 x 46.5 x 22.5 mm (3.66 x 1.83 x 0.89 in),,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,,,,,No,64MB,1.3 MP,Yes,"Dedicated gaming buttons Wallpapers, screensavers","Yes, with stereo speakers",No,No,Yes,No,"Stereo FM radio, RDS",Proprietary,,No,Removable Li-Ion battery,Up to 200 h,Up to 6 h,"3 - Universe blue, Orchid white, Radiant yellow",,LED flash,,,,,,,,"500 x 15 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging","Under Siege, Extreme Air Snowboarding, Midway's Gauntlet + downloadable","Yes, MIDP 2.0",,MP4 player SyncML Predictive text input Organizer Presence enhanced contacts Xpress-on textile covers,"WAP 2.0/xHTML, HTML (NetFront)",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,
sony_ericsson,Sony Ericsson Z520,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z520.gif,GSM,GSM 900 / 1800 / 1900 - Z520i,Class 10,No,"2005, June",Discontinued,93 x 46 x 24 mm (3.66 x 1.81 x 0.94 in),96 g (3.39 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~23.8% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,16MB,VGA,Yes,GSM 850 / 900 / 1800 / 1900 - Z520a,Yes,No,No,2.0,No,No,Proprietary,,"Second external CSTN display  4096 colors (101 x 80 pixels) Wallpapers, screensavers",Removable Li-Ion 900 mAh battery (BST-37),Up to 400 h,Up to 9 h,"Light Blue, Pale Purple, Pale Pink, Pale Yellow",0.96 W/kg (head),,,,,,,About 70 EUR,,"500 x 8 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",1.47 W/kg (head)     0.70 W/kg (body),MP3/MP4 player Photo editor Exchangeable covers Organizer SyncML,WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson J210,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-j210.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2005, June",Discontinued,101 x 43 x 19 mm (3.98 x 1.69 x 0.75 in),74 g (2.61 oz),Mini-SIM,"STN, 65K colors","1.6 inches, 8.3 cm2 (~19.0% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~113 ppi density)",,,,,No,600 KB,,,"Wallpapers, themes",No,No,No,No,No,No,,,50 short messages,Removable Li-Ion 670 mAh battery (BST-30),Up to 200 h,Up to 4 h 50 min,"2 - Mineral Silver, Floral Green",0.99 W/kg (head),,,,,,,About 40 EUR,,"200 entries, Picture call","10 dialed, 20 received and missed calls","SMS, EMS, MMS, Email","3 - Black Deal, Casino Wheels and Deep Abyss",No,,Predictive text input Organizer Nokia Smart messaging Stopwatch,WAP 1.2.1,,,,,,,,Yes,"Vibration; Downloadable polyphonic ringtones, composer",,
sony_ericsson,Sony Ericsson K608,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k608.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2005, June",Discontinued,105 x 45.5 x 18.8 mm (4.13 x 1.79 x 0.74 in),105 g (3.70 oz),Mini-SIM,"TFT, 256K colors","1.8 inches, 28 x 35 mm, 10.2 cm2 (~21.3% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),,,,,No,32MB,1.3 MP,QCIF,"Wallpapers, screensavers",No,No,No,2.0,No,"Stereo FM radio, RDS",Proprietary,,MP3/Video player Predictive text input Organizer Voice command Presence enhanced contacts Interchangeable covers,Removable Li-Ion 900 mAh battery (BST-37),Up to 370 h,Up to 8 h,Aluminium Silver,,LED flash,Yes,,,UMTS 2100,"Yes, 384 kbps",About 100 EUR,,"500 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson W800,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w800.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2005, Q1",Discontinued,100 x 46 x 20.5 mm (3.94 x 1.81 x 0.81 in),99 g (3.49 oz),Mini-SIM,"TFT, 256K colors","1.8 inches, 28 x 35 mm, 10.2 cm2 (~22.2% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),,,,,"Memory Stick Duo Pro, up to 2 GB, 512 MB included",34MB,"2 MP, AF",Yes,"Wallpapers, screensavers",Yes,No,No,2.0,No,"Stereo FM radio, RDS",Proprietary,,No,Removable Li-Po 900 mAh battery (BST-36),Up to 400 h,Up to  9 h,Smooth White,0.85 W/kg (head),LED flash,,,Up to 19 h,,,About 160 EUR,,"500 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,Yes,1.30 W/kg (head)     0.58 W/kg (body),Electronic wallet Predictive text input Organizer Voice record Voice command Profile Selection,WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,
sony_ericsson,Sony Ericsson K750,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k750.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2005, Q1",Discontinued,100 x 46 x 20.5 mm (3.94 x 1.81 x 0.81 in),99 g (3.49 oz),Mini-SIM,"TFT, 256K colors","1.8 inches, 28 x 35 mm, 10.2 cm2 (~22.2% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),,,,,"Memory Stick Duo Pro, up to 2 GB, 64 MB included",38MB,"2 MP, AF",Yes,"Wallpapers, screensavers",Yes,No,No,2.0,No,"Stereo FM radio, RDS",Proprietary,,No,Removable Li-Po 900 mAh battery (BST-36),Up to 400 h,Up to 9 h,"Black, Silver",0.99 W/kg (head),LED flash,,,,,,About 140 EUR,,"500 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,Predictive text input Organizer Infrared transfer of data between compatible phones Xpress-on covers Profiles,WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,
sony_ericsson,Sony Ericsson D750,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-d750.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2005, Q1",Discontinued,100 x 46 x 20.5 mm (3.94 x 1.81 x 0.81 in),99 g (3.49 oz),Mini-SIM,"TFT, 256K colors","1.8 inches, 28 x 35 mm, 10.2 cm2 (~22.2% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),,,,,"Memory Stick Duo Pro, up to 2 GB, 64 MB included",38MB,"2 MP, AF",Yes,"Wallpapers, screensavers",Yes,No,No,2.0,No,"Stereo FM radio, RDS",Proprietary,,No,Removable Li-Po 900 mAh battery (BST-36),Up to 400 h,Up to 9 h,"Black, Silver",0.93 W/kg (head),LED flash,,,,,,About 140 EUR,,"500 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,Yes,,Predictive text input SyncML Organizer Stopwatch Xpress-on covers Profiles,WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,
sony_ericsson,Sony Ericsson J300,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-j300.gif,GSM,"GSM 900 / 1800 - J300i, J300c",Yes,No,"2005, Q1",Discontinued,99.1 x 42.6 x 18.2 mm (3.90 x 1.68 x 0.72 in),78 g (2.75 oz),Mini-SIM,"STN, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm2 (~17.2% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,12MB,,,GSM 850 / 1900 - J300a,Yes,No,No,No,No,No,Proprietary,,"Wallpapers, screensavers",Removable Li-Ion 750 mAh battery (BST-36),Up to 300 h,Up to 7 h,"Plucky Pink, Sensitive White, Midnight Grey",1.02 W/kg (head),,,,,,,About 70 EUR,,"Yes, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email, Instant Messaging",Rayman 3+ downloadable,"Yes, MIDP 2.0",1.12 W/kg (head)     0.97 W/kg (body),Media player Predictive text input Organizer Voice memo SyncML Exchangeable covers,WAP 2.0/xHTML,,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
