Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm 
sony_ericsson,Sony Ericsson Satio (Idou),https://fdn2.gsmarena.com/vv/bigpic/se-idou.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2009, February. Released 2009, October",Discontinued,112 x 55 x 13 mm (4.41 x 2.17 x 0.51 in),126 g (4.44 oz),Mini-SIM,"TFT resistive touchscreen, 16M colors","3.5 inches, 33.8 cm2 (~54.8% screen-to-body ratio)","360 x 640 pixels, 16:9 ratio (~210 ppi density)","Symbian 9.4, Series 60 rel. 5",,600 MHz Cortex-A8,PowerVR SGX,"microSDHC (dedicated slot), 8 GB included",128MB; 256MB RAM,"12 MP, AF",w480p@30fps (via SW update),HSDPA 850 / 1900 / 2100 - Satio(a) for the Americas,Yes,No,"Wi-Fi 802.11 b/g, DLNA","2.0, A2DP","Yes, with A-GPS",Stereo FM radio,2.0,"Accelerometer, proximity",Gesture control MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player TV-out Office document viewer Organizer Predictive text input,Removable Li-Po 1000 mAh battery,Up to 360 h (2G) / Up to 340 h (3G),Up to 11 h (2G) / Up to 4 h 50 min (3G),"Black, Silver, Bordeaux",1.58 W/kg (head),"xenon flash, video LED flash",VGA videocall camera,,,HSDPA 900 / 2100,HSPA 7.2/3.6 Mbps,About 180 EUR,,,,,,,,,"WAP 2.0/HTML, RSS reader",,Photo,Voice 71dB / Noise 66dB / Ring 78dB,Noise -87.0dB / Crosstalk -84.3dB,,,,,,,
sony_ericsson,Sony Ericsson Aino,https://fdn2.gsmarena.com/vv/bigpic/se-aino.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2009, May. Released 2009, October",Discontinued,104 x 50 x 15.5 mm (4.09 x 1.97 x 0.61 in),134 g (4.73 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.0 inches, 24.6 cm2 (~47.4% screen-to-body ratio)",240 x 432 pixels (~165 ppi density),,,,,"microSDHC (dedicated slot), 8 GB included",55MB,"8.1 MP, AF",480p@30fps,HSDPA 850 / 1900 / 2100 Aino (a) for Americas,"Yes, with stereo speakers",No,"Wi-Fi 802.11 b/g, DLNA","2.1, A2DP","Yes, with A-GPS; Wayfinder Navigator","Stereo FM radio, RDS",2.0,Accelerometer,Limited touchscreen functionality,Removable Li-Po 1000 mAh battery,Up to 380 h (2G) / Up to 367 h (3G),Up to 13 h (2G) / Up to 4 h 30 min (3G),"Obsidian Black, Luminous White",0.74 W/kg (head),LED flash,,,Up to 31 h,HSDPA 900 / 2100,HSPA 7.2/2 Mbps,About 120 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS(threaded view), MMS, Email","Yes, incl. motion-based + downloadable","Yes, MIDP 2.0",1.00 W/kg (head)     0.95 W/kg (body),Remote play for Playstation 3 Photo editor  Organizer Voice memo SensMe Predictive text input,"WAP 2.0/HTML (NetFront 3.5), RSS reader",,Photo,Voice 66dB / Noise 66dB / Ring 75dB,Noise -81.4dB / Crosstalk -80.2dB,,,,,,,
sony_ericsson,Sony Ericsson Yari,https://fdn2.gsmarena.com/vv/bigpic/se-yari.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2009, May. Released 2009, September",Discontinued,100 x 48 x 15.7 mm (3.94 x 1.89 x 0.62 in),115 g (4.06 oz),Mini-SIM,"TFT, 16M colors","2.4 inches, 17.8 cm2 (~37.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot), 1 GB included",60MB,"5 MP, AF",480p@30fps,HSDPA 850 / 1900 / 2100 - Yari (a) for Americas,"Yes, with stereo speakers",No,No,"2.0, A2DP","Yes, with A-GPS; WisePilot Navigator","Stereo FM radio, RDS",2.0,Accelerometer,MP3/eAAC+/WAV player MP4/H.264 player TrackID music recognition Photo editor  YouTube application Organizer Voice memo Shake control SensMe Predictive text input,Removable Li-Po 1000 mAh battery,Up to 450 h (2G) / Up to 450 h (3G),Up to 10 h (2G) / Up to 4 h 30 min (3G),"Achromatic Black, Cranberry White, Metal Rose",0.69 W/kg (head),LED flash,Yes,,,HSDPA 900 / 2100,HSPA 7.2/1.8 Mbps,About 120 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS(threaded view), MMS, Email","Yes, gesture and motion gaming + downloadable","Yes, MIDP 2.0",,,"WAP 2.0/HTML (NetFront), RSS reader",,Photo,Voice 75dB / Noise 69dB / Ring 76dB,Noise -86.5dB / Crosstalk -86.2dB,,,,,,,
sony_ericsson,Sony Ericsson S312,https://fdn2.gsmarena.com/vv/bigpic/se-s312.jpg,GSM,GSM 900 / 1800,Class 10,Class 10,"2009, April. Released 2009, June",Discontinued,100 x 46 x 12.5 mm (3.94 x 1.81 x 0.49 in),80.1 g (2.82 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~27.4% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,"Memory Stick Micro (M2), up to 4 GB",15MB,2 MP,Yes,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"FM radio, RDS",Proprietary,,No,Removable Li-Po 930 mAh battery (BST-38),Up to 400 h,Up to 8 h,"Dawn Blue, Honey Silver",0.73 W/kg (head),LED flash,,,,,,About 80 EUR,,"1000 entries, Photo call","30 received, dialed and missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,MP3/MP4 player TrackID music recognition Organizer Voice memo Built-in handsfree Predictive text input,WAP 2.0/xHTML,Scratch-resistant glass,,,,,,,,,,
sony_ericsson,Sony Ericsson W205,https://fdn2.gsmarena.com/vv/bigpic/se-w205.jpg,GSM,GSM 900 / 1800,Class 10,No,"2009, March. Released 2009, July",Discontinued,92 x 47 x 16.4 mm (3.62 x 1.85 x 0.65 in),96 g (3.39 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~23.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,"Memory Stick Micro (M2), up to 2 GB",5MB,1.3 MP,Yes,GSM 850 / 1900 -W205a,Yes,No,No,2.0,No,"Stereo FM radio, RDS",2.0,,No,Removable Li-Ion battery,Up to 425 h,Up to 9 h,"Ambient Black, Sakura Pink, Windy Blue",0.87 W/kg (head),,,,Up to 13 h 30 min,,,About 80 EUR,,"1000 contacts, Photo call","30 received, dialed and missed calls","SMS, MMS",Yes + downloadable,"Yes, MIDP 2.0",,Walkman media player  TrackID music recognition Predictive text input Organizer Voice memo,WAP 2.0/HTML (Opera Mini),,,,,,,,,,,
sony_ericsson,Sony Ericsson T707,https://fdn2.gsmarena.com/vv/bigpic/se-t707.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2009, March. Released 2009, May",Discontinued,93 x 50 x 14.1 mm (3.66 x 1.97 x 0.56 in),95 g (3.35 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~32.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"Memory Stick Micro (M2), up to 16 GB",100MB,3.15 MP,320p@15fps,HSDPA 850 / 1900 / 2100 - T707a,Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,"Secondary external monochrome display, 36 x 128 pixels, 1.1""",Removable Li-Ion battery,Up to 400 h (2G) / Up to 400 h (3G),Up to 10 h (2G) / Up to 4 h (3G),"Mysterious Black, Spring Rose, Lucid Blue, Lime Forest, Sensitive Bronze",0.62 W/kg (head),,,,,HSDPA 2100,HSPA,About 110 EUR,,"1000 contacts, Photo call","30 received, dialed and missed calls","SMS(threaded view), MMS, Email, Push Email",1 + downloadable,"Yes, MIDP 2.0",,MP3/eAAC+/WMA/WMApro player MP4/WMV/H.263 player Gesture control TrackID Predictive text input Organizer Voice memo,WAP 2.0/HTML (NetFront),Scratch-resistant glass,,Voice 74dB / Noise 81dB / Ring 75dB,Noise -86.2dB / Crosstalk -85.7dB,,,,,,,
sony_ericsson,Sony Ericsson W995,https://fdn2.gsmarena.com/vv/bigpic/se-w995.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2009, February. Released 2009, May",Discontinued,97 x 49 x 15 mm (3.82 x 1.93 x 0.59 in),113 g (3.99 oz),Mini-SIM,"TFT, 256K colors","2.6 inches, 20.9 cm2 (~44.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,369 MHz ARM 11,,"Memory Stick Micro (M2), up to 16 GB, 8 GB included",118MB,"8.1 MP, AF",320p@30fps,HSDPA 850 / 1900 - W995a,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g, DLNA","2.0, A2DP","Yes, with A-GPS; Wayfinder navigator","Stereo FM radio, RDS",2.0,Accelerometer,Built-in kickstand,Removable Li-Po 930 mAh battery (BST-38),Up to 370 h (2G) / Up to 360 h (3G),Up to 9 h (2G) / Up to 4 h (3G),"Progressive Black, Cosmic Silver, Energetic Red",1.18 W/kg (head),LED flash,,,Up to 20 h,HSDPA 900 / 2100,HSPA 7.2/2 Mbps,About 100 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, MMS, Email, IM","Yes, incl. motion-based + downloadable","Yes, MIDP 2.0",,MP3/AAC/MP4 player TrackID music recognition Photo editor  Organizer Voice memo/dial Walkman 4.0 player Shake control SensMe,"WAP 2.0/HTML (NetFront), RSS reader",,,Voice 66dB / Noise 66dB / Ring 75dB,Noise -89.1dB / Crosstalk -88.7dB,,,,,,,
sony_ericsson,Sony Ericsson C903,https://fdn2.gsmarena.com/vv/bigpic/se-c903.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2009, February. Released 2009, July",Discontinued,97 x 49 x 16 mm (3.82 x 1.93 x 0.63 in),96 g (3.39 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~37.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"Memory Stick Micro (M2), up to 16 GB",105MB,"5 MP, AF",320p@30fps,HSDPA 850 / 1900 / 2100 - C903a,Yes,No,No,"2.0, A2DP","Yes, with A-GPS; Wayfinder Navigator 7","Stereo FM radio, RDS",2.0,Accelerometer,No,Removable Li-Po 1000 mAh battery,Up to 400 h (2G) / Up to 350 h (3G),Up to 10 h (2G) / Up to 4 h (3G),"Lacquer Black, Techno White, Glamour Red, Metal Pink, Warm Silver",0.55 W/kg (head),LED flash,,,,HSDPA 900 / 2100,HSPA,About 110 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS(threaded view), MMS, Email, Push Email, IM","Yes, incl. motion-based + downloadable","Yes, MIDP 2.0",,MP3/AAC/MP4 player TrackID music recognition Photo editor  YouTube application TV-out Organizer Voice memo/dial Predictive text input,"WAP 2.0/HTML (NetFront), RSS reader",Scratch-resistant glass,,,,,,,,,,
sony_ericsson,Sony Ericsson C901,https://fdn2.gsmarena.com/vv/bigpic/se-c901.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2009, February. Released 2009, May",Discontinued,105 x 45 x 13 mm (4.13 x 1.77 x 0.51 in),107 g (3.77 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~31.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"Memory Stick Micro (M2), up to 8 GB",110MB,"5 MP, AF",320p,No,Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,Accelerometer,MP3/AAC/MP4 player TrackID music recognition Photo editor YouTube application Organizer Voice memo/dial Predictive text input,Removable Li-Po 950 mAh battery,Up to 430 h,Up to 9 h 30 min,"Noble Black, Sincere Silver, Precious Peach",1.57 W/kg (head),"xenon flash, LED flash",,,,HSDPA 900 / 2100,HSPA 3.6/0.384 Mbps,About 110 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS(threaded view), MMS, Email, IM","Yes, incl. motion-based + downloadable","Yes, MIDP 2.0",,,"WAP 2.0/HTML (NetFront), RSS reader",,Photo,Voice 66dB / Noise 65dB / Ring 71dB,Noise -86.2dB / Crosstalk -84.9dB,,,,,,,
sony_ericsson,Sony Ericsson W395,https://fdn2.gsmarena.com/vv/bigpic/se-w395.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, February. Released 2009, March",Discontinued,96 x 47 x 14.9 mm (3.78 x 1.85 x 0.59 in),96 g (3.39 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~27.9% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,"Memory Stick Micro (M2), up to 4 GB, 1 GB included",10MB,2 MP,Yes,No,"Yes, with stereo speakers",No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,Walkman player  TrackID music recognition Photo editor Organizer Voice memo Predictive text input,Removable Li-Ion 950 mAh battery,Up to 480 h,Up to 8 h,"Dusky Grey, Blush Titanium, Fiesta Black, Happy Pink",0.88 W/kg (head),,,,Up to 12 h 30 min,,,About 80 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, IM","Yes, incl. motion-based + downloadable","Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML (Openwave), RSS reader",Scratch-resistant glass,,,,,,,,,,
sony_ericsson,Sony Ericsson C510,https://fdn2.gsmarena.com/vv/bigpic/se-c510.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,,,"2009, January. Released 2009, February",Discontinued,107 x 47 x 12.5 mm (4.21 x 1.85 x 0.49 in),92 g (3.25 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~29.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"Memory Stick Micro (M2), up to 8 GB",100MB,"3.15 MP, AF",320p@30fps,GSM 850 / 900 / 1800 / 1900  - C510a,Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,Accelerometer,HSDPA 850 / 1900 / 2100 - C510a,Removable Li-Po 930 mAh battery,Up to 400 h (2G) / Up to 350 h (3G),Up to 10 h (2G) / Up to 4 h (3G),"Future Black, Radiation Silver, Energetic Red",1.18 W/kg (head),LED flash,,,,HSDPA 2100,HSPA,About 110 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS(threaded view), MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",1.36 W/kg (head)     0.93 W/kg (body),"Face, smile detection, geo-tagging (cell-id) MP3/AAC/MP4 player TrackID music recognition YouTube service in Media Center Organizer Voice memo/dial Motion gaming","WAP 2.0/HTML (NetFront), RSS",,,,,,,,,,,
sony_ericsson,Sony Ericsson W508,https://fdn2.gsmarena.com/vv/bigpic/se-w508.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2009, January. Released 2009, May",Discontinued,93.5 x 50 x 14 mm (3.68 x 1.97 x 0.55 in),98 g (3.46 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~32.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"Memory Stick Micro (M2), up to 16 GB, 1 GB included",100MB,3.15 MP,320p@15fps,HSDPA 850 / 1900 / 2100 - W508a,Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",Proprietary,Accelerometer,"Secondary external monochrome display, 36 x 128 pixels, 1.1""",Removable Li-Po 930 mAh battery,Up to 400 h (2G) / Up to 400 h (3G),Up to 10 h (2G) / Up to 4 h (3G),"Metal Grey, Poetic White",0.85 W/kg (head),,Yes,,,HSDPA 2100,HSPA,About 100 EUR,,"1000 x 24 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging","3, incl. motion-based + downloadable","Yes, MIDP 2.0",0.73 W/kg (head)     0.85 W/kg (body),Walkman media player  Shake and gesture control TrackID music recognition Photo editor Organizer Exchangeable Style-Up covers,"WAP 2.0/xHTML, HTML (NetFront)",Scratch-resistant glass,,Voice 75dB / Noise 82dB / Ring 76dB,Noise -85.9dB / Crosstalk -84.7dB,,,,,,,
sony_ericsson,Sony Ericsson W715,https://fdn2.gsmarena.com/vv/bigpic/se-w715.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2009, January. Released 2009, June",Discontinued,95 x 47.5 x 14.3 mm (3.74 x 1.87 x 0.56 in),98 g (3.46 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~39.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"Memory Stick Micro (M2), up to 8 GB",120MB,3.15 MP,320p@15fps,,Yes,No,"Wi-Fi 802.11 b/g, DLNA","2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",2.0,Accelerometer,Videocall camera,Removable Li-Ion 1000 mAh battery,Up to 400 h (2G) / Up to 350 h (3G),Up to 10 h (2G) / Up to 4 h (3G),"Galactic Black, Luxury Silver",0.93 W/kg (head),LED flash,,,,HSDPA 900 / 1900 / 2100 / 1700,HSPA 7.2/2 Mbps,About 120 EUR,,"Yes, up to 2000 entries, Photocall","30 received, dialed and missed calls","SMS(threaded view), MMS, Email, Push Email, IM",Yes + downloadable,"Yes, MIDP 2.0",,Vodafone Find&Go TrackID music recognition MP3/AAC/MP4 player Walkman 3.0 player Shake control SensMe TrackID music recognition YouTube service in Media Center Organizer Voice memo Motion gaming,"WAP 2.0/HTML, RSS",,,,,,,,,,,
sony_ericsson,Sony Ericsson W705,https://fdn2.gsmarena.com/vv/bigpic/se-w705.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2008, October. Released 2009, March",Discontinued,95 x 47.5 x 14.3 mm (3.74 x 1.87 x 0.56 in),98 g (3.46 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~39.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"Memory Stick Micro (M2), up to 8 GB, 4 GB included",120MB,3.15 MP,Yes,HSDPA 850 / 1900 / 2100 W705a,Yes,No,"Wi-Fi 802.11 b/g, DLNA","2.0, A2DP",No,"Stereo FM radio, RDS",2.0,Accelerometer,,Removable Li-Po 950 mAh battery,Up to 400 h (2G) / Up to 350 h (3G),Up to 10 h (2G) / Up to 4 h (3G),"Luxury Silver, Passionate Red",1.01 W/kg (head),LED flash,,,,HSDPA 900 / 2100,HSPA 7.2/2 Mbps,About 160 EUR,,"1000 entries, Photocall","30 received, dialed and missed calls","SMS(threaded view), MMS, Email, Push Email, IM",Yes + downloadable,"Yes, MIDP 2.0",1.15 W/kg (head)     0.74 W/kg (body),MP3/AAC/MP4 player Walkman 3.0 player Shake control SensMe TrackID music recognition YouTube service in Media Center Photo editor  Organizer Voice memo Predictive text input,"WAP 2.0/HTML, RSS",,,,,,,,,,,
sony_ericsson,Sony Ericsson G705,https://fdn2.gsmarena.com/vv/bigpic/se-g705.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2008, September. Released 2008, November",Discontinued,95 x 47 x 14.3 mm (3.74 x 1.85 x 0.56 in),98 g (3.46 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~39.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"Memory Stick Micro (M2), up to 8 GB, 1 GB included",120MB,3.15 MP,Yes,HSDPA 850 / 1900 / 2100 - American version,Yes,No,"Wi-Fi 802.11 b/g, DLNA","2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",2.0,Accelerometer,Videocall camera,Removable Li-Po 950 mAh battery (BST-33),Up to 400 h,Up to 10 h,"Silky Gold, Majestic Black",1.01 W/kg (head),LED flash,,,,HSDPA 2100,HSPA 7.2/0.384 Mbps,About 150 EUR,,"Yes, up to 1000 entries, Photocall","30 received, dialed and missed calls","SMS, MMS, Email, Push Email, IM",Yes + downloadable,"Yes, MIDP 2.0",,YouTube application MP3/AAC/MP4 player TrackID music recognition Photo editor  Organizer Voice memo,"WAP 2.0/HTML(NetFront 3.4), Web shortcut keys, RSS",,,Voice 69dB / Noise 71dB / Ring 77dB,,,,,,,,
sony_ericsson,Sony Ericsson TM506,https://fdn2.gsmarena.com/vv/bigpic/se-tm506.jpg,GSM / HSPA,GSM 850 / 1800 / 1900,,,"2008, August. Released 2008, September",Discontinued,95 x 48 x 17 mm (3.74 x 1.89 x 0.67 in),96 g (3.39 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~27.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,Memory Stick Micro (M2),35MB,2 MP,Yes,"Secondary external monochrome display, 36 x 128 pixels",Yes,No,No,"2.0, A2DP","Yes, with A-GPS",No,Proprietary,,No,Removable Li-Po 950 mAh battery,Up to 250 h (2G) / Up to 250 h (3G),Up to 9 h 30 min (2G) / Up to 3 h 30 min (3G),"Chrome with Amber, Emerald, Scarlet",,,,,,HSDPA 1700 / 2100,HSPA 3.6/0.384 Mbps,About 80 EUR,,"1000 contacts, Photo call","30 received, dialed and missed calls","SMS, MMS, Email, Push Email, IM",Yes + downloadable,"Yes, MIDP 2.0",1.43 W/kg (head)     0.62 W/kg (body),MP3/eAAC+/WMA player MP4 player Predictive text input Organizer Voice memo,WAP 2.0/HTML (NetFront),,,,,,,,,,,
sony_ericsson,Sony Ericsson T700,https://fdn2.gsmarena.com/vv/bigpic/se-t700.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2008, August. Released 2008, September",Discontinued,104 x 48 x 10 mm (4.09 x 1.89 x 0.39 in),78 g (2.75 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~24.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"Memory Stick Micro (M2),  up to 8 GB, 512 MB included",25MB,3.15 MP,320p@15fps,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,No,Removable Li-Po 950 mAh battery (BST-33),Up to 370 h,Up to 9 h 30 min,"Black on Silver, Black on Red, Silver, Black, Red on Silver",1.55 W/kg (head),LED flash,,,,HSDPA 2100,HSPA 3.6/0.384 Mbps,About 130 EUR,,"1000 contacts, Photo call","30 received, dialed and missed calls","SMS, MMS, Email, Push Email",Yes + downloadable,"Yes, MIDP 2.0",,MP3/eAAC+/WMA/WMApro player MP4/WMV/H.263 player TrackID Predictive text input Organizer Voice memo,WAP 2.0/HTML(NetFront),,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson W902,https://fdn2.gsmarena.com/vv/bigpic/se-w902.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2008, July. Released 2008, October",Discontinued,110 x 49 x 11.7 mm (4.33 x 1.93 x 0.46 in),99.8 g (3.49 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~27.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"Memory Stick Micro (M2), up to 8 GB, 8 GB included",25MB,"5 MP, AF",320p@30fps,,Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,Accelerometer,Dedicated music keys,Removable Li-Ion 930 mAh battery,Up to 380 h (2G) / Up to 360 h (3G),Up to 9 h (2G) / Up to 4 h (3G),"Volcanic Black, Wine Red, Earth Green",1.48 W/kg (head),LED flash,Videocall camera,,,HSDPA 2100,HSPA 3.6/0.384 Mbps,About 180 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Push Email",Yes + downloadable,"Yes, MIDP 2.0",,Walkman player  TrackID music recognition SensMe Shake control Predictive text input Photo editor Organizer Voice memo,"WAP 2.0/xHTML, HTML (NetFront)",,,Voice 68dB / Noise 69dB / Ring 75dB,Noise -81.7dB / Crosstalk -85.4dB,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,
sony_ericsson,Sony Ericsson W595,https://fdn2.gsmarena.com/vv/bigpic/se-w595.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2008, July. Released 2008, September",Discontinued,100 x 47 x 14 mm (3.94 x 1.85 x 0.55 in),104 g (3.67 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~31.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"Memory Stick Micro (M2), up to 8 GB, 2 GB included",40MB,3.15 MP,320p@15fps,,"Yes, with stereo speakers",No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,Accelerometer,No,Removable Li-Ion 950 mAh battery (BST-33),Up to 385 h (2G) / Up to 365 h (3G),Up to 9 h (2G) / Up to 4 h 30 min (3G),"Jungle Grey, Lava Black, Ruby Black, Cosmopolitan White, Active Blue, Peachy Pink, Sandy Gold",1.00 W/kg (head),,,,Up to 26 h,HSDPA 2100 - W595 only,HSPA 3.6/0.384 Mbps,About 120 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",1.41 W/kg (head)     1.20 W/kg (body),Walkman player  TrackID music recognition SensMe Shake control Predictive text input Photo editor Organizer Voice memo,"WAP 2.0/xHTML, HTML (NetFront )",,,Voice 75dB / Noise 75dB / Ring 83dB,Noise -86.4dB / Crosstalk -85.3dB,,,,,"Vibration, MP3, AAC ringtones",,
sony_ericsson,Sony Ericsson W595s,https://fdn2.gsmarena.com/vv/bigpic/se-w595s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2008, July. Released 2008, September",Discontinued,100 x 47 x 14 mm (3.94 x 1.85 x 0.55 in),105 g (3.70 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~31.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"Memory Stick Micro (M2), up to 8 GB, 2 GB included",40MB,3.15 MP,320p@15fps,,"Yes, with stereo speakers",No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,Accelerometer,No,Removable Li-Po 950 mAh battery,Up to 385 h (2G) / Up to 365 h (3G),Up to 9 h (2G) / Up to 4 h 30 min (3G),Dusty Blue,1.00 W/kg (head),,,,Up to 26 h,HSDPA 2100,HSPA 3.6/0.384 Mbps,About 150 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,Walkman player  TrackID music recognition SensMe Shake control Photo editor Organizer Voice memo Predictive text input,"WAP 2.0/xHTML, HTML (NetFront)",,,,,,,,,,,
