Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1,SAR EU,Clock,Alarm
lava,Lava Iris 470,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-470.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, January. Released 2015, January",Discontinued,134 x 66 x 10.5 mm (5.28 x 2.60 x 0.41 in),-,,Dual SIM,IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.4.2 (KitKat),Dual-core 1.3 GHz,microSDHC,4GB 512MB RAM,"5 MP, AF",Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,A-GPS,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1650 mAh, removable",Up to 250 h,Up to 17 h 30 min,Black,,,,"LED flash, HDR, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 465,https://fdn2.gsmarena.com/vv/bigpic/lava-465.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA 21.1/5.76 Mbps,"2015, February. Released 2015, February",Discontinued,134.4 x 68 x 10 mm (5.29 x 2.68 x 0.39 in),146 g (5.15 oz),,Dual SIM,TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~61.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.4.2 (KitKat),Dual-core 1.3 GHz,microSDHC,4GB 512MB RAM,3.15 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1750 mAh, removable",Up to 250 h,Up to 10 h 40 min,"Black, White",,,,"LED flash, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 401,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-401.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2015, January. Released 2015, January",Discontinued,126 x 65 x 10.4 mm (4.96 x 2.56 x 0.41 in),-,,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~55.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz,microSDHC,512MB 256MB RAM,3.15 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",3.0,A-GPS,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1450 mAh, removable",Up to 250 h,Up to 9 h 40 min,"Black, Blue, Red",,,,LED flash,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 350,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-350.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2015, January. Released 2015, January",Discontinued,113.5 x 60.5 x 12.4 mm (4.47 x 2.38 x 0.49 in),-,,Dual SIM,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~53.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.4.2 (KitKat),1.0 GHz,microSDHC,512MB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1400 mAh, removable",Up to 250 h,Up to 9 h 40 min,"Black, White",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 348,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-348.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2015, February. Released 2015, February",Discontinued,116 x 61.6 x 11.3 mm (4.57 x 2.43 x 0.44 in),-,,Dual SIM,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~51.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.4.2 (KitKat),1.0 GHz,microSDHC,512MB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.1,No,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1100 mAh, removable",Up to 250 h,Up to 8 h,"Black, White",,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 325 Style,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-325.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2015, February. Released 2015, February",Discontinued,118 x 63 x 11.2 mm (4.65 x 2.48 x 0.44 in),-,,Dual SIM,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~49.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.4.2 (KitKat),Dual-core 1.3 GHz,microSDHC,512MB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,No,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1400 mAh, removable",Up to 250 h,Up to 15 h,"Black, White",,,,LED flash,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris Fuel 60,https://fdn2.gsmarena.com/vv/bigpic/lava-fuel-60.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, December. Released 2014, December",Discontinued,144.8 x 72.8 x 10.2 mm (5.70 x 2.87 x 0.40 in),174 g (6.14 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Quad-core 1.3 GHz,microSDHC,8GB 1GB RAM,"10 MP, AF",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,"Li-Po 4000 mAh, removable",,Up to 32 h (2G) / Up to 13 h 30 min (3G),"Black, White",About 130 EUR,,,"LED flash, HDR, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris Win1,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-win1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,"2014, December. Released 2014, December",Discontinued,125 x 64.3 x 11 mm (4.92 x 2.53 x 0.43 in),-,,"Dual SIM (Mini-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",eMMC 4.5,Microsoft Windows Phone 8.1,Quad-core 1.2 GHz Cortex-A7,microSDHC,8GB 1GB RAM,"5 MP, AF",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","3.0, A2DP",A-GPS,FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1950 mAh, removable",,,Black,About 70 EUR,Qualcomm Snapdragon 200 (28 nm),Adreno 302,"LED flash, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 250,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-250.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,"Yes, 384 kbps","2014, August. Released 2014, August",Discontinued,121.5 x 63.9 x 9.8 mm (4.78 x 2.52 x 0.39 in),-,,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~58.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4.2 (KitKat),Dual-core 1.0 GHz,microSDHC,4GB 512MB RAM,3.15 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band",2.1,"Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1450 mAh, removable",Up to 250 h,Up to 11 h 30 min,"Black, White, Purple",,,,Dual-LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 400s,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-400s.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,"Yes, 384 kbps","2014, August. Released 2014, August",Discontinued,125 x 64 x 10.2 mm (4.92 x 2.52 x 0.40 in),-,,Dual SIM,IPS LCD capacitive touchscreen,"4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4.2 (KitKat),Dual-core 1.2 GHz,microSDHC,4GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band",3.0,Yes,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1400 mAh, removable",Up to 150 h,Up to 10 h 25 min,"Black, Silver",,,,"LED flash, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 352 Flair,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-352.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2014, August. Released 2014, August",Discontinued,117 x 61 x 10.6 mm (4.61 x 2.40 x 0.42 in),-,,Dual SIM,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~51.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.4.2 (KitKat),Dual-core 1.3 GHz,microSDHC,2GB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,No,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1200 mAh, removable",,Up to 10 h 30 min,"Champagne Gold, Rose Gold",,,,Panorama,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 404 Flair,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-404f.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,"Yes, 384 kbps","2014, August. Released 2014, August",Discontinued,125 x 64 x 10.2 mm (4.92 x 2.52 x 0.40 in),-,,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4.2 (KitKat),Dual-core 1.3 GHz,microSDHC,4GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band",3.0,A-GPS,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1400 mAh, removable",Up to 250 h,Up to 5 h,"Champagne Gold, Silver, Blue",,,,"LED flash, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 400Q,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-400q.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,"Yes, 384 kbps","2014, August. Released 2014, August",Discontinued,129 x 63 x 10 mm (5.08 x 2.48 x 0.39 in),-,,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~56.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,microSDHC,4GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",A-GPS,FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1700 mAh, removable",Up to 153 h,Up to 9 h 10 min,"Black, White",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 410,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-410.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2014, September. Released 2014, September",Discontinued,124 x 64.5 x 9.9 mm (4.88 x 2.54 x 0.39 in),-,,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4.2 (KitKat),Dual-core 1.3 GHz,microSDHC,4GB 512MB RAM,3.15 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP",A-GPS,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1500 mAh, removable",Up to 250 h,Up to 9 h 45 min,Black,,,,Panorama,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris Fuel 50,https://fdn2.gsmarena.com/vv/bigpic/lava-fuel-50.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, October. Released 2014, October",Discontinued,144.8 x 72.9 x 9.5 mm (5.70 x 2.87 x 0.37 in),160 g (5.64 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 74.4 cm2 (~70.5% screen-to-body ratio)","480 x 854 pixels, 3:2 ratio",,Android 4.4.2 (KitKat),Quad-core 1.3 GHz,microSDHC,8GB 1GB RAM,"8 MP, AF",Yes,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 3000 mAh, removable",Up to 370 h,Up to 17 h (2G) / Up to 13 h (3G),Black,About 100 EUR,,,Dual-LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 310 Style,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-310.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2014, August. Released 2014, August",Discontinued,-,-,,Dual SIM,"Capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.4.2 (KitKat),Dual-core 1.3 GHz,microSDHC,2GB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1400 mAh, removable",Up to 290 h,Up to 11 h 45 m,"Brown, Black, White, Blue",,,,LED flash,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 360 Music,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-360.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,"Yes, 384 kbps","2014, August. Released 2014, August",Discontinued,-,-,,Dual SIM,"Capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.0 GHz,microSDHC,4GB 512MB RAM,3.15 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1400 mAh, removable",Up to 250 h,Up to 6 h,"White, Black, Grey",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 460,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-460.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, August. Released 2014, August",Discontinued,-,-,,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.4.2 (KitKat),Dual-core 1.3 GHz,microSDHC,8GB 1GB RAM,5 MP,720p,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1650 mAh, removable",Up to 250 h,Up to 6 h,"Black, Grey",,,Mali-400,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris X5,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-x5.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, September. Released 2014, September",Discontinued,143.5 x 71.5 x 7.7 mm (5.65 x 2.81 x 0.30 in),134 g (4.73 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,microSDHC,8GB 1GB RAM,"8 MP, AF",1080p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2100 mAh, removable",Up to 200 h (2G) / Up to 200 h (3G),Up to 6 h (2G) / Up to 4 h (3G),"Black, White, Grey",About 110 EUR,,Broadcom VideoCore IV,LED flash,,,,,,,,,,,,,,,,,,LED flash,,,,,,,,,,,,,,,,
lava,Lava Iris Pro 30+,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-pro-30-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, August. Released 2014, August",Discontinued,138 x 67.5 x 7.9 mm (5.43 x 2.66 x 0.31 in),116 g (4.09 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Android 4.2 (Jelly Bean),Quad-core 1.5 GHz,microSDHC,16GB 1GB RAM,"13 MP, AF","1080p, HDR",3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 390 h (2G) / Up to 285 h (3G),Up to 15 h (2G) / Up to 8 h (3G),Grey/Black,About 150 EUR,,PowerVR SGX544,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,Asahi Dragontrail Glass,,,,,,,
lava,Lava Iris 402e,https://fdn2.gsmarena.com/vv/bigpic/lava-402e.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2014, June. Released 2014, June",Discontinued,126 x 65 x 10.4 mm (4.96 x 2.56 x 0.41 in),100 g (3.53 oz),,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~55.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz,microSDHC,512MB 512MB RAM,3.15 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,No,"FM radio, recording",microUSB 2.0,Accelerometer,,,"Li-Ion 1450 mAh, removable",Up to 200 h,Up to 9 h 40 min,"Pink, Blue, Gray",,,Mali-400,LED flash,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 350m,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-350m.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2014, June. Released 2014, June",Discontinued,118 x 62 x 10.2 mm (4.65 x 2.44 x 0.40 in),-,,Dual SIM,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~49.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz,microSDHC,512MB 512MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,No,FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1200 mAh, removable",Up to 240 h,Up to 9 h 30 min,"Grey, Midnight Black",,,Mali-400,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava 3G 412,https://fdn2.gsmarena.com/vv/bigpic/lava-3g-412.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, June. Released 2014, June",Discontinued,123 x 64 x 11.7 mm (4.84 x 2.52 x 0.46 in),120 g (4.23 oz),,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~57.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz,microSDHC,512MB 512MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1500 mAh, removable",Up to 200 h,,Dark grey,,,Mali-400,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris X1,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-x11.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, May. Released 2014, May",Discontinued,134 x 66 x 8.9 mm (5.28 x 2.60 x 0.35 in),138 g (4.87 oz),,Dual SIM,IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,microSDHC,8GB 1GB RAM,"8 MP, AF",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE","Yes, with A-GPS","FM radio, recording",microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2100 mAh, removable",,Up to 9 h 45 min,"Black, White",About 100 EUR,Broadcom BCM23550,Broadcom VideoCore IV,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava 3G 415,https://fdn2.gsmarena.com/vv/bigpic/lava-3g-415.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, May. Released 2014, May",Discontinued,125 x 64 x 10.7 mm (4.92 x 2.52 x 0.42 in),119 g (4.20 oz),,Dual SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.0 GHz Cortex-A7,microSDHC,4GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1500 mAh, removable",Up to 200 h,Up to 9 h 40 min,"Black, Grey",,Mediatek MT6572 (28 nm),Mali-400,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava 3G 354,https://fdn2.gsmarena.com/vv/bigpic/lava-3g-354.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2014, May. Released 2014, May",Discontinued,118 x 61 x 11.8 mm (4.65 x 2.40 x 0.46 in),103.8 g (3.63 oz),,Dual SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~50.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 1.0 GHz Cortex-A7,microSDHC,2GB 256MB RAM,2 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 1400 mAh, removable",,,Dark Blue & White,,Mediatek MT6572 (28 nm),Mali-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 504q+,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-504q-plus.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA 21.1/5.76 Mbps,"2014, April. Released 2014, April",Discontinued,146.7 x 72.5 x 7.9 mm (5.78 x 2.85 x 0.31 in),149 g (5.26 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Quad-core 1.3 GHz,microSDHC,8GB 1GB RAM,"10 MP, AF",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 230 h,Up to 4 h 30 min,"Grey, White",,,Mali-400MP2,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lava,Lava Iris 356,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-356.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,"Yes, 384 kbps","2014, April. Released 2014, April",Discontinued,116.9 x 62.5 x 12.6 mm (4.60 x 2.46 x 0.50 in),112 g (3.95 oz),,Dual SIM,"Capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~49.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Flashlight,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz,microSDHC,512MB 256MB RAM,1.3 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,"Yes, with A-GPS","FM radio, recording",microUSB,"Accelerometer, proximity",,,"Li-Ion 1500 mAh, removable",Up to 200 h,Up to 5 h,"Crystal White, Black, Grey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
