Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Colors,5G bands,Build,_1_1,Protection,Triple,Features_1,NFC,Charging,Models,SAR EU,Price,128GB 6GB RAM,256GB 8GB RAM,Quad,SAR,128GB 8GB RAM,Performance,Camera,Loudspeaker_1,Battery life,Display,128GB 12GB RAM,512GB 12GB RAM,256GB 12GB RAM,512GB 8GB RAM,8GB 1GB RAM,Dual,32GB 3GB RAM,16GB 1GB RAM,32GB 2GB RAM,64GB 4GB RAM,64GB 6GB RAM,128GB 4GB RAM,512GB 16GB RAM,Audio quality,16GB 2GB RAM,4GB 1.5GB RAM,GPRS,EDGE,1TB 12GB RAM,Triple_1,32GB 4GB RAM,Dual_1,Stand-by,Talk time,Music play,256GB 6GB RAM,256GB 4GB RAM,16GB 3GB RAM,Infrared port,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Clock,Alarm,Languages
samsung,Samsung Galaxy Note20 5G,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note20-5g-r.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 48, 66, 71 - SM-N981U","HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/200 Mbps, 5G","2020, August 05","Available. Released 2020, August 21",161.6 x 75.2 x 8.3 mm (6.36 x 2.96 x 0.33 in),"192 g (Sub6 5G), 194 g (mmWave 5G) (6.77 oz)","Single SIM (Nano-SIM and/or eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",CDMA 800 / 1900,"Super AMOLED Plus capacitive touchscreen, 16M colors","6.7 inches, 108.4 cm2 (~89.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 10, One UI 2.5",Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865+ (7 nm+) - USA,Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (1x3.0 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585) - USA,Mali-G77 MP11 - GlobalAdreno 650 - USA,No,"128GB 8GB RAM, 256GB 8GB RAM","10 MP, f/2.2, 26mm (wide), 1/3.2"", 1.22µm, Dual Pixel PDAF","LED flash, auto-HDR, panorama","8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS",,"4K@30/60fps, 1080p@30fps","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",FM radio (Snapdragon model only; market/operator dependent),"USB Type-C 3.2, USB On-The-Go","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",CDMA2000 1xEV-DO,"Li-Ion 4300 mAh, non-removable","Mystic Green, Mystic Bronze, Mystic Gray, Mystic Red, Mystic Blue","2, 5, 41, 66, 71, 260, 261 SA/NSA/Sub6/mmWave - SM-N981U","Glass front (Gorilla Glass 5), plastic back",Samsung Wireless DeX (desktop experience support) ANT+ Bixby natural language commands and dictation,Corning Gorilla Glass 5,"12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS 64 MP, f/2.0, 27mm (telephoto), 1/1.72"", 0.8µm, PDAF, OIS, 3x hybrid zoom 12 MP, f/2.2, 120˚, 13mm (ultrawide), 1/2.55"", 1.4µm","Dual video call, Auto-HDR",Yes,Fast charging 25W USB Power Delivery 3.0 Fast Qi/PMA wireless charging 15W Reverse wireless charging 4.5W,"SM-N981B, SM-N981B/DS, SM-N981U, SM-N981U1, SM-N981W",0.68 W/kg (head)     1.37 W/kg (body),€ 839.00 / $ 799.00 / £ 899.99,,€ 839.00,,0.95 W/kg (head)     0.72 W/kg (body),$ 799.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy Note20,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note20-5g-r.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,LTE,"HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/200 Mbps","2020, August 05","Available. Released 2020, August 21",161.6 x 75.2 x 8.3 mm (6.36 x 2.96 x 0.33 in),192 g (6.77 oz),"Single SIM (Nano-SIM and/or eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",CDMA 800 / 1900,"Super AMOLED Plus capacitive touchscreen, 16M colors","6.7 inches, 108.4 cm2 (~89.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 10, One UI 2.5",Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865+ (7 nm+) - USA,Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (1x3.0 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585) - USA,Mali-G77 MP11 - GlobalAdreno 650 - USA,No,256GB 8GB RAM,"10 MP, f/2.2, 26mm (wide), 1/3.2"", 1.22µm, Dual Pixel PDAF","LED flash, auto-HDR, panorama","8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS",,"4K@30/60fps, 1080p@30fps","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",FM radio (Snapdragon model only; market/operator dependent),"USB Type-C 3.2, USB On-The-Go","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",CDMA2000 1xEV-DO,"Li-Ion 4300 mAh, non-removable","Mystic Green, Mystic Bronze, Mystic Gray, Mystic Red, Mystic Blue",,"Glass front (Gorilla Glass 5), plastic back",Samsung Wireless DeX (desktop experience support) ANT+ Bixby natural language commands and dictation,Corning Gorilla Glass 5,"12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS 64 MP, f/2.0, 27mm (telephoto), 1/1.72"", 0.8µm, PDAF, OIS, 3x hybrid zoom 12 MP, f/2.2, 120˚, 13mm (ultrawide), 1/2.55"", 1.4µm","Dual video call, Auto-HDR",Yes,Fast charging 25W USB Power Delivery 3.0 Fast Qi/PMA wireless charging 15W Reverse wireless charging 4.5W,"SM-N980F, SM-N980F/DS",0.36 W/kg (head)     1.37 W/kg (body),"€ 841.82 / $ 839.95 / £ 709.99 / ₹ 77,999",,€ 841.82,,1.11 W/kg (head)     1.14 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy Watch3,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-watch3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE","2020, August 05","Available. Released 2020, August 06",46.2 x 45 x 11.1 mm (1.82 x 1.77 x 0.44 in),"53.8 (45mm), 48.2 g (41mm), 43 g (45mm tt.) (1.90 oz)",eSIM,Samsung Pay MIL-STD-810G compliant* 50m water resistant (IP68) ECG certified Blood pressure monitor Compatible with standard 20/22mm straps Rotating bezel *does not guarantee ruggedness or use in extreme conditions,"Super AMOLED capacitive touchscreen, 16M colors","1.4 inches, 6.3 cm2 (~30.4% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~364 ppi density)",Tizen-based wearable OS 5.5,Exynos 9110 (10 nm),Dual-core 1.15 GHz Cortex-A53,Mali-T720,No,8GB 1GB RAM,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,No,"Accelerometer, gyro, heart rate, barometer",Always-on display,"Li-Ion 340 mAh, non-removable","Mystic Bronze, Mystic Black, Mystic White",,"Glass front (Gorilla Glass DX), stainless steel frame 316L or titanium frame",Natural language commands and dictation,Corning Gorilla Glass DX,,,Yes,Qi wireless charging,"SM-R850, SM-R840, SM-R855F, SM-R845F, SM-R855U, SM-R845U",,€ 328.90 / $ 359.99,,,,,,,,,,,,,,,€ 328.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy Tab S7+,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s7-plus1.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 20, 25, 26, 28, 38, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/150 Mbps, 5G","2020, August 05","Available. Released 2020, August 21",285 x 185 x 5.7 mm (11.22 x 7.28 x 0.22 in),575 g (1.27 lb),Nano-SIM,"Stylus support, 9ms latency (Bluetooth integration, accelerometer, gyro)","Super AMOLED capacitive touchscreen, 16M colors","12.4 inches, 446.1 cm2 (~84.6% screen-to-body ratio)","1752 x 2800 pixels, 16:10 ratio (~266 ppi density)","Android 10, One UI 2.5",Qualcomm SM8250 Snapdragon 865+ (7 nm+),Octa-core (1x3.09 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585,Adreno 650,microSDXC (dedicated slot),"128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm","HDR, panorama",4K@30fps,,1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"USB Type-C 3.2, magnetic connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR10+ 120Hz refresh rate,"Li-Po 10090 mAh, non-removable","Mystic Black, Mystic Bronze, Mystic Silver","1, 3, 5, 7, 8, 20, 28, 40, 77, 78 SA/NSA","Glass front, aluminum back, aluminum frame",Samsung DeX,,,,,Fast charging 45W,"SM-T970, SM-T976B",1.06 W/kg (body),About 900 EUR,,,,1.16 W/kg (body),,,,-23.1 LUFS (Very good),,,,,,,,"13 MP, f/2.0, 26mm (wide), 1/3.4"", 1.0µm, AF 5 MP, f/2.2, 12mm (ultrawide), 1.12µm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy Tab S7,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s7-1.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 20, 25, 26, 28, 38, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/150 Mbps, 5G","2020, August 05","Available. Released 2020, August 21",253.8 x 165.3 x 6.3 mm (9.99 x 6.51 x 0.25 in),"498 g (Wi-Fi), 500 g (LTE), 502 g (5G) (1.10 lb)",Nano-SIM,"Stylus support, 26ms latency (Bluetooth integration, accelerometer, gyro)","LTPS IPS LCD capacitive touchscreen, 16M colors","11.0 inches, 350.9 cm2 (~83.6% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~274 ppi density)","Android 10, One UI 2.5",Qualcomm SM8250 Snapdragon 865+ (7 nm+),Octa-core (1x3.09 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585,Adreno 650,microSDXC (dedicated slot),"128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm","HDR, panorama",4K@30fps,,1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"USB Type-C 3.2, magnetic connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",HDR10+ 120Hz refresh rate,"Li-Po 8000 mAh, non-removable","Mystic Black, Mystic Bronze, Mystic Silver","1, 3, 5, 7, 8, 20, 28, 40, 77, 78 SA/NSA","Glass front, aluminum back, aluminum frame",Samsung DeX,,,,,Fast charging 45W,"SM-T870, SM-T875, SM-T876B",1.38 W/kg (body),About 700 EUR,,,,1.26 W/kg (body),,,,,,,,,,,,"13 MP, f/2.0, 26mm (wide), 1/3.4"", 1.0µm, AF 5 MP, f/2.2, 12mm (ultrawide), 1.12µm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy Z Flip 5G,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-z-flip-5g-mystic-bronze.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International, Canada","1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66, 71 - International","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/200 Mbps, 5G","2020, July 22","Available. Released 2020, August 07",Unfolded: 167.3 x 73.6 x 7.2 mm Folded: 87.4 x 73.6 x 17.3 mm,183 g (6.46 oz),"Nano-SIM, eSIM",CDMA 800 / 1900,"Foldable Dynamic AMOLED capacitive touchscreen, 16M colors","6.7 inches, 101.6 cm2 (~82.5% screen-to-body ratio)",1080 x 2636 pixels (~425 ppi density),"Android 10, One UI 2",Qualcomm SM8250 Snapdragon 865+ (7 nm+),Octa-core (1x3.09 GHz Kryo 585 & 3x2.40 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,256GB 8GB RAM,"10 MP, f/2.4, 26mm (wide), 1.22µm","LED flash, HDR, panorama","4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+",,4K@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"USB Type-C 3.1, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",CDMA2000 1xEV-DO,"Li-Po 3300 mAh, non-removable","Mystic Grey, Mystic Bronze","1, 41, 77, 78, 79 Sub6 - China, Hong Kong","Plastic front, glass back (Gorilla Glass 6), aluminum frame",32-bit/384kHz audio Tuned by AKG,,,HDR,Yes,Fast charging 15W Fast wireless charging 9W,"SM-F707B, SM-F707N, SM-F7070, SM-F707U, SM-F707U1, SM-F707W",0.80 W/kg (head)     1.45 W/kg (body),"€ 1,559.52 / $ 1,074.99 / £ 1,349.99",,"€ 1,559.52",,0.80 W/kg (head)     1.01 W/kg (body),,,,,,,,,,,,"12 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS 12 MP, f/2.2, 123˚ (ultrawide), 1.12µm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy M31s,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m31s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A","2020, July 30","Available. Released 2020, August 06",159.3 x 74.4 x 9.3 mm (6.27 x 2.93 x 0.37 in),203 g (7.16 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",UFS 2.1,"Super AMOLED capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~86.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, One UI 2.0",Exynos 9611 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS",,"4K@30fps, 1080p@30fps",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","FM radio, RDS, recording","USB Type-C 2.0, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,"Li-Po 6000 mAh, non-removable","Mirage Black, Mirage Blue",,,,Corning Gorilla Glass 3,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 12 MP, f/2.2, 123˚ (ultrawide) 5 MP, f/2.4, (macro) 5 MP, f/2.4, (depth)",HDR,Yes (market/region dependent),Fast charging 25W Reverse charging,"SM-M317F, SM-M317F/DS",,"€ 319.00 / ₹ 19,499",€ 319.00,,,1.38 W/kg (head),"₹ 21,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy M01s,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m01s-m017f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, July 16","Available. Released 2020, July 16",156.9 x 75.8 x 7.8 mm (6.18 x 2.98 x 0.31 in),168 g (5.93 oz),"Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"PLS TFT capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~80.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.1",Mediatek MT6762 Helio P22 (12 nm),Octa-core (4x2.0 GHz & 4x1.5 GHz),PowerVR GE8320,microSDXC (dedicated slot),32GB 3GB RAM,"8 MP, f/2.0",LED flash,1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity",,"Li-Ion 4000 mAh, non-removable","Light Blue, Gray",,"Glass front, plastic back, plastic frame",,,,,,,"SM-M017F, SM-M017F/DS",,"₹ 9,499",,,,0.26 W/kg (head),,,,,,,,,,,,"13 MP, f/1.8, 28mm (wide), 1/3.1"", 1.12µm, AF 2 MP, f/2.4, (depth)","₹ 9,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy M01 Core,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a01core-sm-a013.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA 21.1/5.76 Mbps, LTE","2020, July 27","Available. Released 2020, July 29",141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),150 g (5.29 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"PLS TFT capacitive touchscreen, 16M colors","5.3 inches, 71.3 cm2 (~74.5% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~311 ppi density)",Android 10 (Go edition),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 2GB RAM","8 MP, f/2.2, AF",LED flash,1080p@30fps,"5 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS",Unspecified,microUSB 2.0,Accelerometer,,"Li-Ion 3000 mAh, non-removable","Black, Blue, Red",,"Plastic back, plastic frame",,,,,,,"SM-M013F, SM-M013F/DS",,"₹ 4,999",,,,0.86 W/kg (head),,,,,,,,,,,,,,"₹ 4,999","₹ 5,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy A01 Core,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a01core-sm-a013.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA 21.1/5.76 Mbps, LTE","2020, July 21","Available. Released 2020, August 06",141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),150 g (5.29 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"PLS TFT capacitive touchscreen, 16M colors","5.3 inches, 71.3 cm2 (~74.5% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~311 ppi density)",Android 10 (Go edition),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 2GB RAM","8 MP, f/2.2, AF",LED flash,1080p@30fps,"5 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",Unspecified,microUSB 2.0,Accelerometer,,"Li-Ion 3000 mAh, non-removable","Black, Blue, Red",,"Plastic back, plastic frame",,,,,,,"SM-A013F, SM-A013F/DS, SM-A013G, SM-A013G/DS",0.64 W/kg (head)     1.18 W/kg (body),€ 129.99 / $ 89.95 / £ 129.99,,,,,,,,,,,,,,,,,,€ 129.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy A71 5G UW,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a71-5g-uw.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"2, 3, 4, 5, 7, 12, 13, 20, 28, 66","HSPA 42.2/5.76 Mbps, LTE-A; 5G","2020, July 07","Available. Released 2020, July 16",162.8 x 75.7 x 8.4 mm (6.41 x 2.98 x 0.33 in),188 g (6.63 oz),Pre-installed Nano-SIM,UFS 2.1,"Super AMOLED Plus capacitive touchscreen, 16M colors","6.7 inches, 108.4 cm2 (~87.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 10, One UI 2.1",Qualcomm SDM765 Snapdragon 765G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,microSDXC (dedicated slot),128GB 8GB RAM,"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","LED flash, panorama, HDR","4K@30fps, 1080p@30/240fps, 1080p@960fps; gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",Unspecified,"USB Type-C 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",ANT+,"Li-Po 4500 mAh, non-removable",Prism Bricks Black,"260, 261 SA/NSA/mmWave","Glass front (Gorilla Glass 3), plastic back, aluminum frame",,Corning Gorilla Glass 3,,HDR,No,Fast charging 25W,SM-A716V,,,,,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 12 MP, f/2.2, 123˚ (ultrawide) 5 MP, f/2.4, (macro) 5 MP, f/2.2, (depth)",0.50 W/kg (head)     0.78 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy M01,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m01.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, June 02","Available. Released 2020, June 02",147.5 x 70.9 x 9.8 mm (5.81 x 2.79 x 0.39 in),168 g (5.93 oz),"Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"PLS TFT capacitive touchscreen, 16M colors","5.7 inches, 81.6 cm2 (~78.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~294 ppi density)","Android 10, One UI 2",Qualcomm SDM439 Snapdragon 439 (12 nm),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),Adreno 505,microSDXC (dedicated slot),32GB 3GB RAM,"5 MP, f/2.2, 1/5"", 1.12µm",LED flash,1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,"Li-Ion 4000 mAh, non-removable","Black, Blue, Red",,"Glass front, plastic back, plastic frame",,,,,,,"SM-M015G, SM-M015F, SM-M015G/DS, SM-M015F/DS",0.42 W/kg (head)     1.56 W/kg (body),"₹ 7,999",,,,,,,,,,,,,,,,"13 MP, f/2.2, 28mm (wide), 1/3.1"", 1.12µm, AF 2 MP, f/2.4, (depth)","₹ 7,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
