Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1
infinix,Infinix S5 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-pro-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, March 06","Available. Released 2020, March 13",162.5 x 76.9 x 9 mm (6.40 x 3.03 x 0.35 in),195 g (6.88 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm2 (~83.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",eMMC 5.1,Android 10,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM","Motorized pop-up 16 MP, f/2.0, (wide)",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Nebula Black, Quetzal Cyan, Violet",About 120 EUR,Mediatek MT6765 Helio P35 (12nm),PowerVR GE8320,"Dual-LED flash, HDR, panorama",,,,,,,,,,,,"1, 3, 5, 8, 38, 40, 41",,,"Glass front, plastic back, plastic frame",,,,,"X660, X660C, X660B","AnTuTu: 90446 (v7), 117533 (v8) GeekBench: 4226 (v4.4), 1039 (v5.1) GFXBench: 3.2fps (ES 3.1 onscreen)",Contrast ratio: 1677:1 (nominal),Photo / Video,-29.5 LUFS (Average),Endurance rating 106h,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 2 MP, (depth) QVGA low light camera sensor",,,0.79 W/kg (head)     0.90 W/kg (body),,
infinix,Infinix S5 lite,https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-lite-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2019, November","Available. Released 2019, November",164 x 76 x 7.9 mm (6.46 x 2.99 x 0.31 in),178 g (6.28 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.6 inches, 105.2 cm2 (~84.4% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"Android 9.0 (Pie), XOS 5.5",Octa-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","16 MP, f/2.0",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","Li-Po 4000 mAh, non-removable",,,"Midnight black, Quetzal cyan, Violet",About 100 EUR,Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,"Quad-LED flash, panorama, HDR",,eMMC 5.1,,,,,,,,,,"1, 3, 5, 8, 38, 40, 41",,,"Glass front, plastic back, plastic frame",,,,,"X652B, X652C",,,,,,"16 MP, f/1.8, PDAF 2 MP AI Lens (low light sensor)",,,,,
infinix,Infinix Smart 4,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart4-x653.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, October","Available. Released 2019, October",167 x 76 x 8.3 mm (6.57 x 2.99 x 0.33 in),183 g (6.46 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.6 inches, 105.2 cm2 (~82.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)",eMMC 5.1,Android 9.0 Pie (Go edition),Quad-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),16GB 1GB RAM,8 MP,1080p@30fps,5 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Midnight Black, Quetzal Cyan, Cosmic Purple",,Mediatek MT6761 Helio A22 (12 nm),PowerVR GE8320,Dual-LED flash,,,,,,,,,,,,"1, 3, 5, 8, 38, 40, 41",,,"Glass front, plastic back, plastic frame",,,,,X653,,,,,,,,,,,
infinix,Infinix Smart 4c,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart4-x653c.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, November","Available. Released 2019, December",167 x 76 x 8.3 mm (6.57 x 2.99 x 0.33 in),183 g (6.46 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.6 inches, 105.2 cm2 (~82.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)",eMMC 5.1,Android 9.0 (Pie),Quad-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),32GB 2GB RAM,5 MP,1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Midnight Black, Quetzal Cyan, Cosmic Purple",,Mediatek MT6761 Helio A22 (12 nm),PowerVR GE8320,Dual-LED flash,,,,,,,,,,,,"1, 3, 5, 8, 38, 40, 41",,,,,8 MP QVGA,,,X653C,,,,,,,,,,,
infinix,Infinix Hot 8 Lite,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-8-lite.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, October","Available. Released 2019, October",165 x 76.3 x 8.7 mm (6.50 x 3.00 x 0.34 in),175 g (6.17 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.6 inches, 105.2 cm2 (~83.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)",450 nits typ. brightness (advertised),Android 8.1 Oreo (Go edition),Quad-core 1.3 GHz,microSDXC (dedicated slot),32GB 2GB RAM,8 MP,1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,eMMC 5.1,"Li-Po 5000 mAh, non-removable",,,"Quetzal Cyan, Cosmic Purple, Shark Grey, Midnight Black",,Mediatek MT6580,,"Quad-LED flash, panorama, HDR",,Dirac sound,,,,,,,,,,,,,"Glass front, plastic back, plastic frame",,"8 MP, f/1.8, PDAF QVGA (Low light sensor)",LED flash,,,,,,,,,,,,,
infinix,Infinix S5,https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-x652.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, October 15","Available. Released 2019, October",164 x 76 x 7.9 mm (6.46 x 2.99 x 0.31 in),178 g (6.28 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.6 inches, 102.1 cm2 (~81.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",eMMC 5.1,Android 9.0 (Pie),Octa-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),64GB 4GB RAM,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Quetzal Cyan, Violet",About 120 EUR,Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,"Quad-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 38, 40, 41",,,"Glass front, plastic back, plastic frame",,,,,X652,,,,,,"16 MP, f/1.8, (wide), PDAF 5 MP, 14mm (ultrawide) 2 MP, (depth)",,,,,
infinix,Infinix Hot 8,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-s8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, September 04","Available. Released 2019, September",165 x 76.3 x 8.7 mm (6.50 x 3.00 x 0.34 in),179 g (6.31 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.52 inches, 102.6 cm2 (~81.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",eMMC 5.1,"Android 9.0 (Pie), XOS 5.0",Quad-core 2.0 GHz Cortex-A53Octa-core 1.8 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 4GB RAM","8 MP, f/2.0, 25mm (wide)",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,Dirac Surround Sound,"Li-Po 5000 mAh, non-removable",,,"Quetzal Cyan, Cosmic Purple, Shark Grey, Midnight Black",£ 149.90,Mediatek MT6761 Helio A22 (12 nm) - 32/2 GBMediatek MT6762 Helio P22 (12 nm) - 64/4 GB,PowerVR GE8320,"Quad-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 38, 40, 41",,,"Glass front, glass back",,,LED flash,,"X650C, X650B, X650, X650D",,,,,,"13 MP, f/1.8, 26mm (wide), 1/3.1"", 1.12µm, PDAF 2 MP, (depth) QVGA (Low light sensor)",,,,£ 149.90,
infinix,Infinix Note 6,https://fdn2.gsmarena.com/vv/bigpic/infinix-note-6-x610.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, June","Available. Released 2019, June",154.2 x 74.5 x 7.7 mm (6.07 x 2.93 x 0.30 in),173 g (6.10 oz),,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.01 inches, 93.2 cm2 (~81.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Stylus,Android 9.0 (Pie),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),microSDXC (dedicated slot),64GB 4GB RAM,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,eMMC 5.1,"Li-Po 4000 mAh, non-removable",,,"Midnight Black, Mocha Brown, Aqua Blue",About 180 EUR,Mediatek MT6765 Helio P35 (12nm),PowerVR GE8320,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 40, 41",,,,,,LED flash,,X610,,,,,,"16 MP (wide), PDAF 8 MP (ultrawide) 2 MP, (depth)",,,,,
infinix,Infinix Smart3 Plus,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart3-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, April","Available. Released 2019, April",157 x 76 x 7.8 mm (6.18 x 2.99 x 0.31 in),148 g (5.22 oz),,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 96.3 cm2 (~80.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",eMMC 5.1,Android 9.0 (Pie),Quad-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM",8 MP,1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 3500 mAh, non-removable",,,"Midnight Black, Aqua Blue, Cosmic Purple, Bordeaux Red, Mocha Brown",About 7000 INR,Mediatek MT6761 Helio A22 (12 nm),PowerVR GE8320,"Dual-LED flash, HDR",,,,,,,,,,,,"1, 3, 5, 8, 38, 40, 41",,,"Glass front, plastic back, plastic frame",,,HDR,,"X267, X267 X627V",,,,,,"13 MP, f/1.8, PDAF 2 MP QVGA",,,,,
infinix,Infinix S4,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-s4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, April","Available. Released 2019, April",156 x 75 x 7.9 mm (6.14 x 2.95 x 0.31 in),154 g (5.43 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~82.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",eMMC 5.1,Android 9.0 (Pie),Octa-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 6GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Space gray, nebula blue, twilight purple",,Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,"Quad-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 38, 40, 41",,,"Glass front, plastic back, plastic frame",,,,,"X626, X626B, X610B, X626B LTE",,,,,,"13 MP, PDAF 8 MP 2 MP",,,,,
infinix,Infinix Hot 7 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-7-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, March","Available. Released 2019, March",155 x 74.8 x 8 mm (6.10 x 2.94 x 0.31 in),165 g (5.82 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~82.8% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",eMMC 5.1,Android 9.0 (Pie),Octa-core (4x2.4 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53)Octa-core 1.8 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 6GB RAM",,1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Midnight Black, Mocha Brown, Bordeaux Red, Aqua Blue",About 130 EUR,Mediatek MT6757T Helio P25 (16 nm) - 32+2 GBMediatek MT6762 Helio P22 (12 nm) - 32/64+3/6 GB,Mali-T880MP2PowerVR GE8320,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 38, 40, 41",,,"Glass front, plastic back, plastic frame",,"13 MP, AF 2 MP, (depth)",LED flash,,"X625, X625B, X625, X625D",,,,,,,,,,,"13 MP 2 MP, depth sensor"
infinix,Infinix Hot 7,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot7.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1700 / 1900 / 2100,HSPA 42.2/5.76 Mbps,"2019, January","Available. Released 2019, January",157 x 75.7 x 8 mm (6.18 x 2.98 x 0.31 in),166 g (5.86 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 99.2 cm2 (~83.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~260 ppi density)",eMMC 5.1,Android 8.0 Oreo (Go edition),Quad-core 1.3 GHz,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 2GB RAM, 64GB 4GB RAM",8 MP,1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Sandstone Black, Sapphire Blue, Blush Gold, Bordeaux Red",About 100 EUR,Mediatek MT6580 (28 nm),,"LED flash, panorama, HDR",,,,,,,,,,,,N/A,,,"Glass front, plastic back, plastic frame",,"13 MP, AF 0.3 MP, (depth)",LED flash,,"X624B, X624, X652A",,,,,,,,,,,
infinix,Infinix Zero 6 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-6.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2019, March","Available. Released 2019, March",156.8 x Unknown x 8 mm,178 g (6.28 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.18 inches,FullHD+,eMMC 5.1,Android 8.0 (Oreo),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),microSDXC (dedicated slot),128GB 6GB RAM,"20 MP, f/2.0, (wide)",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,Yes,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Ion 3650 mAh, non-removable",,,Sapphire Cyan,,Qualcomm SDM636 Snapdragon 636 (14 nm),Adreno 509,"Quad-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,,,"12 MP, AF 24 MP, AF",,,X620,,,,,,,Corning Gorilla Glass 5,,,,
infinix,Infinix Zero 6,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-6.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2019, March","Available. Released 2019, March",156.8 x Unknown x 8 mm,178 g (6.28 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.18 inches,FullHD+,eMMC 5.1,Android 8.0 (Oreo),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),microSDXC (dedicated slot),64GB 6GB RAM,"20 MP, f/2.0, (wide)",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,Yes,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Ion 3650 mAh, non-removable",,,"Black, Gold",,Qualcomm SDM636 Snapdragon 636 (14 nm),Adreno 509,"Quad-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,,,"12 MP, AF 24 MP, AF",,,X620B,,,,,,,Corning Gorilla Glass 5,,,,
infinix,Infinix Smart 2 HD,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart2-hd-n.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,HSPA 21.1/5.76 Mbps,"2018, October","Available. Released 2018, October",156.9 x 76.5 x 8.2 mm (6.18 x 3.01 x 0.32 in),165 g (5.82 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~77.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",,Android 8.1 (Oreo),Quad-core 1.3 GHz Cortex-A7,microSDXC (dedicated slot),16GB 1GB RAM,"8 MP, AF",1080p@30fps,8 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass, fingerprint (except Thailand, Colombia)",,,"Li-Ion 3500 mAh, non-removable",,,"Sandstone Black, Bordeaux Red, Serene Gold",,Mediatek MT6580 (28 nm),,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,LED flash,,X609,,,,,,,,,,,
infinix,Infinix Hot 6X,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot6x-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,157 x 75 x 8 mm (6.18 x 2.95 x 0.31 in),168 g (5.93 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm2 (~82.2% screen-to-body ratio)",720 x 1500 pixels (~268 ppi density),eMMC 5.1,Android 8.1 (Oreo),Quad-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM",8 MP,1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Midnight Black, Champagne Gold, Kent Blue, Bordeaux Red",,Qualcomm MSM8917 Snapdragon 425 (28 nm),Adreno 308,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 10, 20, 28, 38, 40, 41",,,,,"13 MP, PDAF 2 MP, (depth)",LED flash,,X623,,,,,,,,,,,
infinix,Infinix Note 5 Stylus,https://fdn2.gsmarena.com/vv/bigpic/infinix-note5-stylus-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,158 x 75 x 8.4 mm (6.22 x 2.95 x 0.33 in),173 g (6.10 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.4 cm2 (~78.0% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Stylus,"Android 8.1 (Oreo), Android One",Octa-core 2.0 GHz Cortex-A53,microSDXC (uses shared SIM slot),"32GB 4GB RAM, 64GB 4GB RAM","16 MP (wide), f/1.8, 1.12µm, PDAF","4K@30fps, 1080p@30fps (gyro-EIS), 720p@120fps","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,eMMC 5.1,"Li-Po 4000 mAh, non-removable",,,"Bordeaux Red, Charcoal Blue, Champagne Gold",,Mediatek MT6763T Helio P23 (16 nm),Mali-G71 MP2,"Dual-LED dual-tone flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 38, 40, 41",,,"Glass front, aluminum back, aluminum frame",,,,Charging 10W,X605,,,,,,,,,,,
infinix,Infinix S3X,https://fdn2.gsmarena.com/vv/bigpic/infinix-s3x-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,156.7 x 75.3 x 8 mm (6.17 x 2.96 x 0.31 in),150 g (5.29 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm2 (~82.0% screen-to-body ratio)",720 x 1500 pixels (~268 ppi density),eMMC 5.1,Android 8.1 (Oreo),Octa-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","16 MP, 1.4µm",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Ice Blue, Sandstone Black, Tradewinds Grey",,Qualcomm MSM8937 Snapdragon 430 (28 nm),Adreno 505,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 40, 41",,,,,"13 MP, PDAF 2 MP, (depth)",,Charging 10W,X622,,,,,,,,,,,
