Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1
infinix,Infinix Hot 6,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot6-n.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,HSPA 42.2/5.76 Mbps,2018,Available. Released 2018,157.7 x 75.4 x 8 mm (6.21 x 2.97 x 0.31 in),145 g (5.11 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",,Android 8.1 (Oreo) - 2 GB modelAndroid 8.1 Oreo (Go edition) - 1 GB model,Quad-core 1.3 GHz,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM","13 MP, f/2.0, AF",1080p@30fps,8 MP,1080p@30fps,"Yes, with dual speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Bordeaux Red, Magic Gold, Sandstone Black, City Blue",,,,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,LED flash,Charging 10W,"X606D, X606C, X606, X606B",,,,,,,,,,,
infinix,Infinix Note 5,https://fdn2.gsmarena.com/vv/bigpic/infinix-note5-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,158 x 75 x 8.4 mm (6.22 x 2.95 x 0.33 in),173 g (6.10 oz),,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",eMMC 5.1,"Android 8.1 (Oreo), Android One",Octa-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","12 MP, f/2.0, 1/2.8"", 1.25µm, PDAF",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Po 4500 mAh, non-removable",,,"Berlin Gray, Ice Blue, Milan Black",About 90 EUR,Mediatek MT6763 Helio P23 (16 nm),Mali-G71 MP2,"Dual-LED dual-tone flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 40, 41",,,,,,LED flash,Charging 10W,"X604, X604B",,,,,,,,,,,
infinix,Infinix Smart 2 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart2-pro-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,147.5 x 71 x 8.3 mm (5.81 x 2.80 x 0.33 in),138 g (4.87 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~74.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,Android 8.1 (Oreo),Quad-core 1.5 GHz Cortex-A53,microSDXC,16GB 2GB RAM,8 MP,1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Ion 3050 mAh, non-removable",,,"Sandstone Black, Bordeaux Red, Serene Gold",,,,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 40, 41",,,,,"13 MP, PDAF 2 MP, (depth)",LED flash,,X5514D,,,,,,,,,,,
infinix,Infinix Smart 2,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart2-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,148 x 71 x 8.4 mm (5.83 x 2.80 x 0.33 in),138 g (4.87 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~74.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,Android 8.1 (Oreo) or Android 8.1 Oreo (Go edition),Quad-core 1.5 GHz Cortex-A53 or Quad-core 1.3 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM, 32GB 3GB RAM","13 MP, PDAF",1080p@30fps,8 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity; Fingerprint (16GB/1GB only)",,,"Li-Ion 3050 mAh, non-removable",,,"Sandstone Black, Bordeaux Red, Serene Gold, City Blue",,,,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 40, 41",,,,,,Dual-LED flash,,"X5515, X5515F",,,,,,,,,,,
infinix,Infinix Hot 6 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot6-pro-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,160.4 x 76.2 x 8.3 mm (6.31 x 3.00 x 0.33 in),158 g (5.57 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~76.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",eMMC 5.1,Android 8.0 (Oreo),Quad-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","5 MP, f/2.0",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Bordeaux Red, Magic Gold, Sandstone Black, Blue",,Qualcomm MSM8917 Snapdragon 425 (28 nm),Adreno 308,"LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 40, 41",,,,,"13 MP, f/2.0, PDAF 2 MP, (depth)",LED flash,,X608,,,,,,,,,,,
infinix,Infinix Hot S3,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-s3-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,153 x 72.9 x 8.4 mm (6.02 x 2.87 x 0.33 in),150 g (5.29 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",eMMC 5.1,Android 8.1 (Oreo),Octa-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, PDAF",1080p@30fps,"20 MP, f/2.0, (wide)",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Blush Gold, Sandstone Black, Topaz Blue, Bordeaux Red, Brush Gold",,Qualcomm MSM8937 Snapdragon 430 (28 nm),Adreno 505,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 8, 40, 41",,,,,,Dual-LED flash,Charging 10W,"X573, X573B",,,,,,,,,,,
infinix,Infinix Zero 5 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero5-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,166.4 x 82.4 x 8 mm (6.55 x 3.24 x 0.31 in),197 g (6.95 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.98 inches, 98.6 cm2 (~71.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~368 ppi density)",,Android 7.0 (Nougat),Octa-core (4x2.6 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),microSDXC,128GB 6GB RAM,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Ion 4350 mAh, non-removable",,,Bronze Gold Black,,Mediatek MT6757CD Helio P20 (16 nm),Mali-T880MP2,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40",,,"Glass front (Gorilla Glass 3), aluminum back, aluminum frame",,"12 MP (wide), f/2.0, AF 13 MP (telephoto), f/2.6, 2x zoom, AF",LED flash,,,,,,,,,Corning Gorilla Glass 3,,,,
infinix,Infinix Zero 5,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero5-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,166.4 x 82.4 x 8 mm (6.55 x 3.24 x 0.31 in),197 g (6.95 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.98 inches, 98.6 cm2 (~71.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~368 ppi density)",,Android 7.0 (Nougat),Octa-core (4x2.6 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),microSDXC (dedicated slot),64GB 6GB RAM,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Ion 4350 mAh, non-removable",,,"Sandstone Black, Champange Gold, Bordeaux Red",,Mediatek MT6757CD Helio P20 (16 nm),Mali-T880MP2,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40",,,,,"12 MP (wide), f/2.0, AF 13 MP (telephoto), f/2.6, 2x zoom, AF",LED flash,,X603,,,,,,,Corning Gorilla Glass 3,,,,
infinix,Infinix Hot 5 Lite,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot5-lite-n.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA 42.2/11.5 Mbps,2017,Available. Released 2017,154.8 x 77.7 x 8.4 mm (6.09 x 3.06 x 0.33 in),168 g (5.93 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",HSDPA 850 / 1700(AWS) / 1900 / 2100,Android 7.0 (Nougat),Quad-core 1.3 GHz Cortex-A7,microSDHC,16GB 1GB RAM,"8 MP, AF",720p@30fps,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,Dirac 3D Stereo Surround sound,"Li-Po 4000 mAh, non-removable",,,"Gold, Black, White, Lemon, Red",,Mediatek MT6580M,Mali-400MP2,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,LED flash,,,,,,,,,,,,,
infinix,Infinix Hot 5,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot5-n.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,HSPA 42.2/11.5 Mbps,2017,Available. Released 2017,154.8 x 77.7 x 8.4 mm (6.09 x 3.06 x 0.33 in),168 g (5.93 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Dirac 3D Stereo Surround sound,Android 7.0 (Nougat),Quad-core 1.3 GHz Cortex-A7,microSDHC,16GB 2GB RAM,"8 MP, AF",720p@30fps,5 MP,720p,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Gold, Black, White, Lemon, Red",,Mediatek MT6580M,Mali-400MP2,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,LED flash,,"X559C, X559, X559F",,,,,,,,,,,
infinix,Infinix Note 4 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-note4-pro-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2017, July","Available. Released 2017, July",159 x 79 x 8.3 mm (6.26 x 3.11 x 0.33 in),200 g (7.05 oz),,"Dual SIM (Micro-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~71.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Stylus (not integrated),Android 7.0 (Nougat),Octa-core 1.3 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, AF",1080p@30fps,"8 MP, 1/3.2"", 1.4µm",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,"Li-Po 4500 mAh, non-removable",,,"Champagne Gold, Sandstone Black, Prussian Blue, Lilac Gray",,Mediatek MT6753 (28 nm),Mali-T720MP3,"Dual-LED dual-tone flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 7, 8, 20, 38, 40",,,"Glass front, aluminum frame",,,LED flash,Fast charging 25W,X571,,,,,,,,,,,
infinix,Infinix Note 4,https://fdn2.gsmarena.com/vv/bigpic/infinix-note4-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2018,Available. Released 2018,159 x 78.8 x 8.4 mm (6.26 x 3.10 x 0.33 in),198 g (6.98 oz),,"Dual SIM (Micro-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",,Android 7.0 (Nougat),Octa-core 1.3 GHz Cortex-A53,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, AF",1080p@30fps,"8 MP, 1/3.2"", 1.4µm",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity, compass",,,"Li-Po 4300 mAh, non-removable",,,"Champagne Gold, Milan Black, Ice Blue",,Mediatek MT6753 (28 nm),Mali-T720MP3,"Dual-LED dual-tone flash, panorama, HDR",,,,,,,,,,,,"2, 3, 4, 7, 28",,,"Glass front, aluminum back, aluminum frame",,,LED flash,Fast charging 18W,"X572, X572-LTE",,,,,,,,,,,
infinix,Infinix Smart,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-n.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,HSPA 42.2/5.76 Mbps,2017,Available. Released 2017,144.9 x 71.9 x 8.4 mm (5.70 x 2.83 x 0.33 in),145 g (5.11 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",HSDPA 900 / 2100,Android 7.0 (Nougat),Quad-core 1.3 GHz Cortex-A7,microSDXC,16GB 1GB RAM,"8 MP, AF",720p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,HSDPA 850 / 1700(AWS) / 1900 / 2100,"Li-Ion 3060 mAh, non-removable",,,"Champagne gold, Sandstone Black, Bordeaux red, Mysterious blue, Apple Green",,Mediatek MT6580 (28 nm),Mali-400MP2,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,LED flash,,X5010,,,,,,,,,,,
infinix,Infinix Zero 4 Plus,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero4-plus-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, March","Available. Released 2017, March",160.5 x 83 x 8.3 mm (6.32 x 3.27 x 0.33 in),203 g (7.16 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.98 inches, 98.6 cm2 (~74.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~368 ppi density)",HSDPA 850 / 1700 / 1900 / 2100,Android 6.0 (Marshmallow),Deca-core 2.0 GHz,microSDXC,64GB 4GB RAM,"21 MP, f/2.0, PDAF, Laser AF, OIS",1080p@30fps,"13 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"2, 3, 4, 7, 28","Li-Ion 4000 mAh, non-removable",,,"Lilac grey, Champagne, Galaxy Blue, Silver purple",,Mediatek MT6797M Helio X20 (20 nm),Mali-T880 MP4,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 7, 8, 20, 38, 40",,,,,,LED flash,,Zero 4 Plus,,,,,,,Corning Gorilla Glass 3,,,,
infinix,Infinix Zero 4,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero4-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, March","Available. Released 2017, March",151.5 x 76 x 7.8 mm (5.96 x 2.99 x 0.31 in),167.5 g (5.93 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",HSDPA 850 / 1700 / 1900 / 2100,Android 6.0 (Marshmallow),Octa-core 1.3 GHz Cortex-A53,microSDXC (dedicated slot),32GB 3GB RAM,"16 MP, f/2.0, PDAF, Laser AF, OIS",1080p@30fps,"8 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"2, 3, 4, 7, 28","Li-Ion 3200 mAh, non-removable",,,"Anthracite Grey, Champagne Gold, Barbie Pink, Filber Brown",,Mediatek MT6753 (28 nm),Mali-T720MP3,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 7, 8, 20, 38, 40",,,,,,LED flash,,Zero 4,,,,,,,Corning Gorilla Glass 3,,,,
infinix,Infinix S2 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-s2-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2017,Available. Released 2017,148.9 x 72.1 x 8.1 mm (5.86 x 2.84 x 0.32 in),147 g (5.19 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",HSDPA 850 / 1700(AWS) / 1900 / 2100,Android 7.0 (Nougat),Octa-core 1.3 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, PDAF",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"2, 3, 4, 7, 28","Li-Po 3000 mAh, non-removable",,,"Midnight Black, Orchid Gray, Coral Blue, Arctic Silver, Maple Gold",,Mediatek MT6753 (28 nm),Mali-T720MP3,"Dual-LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 7, 8, 20, 38, 40",,,,,"13 MP 8 MP, 9mm (ultrawide)",LED flash,Charging 10W,"S2 Pro, S2",,,,,,,,,,,
infinix,Infinix Hot 4 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot4-pro-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, August","Available. Released 2016, August",152.6 x 76.2 x 8.6 mm (6.01 x 3.00 x 0.34 in),175 g (6.17 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",eMMC 5.0,Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A7,microSDHC,16GB 2GB RAM,"13 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Anthracite Gray, Champagn Gold, Glossy Silver, Mysterious Blue",,Mediatek MT6737W (28 nm),Mali,"LED flash, panorama, HDR",,,,,,,,,,,,"1, 3, 5, 7, 8, 20, 38, 40",,,,,,LED flash,,HOT 4 Pro,,,,,,,,,,,
infinix,Infinix Hot 4,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot4-n.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100,HSPA 42.2/11.5 Mbps,"2016, July","Available. Released 2016, July",152.6 x 76.2 x 8.6 mm (6.01 x 3.00 x 0.34 in),175 g (6.17 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A7,microSDHC,"16GB 1GB RAM, 16GB 2GB RAM","8 MP, AF",1080p@30fps,5 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Po 4000 mAh, non-removable",,,"Luxurious Gold, Sandstone Black, Scarlet Red, Turquoise Dream, Sapphire Blue",,Mediatek MT6580,Mali-400MP2,"LED flash, panorama, HDR",,,,,,,,,,,,,,,,,,LED flash,,HOT 4,,,,,,,,,,,
infinix,Infinix Note 3 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-note3-pro-n.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, July","Available. Released 2016, July",162.5 x 82.8 x 8.4 mm (6.40 x 3.26 x 0.33 in),199 g (7.02 oz),,"Dual SIM (Micro-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~73.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",,Android 6.0 (Marshmallow),Octa-core 1.3 GHz Cortex-A53,No,"16GB 2GB RAM, 16GB 3GB RAM","13 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Ion 4500 mAh, non-removable",,,"Palm gold, Crystal gray, Champagne Gold, Glossy silver",,Mediatek MT6753 (28 nm),Mali-T720MP3,"Dual-LED flash, panorama",,,,,,,,,,,,"1, 3, 5, 7, 8, 20, 38, 40",,,,,,LED flash,,NOTE 3 Pro,,,,,,,,,,,
