Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm,4G bands,5G bands,Build,Triple,Features_1,NFC,Charging,Performance,Quad,256GB 8GB RAM,128GB 4GB RAM,64GB 3GB RAM,128GB 6GB RAM,64GB 6GB RAM,Dual,64GB 4GB RAM,32GB 3GB RAM,Languages
sharp,Sharp Aquos S3 mini,https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-s3-mini.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2018, March","Available. Released 2018, March",142.7 x 73 x 7.8 mm (5.62 x 2.87 x 0.31 in),140 g (4.94 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IGZO IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 80.7 cm2 (~77.5% screen-to-body ratio)","1080 x 2040 pixels, 17:9 ratio (~420 ppi density)",Android 7.1.1 (Nougat),Qualcomm SDM630 Snapdragon 630 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 508,microSDXC (uses shared SIM slot),64GB 6GB RAM,"16 MP, f/2.0, PDAF",1080p@30fps,CDMA 800 & TD-SCDMA,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,"Li-Ion 3020 mAh, non-removable",,,"Black,Blue, Gold",,"LED flash, HDR, panorama","20 MP, f/2.0, (wide), 1/3"", 0.9µm",1080p@30fps,,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE",About 250 EUR,,,,,,,,,,,,,,,,,,,,,"1, 3, 5, 8, 11, 12, 17, 19, 26, 28, 41, 42",,"Glass front, glass back, aluminum frame",,,,Charging 10W,,,,,,,,,,,
sharp,Sharp Pi,https://fdn2.gsmarena.com/vv/bigpic/sharp-pi.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2018, February","Available. Released 2018, March",-,-,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Android 7.0 (Nougat),Mediatek MT6737M (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC,16GB 2GB RAM,8 MP,1080p@30fps,eMMC 5.0,Yes,No,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity",,Li-Ion 3000 mAh battery,,,"White/Gold, black",,"LED flash, panorama, HDR",,,,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 110 EUR,,,,,,,,,,Scratch-resistant glass,,,,,,,,,,,"1, 3, 5, 7, 8, 40",,,,,,,,,,,,,,"13 MP, f/2.2, AF 2 MP, (depth)",,,
sharp,Sharp R1S,https://fdn2.gsmarena.com/vv/bigpic/sharp-r1s1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2018, February","Available. Released 2018, March",-,-,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 7.0 (Nougat),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),32GB 3GB RAM,"5 MP, f/2.4",1080p@30fps,eMMC 5.1,Yes,No,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity",,"Li-Ion 5000 mAh, non-removable",,,Black,,"Dual-LED dual-tone flash, panorama, HDR",,,,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE",About 170 EUR,,,,,,,,,,,,,,,,"FS8028, FS8014",,,,,"1, 3, 5, 7, 8, 40",,,,,,Reverse charging,,,,,,,,"13 MP, f/2.0, AF 5 MP, f/2.4, (depth)",,,
sharp,Sharp Aquos S2,https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-s2.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2017, August","Available. Released 2017, August",141.8 x 72 x 7.9 mm (5.58 x 2.83 x 0.31 in),140 g (4.94 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 80.7 cm2 (~79.0% screen-to-body ratio)","1080 x 2040 pixels, 17:9 ratio (~420 ppi density)",Android 7.1.1 (Nougat),Qualcomm SDM630 Snapdragon 630 (14 nm) - 64/4GBQualcomm SDM660 Snapdragon 660 (14 nm) - 128/6GB,Octa-core (4x2.2 GHz Cortex-A53 & 4x1.8 GHz Cortex A53) - 64/4GBOcta-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver) - 128/6GB,Adreno 508 - 64/4GBAdreno 512 - 128/6GB,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 6GB RAM","8 MP, f/2.0, 1/3.2"", 1.4µm",1080p@30fps,CDMA 800 & TD-SCDMA,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",eMMC 5.1,"Li-Po 3020 mAh, non-removable",,,"White, Black, Blue, Green",,"Dual-LED dual-tone flash, panorama, HDR",,,,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",About 450 EUR,,,,,,,,,,Corning Gorilla Glass (unspecified version),,,,,,FS8010,,,,,"1, 3, 4, 5, 7, 8, 12, 28, 39, 40, 41",,"Glass front (Gorilla Glass), glass back, aluminum frame",,,Yes,Charging 10W,GeekBench: 4046 (v4.4)GFXBench: 5.6fps (ES 3.1 onscreen),,,,,,,"12 MP, f/1.8, 1/2.55"", 1/3.2"", 1.4µm, dual pixel PDAF 8 MP",,,
sharp,Sharp Z3,https://fdn2.gsmarena.com/vv/bigpic/sharp-z3.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2017, April","Available. Released 2017, April",157 x 78.5 x 7.8 mm (6.18 x 3.09 x 0.31 in),185 g (6.53 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~72.7% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)",Android 7.0 (Nougat),Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSDXC (uses shared SIM slot),64GB 4GB RAM,"16 MP, f/2.0, PDAF, OIS",1080p@30fps,CDMA 800 & TD-SCDMA,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",eMMC 5.1,"Li-Ion 3100 mAh, non-removable",,,Champagne Gold,,"Dual-LED flash, panorama, HDR","13 MP, f/1.8, PDAF",,,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE",About 380 EUR,,,,,,,,24-bit/192kHz audio,,Corning Gorilla Glass (unspecified version),,,,,,"Z3, FS8009",,,,,"1, 3, 5, 7, 8, 28, 38, 39, 40, 41",,,,,,Charging 10W,,,,,,,,,,,
sharp,Sharp Z2,https://fdn2.gsmarena.com/vv/bigpic/sharp-z2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2016, October","Available. Released 2016, October",153 x 76 x 8.4 mm (6.02 x 2.99 x 0.33 in),160 g (5.64 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6797 Helio X20 (20 nm),"Deca-core (2x2.3GHz Cortex-A72, 4x2.0GHz Cortex-A53, 4x1.4GHz Cortex-A53)",Mali-T880 MP4,microSDXC (uses shared SIM slot),32GB 4GB RAM,"16 MP, PDAF",1080p@30fps,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Li-Ion 3000 mAh, non-removable",,,"Silver, Gold",,"LED flash, panorama, HDR",8 MP,,,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE",About 330 EUR,,,,,,,,,,Corning Gorilla Glass (unspecified version),,,,,,FS8002,Yes,,,,LTE (unspecified),,,,,,,,,,,,,,,,,
sharp,Sharp MS1,https://fdn2.gsmarena.com/vv/bigpic/sharp-ms1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2016, October","Available. Released 2016, October",155 x 76.9 x 7.6 mm (6.10 x 3.03 x 0.30 in),151 g (5.33 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (uses shared SIM slot),64GB 3GB RAM,"13 MP, AF",1080p@30fps,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,"Li-Ion 2600 mAh, non-removable",,,"Hanayome White, Pure Pink",,"LED flash, panorama, HDR",13 MP,,,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE",About 240 EUR,,,,,,,,,,Corning Gorilla Glass (unspecified version),,,,,,FS8001,,,,,LTE (unspecified),,,,,,,,,,,,,,,,,
sharp,Sharp Aquos Xx,https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-xx.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,,,"2015, May. Released 2015, July",Discontinued,146 x 79 x 8.7 mm (5.75 x 3.11 x 0.34 in),168 g (5.93 oz),Nano-SIM,"S-PureLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~77.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Android 5.0 (Lollipop),Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, AF","4K@30fps, 1080p@120fps, 480p@210fps",Splash resistant,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, gyro, proximity, compass",eMMC 5.0,"Li-Ion 3000 mAh, non-removable",Up to 410 h (2G) / Up to 450 h (3G),Up to 11 h 30 min (2G) / Up to 22 h 30 min (3G),"Black, White, Red",,"LED flash, panorama, HDR",2.1 MP,1080p@30fps,,HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",About 340 EUR,,,,,,,,Direct Wave Receiver,,,,,,,,"304SH, 404SH",,,,,LTE 900 / 1700 / 2100 / 2500,,,,,Yes,,,,,,,,,,,,
sharp,Sharp Aquos Crystal 2,https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-crystal-2.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,,,"2015, May. Released 2015, July",Discontinued,136 x 71 x 11 mm (5.35 x 2.80 x 0.43 in),154 g (5.43 oz),Nano-SIM,"S-PureLED capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~77.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Android 5.0 (Lollipop),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, AF",1080p@30fps,Splash resistant,Yes,Yes,Wi-Fi 802.11 b/g,"4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",eMMC 4.5,"Li-Ion 2030 mAh, non-removable",,,"Black, White, Red, Blue",,"LED flash, panorama, HDR",2.1 MP,,,HSDPA 900 / 2100,"HSPA, LTE",About 300 EUR,,,,,,,,Direct Wave Receiver,,,,,,,,403SH,,,,,"1, 3, 8, 42",,"Glass front, plastic back, plastic frame",,,Yes,,,,,,,,,,,,
sharp,Sharp Aquos Crystal,https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-crystal.jpg,CDMA / EVDO / LTE,CDMA 800 / 1900,,,"2014, August. Released 2014, August",Discontinued,131 x 67 x 10 mm (5.16 x 2.64 x 0.39 in),141 g (4.97 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~78.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),8GB 1.5GB RAM,"8 MP, AF",1080p@30fps,eMMC 4.5,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",Tuned by Harman Kardon Direct Wave Receiver,"Li-Ion 2040 mAh, non-removable",,Up to 13 h,"Black, White",,"LED flash, panorama, HDR",1.2 MP,,,CDMA2000 1xEV-DO,"EV-DO Rev.A 3.1 Mbps, LTE",About 180 EUR,,,,,,,,,,,,,,,,"305SH, 306SH, SH825Wi",,,,,"25, 26, 41",,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
sharp,Sharp SH530U,https://fdn2.gsmarena.com/vv/bigpic/sharp-sh530u.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2012, October. Released 2012, October",Discontinued,146.5 x 81 x 9.9 mm (5.77 x 3.19 x 0.39 in),168.8 g (5.93 oz),"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 71.2 cm2 (~60.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),20GB 512MB RAM,"5 MP, AF",Yes,MP3/AAC+/WAV/WMA player MP4/Xvid/DivX/H.264/WMV player Document viewer/editor Photo viewer,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",,"Li-Ion 1950 mAh, removable",Up to 560 h,Up to 9 h,"Snowy White, Cherry Red",,,VGA,,,HSDPA 900 / 2100 - SIM 1 only,HSPA 7.2/5.76 Mbps,About 320 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp SE-02,https://fdn2.gsmarena.com/vv/bigpic/sharp-se-02.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Yes,Yes,2012,Discontinued,107 x 52 x 12 mm (4.21 x 2.05 x 0.47 in),88.5 g (3.10 oz),Mini-SIM,"TFT touchscreen, 256K colors","2.8 inches, 22.3 cm2 (~40.1% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot), 1 GB included","128MB ROM, 64MB RAM",3.15 MP,480p,No,"Yes, with stereo speakers",,No,"2.1, A2DP",,FM radio,microUSB 2.0,Accelerometer,ISDB-T Digital TV tuner SNS applications MP3/AAC+/WAV player MP4/H.263 player Organizer Document viewer Voice memo Predictive text input,Removable Li-Ion 1240 mAh battery,Up to 315 h,Up to 5 h 30 min,"Black, red",,,,,,,,,,"1000 entries, Photocall",Yes,"SMS(threaded view), MMS, Email",Yes,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp Aquos SH80F,https://fdn2.gsmarena.com/vv/bigpic/orange-sharp-AQUOS-PHONE-SH80F.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,,,"2011, September. Released 2011, October",Discontinued,127 x 64 x 11.9 mm (5.0 x 2.52 x 0.47 in),135 g (4.76 oz),Mini-SIM,"3D LCD capacitive touchscreen, 16M colors","4.2 inches, 48.6 cm2 (~59.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~262 ppi density)",Android 2.3 (Gingerbread),,1.0 GHz Scorpion,Adreno 205,microSDHC (dedicated slot),2GB 512MB RAM,"8 MP, AF 8 MP, AF","1080p (2D), 720p (3D)",TapFlow UI,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",HDMI port MP3/AAC+/WAV/WMA player MP4/Xvid/H.264/WMV player Organizer 3D photo viewer Document viewer/editor Voice memo/dial Predictive text input,Removable Li-Ion 1240 mAh battery,Up to 450 h (2G) / Up to 410 h (3G),Up to 5 h 20 min (2G) / Up to 5 h 20 min (3G),Black,,LED flash,VGA,,,HSDPA 900 / 2100,HSPA,About 470 EUR,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp Aquos SH8298U,https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-sh8298u.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, September. Released 2011, September",Discontinued,-,-,Mini-SIM,"3D LCD capacitive touchscreen, 16M colors","4.2 inches, 48.6 cm2","540 x 960 pixels, 16:9 ratio (~262 ppi density)",Android 2.3.4 (Gingerbread),,1.4 GHz Scorpion,Adreno 205,microSDHC (dedicated slot),2GB 512MB RAM,"8 MP, AF 8 MP, AF",Yes,MP3/AAC+/WAV/WMA player MP4/Xvid/H.264/WMV player Organizer Document viewer/editor Voice memo/dial Predictive text input,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,Removable Li-Ion 1240 mAh battery,,,"Black, red, white",,LED flash,Yes,,,HSDPA,HSPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp FX,https://fdn2.gsmarena.com/vv/bigpic/sharp-fx.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2010, July. Released 2010, July",Discontinued,114.3 x 55.9 x 15.2 mm (4.5 x 2.20 x 0.60 in),141.8 g (4.97 oz),Mini-SIM,"TFT, 256K colors","3.0 inches, 25.6 cm2 (~40.1% screen-to-body ratio)","400 x 240 pixels, 5:3 ratio (~155 ppi density)",,,,,microSDHC (dedicated slot),80MB,2 MP,Yes,No,Yes,No,No,"2.1, A2DP",No,Stereo FM radio,2.0,,Mobile TV Music ID MP3/eAAC+ player MP4/H.263 player Organizer Voice memo Predictive text input,Removable Li-Ion 1240 mAh battery,Up to 240 h,Up to 3 h,Black,,,,,,HSDPA 850 / 1900 / 2100,HSPA 3.6/0.384 Mbps,About 210 EUR,QWERTY,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML",,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp AQUOS  941SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-941sh.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, October. Released 2010, January",Discontinued,119 x 53 x 16.6 mm (4.69 x 2.09 x 0.65 in),130 g (4.59 oz),Mini-SIM,"TFT resistive touchscreen, 16M colors","4.0 inches, 39.7 cm2 (~62.9% screen-to-body ratio)",480 x 1024 (~283 ppi density),,,,,microSDHC (dedicated slot),,"8 MP, AF",Yes,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",No,2.0,"Accelerometer, proximity",,Removable Li-Ion battery,Up to 310 h (2G) / Up to 350 h (3G),Up to 3 h 40 min (2G) / Up to 3 h 30 min (3G),"Black, Blue, Red, White",,LED flash,,,,HSDPA,HSPA,,,"2000 entries, Photocall",Yes,"SMS, MMS, Email, Push Email",Yes + downloadable,"Yes, MIDP 2.0",,"Digital TV tuner MP3/eAAC+/WAV player MP4/H.264 player Document viewer (Word, Excel, PowerPoint, PDF) Organizer Voice memo/dial","WAP 2.0/xHTML, HTML",,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp 940SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-940sh.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, December. Released 2010, January",Discontinued,111 x 51 x 16 mm (4.37 x 2.01 x 0.63 in),130 g (4.59 oz),Mini-SIM,"TFT resistive touchscreen, 16M colors","3.4 inches, 31.9 cm2 (~56.3% screen-to-body ratio)","854 x 480 pixels, 16:9 ratio (~288 ppi density)",,,,,microSDHC (dedicated slot),,12 MP,320p@100fps,External hidden display,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",No,2.0,,,Removable Li-Po battery,Up to 300 h (2G) / Up to 340 h (3G),Up to 3 h 30 min (2G) / Up to 3 h 20 min (3G),"Black, Blue, Red, White, Brown",,Xenon flash,,,,HSDPA,HSPA,,,"2000 entries, Photocall",Yes,"SMS, MMS, Email, Push Email, IM",Yes + downloadable,"Yes, MIDP 2.0",,"Digital TV tuner MP3/eAAC+/WAV player MP4/H.264 player Document viewer (Word, Excel, PowerPoint, PDF) Organizer Voice memo/dial","WAP 2.0/xHTML, HTML",,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp 936SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-936sh.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,Class 10,Class 10,"2009, September. Released 2009, September",Discontinued,108 x 50 x 15.9 mm (4.25 x 1.97 x 0.63 in),129 g (4.55 oz),Mini-SIM,"TFT, 16M colors","3.0 inches, 24.8 cm2 (~45.9% screen-to-body ratio)","854 x 480 pixels, 16:9 ratio (~327 ppi density)",,,,,microSDHC (dedicated slot),,"8 MP, AF",w480p@30fps,IPX7 splash resistant,Yes,No,No,"2.1, A2DP",No,No,2.0,,MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer Voice memo,Removable Li-Po battery,Up to 300 h,Up to 4 h,"Navy, White, Green ground",,,Yes,,,HSDPA,HSPA 3.6/0.384 Mbps,,,"2000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, MMS, Email, IM",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML",,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp 934SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-934sh.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,Class 10,Class 10,"2009, August. Released 2009, August",Discontinued,108 x 50 x 15.9 mm (4.25 x 1.97 x 0.63 in),129 g (4.55 oz),Mini-SIM,"TFT, 16M colors","3.0 inches, 24.8 cm2 (~45.9% screen-to-body ratio)","854 x 480 pixels, 16:9 ratio (~327 ppi density)",,,,,microSDHC (dedicated slot),,"8 MP, AF",w480p@30fps,IPX5 splash resistant,Yes,No,No,"2.1, A2DP",No,No,2.0,Accelerometer,"External monochrome 3"" display, 456 x 240 pixels",Removable Li-Po battery,Up to 270 h (2G) / Up to 300 h (3G),Up to 3 h 40 min (2G) / Up to 3 h 50 min (3G),"White, Pink, Black, Brown Wood",,,Yes,,,HSDPA,HSPA 3.6/0.384 Mbps,,,"2000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, MMS, Email, IM",Yes + downloadable,"Yes, MIDP 2.0",,UV sensor MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer Voice memo,"WAP 2.0/xHTML, HTML",,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp 930SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-930sh.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,,,"2008, October. Released 2008, November",Discontinued,105 x 48 x 15.2 mm (4.13 x 1.89 x 0.60 in),110 g (3.88 oz),Mini-SIM,"TFT, 16M colors","3.0 inches, 24.8 cm2 (~49.2% screen-to-body ratio)","854 x 480 pixels, 16:9 ratio (~327 ppi density)",,,,,microSDHC (dedicated slot),100MB,"8 MP, AF",w480p@30fps,"External 0.8 inch display, 86x16 pixels",Yes,No,No,"2.0, A2DP",No,No,2.0,Accelerometer,MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer QR code reader Voice memo,Removable Li-Ion 680 mAh battery,Up to 260 h (2G) / Up to 250 h (3G),Up to 3 h 30 min (2G) / Up to 3 h 10 min (3G),"Black, Blue Green, Pink, White Silver, Silver Violet",,,Yes,,,HSDPA 2100,HSPA 3.6/0.384 Mbps,,,"1000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, MMS, Email, IM",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML",,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
