Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm,4G bands,5G bands,Build,Triple,Features_1,NFC,Charging,Performance,Quad,256GB 8GB RAM,128GB 4GB RAM,64GB 3GB RAM,128GB 6GB RAM,64GB 6GB RAM,Dual,64GB 4GB RAM,32GB 3GB RAM,Languages
sharp,Sharp 923SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-923sh.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,,,"2008, June. Released 2008 July",Discontinued,113 x 50 x 18.6 mm (4.45 x 1.97 x 0.73 in),132 g (4.66 oz),Mini-SIM,"TFT, 16M colors","3.3 inches, 30.0 cm2 (~53.1% screen-to-body ratio)","854 x 480 pixels (Wide-VGA), 16:9 ratio (~297 ppi density)",,,,,microSDHC (dedicated slot),100MB,"5 MP, AF",w480p@30fps,Optical trackpad,Yes,No,No,"2.0, A2DP",Yes,No,2.0,"Accelerometer, compass",Swivel and rotate display External 0.6 inch display(86 x 16 pixels),Removable Li-Ion 790 mAh battery,Up to 310 h (2G) / Up to 310 h (3G),Up to 4 h 20 min (2G) / Up to 3 h 20 min (3G),"Black, Blue, Pink, White, Purple",,,Yes,,,HSDPA 2100,HSPA 3.6/0.384 Mbps,,,"Yes, up to 1000 entries","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email (POP3, SMTP)",Yes + downloadable,"Yes, MIDP 2.0",,"DVB Tuner MP3/eAAC+ player MP4/ASF/3gp player Predictive text input Organizer Voice memo Document viewer (Word, Excel, PowerPoint, PDF)",WAP 2.0/xHTML,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp 825SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-825sh.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,,,"2008, June. Released 2008, July",Discontinued,102.9 x 48 x 14.9 mm (4.05 x 1.89 x 0.59 in),105 g (3.70 oz),Mini-SIM,"TFT, 16M colors","2.8 inches, 22.3 cm2 (~45.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),50MB,"2 MP, AF",320p@15fps,Shake control,Yes,No,No,"2.0, A2DP",No,No,2.0,Accelerometer,"MP3/eAAC+ player MP4/ASF/3gp player Digital TV tuner (1seg) Document viewer (Word, Excel, PowerPoint, PDF) Predictive text input Organizer QR code reader Voice memo",Removable Li-Ion 680 mAh battery,Up to 290 h (2G) / Up to 240 h (3G),Up to 3 h 50 min (2G) / Up to 3h 10 min (3G),"Black, White, Peach Pink, Rose Red, Lime Green, Lemon Yellow",,,Yes,,,HSDPA 1900,HSPA,,,1000 entries,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email (POP3 only)",Yes + downloadable,"Yes, MIDP 2.0",,,WAP 2.0/xHTML,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
sharp,Sharp SX862,https://fdn2.gsmarena.com/vv/bigpic/sharp-sx862.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,,,"2008, May. Released 2008",Discontinued,110 x 50 x 18 mm (4.33 x 1.97 x 0.71 in),120 g (4.23 oz),Mini-SIM,"TFT, 256K colors","3.2 inches, 28.2 cm2 (~51.3% screen-to-body ratio)","854 x 480 pixels (Wide-VGA), 16:9 ratio (~306 ppi density)",,,,,microSD (dedicated slot),50MB,"3.15 MP, AF",480p,Swivel and rotate display Downloadable wallpapers,Yes,No,No,"2.0, A2DP",No,No,2.0,,"MP3/MP4/3gp player Predictive text input Organizer Voice memo Document viewer (Word, Excel, PowerPoint, PDF)",Removable Li-Ion battery,Up to 350 h,Up to 4 h 40 min,"Black, Silver",,,Yes,,,HSDPA 2100,HSPA 3.6/0.384 Mbps,,,"Yes, up to 750 entries","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email (POP3 only)",Yes + downloadable,"Yes, MIDP 2.0",,,WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC+ ringtones",,,,,,,,,,,,,,,,,,,,
sharp,Sharp GX18,https://fdn2.gsmarena.com/vv/bigpic/sharp-gx18.jpg,GSM,GSM 900 / 1800,Class 10,No,"2008, March. Released 2008, June",Discontinued,106 x 45 x 11.5 mm (4.17 x 1.77 x 0.45 in),70 g (2.47 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~21.4% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,7MB,VGA,Yes,Downloadable wallpapers and ringtones,No,No,No,2.0,No,No,miniUSB,,No,Removable Li-Ion battery,Up to 210 h,Up to 7 h 30 min,Crystal Black with Matt Silver,,,,,,,,About 60 EUR,,"Yes, up to 500 entries","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email (POP3 only)",Yes + downloadable,"Yes, MIDP 2.0",,Video player Predictive text input Organizer Voice recorder,WAP 2.0/xHTML,,,,,,,,,Vibration; Polyphonic(32) ringtones,,,,,,,,,,,,,,,,,,,,
sharp,Sharp 880SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-880sh.gif,GSM / HSPA,GSM 900 / 1800 / 1900,,,"2007, September",Discontinued,101 x 47.8 x 15 mm (3.98 x 1.88 x 0.59 in),93 g (3.28 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~31.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSD (dedicated slot),50MB,"2 MP, AF",320p,Four-way navigation Status light in 2 colors,No,No,No,"2.0, A2DP",No,FM radio,2.0,,MP3/MP3/AAC/AAC+ player Video player Predictive text input Organizer Voice recorder,Removable Li-Ion (XN-1BT80),Up to 320 h,Up to 4 h 20 min,Black,,LED flash,Videocall camera,,,HSDPA 850 / 1900 / 2100,HSPA 3.6/0.384 Mbps,,,"750 entries,  Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML(NetFront v3.3)",,,,,,,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,,,,,,,,,,,,,,,,,
sharp,Sharp GX34,https://fdn2.gsmarena.com/vv/bigpic/sharp-gx34.jpg,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2007, November. Released 2007, November",Discontinued,93 x 44.6 x 21 mm (3.66 x 1.76 x 0.83 in),87 g (3.07 oz),Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~27.4% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,microSD (dedicated slot),9MB,2 MP,QCIF,Second external display  Four-way navigation Status light in 7 colors,No,No,No,2.0,No,No,2.0,,No,Removable Li-Ion battery,Up to 250 h,Up to 3 h 30 min,Black,,,,,,,,,,"500 x 9 fields, contact groups, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,MP3 player Predictive text input Organizer Voice memo (max 10 sec each),WAP 1.2.1,,,,,,,,,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,
sharp,Sharp GX33,https://fdn2.gsmarena.com/vv/bigpic/sharp-gx33.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2007, Q3",Discontinued,93 x 44.6 x 21 mm (3.66 x 1.76 x 0.83 in),87 g (3.07 oz),Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~27.4% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,No,9MB,VGA,SQCIF,Second external display  Four-way navigation Status light in 7 colors,No,No,No,2.0,No,No,2.0,,No,Removable Li-Ion battery,Up to 250 h,Up to 3 h 30 min,Black,,,,,,,,,,"500 x 9 fields, contact groups, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,MP3 player Predictive text input Organizer Voice memo (max 10 sec each),WAP 1.2.1,,,,,,,,,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,
sharp,Sharp 705SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-705sh.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2006, May",Discontinued,101 x 50 x 17 mm (3.98 x 1.97 x 0.67 in),104 g (3.67 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~29.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSD (dedicated slot),,2 MP,Yes,Second external mono display (12 x 72 pixels),No,No,No,Yes,No,No,Proprietary,,Face recognition MP3/AAC player Predictive text input Organizer,Removable Li-Ion battery,Up to 300 h,Up to 3 h 50 min,"Gold, Royal Black, Silky Pink",,,CIF videocall camera,,,UMTS 2100,"Yes, 384 kbps",,,"500 entries, Photocall","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,,WAP,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
sharp,Sharp 904,https://fdn2.gsmarena.com/vv/bigpic/sharp-904sh.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2006, February",Discontinued,104 x 50 x 28 mm (4.09 x 1.97 x 1.10 in),151 g (5.33 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 37 x 48 mm, 17.8 cm2 (~34.3% screen-to-body ratio)","480 x 640 pixels, 4:3 ratio (~333 ppi density)",,,,,miniSD,20MB,"3.15 MP, AF, 2x optical zoom",Yes,Second external mono display (12 x 72 pixels),"Yes, with stereo speakers",No,No,Yes,No,No,Proprietary,,CIF videocall camera,Removable Li-Ion battery,Up to 350 h,Up to 4 h 40 min,"Violet, Black, Blue",,LED flash,,,,UMTS 2100,"Yes, 384 kbps",,,"Yes, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,MP3/AAC player Predictive text input Organizer Face recognition Voice memo Karaoke,WAP,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
sharp,Sharp 770SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-770sh.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2006, March",Discontinued,101 x 50 x 17.1 mm (3.98 x 1.97 x 0.67 in),101 g (3.56 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~29.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSD (dedicated slot),20MB,1.3 MP,QCIF,Second external mono display (12 x 72 pixels),No,No,No,1.1,No,No,Proprietary,,Video streaming Video downloading MP3/AAC/AAC+/AAC+e player Predictive text input Organizer Voice memo Stopwatch,Removable Li-Ion 820 mAh battery,Up to 330 h,Up to 2 h 40 min,"Silver, Black",,,Videocall camera,,,UMTS 2100,"Yes, 384 kbps",,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,,WAP,,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,,,,,,,,
sharp,Sharp 550SH,https://fdn2.gsmarena.com/vv/bigpic/sharp-550sh.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2006, February",Discontinued,111 x 47 x 18.5 mm (4.37 x 1.85 x 0.73 in),98 g (3.46 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~23.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSD (dedicated slot),20MB,1.3 MP,QCIF,Videocall camera,No,No,No,1.1,No,No,Proprietary,,MP3/AAC player Predictive text input Organizer Voice memo,Removable Li-Ion battery,Up to 370 h,Up to 4 h,,,,,,,UMTS 2100,"Yes, 384 kbps",,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,,WAP,,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,,,,,,,,
sharp,Sharp GX29,https://fdn2.gsmarena.com/vv/bigpic/sharp-gx29.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2006, February",Discontinued,93.8 x 46 x 20.3 mm (3.69 x 1.81 x 0.80 in),92 g (3.25 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~28.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,No,2.1MB,VGA,SQCIF,Second external mono display 72 x 12 pixels,No,No,No,1.1,No,No,Proprietary,,No,Removable Li-Ion battery,Up to 250 h,Up to 3 h 40 min,Silver,,,,,,,,,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,Predictive text input Organizer Voice memo Rate conversion,WAP,,,,,,,,,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,
sharp,Sharp 903,https://fdn2.gsmarena.com/vv/bigpic/sharp-903.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2005, July",Discontinued,109 x 50 x 29 mm (4.29 x 1.97 x 1.14 in),140 g (4.94 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 36 x 48 mm, 17.8 cm2 (~32.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"miniSD, 64 MB included",8MB,"3.15 MP, 2x optical zoom",320p,Videocall camera,"Yes, with stereo speakers",No,No,1.1,No,No,Proprietary,,3D stereo sound,Removable Li-Ion 900 mAh battery,Up to 250 h,Up to 4 h,Black,,LED flash,,,,UMTS 2100,"Yes, 384 kbps",,,"500 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,MP3/AAC/AAC+ player Predictive text input Organizer Voice memo Barcode reading,WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,
sharp,Sharp 703,https://fdn2.gsmarena.com/vv/bigpic/sharp-703.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2005, July",Discontinued,99 x 47 x 23 mm (3.90 x 1.85 x 0.91 in),107 g (3.77 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~26.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,miniSD,8MB,1.3 MP,320p,Second external mono display 72 x 12 pixels,No,No,No,1.1,No,No,Proprietary,,Videocall camera,Removable Li-Ion battery,Up to 290 h,Up to 4 h,Black,,,,,,UMTS 2100,"Yes, 384 kbps",,,Photo call,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,MP3/AAC/AAC+ player Predictive text input Organizer,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
sharp,Sharp GX17,https://fdn2.gsmarena.com/vv/bigpic/sharp-gx17.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2005, Q1",Discontinued,106 x 45.5 x 17.4 mm (4.17 x 1.79 x 0.69 in),85 g (3.00 oz),Mini-SIM,"TFT, 65K colors","1.9 inches, 11.2 cm2 (~23.2% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~105 ppi density)",,,,,No,,VGA,Yes,No,No,No,No,1.1,No,No,Proprietary,,Predictive text input Organizer Voice memo,Removable Li-Ion (XN-1BT30),Up to 290 h,Up to 3 h 50 min,,,,,,,,,,,Yes,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,,WAP,,,,,,,,Yes,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,
sharp,Sharp GX40,https://fdn2.gsmarena.com/vv/bigpic/sharp-gx40.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2005, Q2",Discontinued,93 x 46 x 22 mm (3.66 x 1.81 x 0.87 in),98 g (3.46 oz),Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 2.0 inch, 4:3 ratio",,,,,miniSD,,1.3 MP,QCIF,No,No,No,No,1.1,No,FM radio,Proprietary,,Video player MP3/AAC/AAC+ player Predictive text input Organizer Voice memo,Removable Li-Ion battery,Up to 290 h,Up to 3 h 50 min,,,,,,,,,,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,WAP,,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,,,,,,,,
sharp,Sharp 902,https://fdn2.gsmarena.com/vv/bigpic/sh902.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2004, Q3",Discontinued,102 x 50 x 26 mm (4.02 x 1.97 x 1.02 in),149 g (5.26 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 36 x 48 mm, 17.8 cm2 (~35.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"SD/MMC, up to 1 GB, 32 MB included",26MB,"2 MP, 2x optical zoom",Yes,Second external display 72 x 12 pixels 180 degree swiveling display,Yes,No,No,1.1,No,No,miniUSB,,Video streaming and download MP3/MP4 player Predictive text input Organizer Photo editor Voice dial/memo,Removable Li-Ion 870 mAh battery (XN-1BT90),Up to 140 h,Up to 3 h,"Mirror White, Titanium Gray, Warm Orange",,LED flash,Yes,,,UMTS 2100,"Yes, 384 kbps",,,Photo call,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
sharp,Sharp 802,https://fdn2.gsmarena.com/vv/bigpic/sh802.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2004, Q3",Discontinued,102 x 50 x 26 mm (4.02 x 1.97 x 1.02 in),149 g (5.26 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 36 x 48 mm, 17.8 cm2 (~35.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"SD/MMC, 32 MB included",8MB,1.3 MP,Yes,180 deg swivel,"Yes, with stereo speakers",No,No,1.1,No,No,miniUSB,,Video streaming and download Predictive text input MP3/MP4 player Organizer Photo editor,Removable Li-Ion 870 mAh battery (XN-1BT90),,,Silver,,LED flash,Yes,,,UMTS 2100,"Yes, 384 kbps",,,Photo call,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
sharp,Sharp TM200,https://fdn2.gsmarena.com/vv/bigpic/shtm200.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, Q4",Discontinued,96 x 49 x 27 mm (3.78 x 1.93 x 1.06 in),120 g (4.23 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~31.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,,SD,9MB,"2 MP, AF",Yes,"Second external TFT display (64 x 96 pixels), 65K colors",No,No,No,1.1,No,No,,,No,Removable Li-Ion 840 mAh battery,Up to 220 h,Up to 3 h 20 min,,,LED flash,,,,,,About 460 EUR,,Yes,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,MP3/AAC/MP4 player Predictive text input Organizer Voice memo,WAP 2.0/xHTML,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
sharp,Sharp GX25/GZ200,https://fdn2.gsmarena.com/vv/bigpic/shgx25.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, Q3",Discontinued,92 x 46 x 23.5 mm (3.62 x 1.81 x 0.93 in),90 g (3.17 oz),Mini-SIM,"TFT, 256K colors",,"320 x 240 pixels, 4:3 ratio",,,,,No,,VGA,Yes,Static and animated(GIF) wallpapers,No,No,No,1.1,No,No,,,2.1 MB memory for gallery 0.8 MB memory for MMS 200 short messages,Removable Li-Ion 780 mAh battery,Up to 250 h,Up to 3 h 30 min,,,LED flash,,,,,,,,"500 x 8 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,Predictive text input Organizer Voice memo,WAP,,,,,,,,Yes,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,
sharp,Sharp TM150,https://fdn2.gsmarena.com/vv/bigpic/shtm150.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, Q3",Discontinued,93 x 43 x 25 mm (3.66 x 1.69 x 0.98 in),113 g (3.99 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~37.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,SD/MMC,6MB,1 MP,Yes,Second external 65K colors display 64 x 96 pixels,No,No,No,No,No,No,1.1,,No,Removable Li-Ion 780 mAh battery,Up to 200 h,Up to 3 h 20 min,,,,,,,,,,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Downloadable,"Yes, MIDP 1.0",,Predictive text input Organizer Voice memo,WAP 2.0/xHTML,,,,,,,,,"Vibration; Downloadable polyphonic, SMAF, MIDI, i-melody, AMR ringtones",,,,,,,,,,,,,,,,,,,,
sharp,Sharp TM100,https://fdn2.gsmarena.com/vv/bigpic/shtm100.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, Q1",Discontinued,100 x 49 x 19 mm (3.94 x 1.93 x 0.75 in),95 g (3.35 oz),Mini-SIM,"CGS, 256K colors",,"240 x 320 pixels, 4:3 ratio",,,,,No,,VGA,Yes,,Yes,No,No,No,No,No,Proprietary,,No,Removable Li-Ion 780 mAh battery,Up to 200 h,Up to 3 h,,,,,,,,,About 330 EUR,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS 5.0, MMS, Email",Yes,"Yes, MIDP 1.0",,Predictive text input Photo editor Organizer Voice memo (60 sec.),WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,
sharp,Sharp V801SH,https://fdn2.gsmarena.com/vv/bigpic/shv801.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2004, Q1",Discontinued,102 x 50 x 26 mm (4.02 x 1.97 x 1.02 in),126 g (4.44 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 36 x 48 mm, 17.8 cm2 (~35.0% screen-to-body ratio)","240 x 320 pixels, 20 lines, 4:3 ratio (~167 ppi density)",,,,,"SD, 16 MB included",5MB,1 MP,Yes,"Second external display (64 x 96 pixels), 65K colors Four-way navigation",No,No,No,No,No,No,Proprietary,,No,Removable Li-Ion battery,Up to 220 h,Up to 3 h,"4 - Noble White, Precious Black, Shanghai Red...",,,,,,UMTS 2100,"Yes, 384 kbps",,,500 X 6 fields,"20 received, dialed and missed calls","SMS, EMS, MMS, Email",Yes,Yes,,Audio/video player Predictive text input Barcode reading/creation Organizer World Clock Voice memo,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
sharp,Sharp GX30,https://fdn2.gsmarena.com/vv/bigpic/shgx30.gif,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,No,"2004, Q1",Discontinued,95 x 49 x 26 mm (3.74 x 1.93 x 1.02 in),110 g (3.88 oz),Mini-SIM,"CGS, 256K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~32.2% screen-to-body ratio)","240 x 320 pixels, 8 lines, 4:3 ratio (~182 ppi density)",,,,,"SD, 16 MB included",6MB,1 MP,Yes,"Second external display (64 x 96 pixels), 65K colors Four-way navigation Status light in 7 colors",No,No,No,1.1,No,No,Proprietary,,Voice memo (max 10 sec each),Removable Li-Ion 780 mAh battery,Up to 250 h,Up to 3 h,,,LED flash,,,,,,,,"500 x 9 fields, contact groups, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes + downloadable,"Yes, MIDP 1.0",,MP3 player Predictive text input Organizer,WAP 1.2.1,,,,,,,,Yes,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,
sharp,Sharp GX15/GZ100,https://fdn2.gsmarena.com/vv/bigpic/shgx15.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,2004,Discontinued,105 x 45 x 18 mm (4.13 x 1.77 x 0.71 in),90 g (3.17 oz),Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",,,,,No,1.8MB,VGA,Yes,Four-way navigation Wallpapers,No,No,No,1.1,No,No,Proprietary,,No,Removable Li-Ion 780 mAh battery,Up to 210 h,Up to 3 h 30 min,Silver,,,,,,,,,,"650 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, EMail",4,"Yes, MIDP 2.0",,Predictive text input Organizer Changeable Covers,WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,
sharp,Sharp GX22,https://fdn2.gsmarena.com/vv/bigpic/shgx22.gif,GSM,GSM 900 / 1800 / 1900,Yes,No,"2003, Q3",Discontinued,94 x 49 x 25 mm (3.70 x 1.93 x 0.98 in),102 g (3.60 oz),Mini-SIM,"CGS, 256K colors",,"240 x 320 pixels, 4:3 ratio",,,,,No,2MB,VGA,No,"Second external display (80 x 60 pixels), 65K colors Four-way navigation Status light in 7 colors",No,No,No,No,No,No,,,No,Removable Li-Ion 720 mAh battery,Up to 250 h,Up to 3 h 30 min,,,LED flash,,,,,,,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",Yes,Yes,,Predictive text input Organizer Voice memo,WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic, recorded ringtones, composer",,,,,,,,,,,,,,,,,,,,"English, Traditional Chinese"
