Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Chipset,GPU,Quad,Features_1,Charging,Triple,Models,SAR,128GB 6GB RAM,128GB 8GB RAM,NFC,64GB 6GB RAM,5G bands,32GB 3GB RAM,64GB 4GB RAM,64GB 3GB RAM,Build,Dual,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 12GB RAM,128GB 12GB RAM,RMA161,128GB 4GB RAM,Audio quality,256GB 8GB RAM,16GB 2GB RAM,Keyboard,Languages,8GB 1GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1
o2,O2 Ice,https://fdn2.gsmarena.com/vv/bigpic/o2-ice.gif,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,"Yes, 384 kbps","2006, August",Discontinued,118 x 44 x 14 mm (4.65 x 1.73 x 0.55 in),92 g (3.25 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~24.2% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),microSD (dedicated slot),"Yes, Photocall","20 dialed, 20 received, 20 missed calls",1.3 MP,,Yes,VGA videocall camera,,No,No,No,Yes,No,No,Proprietary,,"SMS, MMS",WAP,Yes+ downloadable,Yes,MP3 player Predictive text input Organizer Stopwatch,Removable Li-Ion battery,Up to 312 h,Up to 6 h,,White,About 160 EUR,,,,32MB,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XDA Atom Exec,https://fdn2.gsmarena.com/vv/bigpic/o2-xda-atom-exec.gif,GSM,GSM 900 / 1800 / 1900,,,"2006, June",Discontinued,102 x 58 x 18.5 mm (4.02 x 2.28 x 0.73 in),140 g (4.94 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors (65K effective)","2.7 inches, 22.6 cm2 (~38.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~148 ppi density)",miniSD,,,2 MP,LED flash,Yes,,,"Yes, with stereo speakers",No,Wi-Fi 802.11b,1.2,No,FM radio,miniUSB,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Handwriting recognition,Removable Li-Po 1530 mAh battery,,,,Silver,About 310 EUR,Class 10,Class 10,No,"64MB RAM, 192MB ROM","Vibration; Downloadable polyphonic, MP3, AAC ringtones",Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player,,Yes,,Microsoft Windows Mobile 5.0 PocketPC,Intel XScale PXA 27x 520MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XDA Trion,https://fdn2.gsmarena.com/vv/bigpic/o2-xda-trion.gif,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,UMTS 850 / 1900 / 2100,"Yes, 384 kbps","2006, May",Discontinued,113 x 58 x 22 mm (4.45 x 2.28 x 0.87 in),160 g (5.64 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~37.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",microSD (dedicated slot),,,2 MP,LED flash,Yes,QCIF videocall camera,,Yes,No,Wi-Fi 802.11b/g,2.0,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Handwriting recognition,Removable Li-Ion 1350 mAh battery,Up to 300 h,Up to 5 h,,Silver,About 360 EUR,,,Pocket Office  Voice memo MP3/AAC player,"64MB RAM, 128MB ROM","Vibration; Downloadable polyphonic, MP3 ringtones",,,Yes,,Microsoft Windows Mobile 5.0 PocketPC,400 MHz Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QWERTY,,,,,
o2,O2 XDA Neo,https://fdn2.gsmarena.com/vv/bigpic/o2-xda-neo.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,"2006, February",Discontinued,108.8 x 59.3 x 18.4 mm (4.28 x 2.33 x 0.72 in),150 g (5.29 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~37.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",SD/MMC,,,2 MP,,CIF,,,Yes,No,Wi-Fi 802.11b/g,2.0,No,No,miniUSB,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Handwriting recognition,Removable Li-Ion 1200 mAh battery,Up to 200 h,Up to 5 h,,Stylish black,About 300 EUR,Class 10,Class 10,No,"64MB RAM, 128MB ROM",Vibration; Downloadable polyphonic ringtones,Pocket Office  Voice memo MP3/AAC player,,Yes,,Microsoft Windows Mobile 5.0 PocketPC,200 MHz ARM926EJ-S,,,,TI OMAP 850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XDA Atom,https://fdn2.gsmarena.com/vv/bigpic/o2-xda-atom.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, November",Discontinued,102 x 58 x 18.5 mm (4.02 x 2.28 x 0.73 in),140 g (4.94 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors (65K effective)","2.7 inches, 22.6 cm2 (~38.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~148 ppi density)",miniSD,,,2 MP,LED flash,Yes,,,"Yes, with stereo speakers",No,Wi-Fi 802.11b,1.2,No,FM radio,miniUSB,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Handwriting recognition,Removable Li-Po 1530 mAh battery,Up to 150 h,Up to 5 h 30 min,,Silver,About 260 EUR,Class 10,Class 10,No,"64MB RAM, 128MB ROM","Vibration; Downloadable polyphonic, MP3, AAC ringtones",Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player,,Yes,,Microsoft Windows Mobile 5.0 PocketPC,Intel PXA272 416 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XDA Orion,https://fdn2.gsmarena.com/vv/bigpic/o2-xda-orion.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,"2005, October",Discontinued,107.5 x 46 x 17.5 mm (4.23 x 1.81 x 0.69 in),106 g (3.74 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 34 x 45 mm, 15.0 cm2 (~30.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",MiniSD,,,1.3 MP,,Yes,,,Yes,No,Wi-Fi 802.11b,1.2,No,No,miniUSB,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,5-way navigation button,Removable Li-Po 1150 mAh battery,Up to 150 h,Up to 4 h,,,,Class 10,Class 10,No,"64MB RAM, 64MB ROM","Vibration; Downloadable polyphonic, MP3 ringtones, composer",MP3/AAC player Predictive text input Organizer Voice memo,,Yes,,Microsoft Windows Mobile 5.0 Smartphone,200 MHz ARM926EJ-S,,,,TI OMAP 850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XDA Exec,https://fdn2.gsmarena.com/vv/bigpic/o2-xda-exec.gif,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,"Yes, 384 kbps","2005, August",Discontinued,127 x 81 x 25 mm (5.0 x 3.19 x 0.98 in),285 g (10.05 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.6 inches, 73 x 55 mm, 40.1 cm2 (~39.0% screen-to-body ratio)","640 x 480 pixels, 4:3 ratio (~222 ppi density)",SDIO/MMC,,,1.3 MP,,Yes,VGA videocall camera,,"Yes, with stereo speakers",No,Wi-Fi 802.11b,1.2,No,No,miniUSB,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Handwriting recognition,Removable Li-Ion 1620 mAh battery,Up to 250 h,Up to 8 h,,Stylish black,About 300 EUR,,,Dual speakers,"64MB RAM, 128MB ROM","Vibration; Downloadable polyphonic, MP3, AAC ringtones",Pocket Office  Voice memo MP3/AAC player,,Yes,,Microsoft Windows Mobile 5.0 PocketPC,Intel Bulverde 520 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QWERTY,,,,,
o2,O2 XDA mini S,https://fdn2.gsmarena.com/vv/bigpic/o2-xdamini-s.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,"2005, Q3",Discontinued,108 x 58 x 23 mm (4.25 x 2.28 x 0.91 in),160 g (5.64 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~38.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","miniSD, up to 2 GB",,,1.3 MP,LED flash,Yes,,,Yes,No,Wi-Fi 802.11b/g,2.0,No,No,miniUSB,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,No,Removable Li-Po 1200 mAh battery,Up to 200 h,Up to 5 h,,Silver,,Class 10,Yes,Microsoft ActiveSync Pocket Office  MP3/AAC player Predictive text input,"64MB RAM, 128MB ROM","Vibration; Downloadable polyphonic, MP3 ringtones",,,Yes,,Microsoft Windows Mobile 5.0 PocketPC,200 MHz ARM926EJ-S,,,,TI OMAP 850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QWERTY,,,,,
o2,O2 X2i,https://fdn2.gsmarena.com/vv/bigpic/o2-x2i.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, Q4",Discontinued,89 x 44 x 22 mm (3.50 x 1.73 x 0.87 in),95 g (3.35 oz),Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",No,Yes,Yes,VGA,,No,,,No,No,No,Yes,No,No,Proprietary,,"SMS, MMS",WAP 2.0/xHTML,Yes + downloadable,Yes,Second external OLED display,Removable Li-Ion battery,Up to 237 h,Up to 5 h,,Black,,Class 10,No,No,,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 X7,https://fdn2.gsmarena.com/vv/bigpic/o2-x7.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, September",Discontinued,85 x 41 x 21 mm (3.35 x 1.61 x 0.83 in),83 g (2.93 oz),Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,No,Yes,"20 dialed, 20 received, 20 missed calls",1.3 MP,LED flash,Yes,,,No,No,No,No,No,No,,,"SMS, EMS, MMS",WAP,Yes+ downloadable,"Yes, MIDP 1.0",Wallpapers,Removable Li-Ion 730 mAh battery,Up to 170 h,Up to 4 h,,Blue,,Class 10,No,No,7MB,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer Stopwatch,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XDA phone,https://fdn2.gsmarena.com/vv/bigpic/o2-xda-phone.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,"2005, September",Discontinued,107 x 46 x 17.5 mm (4.21 x 1.81 x 0.69 in),105 g (3.70 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~30.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",miniSD,,,1.3 MP,,Yes,,,Yes,No,No,1.2,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,No,Removable Li-Po 1150 mAh battery,Up to 250 h,Up to 5 h,,Silver,,Class 10,No,Microsoft ActiveSync MP3/AAC player Predictive text input,"64MB RAM, 64MB ROM","Vibration; Downloadable polyphonic, MP3 ringtones",,,Yes,,Microsoft Windows Mobile 5.0 Smartphone,200 MHz ARM926EJ-S,,,,TI OMAP 850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 Xphone IIm,https://fdn2.gsmarena.com/vv/bigpic/o2-xphoneIIm.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, Q1",Discontinued,107 x 47 x 19 mm (4.21 x 1.85 x 0.75 in),106 g (3.74 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~30.3% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),MiniSD,,,VGA,,Yes,,,Yes,No,No,1.1,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,5-way navigation button 3-color LED indicator Downloadable logos,Removable Li-Ion 1050 mAh battery,Up to 140 h,Up to 4 h,,Stylish black and silver,,Class 10,No,No,32MB,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",MP3/AAC player Predictive text input Organizer,,Yes,,Microsoft Smartphone 2003 SE,200 MHz ARM926EJ-S,,,,TI OMAP 730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
o2,O2 X1b,https://fdn2.gsmarena.com/vv/bigpic/o2-x1b.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, Q2",Discontinued,102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in),86 g (3.03 oz),Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",No,Yes,Yes,CIF,,No,,,Yes,No,No,Yes,No,No,,,"SMS, EMS, MMS",WAP 2.0/xHTML,Yes,No,5-way navigation key,Removable Li-Ion battery,Up to 200 h,Up to 3 h,,,,Yes,No,No,16MB,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XM,https://fdn2.gsmarena.com/vv/bigpic/o2-xm.gif,GSM,GSM 900 / 1800 / 1900,,,"2005, Q2",Discontinued,89 x 47 x 23.5 mm (3.50 x 1.85 x 0.93 in),91 g (3.21 oz),Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,MMC/SDIO,"250 entries, Photocall",Yes,1.3 MP,,Yes,,,No,No,No,No,No,No,,,"SMS, MMS",WAP 2.0/xHTML,Yes,"Yes, MIDP 2.0",Second external color display,Removable Li-Ion battery,Up to 200 h,Up to 4 h,,,,Class 10,No,No,13.8MB,"Vibration; Downloadable polyphonic, MP3 ringtones",MP3 player Predictive text input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 X4,https://fdn2.gsmarena.com/vv/bigpic/o2x4.gif,GSM / UMTS,GSM 900 / 1800,UMTS 2100,"Yes, 384 kbps","2004, Q4",Discontinued,89.9 x 45.1 x 24 mm (3.54 x 1.78 x 0.94 in),116 g (4.09 oz),Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,"miniSD, 32 MB included","500 entries, Photo call",Yes,1.3 MP,LED flash,Yes,,,No,No,No,No,No,No,Proprietary,,"SMS, MMS",WAP 2.0/xHTML,Yes + downloadable,"Yes, MIDP 2.0",Second external 4096 colors display Downloadable pictures,Removable Li-Ion battery,Up to 180 h,Up to 3 h,,,,,,No,,"Vibration; Downloadable polyphonic, MP3 ringtones",MP3 player Predictive text input Organizer Stopwatch,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XDA II mini,https://fdn2.gsmarena.com/vv/bigpic/o2xda2sm.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q4",Discontinued,108 x 58 x 18 mm (4.25 x 2.28 x 0.71 in),150 g (5.29 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~38.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",MMC/SDIO,,,1.3 MP,,Yes,,,Yes,No,No,Yes,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Handwriting recognition,Removable Li-Ion 1200 mAh battery,Up to 180 h,Up to 5 h,,"Stylish black, silver",,Class 10,No,No,"64MB RAM, 64MB ROM",Vibration; Downloadable polyphonic ringtones,Pocket Office  Voice memo MP3/AAC player,,Yes,,Microsoft Windows Mobile 2003 SE PocketPC,Intel PXA272 416 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XDA IIs,https://fdn2.gsmarena.com/vv/bigpic/o2xda2s.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,"2004, Q4",Discontinued,125 x 71 x 19 mm (4.92 x 2.80 x 0.75 in),210 g (7.41 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.5 inches, 53 x 71 mm, 37.9 cm2 (~42.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",MMC/SDIO,,,VGA,,Yes,,,Yes,No,Wi-Fi 802.11b,Yes,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Handwriting recognition,Removable Li-Po 1490 mAh battery,Up to 168 h,Up to 4 h,,,,Class 10,No,44 MB ROM available,"128MB RAM, 96MB ROM",Vibration; Downloadable polyphonic ringtones,Pocket Office  MP3/MP4 player Voice memo,,Yes,,Microsoft Windows Mobile 2003 SE PocketPC,Intel XScale PXA263 400 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QWERTY,,,,,
o2,O2 XDA IIi,https://fdn2.gsmarena.com/vv/bigpic/o2xda2i.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q4",Discontinued,130 x 70 x 19 mm (5.12 x 2.76 x 0.75 in),190 g (6.70 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.5 inches, 53 x 71 mm, 37.9 cm2 (~41.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",MMC/SDIO,,,1.3 MP,,Yes,,,Yes,No,Wi-Fi 802.11b,Yes,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,Handwriting recognition,Removable Li-Po 1200 mAh battery,Up to 150 h,Up to 3 h 30 min,,,,Class 10,No,44 MB ROM available,"128MB RAM, 96MB ROM",Vibration; Downloadable polyphonic ringtones,"Pocket Office  MP3/MP4 player PDF, PPT viewer  Voice memo",,Yes,,Microsoft Windows Mobile 2003 SE PocketPC,Intel Xscale PXA272 520 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 Xphone II,https://fdn2.gsmarena.com/vv/bigpic/o2xphone2.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q4",Discontinued,107 x 44 x 18 mm (4.21 x 1.73 x 0.71 in),102 g (3.60 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~32.4% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),"miniSD, 64 MB included",,,VGA,,Yes,,,Yes,No,No,Yes,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,5-way navigation key Downloadable pictures,Removable Li-Ion battery,Up to 140 h,Up to 4 h 30 min,,,,Class 10,No,No,32MB,Vibration; Downloadable polyphonic ringtones,MP3/MP4 player Predictive text input Organizer,,Yes,,Microsoft Smartphone 2003 SE OS,200 MHz ARM926EJ-S,,,,TI OMAP 730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 X3,https://fdn2.gsmarena.com/vv/bigpic/o2x3.gif,GSM,GSM 900 / 1800 / 1900,,,"2004,1 Q",Discontinued,81 x 42 x 26 mm (3.19 x 1.65 x 1.02 in),96 g (3.39 oz),Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,"miniSD, 32 MB included",500,Yes,1.3 MP,LED flash,Yes,,,No,No,No,No,No,No,Proprietary,,"SMS, MMS","WAP 2.0/xHTML, HTML",Yes + downloadable,"Yes, MIDP 2.0",Second external 4096 colors display Downloadable pictures,Removable Li-Ion battery,Up to 150 h,Up to 3 h,,Silver,,Class 10,No,No,3MB,"Vibration; Downloadable polyphonic, MP3 ringtones",MP3/MP4 player Predictive text input Organizer Stopwatch,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 X2,https://fdn2.gsmarena.com/vv/bigpic/o2x2.gif,GSM,GSM 900 / 1800 / 1900,,,"2004,1 Q",Discontinued,81 x 44 x 21 mm (3.19 x 1.73 x 0.83 in),89 g (3.14 oz),Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",No,Yes,Yes,VGA,,No,,,No,No,No,No,No,No,Proprietary,,"SMS, MMS",WAP 2.0/xHTML,Yes + downloadable,Yes,Second external OLED display,Removable Li-Ion battery,Up to 170 h,Up to 3 h 30 min,,Silver,,Class 10,No,No,1MB,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 X1i,https://fdn2.gsmarena.com/vv/bigpic/o2x1i.gif,GSM,GSM 900 / 1800 / 1900,,,"2004, Q3",Discontinued,102 x 45 x 18 mm (4.02 x 1.77 x 0.71 in),86 g (3.03 oz),Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",No,250 entries,Yes,CIF,,No,,,No,No,No,No,No,No,,,"SMS, MMS",WAP 2.0/xHTML,"2 - Jumping Bear , Mini Golf",No,5-way navigation key,Removable Li-Ion battery,Up to 235 h,Up to 3 h,,Silver,,Class 10,No,No,,Vibration; Downloadable polyphonic ringtones,Predictive text input Organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XDA II,https://fdn2.gsmarena.com/vv/bigpic/o2xda2.gif,GSM,GSM 900 / 1800 / 1900,,,2003,Discontinued,130 x 70 x 19 mm (5.12 x 2.76 x 0.75 in),190 g (6.70 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.5 inches, 53 x 71 mm, 37.9 cm2 (~41.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",MMC/SD,,,VGA,,No,,,Yes,No,No,Yes,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,No,Removable Li-Po 1200 mAh battery,Up to 150 h,Up to 3 h 30 min,,,,Class 10,No,Pocket Office  MP3/MP4 player Voice memo,"128MB RAM, 64MB ROM","Vibration; Downloadable polyphonic, WAV ringtones",,,Yes,,Microsoft Windows Mobile 2003 for PocketPC Phone Edition,Intel Strong PXA263 400 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 Xphone,https://fdn2.gsmarena.com/vv/bigpic/o2xphone.gif,GSM,GSM 900 / 1800 / 1900,,,2003,Discontinued,120 x 50 x 24 mm (4.72 x 1.97 x 0.94 in),130 g (4.59 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~25.4% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),MMC/SD,,,VGA,,No,,,Yes,No,No,Yes,No,No,Proprietary,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,No,Removable Li-Ion 1000 mAh battery,Up to 90 h,Up to 3 h,,,,Class 8,No,"Pocket applications(Outlook, IE, MSN, ActiveSync) MP3/MP4 player Voice memo","64MB RAM, 32MB ROM","Vibration; Downloadable polyphonic, WAV ringtones",,,Yes,,Microsoft Smartphone 2003,133 MHz  ARM925,,,,TI OMAP 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2,O2 XDA,https://fdn2.gsmarena.com/vv/bigpic/o2xda.gif,GSM,GSM 900 / 1800,,,2003,Discontinued,129 x 73 x 18 mm (5.08 x 2.87 x 0.71 in),201 g (7.09 oz),Mini-SIM,"TFT resistive touchscreen, 4096 colors","3.5 inches, 53 x 71 mm, 37.9 cm2 (~40.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",MMC/SD,,,,,,,,Yes,No,No,No,No,No,Proprietary,,,HTML (PocketIE),,,No,Removable Li-Po battery,Up to 150 h,Up to 3 h 30 min,,,,Class 8,No,Pocket Office  Media player Voice memo,"64MB RAM, 32MB ROM","Vibration; Downloadable polyphonic, WAV ringtones",,,Yes,,Microsoft Windows PocketPC,Intel Strong PXA263 400 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
