Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,GPRS,EDGE,NFC,Quad,Triple,128GB 6GB RAM,Infrared port,256GB 8GB RAM,Dual,Dual_1,64GB 3GB RAM,64GB 4GB RAM,32GB 2GB RAM,SAR EU,128GB 4GB RAM,128GB 8GB RAM,4GB,Five,Performance,Display,Camera,Loudspeaker_1,Battery life,512GB 8GB RAM,256GB 6GB RAM,32GB 3GB RAM,Protection,Audio quality,16GB 2GB RAM,Phonebook,Call records,Messaging,Games,Java,64GB 6GB RAM,Stand-by,32GB 4GB RAM,Talk time,Music play,SAR,Keyboard,Browser
huawei,Huawei Enjoy Z 5G,https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-z-5g.jpg,GSM / HSPA / LTE / 5G,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,LTE,"1, 38, 41, 77, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, May 24","Available. Released 2020, June 03",160 x 75.3 x 8.4 mm (6.30 x 2.96 x 0.33 in),182 g (6.42 oz),,"Dual SIM (Nano-SIM, dual stand-by)",90Hz refresh rate,"IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~84.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",,"Android 10, EMUI 10.1, no Google Play Services",MediaTek MT6873V Dimensity 800 5G (7 nm),Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),Mali-G57MP4,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","16 MP, f/2.0","LED flash, HDR, panorama","4K@30fps, 1080p@30fps",,HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",Fast charging 22.5W,"Breathing Crystal, Midnight Black, Dark Blue",DVC-AN00,About 220 EUR,,,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 120˚ (ultrawide) 2 MP, f/2.4, (macro)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei P Smart S,https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-10s.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 26, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE","2020, June 09","Available. Released 2020, June 09",157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),163 g (5.75 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"OLED capacitive touchscreen, 16M colors","6.3 inches, 95.8 cm2 (~83.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)",,"Android 10, EMUI 10.1, no Google Play Services",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,"NM (Nano Memory), up to 256GB (uses shared SIM slot)",128GB 4GB RAM,"16 MP, f/2.0","LED flash, HDR, panorama",1080p@30fps,,HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable",Charging 10W,"Breathing Crystal, Midnight Black",,About 260 EUR,,,Yes,,"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 120˚ (ultrawide) 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Y8p,https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-10s.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 26, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE","2020, May 18","Available. Released 2020, June 15",157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),163 g (5.75 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"OLED capacitive touchscreen, 16M colors","6.3 inches, 95.8 cm2 (~83.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)",,"Android 10, EMUI 10.1, no Google Play Services",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 4GB RAM, 128GB 6GB RAM","16 MP, f/2.0","LED flash, HDR, panorama",1080p@30fps,,HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable",Charging 10W,"Breathing Crystal, Midnight Black",AQM-LX1,About 240 EUR,,,Yes,,"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 120˚ (ultrawide) 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei P40 lite 5G,https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-lite-5g.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66","1, 3, 28, 38, 41, 77, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, May 15","Available. Released 2020, May 28",162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in),189 g (6.67 oz),,"Dual SIM (Nano-SIM, dual stand-by)",HDR10,"LTPS IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~83.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",,"Android 10, EMUI 10.1, no Google Play Services",Kirin 820 5G (7nm),Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),Mali-G57 (6-core),"NM (Nano Memory), up to 256GB (uses shared SIM slot)",128GB 6GB RAM,"16 MP, f/2.0, (wide)","LED flash, Panorama, HDR","4K@30fps, 1080p@30fps",,HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Fast charging 40W, 70% in 30 min (advertised) Reverse charging 5W","Crush Green, Space Silver, Midnight Black",,€ 259.99 / £ 276.81,,,Yes,"64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",,€ 259.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei P30 Pro New Edition,https://fdn2.gsmarena.com/vv/bigpic/huawei-p30-pro-new-edition.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps","2020, May 12","Available. Released 2020, June 01",158 x 73.4 x 8.4 mm (6.22 x 2.89 x 0.33 in),192 g (6.77 oz),"Glass front (Aluminosilicate glass), glass back (Aluminosilicate glass), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 2m for 30 mins),"OLED capacitive touchscreen, 16M colors","6.47 inches, 102.8 cm2 (~88.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)",HDR10,"Android 10, EMUI 10.1, Google Play Services",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,"NM (Nano Memory), up to 256GB (uses shared SIM slot)",256GB 8GB RAM,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps",,HDR,1080p@30fps,Yes,No,32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"3.1, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 4200 mAh, non-removable","Fast charging 40W, 70% in 30 min (advertised) Fast wireless charging 15W Reverse wireless charging","Aurora, Black, Silver Frost",,"€ 619.42 / $ 1,299.00 / £ 699.99",,,Yes,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/3.4, 125mm (periscope telephoto), 1/4.0"", PDAF, OIS, 5x optical zoom, 10x hybrid zoom 20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF TOF 3D, (depth)",,,Yes,€ 619.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei MatePad T8,https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Kobe2-L03,"1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41 - Kobe2-L09",,"HSPA 42.2/5.76 Mbps, LTE","2020, May 07","Available. Released 2020, May 19",199.7 x 121.1 x 8.6 mm (7.86 x 4.77 x 0.34 in),310 g (10.93 oz),,Nano-SIM,HSDPA 800 / 850 / 900 / 1900 / 2100 - Kobe2-L09,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~76.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)","1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 40, 66 - Kobe2-L03","Android 10, EMUI 10, no Google Play Services",Mediatek MT8768,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.50 GHz Cortex A53),PowerVR GE8320,microSDXC,"16GB 2GB RAM, 32GB 2GB RAM","5 MP, f/2.2",,1080p@30fps,"2 MP, f/2.4",,,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 2.0, USB On-The-Go",Accelerometer,"Li-Po 5100 mAh, non-removable",,Deepsea Blue,"Kobe2-L09, Kobe2-L03",About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Y8s,https://fdn2.gsmarena.com/vv/bigpic/huawei-y8s.png,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 - JKM-LX2,"1, 3, 5, 7, 8, 28, 38, 40, 41 - JKM-LX2",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, May 6","Available. Released 2020, May 21",162.4 x 77.1 x 8.1 mm (6.39 x 3.04 x 0.32 in),180 g (6.35 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - JKM-LX3,"IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 103.7 cm2 (~82.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)",HSDPA 900 / 2100 - JKM-LX1,"Android 9.0 (Pie), EMUI 9.1, Google Play Services",Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM",,"LED flash, HDR, panorama",1080p@30fps,,HDR,1080p@30fps,Yes,Yes,"1, 3, 5, 7, 8, 20 - JKM-LX1","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Unspecified,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable",Charging 10W,"Emerald Green, Midnight Black","JKM-LX1, JKM-LX2, JKM-LX3",About 140 EUR,,,,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 2 MP, f/2.4, (depth)","8 MP, f/2.0, (wide) 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Y6p,https://fdn2.gsmarena.com/vv/bigpic/huawei-y6p.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","2020, May 05","Available. Released 2020, May 06",159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),185 g (6.53 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 95.8 cm2 (~81.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~278 ppi density)",,"Android 10, EMUI 10.1, no Google Play Services",Mediatek MT6762R Helio P22 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM","8 MP, f/2.0, (wide)","LED flash, HDR, panorama",1080p@30fps,,HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio; built-in antenna,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 5000 mAh, non-removable",Charging 10W Reverse charging,"Phantom Purple, Emerald Green, Midnight Black","MED-LX9, MED-LX9N",€ 115.04 / £ 109.21,,,Yes (market/region dependent)MED-LX9N (Yes); MED-LX9 (No),,"13 MP, f/1.8, (wide), PDAF 5 MP, f/2.2, 120˚ (ultrawide) 2 MP, f/2.4, (depth)",,,,,,€ 115.04,£ 179.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Y5p,https://fdn2.gsmarena.com/vv/bigpic/huawei-y5p.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE","2020, May 05","Available. Released 2020, May 06",146.5 x 70.9 x 8.4 mm (5.77 x 2.79 x 0.33 in),144 g (5.08 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,"Android 10, EMUI 10.1, no Google Play Services",Mediatek MT6762R Helio P22 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),32GB 2GB RAM,"8 MP, f/2.0, (wide), AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2",,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 3020 mAh, non-removable",,"Mint Green, Midnight Black, Phantom Blue",DRA-LX9,€ 86.76 / $ 99.99 / £ 84.21,,,,,,,,,,,,,€ 86.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei P smart 2020,https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2020-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2020, April 29","Available. Released 2020, May 8",155.2 x 73.4 x 8 mm (6.11 x 2.89 x 0.31 in),160 g (5.64 oz),"Glass front, plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",UFS 2.1,"LTPS IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)",,"Android 9.0 (Pie), EMUI 9.1, Google Play Services",Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (uses shared SIM slot),128GB 4GB RAM,"8 MP, f/2.0","LED flash, HDR, panorama",1080p@30/60fps,,HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3400 mAh, non-removable",Charging 10W,"Midnight Black, Aurora Blue, Green",,€ 158.22 / $ 236.31 / £ 158.99,,,Yes,,,,,,"13 MP, f/1.8, PDAF 2 MP, (depth)",,,,,0.83 W/kg (head),€ 158.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei nova 7 Pro 5G,https://fdn2.gsmarena.com/vv/bigpic/huawei-nova7-pro-5g.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 26, 34, 38, 39, 40, 41","1, 3, 41, 77, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, April 23","Available. Released 2020, April 28",160.4 x 73.7 x 8 mm (6.31 x 2.90 x 0.31 in),178 g (6.28 oz),,"Dual SIM (Nano-SIM, dual stand-by)",CDMA 800 & TD-SCDMA,"OLED capacitive touchscreen, 16M colors","6.57 inches, 106.0 cm2 (~89.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)",UFS 3.0,"Android 10, EMUI 10, no Google Play Services",Kirin 985 5G (7 nm),Octa-core (1x2.58 GHz Cortex-A76 & 3x2.40 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),Mali-G77 (8-core),No,"128GB 8GB RAM, 256GB 8GB RAM",,"Dual-LED dual-tone flash, panorama, HDR","4K, 1080p, 720p@960fps, gyro-EIS",,HDR,4K,Yes,No,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Fast charging 40W, 75% in 30 min (advertised) Reverse charging 5W","Black, Red, Purple, Green, Blue",JER-AN10,About 480 EUR,,,Yes,"64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (macro)",,,,,"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm, PDAF 8 MP, f/2.2, 17mm (ultrawide)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei nova 7 5G,https://fdn2.gsmarena.com/vv/bigpic/huawei-nova7-5g.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 20, 26, 28, 38, 40, 41, 66 - International","1, 3, 28, 38, 41, 77, 78, 79 SA/NSA - International","HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, April 23","Available. Released 2020, April 28",160.6 x 74.3 x 8 mm (6.32 x 2.93 x 0.31 in),180 g (6.35 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",CDMA 800 & TD-SCDMA,"OLED capacitive touchscreen, 16M colors","6.53 inches, 102.9 cm2 (~86.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~403 ppi density)","1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 26, 34, 38, 39, 40, 41 - China","Android 10, EMUI 10.1, no Google Play Services",Kirin 985 5G (7 nm),Octa-core (1x2.58 GHz Cortex-A76 & 3x2.40 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),Mali-G77 (8-core),No,"128GB 8GB RAM, 256GB 8GB RAM","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","LED flash, Panorama, HDR","4K, 1080p, 720p@960fps, gyro-EIS",,HDR,4K,Yes,No,UFS 3.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS",Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Fast charging 40W, 75% in 30 min (advertised) Reverse charging 5W","Black, Space Silver, Midsummer Purple, Red, Green","JEF-AN00, JEF-NX9",$ 445.59,,,Yes,"64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, 80mm (telephoto), PDAF, 3x optical zoom 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (macro)",,,,$ 629.99,,,,,,,,$ 445.59,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei nova 7 SE,https://fdn2.gsmarena.com/vv/bigpic/huawei-nova7-se-new.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - International","1, 3, 28, 38, 41, 77, 78, 79 SA/NSA - International","HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, April 23","Available. Released 2020, April 28",162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in),189 g (6.67 oz),,"Dual SIM (Nano-SIM, dual stand-by)",CDMA 800 & TD-SCDMA,"LTPS IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~83.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","1, 2, 3, 4, 5, 6, 8, 18, 19, 26, 34, 38, 39, 40, 41 - China","Android 10, EMUI 10.1, no Google Play Services",Kirin 820 5G (7nm),Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),Mali-G57 (6-core),"NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 8GB RAM, 256GB 8GB RAM","16 MP, f/2.0, (wide)","LED flash, Panorama, HDR","4K, 1080p, 720p@960fps",,HDR,1080p,Yes,Yes,HDR10,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Fast charging 40W, 70% in 30 min (advertised) Reverse charging 5W","Black, Space Silver, Midsummer Purple, Crush Green","CDY-AN00, CDY-NX9B",$ 449.99,,,,"64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",,,,$ 449.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei MatePad 10.4,https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-10.4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, April 23","Available. Released 2020, April 28",245.2 x 155 x 7.4 mm (9.65 x 6.10 x 0.29 in),450 g (0.99 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM,Stylus support,"IPS LCD capacitive touchscreen, 16M colors","10.4 inches, 307.9 cm2 (~81.0% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~224 ppi density)",Tuned by Harman Kardon,"Android 10, EMUI 10, no Google Play Services",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,microSDXC,"64GB 4GB RAM, 128GB 6GB RAM","8 MP, AF","LED flash, HDR, panorama",1080p@30fps,8 MP,HDR,1080p@30fps,"Yes, with stereo speakers",No,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, BDS (LTE model only)",No,"2.0, Type-C 1.0 reversible connector","Accelerometer, gyro, proximity, compass","Li-Po 7250 mAh, non-removable",Fast charging 18W,"White, Gray","BAH3-W09, BAH3-AL00",About 250 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
