Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser,64GB 6GB RAM,64GB 4GB RAM,256GB 8GB RAM,512GB 8GB RAM,128GB 4GB RAM,32GB 2GB RAM,64GB 3GB RAM,32GB 3GB RAM,512GB 12GB RAM,Five,16GB 2GB RAM,32GB 4GB RAM,Alert types,Languages
thuraya,Thuraya SG-2520,https://fdn2.gsmarena.com/vv/bigpic/thuraya-sg2520.gif,GSM,GSM 900 / 1800 / 1900,SATELLITE,,,,,"2007, March",Discontinued,138.5 x 53 x 18.8 mm (5.45 x 2.09 x 0.74 in),170 g (6.00 oz),,Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~15.5% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),"Wallpapers, screensavers",WinCE 4.2,,,,SD ( 128 MB included ),128MB,,,Yes,1.3 MP,,,No,No,MP3/AAC/MP4/AMR player eZi Text Input Organizer Voice memo File browser,No,1.1,Yes,,No,1.1,,Removable Li-Ion 1280 mAh battery,,"Light Silver, Dark Gray",,,,,,,,,,,,,,,,,,,Up to 75 h,,Up to 4 h,,Yes,Class 10,No,,,,,,,,WAP 2.0/HTML,,,,,,,,,,,,,"Downloadable polyphonic, MP3, WAV, MIDI ringtones",
