Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser,64GB 6GB RAM,64GB 4GB RAM,256GB 8GB RAM,512GB 8GB RAM,128GB 4GB RAM,32GB 2GB RAM,64GB 3GB RAM,32GB 3GB RAM,512GB 12GB RAM,Five,16GB 2GB RAM,32GB 4GB RAM,Alert types,Languages,Clock,Alarm
tecno,TECNO Camon 11 Pro,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon11-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, September","Available. Released 2018, November",156.5 x 76 x 5.6 mm (6.16 x 2.99 x 0.22 in),155 g (5.47 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm2 (~81.3% screen-to-body ratio)",720 x 1500 pixels (~268 ppi density),,Android 8.1 (Oreo),Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),64GB 6GB RAM,,"Quad-LED dual-tone flash, HDR, panorama",1080p@30fps,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","LED flash, HDR",1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot (Africa)Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot (other markets)","5.0, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Infrared face recognition, fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3750 mAh, non-removable",,Nebula black,CF8,,NEG,,,,,,,,,,,"16 MP, f/1.8, 25mm (wide), AF 5 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Camon 11,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon11.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 5, 8, 38, 40, 41",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, September","Available. Released 2018, November",156.5 x 76 x 5.6 mm (6.16 x 2.99 x 0.22 in),150 g (5.29 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm2 (~81.3% screen-to-body ratio)",720 x 1500 pixels (~268 ppi density),"3, 7, 20, 28",Android 8.1 (Oreo),Mediatek MT6761 Helio A22 (12 nm)Mediatek MT6739 (28 nm),Quad-core 2.0 GHz Cortex-A53Quad-core 1.5 GHz Cortex-A53,PowerVR GE8320PowerVR GE8100,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM",,"Quad-LED dual-tone flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR",1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot (Africa)Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot (other markets)","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Infrared face recognition, fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3750 mAh, non-removable",,"Bordeaux Red, Aqua Blue, Midnight Black","CF7, CF7k",,NEG,,,,,,,,,,,"13 MP, f/1.8, AF 2 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pop 1s,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pop1s.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 900 / 2100,"1, 3, 7, 20, 28",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, July","Available. Released 2018, July",148.1 x 71.6 x 8.6 mm (5.83 x 2.82 x 0.34 in),140 g (4.94 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~73.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,Android 8.1 Oreo (Go edition),Mediatek MT6739WA (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,microSDHC,"16GB 1GB RAM, 16GB 2GB RAM",,"LED flash, HDR",1080p@30fps,"8 MP, AF","Dual-LED flash, HDR",1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3000 mAh, non-removable",,"Champagne Gold, Midnight Black, City Blue",,,NEG T2X,,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pop 1 Pro,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pop1-pro.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2018, June","Available. Released 2018, June",151.5 x 71.9 x 8.5 mm (5.96 x 2.83 x 0.33 in),140 g (4.94 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~70.4% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~197 ppi density)",,Android 7.0 (Nougat),Mediatek MT6580W (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,16GB 1GB RAM,,"Dual-LED dual-tone flash, HDR",1080p@30fps,"13 MP, AF",HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 2400 mAh, non-removable",,"Champagn Gold, Midnight Black, Bordeaux Red, Jewel Blue",,,NEG T2X,,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pop 1,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pop1.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2018, March","Available. Released 2018, March",151.5 x 71.9 x 8.5 mm (5.96 x 2.83 x 0.33 in),140 g (4.94 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~70.4% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~197 ppi density)",,Android 7.0 (Nougat),Mediatek MT6580W (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,"Dual-LED dual-tone flash, HDR",1080p@30fps,"5 MP, AF",HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 2400 mAh, non-removable",,"Champagn Gold, Midnight Black, Bordeaux Red, Jewel Blue",F3,,,,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO F2 LTE,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-f2-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 900 / 2100,"3, 7, 20",,cat,"2018, May","Available. Released 2018, May",143.8 x 74 x 9.6 mm (5.66 x 2.91 x 0.38 in),168.5 g (5.96 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 8.1 Oreo (Go edition),Mediatek MT6739WA (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,microSDHC,8GB 1GB RAM,,"Dual-LED flash, HDR",1080p@30fps,5 MP,LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer",Li-Ion 2400 mAh battery,,"Champagne Gold, Midnight Black, City Blue",,,,,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO F2,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-f2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2018, March","Available. Released 2018, March",145 x 74.2 x 9.7 mm (5.71 x 2.92 x 0.38 in),152.4 g (5.36 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 7.0 (Nougat),Mediatek MT6580M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,"Dual-LED flash, HDR",1080p@30fps,5 MP,LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",4.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,Li-Ion 2000 mAh battery,,"Champagne Gold, Ice Blue, Phantom Red",F2,,,,,,,,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pop 1 Lite,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pop1-lite.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2018, July","Available. Released 2018, July",145 x 74.2 x 9.7 mm (5.71 x 2.92 x 0.38 in),152.4 g (5.36 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 8.1 Oreo (Go edition),Mediatek MT6580M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 512MB RAM,,"Dual-LED flash, HDR",1080p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",4.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,Li-Ion 2000 mAh battery,,"Champagne Gold, Ice Blue, Dark Blue, Elegant Black",,,,,,,,,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pouvoir 2 Pro,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pouvoir-2-pro.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 900 / 2100,"3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE","2018, August","Available. Released 2018, August",159.8 x 76.8 x 8.2 mm (6.29 x 3.02 x 0.32 in),171 g (6.03 oz),,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~75.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",,Android 8.1 (Oreo),,Quad-core 1.3 GHz Cortex-A7,,microSDHC,16GB 3GB RAM,,Dual-LED dual-tone flash,1080p@30fps,"13 MP, AF",LED flash,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 5000 mAh, non-removable",,"City Blue, Phantom Black, Honor Gold, Champagne Gold",LA7 Pro,,,,,,,,,,,,,,13 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pouvoir 2,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pouvoir2.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 900 / 2100,"3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE","2018, May","Available. Released 2018, May",159.8 x 76.8 x 8.5 mm (6.29 x 3.02 x 0.33 in),167 g (5.89 oz),,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~75.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",,Android 8.1 (Oreo),,Quad-core 1.3 GHz Cortex-A7,,microSDHC,16GB 2GB RAM,,Dual-LED dual-tone flash,1080p@30fps,"13 MP, AF",LED flash,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 5000 mAh, non-removable",,"City Blue, Midnight Black, Champagne Gold","CA7, LA7",,,,,,,,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pouvoir 1,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-pouvoir.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2018, May","Available. Released 2018, May",154.5 x 77.2 x 8.8 mm (6.08 x 3.04 x 0.35 in),164 g (5.78 oz),,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 7.0 (Nougat),Mediatek MT6580W (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,16GB 1GB RAM,,LED flash,1080p@30fps,"8 MP, AF",LED flash,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 5000 mAh, non-removable",,"Dark Black, Spruce Green, Ice Blue, Amber Gold",,,,,,,,,,,,,,,"5 MP, f/2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Spark Pro,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-spark-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,"3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE","2017, October","Available. Released 2017, November",153 x 76.4 x 7.9 mm (6.02 x 3.01 x 0.31 in),182 g (6.42 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 7.0 (Nougat),,Quad-core 1.3 GHz,,microSDHC,"16GB 1GB RAM, 16GB 2GB RAM",,LED flash,1080p@30fps,"13 MP, AF",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3000 mAh, non-removable",,"Coral Blue, Champagne Gold, Black, Metallic Red",K8,,Corning Gorilla Glass (unspecified version),,,,,,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Spark Plus,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-spark-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2017, June","Available. Released 2017, July",162 x 82.6 x 7.8 mm (6.38 x 3.25 x 0.31 in),194 g (6.84 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~74.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",,Android 7.0 (Nougat),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,16GB 2GB RAM,,"LED flash, HDR",1080p@30fps,"13 MP, f/2.0, AF",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3400 mAh, non-removable",,"Scarlet Red, Champagne Gold, Anthracite Grey, Elegant Blue",K9,,Corning Gorilla Glass (unspecified version),,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Spark CM,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-spark-cm.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.0,HSDPA 850 / 900 / 2100,"1, 3, 8, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2017, December","Available. Released 2017, December",152.2 x 71.7 x 5.6 mm (5.99 x 2.82 x 0.22 in),172 g (6.07 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",,Android 7.0 (Nougat),Mediatek MT6737,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDHC,16GB 2GB RAM,,"Quad-LED flash, HDR",1080p@30fps,"13 MP, f/2.0, AF",LED flash,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3050 mAh, non-removable",,"Midnight Black, Champagne Gold",,,Corning Gorilla Glass (unspecified version),,,,,,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Spark 2,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-spark2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2018, June","Available. Released 2018, June",159.4 x 76.2 x 7.8 mm (6.28 x 3.00 x 0.31 in),175 g (6.17 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~76.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",,Android 8.1 Oreo (Go edition),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,"16GB 1GB RAM, 16GB 2GB RAM",,"Triple-LED flash, HDR",1080p@30fps,"13 MP, f/2.0, AF",Dual-LED flash,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3500 mAh, non-removable",,"Champagne Gold, Black, Coral Blue, Metallic Red","KA7, KA7O",,Corning Gorilla Glass (unspecified version),,,,,,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Spark,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-spark.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2017, May","Available. Released 2017, June",153 x 76.4 x 7.9 mm (6.02 x 3.01 x 0.31 in),169 g (5.96 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 7.0 (Nougat),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,"16GB 1GB RAM, 16GB 2GB RAM",,"LED flash, HDR",1080p@30fps,"13 MP, f/2.0, AF",HDR,720p,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3000 mAh, non-removable",,"Champagne Gold, Black, Coral Blue, Metallic Red",K7,,Corning Gorilla Glass (unspecified version),,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Camon X Pro,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-x-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, March","Available. Released 2018, March",158 x 75.2 x 5.2 mm (6.22 x 2.96 x 0.20 in),148 g (5.22 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.2% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",,Android 8.1 (Oreo),Mediatek MT6763T Helio P23 (16 nm),Octa-core 2.0 GHz Cortex-A53,Mali-G71 MP2,microSDXC,64GB 4GB RAM,,"Quad-LED flash, HDR",1080p@30fps,"16 MP, f/1.8, PDAF","Dual-LED flash, HDR",,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3750 mAh, non-removable",Charging 10W,"Midnight Black, Bordeaux Red",CA8,,NEG,,,,,,,,,,,,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Camon X,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-x.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, March","Available. Released 2018, March",158.6 x 75.8 x 5.2 mm (6.24 x 2.98 x 0.20 in),149 g (5.26 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~77.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",,Android 8.1 (Oreo),Mediatek MT6763T Helio P23 (16 nm),Octa-core 2.0 GHz Cortex-A53,Mali-G71 MP2,microSDXC,"16GB 3GB RAM, 32GB 3GB RAM",,"Quad-LED flash, HDR",1080p@30fps,"16 MP, f/1.8, PDAF","Dual-LED flash, HDR",,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3750 mAh, non-removable",Charging 10W,"Champagne Gold, Midnight Black, City Blue",,,NEG,,,,,,,,,,,,"20 MP, f/2.0, (wide)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Camon CX Manchester City LE,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-cx-mc.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, March","Available. Released 2017, March",152.8 x 75.8 x 5.6 mm (6.02 x 2.98 x 0.22 in),150 g (5.29 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,Android 7.0 (Nougat),Mediatek MT6750T (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC,64GB 4GB RAM,,"Quad-LED flash, HDR",1080p@30fps,"16 MP, f/2.0, PDAF","Dual-LED flash, HDR",,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3200 mAh, non-removable",Charging 10W,City Blue,,,NEG,,,,,,,,,,,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm, AF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Camon CX Air,https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-cx-air.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, April","Available. Released 2017, April",153 x 75.4 x 6.6 mm (6.02 x 2.97 x 0.26 in),150 g (5.29 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 7.0 (Nougat),,Octa-core 1.3 GHz,,microSDXC,16GB 2GB RAM,,"Quad-LED flash, HDR",1080p@30fps,"13 MP, f/2.0, PDAF","Dual-LED flash, HDR",,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3200 mAh, non-removable",Charging 10W,"Champagne Gold, Sky Grey, Elegant Blue",CX Air,,NEG,,,,,,,,,,,,"13 MP, f/2.2, AF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
