Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser,64GB 6GB RAM,64GB 4GB RAM,256GB 8GB RAM,512GB 8GB RAM,128GB 4GB RAM,32GB 2GB RAM,64GB 3GB RAM,32GB 3GB RAM,512GB 12GB RAM,Five,16GB 2GB RAM,32GB 4GB RAM,Alert types,Languages,Clock,Alarm
tecno,TECNO Camon 15 Pro,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-15-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, February 21","Available. Released 2020, February 25",163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in),203 g (7.16 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.6 inches, 106.9 cm2 (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~390 ppi density)",,"Android 10, HIOS 6.0",Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),128GB 6GB RAM,"48 MP, PDAF 5 MP 2 MP QVGA","Dual-LED flash, panorama, HDR",1080p@30fps,Motorized pop-up 32 MP,,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4000 mAh, non-removable",,"Ice Jadeite, Opal White",CD8,About 220 EUR,,,,,,,,,,,,,,,,,,0.57 W/kg (head)     0.79 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Camon 15,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-15.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, February 21","Available. Released 2020, February 25",164.1 x 76.4 x 8.8 mm (6.46 x 3.01 x 0.35 in),196 g (6.91 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.6 inches, 105.2 cm2 (~83.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)",,"Android 10, HIOS 6.0",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),64GB 4GB RAM,"48 MP, PDAF 2 MP 2 MP QVGA","Quad-LED flash, panorama, HDR",1080p@30fps,16 MP,"Dual-LED flash, HDR",1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 5000 mAh, non-removable",,"Shoal Gold, Fascinating Purple, Jade",CD7,"£ 159.90 / ₹ 11,499",,,,,,,,,,,,,,,,,,0.80 W/kg (head)     0.82 W/kg (body),,,,,,,,,,,,,,,£ 159.90,,,,,,,,,,,,,,
tecno,TECNO Camon 12 Air,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-12-air.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, October","Available. Released 2019, October",164.2 x 76.1 x 8.2 mm (6.46 x 3.00 x 0.32 in),181 g (6.38 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.55 inches, 103.6 cm2 (~82.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~268 ppi density)",,"Android 9.0 (Pie), HIOS 5.5",Mediatek MT6761 Helio A22 (12 nm)Mediatek MT6762 Helio P22 (12 nm),Quad-core 2.0 GHz Cortex-A53Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSD,"32GB 3GB RAM, 64GB 4GB RAM",,"Quad-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4000 mAh, non-removable",,"Ocean Blue, Alpenglow Gold, Stellar Purple",,,,"16 MP, PDAF 5 MP 2 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pop 3 Plus,https://fdn2.gsmarena.com/vv/bigpic/tecno-pop-3-plus.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 900 / 2100,"3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, December","Available. Released 2019, December",166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in),180.5 g (6.38 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.52 inches, 102.6 cm2 (~81.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,"Android 9.0 (Pie), HIOS 5.5",Mediatek MT6761 Helio A22 (12 nm),Quad-core 1.8 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),16GB 1GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, AF","LED flash, HDR",1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4000 mAh, non-removable",,"Midnight Black, Vacation Blue, Hillier Purple",,,,,,,,,,,,,,,"8 MP, f/2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Spark 4 Lite,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-4-lite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, December","Available. Released 2019, December",166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in),-,"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.52 inches, 102.6 cm2 (~81.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,"Android 9.0 (Pie), HIOS 5.5",Mediatek MT6761 Helio A22 (12 nm),Quad-core 1.8 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),32GB 2GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, AF","LED flash, HDR",1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4000 mAh, non-removable",,"Midnight Black, Vacation Blue, Hillier Purple",,,,,,,,,,,,,,,"8 MP, f/2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Camon 12 Pro,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-12-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, September","Available. Released 2019, September",158.6 x 75.5 x 7.8 mm (6.24 x 2.97 x 0.31 in),161 g (5.68 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.35 inches, 97.4 cm2 (~81.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~276 ppi density)",,"Android 9.0 (Pie), HIOS 5.5",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),64GB 6GB RAM,,"Quad-LED flash, panorama, HDR",1080p@30fps,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR",1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (under display, optical), accelerometer, proximity","Li-Po 3500 mAh, non-removable",,Dawn Blue,,About 10000 INR,,"16 MP, PDAF 8 MP 2 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Camon 12,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-12.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, August","Available. Released 2019, August",166 x 75.8 x 8.2 mm (6.54 x 2.98 x 0.32 in),170.7 g (6.03 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.52 inches, 102.6 cm2 (~81.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,"Android 9.0 (Pie), HIOS 5.5",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),64GB 4GB RAM,,"Quad-LED flash, panorama, HDR",1080p@30fps,"16 MP, f/1.8, 26mm (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4000 mAh, non-removable",,"Dawn Blue, Dark Jade, Sky Cyan",,,,"16 MP, PDAF 8 MP 2 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pouvoir 3 Air,https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-3-air.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"3, 7, 20",HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, August","Available. Released 2019, August",163 x 78.2 x 9.3 mm (6.42 x 3.08 x 0.37 in),-,,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~72.9% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~179 ppi density)",eMMC 5.1,"Android 9.0 Pie (Go edition), HIOS 5.0",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),16GB 1GB RAM,,LED flash,1080p@30fps,"8 MP, AF",LED flash,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer","Li-Po 5000 mAh, non-removable",,"Champagne Gold, Midnight Black, Aqua Blue",,,,,,,,,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pouvoir 3 Plus,https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-3-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 5, 8, 38, 40, 41",HSDPA 850 / 900 / 2100,"1, 3, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, August","Available. Released 2019, August",159 x 76 x 9.2 mm (6.26 x 2.99 x 0.36 in),-,"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.35 inches, 99.5 cm2 (~82.3% screen-to-body ratio)",720 x 1548 pixels (~269 ppi density),"3, 7, 20","Android 9.0 (Pie), HIOS 5.0",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),64GB 6GB RAM,,"Dual-LED flash, HDR, panorama",1080p@30fps,"32 MP, AF","Dual-LED flash, HDR",1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 6000 mAh, non-removable",,"Gold, Black, Blue","LB8, LB8a",,,,,,,,,,,,,,13 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pouvoir 3,https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 5, 8",HSDPA 850 / 900 / 2100,"1, 3, 7, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, June","Available. Released 2019, June",157.6 x 76.7 x 8.5 mm (6.20 x 3.02 x 0.33 in),168 g (5.93 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm2 (~80.0% screen-to-body ratio)",720 x 1500 pixels (~268 ppi density),"3, 7, 20","Android 8.1 (Oreo), HIOS 4.1",Mediatek MT6739WA (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,microSDXC (dedicated slot),32GB 2GB RAM,,"Dual-LED flash, HDR, panorama",1080p@30fps,"13 MP, AF","LED flash, HDR",1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 5000 mAh, non-removable",,"Gold, Black, Blue",,,NEG,,,,,,,,,,,,"13 MP, f/2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Spark 3,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-3.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 2100,,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, April","Available. Released 2019, April",155.3 x 75.8 x 8.2 mm (6.11 x 2.98 x 0.32 in),-,"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm2 (~82.2% screen-to-body ratio)",720 x 1500 pixels (~268 ppi density),,"Android 9.0 (Pie), HIOS 5.0",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSD,16GB 2GB RAM,,Dual-LED flash,1080p@30fps,"13 MP, AF",LED flash,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3500 mAh, non-removable",,"Midnight Black, Champagne Gold, Aqua Blue, Bordeaux Red",,,,,,,,,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Spark 3 Pro,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark3-pro-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, April","Available. Released 2019, April",154.3 x 75.5 x 7.9 mm (6.07 x 2.97 x 0.31 in),-,,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm2 (~83.0% screen-to-body ratio)",720 x 1500 pixels (~268 ppi density),"1, 2, 3, 4, 5, 7, 8, 20, 28","Android 9.0 (Pie), HIOS 5.0",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSD,32GB 2GB RAM,,Dual-LED flash,1080p@30fps,8 MP,LED flash,1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3500 mAh, non-removable",,"Midnight Black, Champagne Gold, Nebula Black",,,,,,,,,,,,,,"13 MP, AF 2 MP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Spark Go,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-go.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, August","Available. Released 2019, August",156.1 x 75 x 9.2 mm (6.15 x 2.95 x 0.36 in),174 g (6.14 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.3 cm2 (~78.0% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",,"Android 9.0 (Pie), HIOS 5.0",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM",,"Dual-LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, AF",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3000 mAh, removable",,"Nebula Black, Royal Purple",KC1,,,,,,,,,,,,,,"5 MP, f/2.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pop 2 F,https://fdn2.gsmarena.com/vv/bigpic/tecno-pop-2f.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2019, May","Available. Released 2019, May",149.8 x 72.8 x 9.4 mm (5.90 x 2.87 x 0.37 in),155 g (5.47 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~70.3% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~197 ppi density)",,Android 8.1 Oreo (Go edition),Mediatek MT6580M,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSD,16GB 1GB RAM,,"Dual-LED flash, HDR",1080p@30fps,5 MP,LED flash,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer","Li-Ion 2400 mAh, removable",,"Midnight Black, Champagne Gold, City Blue",,,,,,,,,,,,,,,"8 MP, f/2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Pop 2 Plus,https://fdn2.gsmarena.com/vv/bigpic/tecno-pop2plus.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2019, May","Available. Released 2019, May",161.7 x 78.9 x 9.6 mm (6.37 x 3.11 x 0.38 in),205 g (7.23 oz),"Glass front, plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~72.8% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~179 ppi density)",,Android 8.1 Oreo (Go edition),Mediatek MT6580P,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSD,16GB 1GB RAM,,"Dual-LED flash, HDR",1080p@30fps,5 MP,LED flash,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",,"Midnight Black, Champagne Gold, Nebula Black",BA2,,,,,,,,,,,,,,"8 MP, f/2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Phantom 9,https://fdn2.gsmarena.com/vv/bigpic/tecno-phantom-9.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, July","Available. Released 2019, July",158.5 x 75.3 x 7.9 mm (6.24 x 2.96 x 0.31 in),164.4 g (5.78 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~84.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,Android 9.0 (Pie),Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),128GB 6GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Ion 3500 mAh, non-removable",,Lapland Aurora,,About 15000 INR,Corning Gorilla Glass 3,"16 MP, f/1.8, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.8, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Camon iACE2X,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-iace2x.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 2100,"1,3,5,40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, February","Available. Released 2019, February",148.3 x 71.9 x 8.5 mm (5.84 x 2.83 x 0.33 in),150 g (5.29 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~73.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,"Android 8.1 (Oreo), HIOS 4.1",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),32GB 3GB RAM,,"Dual-LED, HDR, panorama",1080p@30fps,"8 MP, f/2.0",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 3050 mAh, non-removable",,"Champagne Gold, Midnight Black, Nebula Black",,About 7600 INR,,,,,,,,,,,,"13 MP, f/1.8, AF 0.3 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tecno,TECNO Camon iACE2,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-iace2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 2100,"1,3,5,40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, February","Available. Released 2019, February",148.3 x 71.9 x 8.5 mm (5.84 x 2.83 x 0.33 in),150 g (5.29 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~73.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,"Android 8.1 (Oreo), HIOS 4.1",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),32GB 2GB RAM,,"Dual-LED, HDR, panorama",1080p@30fps,"8 MP, f/2.0",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,microUSB 2.0,"Аccelerometer, proximity","Li-Po 3050 mAh, non-removable",,"Champagne Gold, Midnight Black, City Blue",,About 6700 INR,,,,,,,,,,,,"13 MP, f/1.8, AF 0.3 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
