Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1
energizer,Energizer Energy E11,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e10-.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,,,,"2018, July","Available. Released 2018, July",114 x 48 x 25.9 mm (4.49 x 1.89 x 1.02 in),90 g (3.17 oz),"Hybrid Dual SIM (Mini-SIM, dual stand-by)",,"TFT, 256K colors","1.8 inches, 10.2 cm2 (~18.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,Mediatek MT6261D,,,microSDHC,4MB 4MB RAM,VGA,,No,VGA,,Yes,Yes,No,2.0,No,,,FM radio,microUSB 2.0,,"Li-Ion 1800 mAh, removable",Black,About 20 EUR,Up to 216 h (3G),Up to 12.5 h (3G),1.03 W/kg (head)     1.26 W/kg (body),Yes,Yes,"SMS, MMS",No,No,,,,,,Class 12,No,,,,,,,,,,,,,,
energizer,Energizer Energy E10+,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e10-.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,,,,"2018, July","Available. Released 2018, July",110 x 47 x 14.3 mm (4.33 x 1.85 x 0.56 in),69 g (2.43 oz),"Dual SIM (Mini-SIM, dual stand-by)",,"TFT, 256K colors","1.8 inches, 10.2 cm2 (~19.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,Mediatek MT6261D,,,microSDHC,4MB 4MB RAM,VGA,,No,VGA,,Yes,Yes,No,3.0,No,,,FM radio,microUSB 2.0,,"Li-Ion 1000 mAh, removable",Black,About 10 EUR,Up to 125 h (3G),Up to 7 h (3G),0.60 W/kg (head)     0.95 W/kg (body),Yes,Yes,SMS,No,No,,,,,,Class 12,No,,,,,,,,,,,,,,
energizer,Energizer Power Max P20,https://fdn2.gsmarena.com/vv/bigpic/energizer-power-max-p20.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,"2018, May","Available. Released 2018, August",136.5 x 55 x 17.5 mm (5.37 x 2.17 x 0.69 in),130 g (4.59 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"TFT, 256K colors","2.8 inches, 24.3 cm2 (~32.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,Spreadtrum SC6531E,,,microSDHC (uses shared SIM slot),32MB 32MB RAM,VGA,,480p,,,Yes,Yes,No,"4.0, A2DP, LE",No,,,FM radio,"microUSB 2.0, USB (Reverse charging out)",,Li-Ion 4000 mAh battery,Black,About 40 EUR,Up to 750 h (3G),Up to 40 h (3G),0.61 W/kg (head)     0.89 W/kg (body),Yes,Yes,"SMS, MMS",No,No,,,,Reverse charging,,Yes,No,,,,,,,,,,,,,,
energizer,Energizer Power Max P16K Pro,https://fdn2.gsmarena.com/vv/bigpic/energizer-p600s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, February",Cancelled,-,350 g (12.35 oz),Nano-SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",,Android 8.0 (Oreo),Mediatek MT6763T Helio P23 (16 nm),Octa-core 2.5 GHz Cortex-A53,Mali-G71 MP2,No,128GB 6GB RAM,,"Dual-LED dual-tone flash, panorama, HDR",4K@30fps,,1080p@30fps,Yes,To be confirmed,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 16,000 mAh, non-removable",Black,,,,,,,,,,,"16 MP, PDAF 13 MP",,Fast charging 18W USB Power Delivery 2.0 No Reverse charging,,,,,,,,,,,,,,,,,"13 MP 5 MP, depth sensor"
energizer,Energizer Hardcase H240S,https://fdn2.gsmarena.com/vv/bigpic/energizer-h240s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,IP68 dust/water resistant (up to 1.5m for 30 mins),HSDPA 850 / 900 / 1900 / 2100,eMMC 5.0,"1, 3, 7, 20, 28","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2018, January","Available. Released 2018, January",132 x 56 x 18.5 mm (5.20 x 2.20 x 0.73 in),256 g (9.03 oz),"Hybrid Dual SIM (Mini-SIM, dual stand-by)",No,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~24.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Android 6.0 (Marshmallow),Mediatek MT6737M (28 nm),Quad-core 1.1 GHz Cortex-A53,Mali-T720MP2,microSDHC (uses shared SIM slot),8GB 1GB RAM,5 MP,LED flash,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 2000 mAh, removable",Black,About 120 EUR,Up to 230 h (3G),Up to 5 h (3G),0.61 W/kg (head)     1.08 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Hardcase H550S,https://fdn2.gsmarena.com/vv/bigpic/energizer-h550s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant,HSDPA 900 / 2100,eMMC 5.1,"1, 3, 7, 8, 20, 28","HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, January","Available. Released 2018, January",158.8 x 80.7 x 11.1 mm (6.25 x 3.18 x 0.44 in),203 g (7.16 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~65.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,Android 7.0 (Nougat),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDHC (uses shared SIM slot),32GB 3GB RAM,"16 MP, PDAF","LED flash, HDR, panorama",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,,FM radio,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4000 mAh, non-removable",Black,About 450 EUR,Up to 400 h (3G),Up to 10 h (3G),0.24 W/kg (head)     1.79 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Power Max P600S,https://fdn2.gsmarena.com/vv/bigpic/energizer-p600s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,"1, 3, 7, 8, 20, 28, 38, 40","HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, January","Available. Released 2018, January",152.5 x 82 x 9.8 mm (6.00 x 3.23 x 0.39 in),190 g (6.70 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 89.8 cm2 (~71.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~409 ppi density)",,Android 7.0 (Nougat),Mediatek MT6757CD Helio P25 (16 nm),Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),Mali-T880MP2,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 6GB RAM",8 MP,"Dual-LED dual-tone flash, panorama, HDR",4K@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",,,FM radio,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4500 mAh, non-removable","Black (32/3GB), Blue (64/6GB)",About 360 EUR,Up to 400 h (3G),Up to 12 h (3G),,,,,,,"Glass front, plastic back, aluminum frame","13 MP, PDAF 5 MP, f/2.4, (depth)",,Charging 10W,,,,,,,,,,,,,,,,,
energizer,Energizer Power Max P550S,https://fdn2.gsmarena.com/vv/bigpic/energizer-p550s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.0,HSDPA 900 / 2100,,"3, 7, 20","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, December","Available. Released 2017, December",154.3 x 78.3 x 9.4 mm (6.07 x 3.08 x 0.37 in),203 g (7.16 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),16GB 2GB RAM,"13 MP, AF","LED flash, panorama, HDR",720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 5000 mAh, non-removable",Black,About 190 EUR,Up to 500 h (3G),Up to 5 h (3G),0.16 W/kg (head)     1.74 W/kg (body),,,,,,"Glass front, aluminum back, aluminum frame",,,Charging 10W,,,,,,,,,,,,,,,,,
energizer,Energizer Energy S550,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-s550.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.0,HSDPA 900 / 2100,,"1, 3, 7, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2017, December","Available. Released 2017, December",154.8 x 78.2 x 8.8 mm (6.09 x 3.08 x 0.35 in),180 g (6.35 oz),"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),8GB 1GB RAM,"13 MP, AF",LED flash,720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, non-removable",Black,About 120 EUR,Up to 400 h (3G),Up to 10 h (3G),0.28 W/kg (head)     1.23 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Energy S500E,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-s500e.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2017, December","Available. Released 2017, December",145.5 x 74.8 x 8.9 mm (5.73 x 2.94 x 0.35 in),167 g (5.89 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"TN TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~63.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 6.0 (Marshmallow),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (uses shared SIM slot),8GB 1GB RAM,5 MP,LED flash,480p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 2000 mAh, removable",Black,About 80 EUR,Up to 333 h (3G),Up to 8 h (3G),0.74 W/kg (head)     1.43 W/kg (body),,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,,,,,,
energizer,Energizer Energy E520 LTE,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e520.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant,HSDPA 900 / 2100,eMMC 5.0,"1, 3, 7, 8, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2017, September","Available. Released 2017, September",150.8 x 76.2 x 11.1 mm (5.94 x 3.00 x 0.44 in),206 g (7.27 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~64.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Corning Gorilla Glass 3,Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDHC (uses shared SIM slot),16GB 2GB RAM,"13 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 4000 mAh, non-removable",Black,About 330 EUR,Up to 220 h (3G),Up to 15 h (3G),0.26 W/kg (head)     0.60 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Energy 100 (2017),https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-100-2017.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,IP54 splash proof,,No,,,"2017, June","Available. Released 2017, June",129 x 63 x 15 mm (5.08 x 2.48 x 0.59 in),112 g (3.95 oz),"Hybrid Dual SIM (Mini-SIM, dual stand-by)",,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~21.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (uses shared SIM slot),,VGA,,No,,,Yes,Yes,No,"2.1, A2DP",No,,,FM radio,microUSB 2.0,,"Li-Ion 1500 mAh, removable",Black,About 50 EUR,Up to 300 h (3G),Up to 11 h (3G),0.27 W/kg (head)     0.54 W/kg (body),Yes,Yes,SMS,No,Yes,,,,,,Yes,No,,,,,,,,,,,,,,
energizer,Energizer Energy 400 LTE,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-400.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,IP67 dust/water resistant (up to 1m for 30 mins),HSDPA 900 / 2100,eMMC 5.0,"3, 7, 20","HSPA 42.2/5.76 Mbps, LTE","2017, Q3","Available. Released 2017, Q3",134 x 72 x 15 mm (5.28 x 2.83 x 0.59 in),204 g (7.20 oz),"Hybrid Dual SIM (Micro-SIM, dual stand-by)",,"TN TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~47.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Asahi Dragontrail Glass,Android 6.0 (Marshmallow),Mediatek MT6737M (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),8GB 1GB RAM,"8 MP, AF","LED flash, HDR",Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 2500 mAh battery,Black,About 180 EUR,Up to 420 h (3G),Up to 16 h (3G),0.64 W/kg (head)     1.52 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Energy E10,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e10-.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,,,,"2017, September","Available. Released 2017, September",110 x 47 x 14.3 mm (4.33 x 1.85 x 0.56 in),69 g (2.43 oz),"Hybrid Dual SIM (Mini-SIM, dual stand-by)",,"TFT, 256K colors","1.8 inches, 10.2 cm2 (~19.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,microSDHC (uses shared SIM slot),,VGA,,No,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB 2.0,,"Li-Ion 1000 mAh, removable","Black, White",About 10 EUR,Up to 250 h (3G),Up to 8 h (3G),0.60 W/kg (head)     0.95 W/kg (body),Yes,Yes,SMS,No,No,,,,,,Yes,No,,,,,,,,,,,,,,
energizer,Energizer Energy E20,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e20.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,HSDPA 900 / 2100,,"1, 3, 7, 8, 20, 28","HSPA 42.2/5.76 Mbps, LTE","2017, November","Available. Released 2017, November",103.2 x 51 x 18.2 mm (4.06 x 2.01 x 0.72 in),92 g (3.25 oz),"Hybrid Dual SIM (Mini-SIM, dual stand-by)",,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~33.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (uses shared SIM slot),,VGA,,No,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB 2.0,,"Li-Ion 1000 mAh, removable",Black,About 40 EUR,,,0.07 W/kg (head)     0.73 W/kg (body),Yes,Yes,SMS,No,No,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Energy 500,https://fdn2.gsmarena.com/vv/bigpic/energizer-500.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - EM5EL047,HSDPA 850 / 1900 - EM5EL043,IP68 dust/water resistant (up to 1.8m for 30 mins),,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, June",Discontinued,152.3 x 80.6 x 18.8 mm (6.00 x 3.17 x 0.74 in),284 g (10.02 oz),"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~56.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.4 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,"13 MP, AF","LED flash, HDR",720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass, barometer","Li-Ion 3000 mAh, removable",Gray,,Up to 500 h,Up to 18 h 40 min,,,,,,,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Energy 400,https://fdn2.gsmarena.com/vv/bigpic/energizer-400.jpg,GSM / HSPA,GSM 900 / 1900  / 850 - SIM 1 & SIM 2,HSDPA 900 / 2100 - EM4EI047,HSDPA 850 / 1900 - EM4EI043,IP68 dust/water resistant (up to 1.8m for 30 mins),,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, June",Discontinued,134.5 x 73.6 x 18.8 mm (5.30 x 2.90 x 0.74 in),367 g (12.95 oz),Mini-SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~46.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.4 (KitKat),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),4GB 512MB RAM,"8 MP, AF","LED flash, HDR",720p@30fps,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2400 mAh, removable",Gray,,Up to 400 h,Up to 15 h,,,,,,,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Energy 240,https://fdn2.gsmarena.com/vv/bigpic/energizer-240.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - EM24047,HSDPA 850 / 1900 - EM24043,IP67 dust/water resistant (up to 1m for 30 mins),,HSPA 7.2/0.384 Mbps,"2015, January. Released 2015, June",Discontinued,125 x 58.5 x 19 mm (4.92 x 2.30 x 0.75 in),134 g (4.73 oz),"Dual SIM (Mini-SIM, dual stand-by)",Music/Video player Organizer Calendar Calculator Voice memo,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~24.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC,128MB 32MB RAM,3.15 MP,,Yes,,,Yes,Yes,No,"2.1, A2DP",No,,,Stereo FM radio,microUSB 2.0,,"Li-Ion 1900 mAh, removable",Gray,,Up to 316 h,Up to 11 h,,Yes,Yes,"SMS, MMS, Email",Downloadable,Yes,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Energy 200,https://fdn2.gsmarena.com/vv/bigpic/energizer-200.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - EM2003,IP67 dust/water resistant (up to 1m for 30 mins),,No,,,"2015, January. Released 2015, June",Discontinued,121.7 x 55.8 x 19.8 mm (4.79 x 2.20 x 0.78 in),122 g (4.30 oz),"Dual SIM (Mini-SIM, dual stand-by)",Music/Video player Organizer Calendar Calculator Voice memo,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~18.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,,microSDHC,8MB 8MB RAM,1.3 MP,,Yes,,,Yes,Yes,No,"2.1, A2DP, EDR",No,,,Stereo FM radio,microUSB 2.0,,"Li-Ion 1450 mAh, removable",Gray,,Up to 241 h,Up to 9 h,,Yes,Yes,"SMS, MMS, Email",Downloadable,No,,,,,,Yes,No,,,,,,,,,,,,,,
energizer,Energizer Energy 100,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-100-.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - EM2003,IP54 splash proof,,No,,,"2015, November","Available. Released 2016, February",129 x 63 x 15 mm (5.08 x 2.48 x 0.59 in),112 g (3.95 oz),"Dual SIM (Mini-SIM, dual stand-by)",Music/Video player Organizer,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~21.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),4MB 4MB RAM,VGA,,Yes,,,Yes,Yes,No,2.1,No,,,Stereo FM radio,microUSB 2.0,,"Li-Ion 1500 mAh, removable",Black,,Up to 300 h,Up to 11 h,,Yes,Yes,SMS,No,No,,,,,,Yes,No,,,,,,,,,,,,,,
energizer,Energizer Energy E551S,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e551s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.0,HSDPA 900 / 2100,,"1, 3, 7, 8, 20, 28","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2019, February",Cancelled,-,-,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",,"TFT capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2","480 x 854 pixels, 16:9 ratio (~178 ppi density)",,Android 8.0 Oreo (Go edition),Mediatek MT6737M (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),8GB 1GB RAM,8 MP,LED flash,720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 2500 mAh battery,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Energy E401,https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e401s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 1900 / 2100,,,HSPA 42.2/11.5 Mbps,"2019, February",Cancelled,-,-,"Hybrid Dual SIM (Micro-SIM, dual stand-by)",,"TFT capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2","480 x 854 pixels, 16:9 ratio (~245 ppi density)",,Android 8.0 Oreo (Go edition),Mediatek MT6580M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (uses shared SIM slot),8GB 1GB RAM,5 MP,LED flash,720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 2000 mAh battery,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
energizer,Energizer Hardcase H242S,https://fdn2.gsmarena.com/vv/bigpic/energizer-hardcase-h242s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,IP68 dust/water resistant (up to 1.2m for 30 mins),HSDPA 850 / 900 / 1900 / 2100,Secondary external display,"3, 7, 20","HSPA 42.2/5.76 Mbps, LTE","2019, February",Cancelled,125.3 x 54 x 14.5 mm (4.93 x 2.13 x 0.57 in),-,Dual SIM (Mini-SIM),"Downloadable applications Facebook, Gmail, Whatsapp, etc.","TFT, 16M colors","2.4 inches, 17.8 cm2 (~26.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,KaiOS,Spreadtrum SC7731E,Quad-core 1.3 GHz Cortex-A53,Mali-820,microSDHC,512MB 256MB RAM,0.3 MP,LED flash,Yes,0.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,"Yes, with A-GPS",,,FM radio,microUSB 2.0,,Li-Ion 1500 mAh battery,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
