Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad
allview,Allview P6 Energy Mini,https://fdn2.gsmarena.com/vv/bigpic/allview-p6-energy-mini.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, March","Available. Released 2017, March",143 x 72.4 x 10.3 mm (5.63 x 2.85 x 0.41 in),175 g (6.17 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.1 GHz Cortex-A53,Mali-T720,microSDXC,8GB 1GB RAM,eMMC 5.0,,"LED flash, HDR",720p@30fps,5 MP,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2950 mAh battery,,"Gray, Gold",,,,,,,,,2 MP,,,,,,,,,,,,,,,,,1.18 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Soul,https://fdn2.gsmarena.com/vv/bigpic/allview-x4s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, February","Available. Released 2017, February",154.2 x 76.4 x 7.4 mm (6.07 x 3.01 x 0.29 in),167.5 g (5.93 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),64GB 4GB RAM,eMMC 5.1,,"LED flash, panorama, HDR",1080p@30fps,13 MP,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",,Black,,About 420 EUR,,,,,"13 MP, 1/3.1"", 1.12µm, PDAF 5 MP, f/2.4, (depth)",,,,Corning Gorilla Glass (unspecified version),,,,,,,Up to 428 h (3G),Up to 14 h 30 min (3G),,,,,,,1.65 W/kg (head),,,,,,,,,,,,,
allview,Allview Allwatch,https://fdn2.gsmarena.com/vv/bigpic/allview-allwatch.jpg,No cellular connectivity,N/A,,,,"2016, November","Available. Released 2016, November",39 x 31 x 8.4 mm (1.54 x 1.22 x 0.33 in),40 g (1.41 oz),,No,Monochrome,"1.28 inches, 5.3 cm2 (~43.7% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~141 ppi density)",,,,,No,,IP67 dust/water resistant (up to 1m for 30 mins),,,,,,,No,No,No,"4.0, A2DP",No,No,No,"Accelerometer, heart rate","Li-Po 100 mAh, non-removable",,Black,,,,,No,,,,,,,,No,No,,,,Up to 24 h (mixed usage),,,Yes,Yes,"SMS, Email, IM",No,No,,,,,,,,,,,,,,
allview,Allview V2 Viper Xe,https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-xe.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 8, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, October","Available. Released 2016, October",154.4 x 76.6 x 9.2 mm (6.08 x 3.02 x 0.36 in),178 g (6.28 oz),,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.45 GHz Cortex-A53,Mali-T720MP2,microSDXC,16GB 3GB RAM,eMMC 5.0,,"LED flash, HDR",1080p@30fps,"13 MP, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 3150 mAh, non-removable",,"Gold, Blue",,,,,,,,,8 MP,,Corning Gorilla Glass 3,,,,,,Yes,Up to 310 h (3G),Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview V2 Viper S,https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, October","Available. Released 2016, October",146 x 74.5 x 8.2 mm (5.75 x 2.93 x 0.32 in),141.6 g (5.01 oz),,"Dual SIM (Micro-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~76.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC,32GB 3GB RAM,,,"LED flash, HDR",1080p@30fps,"16 MP, f/2.0, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 3000 mAh, removable",,"Gray, Gold",V2_Viper_S,,,,,,,,5 MP,,Scratch-resistant glass,,,,,,Yes,Up to 210 h (3G),Up to 14 h (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview P9 Energy mini,https://fdn2.gsmarena.com/vv/bigpic/allview-p9-energy-mini.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, September","Available. Released 2016, September",144 x 71 x 9.9 mm (5.67 x 2.80 x 0.39 in),181 g (6.38 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC,16GB 3GB RAM,eMMC 5.0,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, PDAF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 4000 mAh, removable",,"Blue, Gold, Mocha Gold",,,,,,,,,5 MP,,Asahi Dragontrail Glass,,,,,,Yes,Up to 360 h,Up to 20 h,,,,,,,1.25 W/kg (head),,,,,,,,,,,,,
allview,Allview P9 Energy Lite,https://fdn2.gsmarena.com/vv/bigpic/allview-p9-energy-lite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, September","Available. Released 2016, September",149 x 73.2 x 8.2 mm (5.87 x 2.88 x 0.32 in),174 g (6.14 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~71.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC,32GB 3GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, PDAF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable",,"Gold, Mocha Gold",,,,,,,,,5 MP,,Scratch-resistant glass,,,,,,Yes,Up to 450 h,Up to 20 h,,,,,,,0.72 W/kg (head),,,,,,,,,,,,,
allview,Allview P9 Energy,https://fdn2.gsmarena.com/vv/bigpic/allview-p9-energy.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, September","Available. Released 2016, September",152.3 x 75.3 x 8.2 mm (6.00 x 2.96 x 0.32 in),183 g (6.46 oz),,"Dual SIM (Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC,64GB 4GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, PDAF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",Charging 10W Reverse charging,"Gold, Mocha Gold",,,,,,,,,8 MP,,Scratch-resistant glass,,,,,,Yes,Up to 555 h,Up to 27 h,,,,,,,1.40 W/kg (head),,,,,,,,,,,,,
allview,Allview P7 Pro,https://fdn2.gsmarena.com/vv/bigpic/allview-p7-pro.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, September","Available. Released 2016, September",144 x 72 x 9 mm (5.67 x 2.83 x 0.35 in),165 g (5.82 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDHC,16GB 2GB RAM,eMMC 5.0,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2300 mAh, removable",,"Dark Blue, Gold",P7_PRO,,,,,,,,5 MP,,Asahi Dragontrail Glass,,,,,,,Up to 208 h (3G),Up to 11 h 20 min (3G),,,,,,,1.82 W/kg (head),,,,,,,,,,,,,
allview,Allview X3 Soul Style,https://fdn2.gsmarena.com/vv/bigpic/allview-x3ss.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, June","Available. Released 2016, June",154.5 x 75.6 x 8.2 mm (6.08 x 2.98 x 0.32 in),162.2 g (5.71 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),32GB 3GB RAM,,,"LED flash, HDR",1080p@30fps,"13 MP, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 3150 mAh, non-removable",,Mocha Gold,X3_Soul_Style,,,,,,,,8 MP,,Corning Gorilla Glass 3,,,,,,,Up to 225 h (3G),Up to 15 h (3G),,,,,,,0.96 W/kg (head),,,,,,,,,,,,,
allview,Allview X3 Soul Plus,https://fdn2.gsmarena.com/vv/bigpic/allview-x3sp.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, July","Available. Released 2016, July",153 x 75.3 x 7.6 mm (6.02 x 2.96 x 0.30 in),175 g (6.17 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),32GB 4GB RAM,eMMC 5.1,,"LED flash, HDR",1080p@30fps,"13 MP, f/2.0, PDAF, Laser AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 3130 mAh, non-removable",,Gold,,,,,,,,,8 MP,,Corning Gorilla Glass 3,,,,,,,Up to 225 h (3G),Up to 15 h (3G),,,,,,,0.95 W/kg (head),,,,,,,,,,,,,
allview,Allview X3 Soul Lite,https://fdn2.gsmarena.com/vv/bigpic/allview-x3sl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, June","Available. Released 2016, June",145.3 x 70.6 x 8.5 mm (5.72 x 2.78 x 0.33 in),142.7 g (5.04 oz),,"Hybrid Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),16GB 3GB RAM,,,"LED flash, HDR",1080p@30fps,"13 MP, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2400 mAh, removable",,"Gold, Gray",X3_Soul_Lite,,,,,,,,5 MP,,Asahi Dragontrail Glass,,,,,,,Up to 220 h,Up to 12 h,,,,,,,1.22 W/kg (head),,,,,,,,,,,,,
allview,Allview P6 Energy Lite,https://fdn2.gsmarena.com/vv/bigpic/allview-p6el.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, June","Available. Released 2016, June",140.8 x 72 x 9.6 mm (5.54 x 2.83 x 0.38 in),175 g (6.17 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,,,"LED flash, HDR",720p@30fps,"8 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 4000 mAh, non-removable",,Black,,,,,,,,,2 MP,,Asahi Dragontrail Glass,,,,,,,Up to 266 h,Up to 19 h 30 min,,,,,,,1.18 W/kg (head),,,,,,,,,,,,,
allview,Allview AX501Q,https://fdn2.gsmarena.com/vv/bigpic/allview-ax501q.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, June","Available. Released 2016, June",192 x 108.5 x 9.9 mm (7.56 x 4.27 x 0.39 in),253.6 g (8.96 oz),,Micro-SIM,"TN capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~66.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 5.1 (Lollipop),Mediatek MT8321 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),8GB 1GB RAM,,,LED flash,Yes,2 MP,LED flash,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Po 2500 mAh, non-removable",,Black,,,,,,,,,2 MP,,,,,,,,,Up to 225 h,Up to 4 h,,,,,,,1.74 W/kg (body),,,,,,,,,,,,,
allview,Allview Viva H1001 LTE,https://fdn2.gsmarena.com/vv/bigpic/allview-viva-h1001.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,"3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, March","Available. Released 2016, March",257.5 x 155 x 10 mm (10.14 x 6.10 x 0.39 in),510 g (1.12 lb),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~74.1% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Android 5.1 (Lollipop),Mediatek MT8735,Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),8GB 1GB RAM,,,LED flash,720p@30fps,5 MP,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Po 6000 mAh, non-removable",,Black,,,,,,,,,2 MP,,,,,,,,,Up to 346 h,Up to 8 h,,,,,,,1.49 W/kg (body),,,,,,,,,,,,,
allview,Allview V2 Viper i4G,https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-i4g.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, April","Available. Released 2016, April",143.5 x 72 x 8.3 mm (5.65 x 2.83 x 0.33 in),144.5 g (5.11 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC,16GB 2GB RAM,,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2300 mAh, removable",,"Black, White",,,,,,,,,5 MP,,Scratch-resistant glass,,,,,,,Up to 210 h,Up to 10 h,,,,,,,0.57 W/kg (head),,,,,,,,,,,,,
allview,Allview V2 Viper e,https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-e.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, April","Available. Released 2016, April",132 x 66 x 9.1 mm (5.20 x 2.60 x 0.36 in),133.2 g (4.69 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~64.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,,,"LED flash, HDR, panorama",720p@30fps,"5 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1850 mAh, removable",,"Black, White",,,,,,,,,2 MP,,,,,,,,,Up to 185 h,Up to 10 h,,,,,,,0.46 W/kg (head),,,,,,,,,,,,,
allview,Allview P6 Lite,https://fdn2.gsmarena.com/vv/bigpic/allview-p6-lite.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, March","Available. Released 2016, March",145 x 72 x 9.7 mm (5.71 x 2.83 x 0.38 in),138 g (4.87 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 5.1 (Lollipop),Mediatek MT8321 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,8GB 1GB RAM,,,"LED flash, panorama",720p@30fps,"8 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2300 mAh, removable",,"Black, Black/Brown",,,,,,,,,2 MP,,,,,,,,,Up to 153 h,Up to 11 h 30 min,,,,,,,0.44 W/kg (head),,,,,,,,,,,,,
allview,Allview X3 Soul Pro,https://fdn2.gsmarena.com/vv/bigpic/allview-x3-soul-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, February","Available. Released 2016, February",154.3 x 74.9 x 7 mm (6.07 x 2.95 x 0.28 in),144 g (5.08 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),64GB 4GB RAM,eMMC 5.1,,"LED flash, panorama, HDR",1080p@30fps,"16 MP, f/1.8, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, proximity, compass","Li-Po 3000 mAh, non-removable",,"Gold, Silver",,About 450 EUR,,,,,,,8 MP,,Corning Gorilla Glass 3,,,,,,,Up to 300 h (3G),Up to 15 h 20 min (3G),,,,,,,0.86 W/kg (head),,,,,,,,,,,,,
allview,Allview X3 Soul mini,https://fdn2.gsmarena.com/vv/bigpic/allview-x3-soul-mini.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, February","Available. Released 2016, February",142.6 x 69.5 x 7.2 mm (5.61 x 2.74 x 0.28 in),129 g (4.55 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),16GB 1GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.2, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2350 mAh, non-removable",,"Gray, Gold, Silver",,,,,,,,,5 MP,,,,,,,,,Up to 235 h (3G),Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview P8 Energy Pro,https://fdn2.gsmarena.com/vv/bigpic/allview-p8-energy-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, February","Available. Released 2016, February",160.9 x 81.2 x 8.4 mm (6.33 x 3.20 x 0.33 in),209.8 g (7.37 oz),,"Dual SIM (Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~76.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Android 5.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC,64GB 3GB RAM,,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.0, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,"3.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, proximity, compass","Li-Po 5020 mAh, non-removable",,Gold/Silver,,About 420 EUR,,,,,,,5 MP,,Corning Gorilla Glass 3,,,,,,,Up to 450 h,Up to 22 h 30 min,,,,,,,0.40 W/kg (head),,,,,,,,,,,,,
