Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad
allview,Allview Allwatch V,https://fdn2.gsmarena.com/vv/bigpic/allview-allwatch-v.jpg,No cellular connectivity,N/A,,,,"2018, June","Available. Released 2018, June",42 x 40 x 9.4 mm (1.65 x 1.57 x 0.37 in),39 g (1.38 oz),,No,LCD touchscreen,"1.3 inches, 5.5 cm2 (~32.5% screen-to-body ratio)","240 x 240 pixels, 1:1 ratio (~261 ppi density)",,,,,No,,IP54,,,,,,,No,No,No,"4.0, A2DP, LE",No,No,No,"Accelerometer, heart rate","Li-Po 130 mAh, non-removable",,Black,,,,,No,,,,,,,,No,No,,,,,,,Yes,Yes,"SMS, Email, IM",No,No,,,,,,,,,,,,,,
allview,Allview Soul X5 Mini,https://fdn2.gsmarena.com/vv/bigpic/allview-soul-x5-mini.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE","2018, August","Available. Released 2018, August",149.4 x 70.2 x 8.8 mm (5.88 x 2.76 x 0.35 in),156 g (5.50 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.67 inches, 81.0 cm2 (~77.2% screen-to-body ratio)",720 x 1498 pixels (~293 ppi density),Android 8.1 (Oreo),Mediatek MT6739 (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,microSDXC (uses shared SIM slot),16GB 2GB RAM,eMMC 5.1,,"LED flash, HDR",1080p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 3050 mAh, non-removable",,"Black, Gold",,,,,,,"13 MP, AF 0.3 MP, (depth)",,,,Asahi Glass,,,,,,,,,,,,,,,0.66 W/kg (head),,,,,,,,,,,,,
allview,Allview P10 Style,https://fdn2.gsmarena.com/vv/bigpic/allview-p10-style.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 5, 7, 8, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, October","Available. Released 2018, October",145.8 x 70 x 8.8 mm (5.74 x 2.76 x 0.35 in),140 g (4.94 oz),,Hybrid Dual SIM (Micro-SIM/Nano SIM),"IPS LCD capacitive touchscreen, 16M colors","5.34 inches, 73.6 cm2 (~72.1% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~201 ppi density)",Android 8.1 Oreo (Go edition),Mediatek MT6739M (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,microSDXC (uses shared SIM slot),8GB 1GB RAM,eMMC 5.1,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,Wi-Fi 802.11 a/b/g/n,"4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 2300 mAh, non-removable",,"Black, Gold",,,,,,,,,8 MP,,,,,,,,,,,,,,,,,1.26 W/kg (head),,,,,,,,,,,,,
allview,Allview X5 Soul,https://fdn2.gsmarena.com/vv/bigpic/allview-soul-x5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps","2018, August","Available. Released 2018, August",149 x 72 x 7.9 mm (5.87 x 2.83 x 0.31 in),185 g (6.53 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.86 inches, 85.7 cm2 (~79.9% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~287 ppi density)",Android 8.1 (Oreo),Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (uses shared SIM slot),32GB 4GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",,Black,X5_Soul,,,,,,"16 MP, f/2.0, PDAF 5 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,0.89 W/kg (head),,,,,,,,,,,,,
allview,Allview Soul X5 Pro,https://fdn2.gsmarena.com/vv/bigpic/allview-x5-soul-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 39, 40","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps","2018, June","Available. Released 2018, June",155 x 75.5 x 7.9 mm (6.10 x 2.97 x 0.31 in),210 g (7.41 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm2 (~82.8% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)",Android 8.1 (Oreo),Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (uses shared SIM slot),32GB 4GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO",FM radio,"2.0, Type-C 1.0 reversible connector","Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",Charging 10W Wireless charging,Gold,X5_Soul_Pro,About 330 EUR,,,,,"16 MP, f/2.0, PDAF 5 MP, f/2.4, (depth)",,,,Corning Gorilla Glass 3,,,,,,,,,,,,,,,1.02 W/kg (head),,,,,,,,,,,,,
allview,Allview P8 Pro,https://fdn2.gsmarena.com/vv/bigpic/allview-p8-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, January","Available. Released 2018, January",153 x 75.2 x 8 mm (6.02 x 2.96 x 0.31 in),186.5 g (6.60 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.45 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),16GB 2GB RAM,eMMC 5.0,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 3000 mAh, non-removable",,Gold,P8 PRO,,,,,,,,8 MP,,,,,,,,,,,,,,,,,1.39 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Soul Infinity Plus,https://fdn2.gsmarena.com/vv/bigpic/allview-x4sip.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 8, 20, 38","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, September","Available. Released 2017, September",158.7 x 75.2 x 8 mm (6.25 x 2.96 x 0.31 in),156 g (5.50 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~77.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Android 7.1 (Nougat),Mediatek MT6757 Helio P25 (16 nm),Octa-core (4x2.4 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),Mali-T880MP2,microSDXC (uses shared SIM slot),64GB 6GB RAM,,,"Dual-LED flash, panorama, HDR","4K@30fps, 1080p@30fps",13 MP,LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3050 mAh, non-removable",,Black,,About 450 EUR,,,,,"13 MP, 1/3.1"", 1.12µm, PDAF 5 MP, f/2.4, (depth)",,,,Corning Gorilla Glass (unspecified version),,,,,,,,,,,,,,,1.65 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Soul Infinity L,https://fdn2.gsmarena.com/vv/bigpic/allview-x4sil.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, September","Available. Released 2017, September",152 x 72.6 x 8.5 mm (5.98 x 2.86 x 0.33 in),155 g (5.47 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.45 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),16GB 2GB RAM,eMMC 5.0,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 3000 mAh, non-removable",,"Night Sky, Mocha Gold",,,,,,,,,5 MP,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,1.89 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Soul Infinity N,https://fdn2.gsmarena.com/vv/bigpic/allview-x4sin.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, September","Available. Released 2017, September",152 x 72.6 x 8.5 mm (5.98 x 2.86 x 0.33 in),155 g (5.47 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.0 (Nougat),Mediatek MT6750T (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),32GB 4GB RAM,eMMC 5.1,,"LED flash, panorama, HDR",1080p@30fps,"16 MP, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity","Li-Po 3000 mAh, non-removable",,"Night Sky, Mocha Gold, Steel Gray",,,,,,,,,8 MP,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,1.28 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Soul Infinity S,https://fdn2.gsmarena.com/vv/bigpic/allview-x4sis.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, September","Available. Released 2017, September",152 x 72.6 x 8.5 mm (5.98 x 2.86 x 0.33 in),155 g (5.47 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.0 (Nougat),Mediatek MT6750T (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),16GB 3GB RAM,eMMC 5.1,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 3000 mAh, non-removable",,"Night Sky, Mocha Gold, Steel Gray",,,,,,,,,8 MP,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,1.28 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Soul Infinity Z,https://fdn2.gsmarena.com/vv/bigpic/allview-x4siz.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 8, 38","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, September","Available. Released 2017, September",152 x 72.6 x 8.5 mm (5.98 x 2.86 x 0.33 in),155 g (5.47 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.0 (Nougat),Mediatek MT6750T (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),32GB 4GB RAM,eMMC 5.1,,"LED flash, panorama, HDR",1080p@30fps,8 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",,"Night Sky, Mocha Gold, Steel Gray",,,,,,,"13 MP, PDAF 5 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,1.28 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Soul Vision,https://fdn2.gsmarena.com/vv/bigpic/allview-x4sv.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, September","Available. Released 2017, September",153.1 x 75.6 x 10.3 mm (6.03 x 2.98 x 0.41 in),202 g (7.13 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.0 (Nougat),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),32GB 3GB RAM,eMMC 5.1,,"LED flash, HDR",1080p@30fps,"13 MP, 1/3.1"", 1.12µm, PDAF",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",,Dark Blue,,,,,Laser projector,,,,8 MP,,,,,,,,,,,,,,,,,0.76 W/kg (head),,,,,,,,,,,,,
allview,Allview V3 Viper,https://fdn2.gsmarena.com/vv/bigpic/allview-v3v.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 8, 20, 38, 39, 40","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, January","Available. Released 2018, February",148.3 x 71.8 x 8.1 mm (5.84 x 2.83 x 0.32 in),143.6 g (5.08 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~73.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 8.0 (Oreo),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),32GB 3GB RAM,eMMC 5.0,,"LED flash, HDR",1080p@30fps,"13 MP, AF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3000 mAh, non-removable",,"Black, Silver, Gold",,About 220 EUR,,,,,,,13 MP,,Corning Gorilla Glass 3,,,,,,Yes,,,,,,,,,1.26 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Soul Mini S,https://fdn2.gsmarena.com/vv/bigpic/allview-x4-soul-mini-s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, June","Available. Released 2017, June",142 x 72 x 8.4 mm (5.59 x 2.83 x 0.33 in),145 g (5.11 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.25 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),16GB 1GB RAM,eMMC 5.0,,"LED flash, HDR",720p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 2500 mAh, non-removable",,"Black, Gold, Blue",X4_Soul_Mini_S_TM,About 150 EUR,,,,,,,8 MP,,Scratch-resistant glass,,,,,,,Up to 312 h (3G),Up to 15 h (3G),,,,,,,1.48 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Xtreme,https://fdn2.gsmarena.com/vv/bigpic/allview-x4-xtreme.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),"HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, June","Available. Released 2017, June",166.4 x 83.3 x 9.1 mm (6.55 x 3.28 x 0.36 in),226.9 g (8.01 oz),,Hybrid Dual SIM (Micro-SIM/Nano SIM),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~71.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Android 7.0 (Nougat),Mediatek MT6757T Helio P25 (16 nm),Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),Mali-T880MP2,microSDXC (uses shared SIM slot),64GB 4GB RAM,,,"LED flash, HDR, panorama",1080p@30fps,"20 MP, f/2.0, (wide)",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 4550 mAh, non-removable",,Mocha Gold,,,,,,,"13 MP, PDAF 5 MP, f/2.4, (depth)",,,,Corning Gorilla Glass 3,,,,,,,Up to 379 h,Up to 25 h,,,,,,,1.01 W/kg (head),,,,,,,,,,,,,
allview,Allview P9 Energy Lite (2017),https://fdn2.gsmarena.com/vv/bigpic/allview-p9-energy-lite-2017.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, June","Available. Released 2017, June",148.7 x 72.4 x 9.1 mm (5.85 x 2.85 x 0.36 in),161 g (5.68 oz),,Hybrid Dual SIM (Micro-SIM/Nano SIM),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Android 7.0 (Nougat),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),32GB 3GB RAM,,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity","Li-Po 4000 mAh, non-removable",,"Black, Gold",,,,,,,,,8 MP,,,,,,,,,Up to 286 h,Up to 16 h,,,,,,,0.72 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Soul Lite,https://fdn2.gsmarena.com/vv/bigpic/allview-x4-soul-lite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 8, 20, 38","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, June","Available. Released 2017, June",155.4 x 75.9 x 7.8 mm (6.12 x 2.99 x 0.31 in),150.4 g (5.29 oz),,Hybrid Dual SIM (Micro-SIM/Nano SIM),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.0 (Nougat),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),"16GB 3GB RAM, 32GB 4GB RAM",eMMC 5.1,,"LED flash, panorama, HDR",1080p@30fps,8 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity, compass","Li-Po 3000 mAh, non-removable",,"Black, Gold",,,,,,,"13 MP, 1/3.1"", 1.12µm, PDAF 2 MP, (depth)",,,,,,,,,,,Up to 500 h (3G),Up to 23 h (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview X4 Soul Mini,https://fdn2.gsmarena.com/vv/bigpic/allview-x4-soul-mini.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, April","Available. Released 2017, March",143.5 x 73.9 x 7.7 mm (5.65 x 2.91 x 0.30 in),144 g (5.08 oz),,"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.25 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 16GB 3GB RAM",eMMC 5.0,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, 1/3.1"", 1.12µm, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 2500 mAh, non-removable",,"Black, Gold",,,,,,,,,8 MP,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,0.61 W/kg (head),,,,,,,,,,,,,
allview,Allview X4 Soul Style,https://fdn2.gsmarena.com/vv/bigpic/allview-x4-soul-style.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, March","Available. Released 2017, March",156.5 x 74.5 x 8.3 mm (6.16 x 2.93 x 0.33 in),181 g (6.38 oz),,"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.0 (Nougat),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),64GB 4GB RAM,eMMC 5.1,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, 1/3.1"", 1.12µm, PDAF",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 4010 mAh, non-removable",,"Black, Gold",,,,,,,,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",,Corning Gorilla Glass (unspecified version),,,,,,,,,,,,,,,1.65 W/kg (head),,,,,,,,,,,,,
