Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser
spice,Spice Mi-423 Smart Flo Ivory 2,https://fdn2.gsmarena.com/vv/bigpic/spice-smart-flo-ivory-2-mi-423.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,"2013, September. Released 2013, September",Discontinued,126.3 x 68.6 x 11.2 mm (4.97 x 2.70 x 0.44 in),-,Dual SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 47.6 cm2 (~55.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~144 ppi density)",Android 4.2.2 (Jelly Bean),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),512MB 256MB RAM,3.15 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,FM radio,microUSB,Accelerometer,,Li-Ion 1400 mAh battery,Up to 120 h,Up to 8 h,White,,,1.3 MP,,,,,About 50 EUR,,,,,,,,,
spice,Spice Mi-349 Smart Flo Edge,https://fdn2.gsmarena.com/vv/bigpic/spice-smart-flo-edge-mi-349.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,"2013, September. Released 2013, September",Discontinued,117 x 63 x 12.3 mm (4.61 x 2.48 x 0.48 in),-,Dual SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~49.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3.5 (Gingerbread),,1.0 GHz,,microSDHC (dedicated slot),512MB 256MB RAM,1.3 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,A-GPS only,FM radio,microUSB,Accelerometer,,Li-Ion 1500 mAh battery,Up to 120 h,Up to 8 h,White,,,VGA,,,,,About 40 EUR,,,,,,,,,
spice,Spice Mi-550 Pinnacle Stylus,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-550.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, September. Released 2013, September",Discontinued,160 x 79 x 9.5 mm (6.30 x 3.11 x 0.37 in),155 g (5.47 oz),Dual SIM,Capacitive touchscreen,", -","720 x 1280 pixels, 16:9 ratio",Android 4.2 (Jelly Bean),,,,microSDHC (dedicated slot),,"8 MP, AF",Yes,Stylus,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB,"Accelerometer, proximity",,Li-Ion 2500 mAh battery,Up to 504 h,Up to 9 h 40 min,"Black, White",,,2 MP,,,HSDPA 2100,HSPA,About 150 EUR,,,,,,,,,
spice,Spice Mi-502n Smart FLO Pace3,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-502n.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Class 12,"2013, September. Released 2013, September",Discontinued,148.5 x 78.9 x 10.4 mm (5.85 x 3.11 x 0.41 in),190 g (6.70 oz),Dual SIM,Capacitive touchscreen,", -","480 x 800 pixels, 5:3 ratio",Android 4.2 (Jelly Bean),,,,microSDHC (dedicated slot),,8 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB,"Accelerometer, proximity",,"Li-Ion 2100 mAh, removable",Up to 400 h,Up to 8 h 20 min,White. Blue,,,1.3 MP,,,,,About 80 EUR,,,,,,,,,
spice,Spice Mi-492 Stellar Virtuoso Pro+,https://fdn2.gsmarena.com/vv/bigpic/spice-virtuoso-pro-plus.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, September. Released 2013, September",Discontinued,133.8 x 68.2 x 10 mm (5.27 x 2.69 x 0.39 in),123.3 g (4.34 oz),Dual SIM,Capacitive touchscreen,", -","480 x 854 pixels, 16:9 ratio",Android 4.2 (Jelly Bean),,,,microSDHC (dedicated slot),,5 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB,"Accelerometer, proximity",,"Li-Ion 1730 mAh, removable",Up to 350 h,Up to 5 h,"Black, White",,,1.3 MP,,,HSDPA 2100,HSPA,About 80 EUR,,,,,,,,,
spice,Spice Mi-437 Stellar Nhance 2,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-437.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, October. Released 2013, October",Discontinued,124.5 x 65.5 x 10.5 mm (4.90 x 2.58 x 0.41 in),108 g (3.81 oz),Dual SIM,Capacitive touchscreen,", -","480 x 800 pixels, 5:3 ratio",Android 4.2 (Jelly Bean),,,,microSDHC (dedicated slot),,3.15 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",FM radio,microUSB,"Accelerometer, proximity",,Li-Ion 1400 mAh battery,Up to 400 h,Up to 7 h,Gray,,,1.3 MP,,,HSDPA 2100,HSPA,About 70 EUR,,,,,,,,,
spice,Spice Mi-436 Stellar Glamour,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-436.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2013, August",Discontinued,125 x 65.8 x 11.5 mm (4.92 x 2.59 x 0.45 in),100 g (3.53 oz),Dual SIM,Capacitive touchscreen,"4.0 inches, 45.5 cm2 (~55.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.2 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),,5 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,"Yes, with A-GPS",FM radio,microUSB,"Accelerometer, proximity",,Li-Ion 1400 mAh battery,Up to 170 h,Up to 4 h 30 min,"Blue, Red/black",,,1.3 MP,,,HSDPA 2100,HSPA,About 70 EUR,,,,,,,,,
spice,Spice Mi-354 Smartflo Space,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-354.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Class 12,"2013, August",Available,118.2 x 60.8 x 12.4 mm (4.65 x 2.39 x 0.49 in),125 g (4.41 oz),Dual SIM,Capacitive touchscreen,"3.5 inches, 36.5 cm2 (~50.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6517,Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),,3.15 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,"Yes, with A-GPS",FM radio,microUSB,"Accelerometer, proximity",,Li-Ion 1450 mAh battery,Up to 200 h,Up to 6 h,"Black/silver, White/silver",,,1.3 MP,,,,,About 40 EUR,,,,,,,,,
spice,Spice Mi-525 Pinnacle FHD,https://fdn2.gsmarena.com/vv/bigpic/spice-pinnacle-fhd-mi-525.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, June. Released 2013, July",Discontinued,149.4 x 74.9 x 9.3 mm (5.88 x 2.95 x 0.37 in),175 g (6.17 oz),Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~61.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",1080p@30fps,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity",,"Li-Ion 2100 mAh, removable",Up to 362 h,Up to 7 h,Black/White,0.91 W/kg (head),Dual-LED flash,2 MP,,,HSDPA 2100,HSPA,About 160 EUR,,,,,,,,,
spice,Spice Mi-515 Coolpad,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-515.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2013, June. Released 2013, June",Discontinued,140 x 73 x 9.9 mm (5.51 x 2.87 x 0.39 in),161 g (5.68 oz),Dual SIM,IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,"Li-Ion 2000 mAh, removable",,,Black,0.37 W/kg (head),LED flash,VGA,,,HSDPA 900 / 2100,HSPA,About 130 EUR,,,,,,,,,
spice,Spice Mi-510 Stellar Prime,https://fdn2.gsmarena.com/vv/bigpic/spice-510.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, June. Released 2013, July",Discontinued,145 x 74 x 9.9 mm (5.71 x 2.91 x 0.39 in),176 g (6.21 oz),Dual SIM (Mini-SIM),TFT capacitive touchscreen,"5.0 inches, 68.9 cm2 (~64.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),,8 MP,Yes,SRS audio,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,Yes,FM radio,microUSB,Accelerometer,,"Li-Ion 2100 mAh, removable",Up to 250 h,Up to 6 h,White,,LED flash,3 MP,,,HSDPA 2100,HSPA,About 220 EUR,,,,,,,,,
spice,Spice Mi-505 Stellar Horizon Pro,https://fdn2.gsmarena.com/vv/bigpic/spice-505.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, May. Released 2013, May",Discontinued,148 x 77.2 x 9.6 mm (5.83 x 3.04 x 0.38 in),186 g (6.56 oz),Dual SIM (Mini-SIM),TFT capacitive touchscreen,"5.0 inches, 71.2 cm2 (~62.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),,5 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,FM radio,microUSB,Accelerometer,,Li-Ion 2100 mAh battery,Up to 200 h,Up to 4 h 20 min,White,,Dual-LED flash,1.3 MP,,,HSDPA 900 / 2100,HSPA,About 90 EUR,,,,,,,,,
spice,Spice Mi-491 Stellar Virtuoso Pro,https://fdn2.gsmarena.com/vv/bigpic/spice-491.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, June. Released 2013, July",Discontinued,135 x 68 x 9.9 mm (5.31 x 2.68 x 0.39 in),143 g (5.04 oz),Dual SIM (Mini-SIM),TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~60.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),,5 MP,Yes,SRS audio,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,A-GPS only,FM radio,microUSB,Accelerometer,,Li-Ion 1700 mAh battery,Up to 210 h,Up to 5 h,Black,,,1.3 MP,,,HSDPA 2100,HSPA,About 80 EUR,,,,,,,,,
spice,Spice Mi-450 Smartflo Ivory,https://fdn2.gsmarena.com/vv/bigpic/spice-450.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Class 12,"2013, May. Released 2013, May",Discontinued,131.7 x 68.5 x 11.1 mm (5.19 x 2.70 x 0.44 in),130 g (4.59 oz),Dual SIM (Mini-SIM),TFT capacitive touchscreen,"4.5 inches, 57.6 cm2 (~63.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 4.0 (Ice Cream Sandwich),Mediatek MT6517,Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),,3.15 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,A-GPS only,FM radio,microUSB,Accelerometer,,Li-Ion 1500 mAh battery,Up to 250 h,Up to 6 h,White,,LED flash,1.3 MP,,,,,About 70 EUR,,,,,,,,,
spice,Spice Mi-422 Smartflo Pace,https://fdn2.gsmarena.com/vv/bigpic/spice-422.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Class 12,"2013, May. Released 2013, May",Discontinued,126 x 63.8 x 10.9 mm (4.96 x 2.51 x 0.43 in),90 g (3.17 oz),Dual SIM (Mini-SIM),TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~56.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0 (Ice Cream Sandwich),Mediatek MT6515,1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),,3.15 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,A-GPS only,FM radio,microUSB,Accelerometer,,"Li-Ion 1300 mAh, removable",Up to 190 h,Up to 4 h 30 min,White,,LED flash,1.3 MP,,,,,About 50 EUR,,,,,,,,,
spice,Spice Mi-353 Stellar Jazz,https://fdn2.gsmarena.com/vv/bigpic/spice-353.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, May. Released 2013, May",Discontinued,124.1 x 63.7 x 13.6 mm (4.89 x 2.51 x 0.54 in),135 g (4.76 oz),Dual SIM (Mini-SIM),TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~46.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread),,,,microSDHC (dedicated slot),,3.15 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0,Yes,FM radio,microUSB,Accelerometer,,"Li-Ion 1500 mAh, removable",Up to 150 h,Up to 3 h 30 min,White,,LED flash,1.3 MP,,,HSDPA 2100,HSPA,About 40 EUR,,,,,,,,,
spice,Spice Mi-725 Stellar Slatepad,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-725.jpg,GSM / HSPA,GSM 900 / 1800,,,"2013, May. Released 2013, May",Discontinued,194.4 x 124.5 x 12.2 mm (7.65 x 4.90 x 0.48 in),450 g (0.99 lb),Yes,Capacitive touchscreen,"7.0 inches, 137.9 cm2 (~57.0% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 4.1 (Jelly Bean),,,,microSDHC (dedicated slot),,3.15 MP,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB,Accelerometer,,"Li-Po 3000 mAh, non-removable",Up to 400 h,Up to 10 h,White,,,1.3 MP,,,HSDPA 2100,HSPA,About 120 EUR,,,,,,,,,
spice,Spice Mi-502 Smartflo Pace2,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-502.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Class 12,"2013, May. Released 2013, May",Discontinued,148 x 77.2 x 9.6 mm (5.83 x 3.04 x 0.38 in),185 g (6.53 oz),Dual SIM,Capacitive touchscreen,"5.0 inches, 71.2 cm2 (~62.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",Android 4.0 (Ice Cream Sandwich),,,,microSDHC (dedicated slot),512MB,"5 MP, AF",Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",A-GPS only,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,"Li-Ion 2100 mAh, removable",Up to 288 h,Up to 4 h 20 min,"White, Blue",,Dual-LED flash,1.3 MP,,,,,About 100 EUR,,,,,,,,,
spice,Spice Mi-535 Stellar Pinnacle Pro,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-535.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2013, May. Released 2013, May",Discontinued,152 x 79 x 10.3 mm (5.98 x 3.11 x 0.41 in),196.3 g (6.91 oz),Dual SIM,IPS LCD capacitive touchscreen,"5.3 inches, 77.4 cm2 (~64.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~208 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),16GB 1GB RAM,"8 MP, AF",Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",,"Li-Po 2550 mAh, removable",Up to 700 h,Up to 4 h 12 min,Brown,,Dual-LED flash,5 MP,,,HSDPA 900 / 2100 - SIM 1 & SIM 2,HSPA,About 210 EUR,,,,,,,,,
spice,Spice Mi-530 Stellar Pinnacle,https://fdn2.gsmarena.com/vv/bigpic/Spice-Stellar-Pinnacle-Mi-530.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, January. Released 2013, February",Discontinued,152 x 79 x 10.3 mm (5.98 x 3.11 x 0.41 in),196.3 g (6.91 oz),Dual SIM (Mini-SIM),Capacitive touchscreen,"5.3 inches, 77.4 cm2 (~64.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~208 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",,,,microSDHC (dedicated slot),16GB 1GB RAM,"8 MP, AF",Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,"Li-Ion 2550 mAh, removable",Up to 700 h,Up to 4 h 12 min,Black,,LED flash,5 MP,,,HSDPA 2100 - SIM 1 & SIM 2,HSPA,About 190 EUR,,,,,,,,,
spice,Spice Mi-1010 Stellar Pad,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-1010.jpg,No cellular connectivity,N/A,No,No,"2013, January. Released 2013, January",Discontinued,-,-,No,IPS LCD capacitive touchscreen,"10.0 inches, 290.0 cm2","1280 x 800 pixels, 16:10 ratio (~151 ppi density)",Android 4.1 (Jelly Bean),,,,microSDHC (dedicated slot),,3.15 MP,Yes,HDMI port,Yes,Yes,Wi-Fi 802.11 b/g/n,No,No,No,microUSB,Accelerometer,,"Li-Po 7600 mAh, non-removable",,,Silver,,,VGA,,,,,About 180 EUR,,,,,,,,,
spice,Spice Mi-495 Stellar Virtuoso,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-495.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2013, January. Released 2013, January",Discontinued,-,-,Dual SIM (Mini-SIM),Capacitive touchscreen,"4.5 inches, 55.8 cm2","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.0 (Ice Cream Sandwich),,,,microSDHC (dedicated slot),,"8 MP, AF",Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB,"Accelerometer, proximity",,Li-Ion 1700 mAh battery,,,Black/Silver,,LED flash,1.3 MP,,,HSDPA 2100,HSPA,About 150 EUR,,,,,,,,,
spice,Spice Mi-500 Stellar Horizon,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-500-stellar-horizon.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2012, September. Released 2012, October",Discontinued,143 x 77.4 x 10.5 mm (5.63 x 3.05 x 0.41 in),205 g (7.23 oz),"Dual SIM (Mini-SIM, dual stand-by)",TFT capacitive touchscreen,"5.0 inches, 71.2 cm2 (~64.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",Yes,MP4/WMV/H.263 player MP3/WAV/AAC+ player Document viewer Photo/video editor,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,Proprietary,"Accelerometer, proximity",,"Li-Ion 2400 mAh, removable",Up to 200 h,Up to 6 h,White,,Dual-LED flash,VGA,,,HSDPA 2100,HSPA 7.2/5.76 Mbps,About 180 EUR,,,,,,,,,
spice,Spice Mi-285 Stellar,https://fdn2.gsmarena.com/vv/bigpic/spice-stellar-mi-285.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2012, June. Released 2012, June",Discontinued,116.5 x 58.4 x 12.7 mm (4.59 x 2.30 x 0.5 in),79 g (2.79 oz),Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~35.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),650 MHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),,3.15 MP,Yes,No,Yes,,Wi-Fi 802.11 b/g/n,Yes,Yes,Wireless FM radio (no wired headphones required),Proprietary,,,"Li-Ion 1400 mAh, removable",Up to 480 h,Up to 6 h,Black,,,,,,HSDPA 2100 - SIM 1 only,"Yes, 384 kbps",About 60 EUR,QWERTY,,,,,,,,
spice,Spice M-5665 T2,https://fdn2.gsmarena.com/vv/bigpic/spice-t2-m-5665.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2012, April. Released 2012, April",Discontinued,112.8 x 60.5 x 12.8 mm (4.44 x 2.38 x 0.50 in),89 g (3.14 oz),Dual SIM (Mini-SIM),"TFT touchscreen, 56K colors","2.6 inches, 20.9 cm2 (~30.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio",,,,,microSDHC (dedicated slot),,1.3 MP,Yes,No,Yes,,No,Yes,No,FM radio,Proprietary,,,"Li-Ion 1200 mAh, removable",Up to 500 h,Up to 6 h,White,,,,,,,,About 30 EUR,,1500 entries,Yes,Yes,Downloadable,No,,,
spice,Spice M-5566 Flo Entertainer,https://fdn2.gsmarena.com/vv/bigpic/spice-flo-entertainer-m-5566.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,"2012, September. Released 2012, September",Discontinued,104 x 54 x 12.4 mm (4.09 x 2.13 x 0.49 in),65.2 g (2.29 oz),Dual SIM (Mini-SIM),"TFT touchscreen, 56K colors","2.8 inches, 24.3 cm2 (~43.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,microSDHC (dedicated slot),,VGA,Yes,No,Yes,,No,Yes,No,Wireless FM radio (no wired headphones required),Proprietary,,,"Li-Ion 1000 mAh, removable",Up to 500 h,Up to 3 h 20 min,White,,,,,,,,About 30 EUR,,250 entries,Yes,Yes,Downloadable,No,,,
spice,Spice M-5900 Flo TV Pro,https://fdn2.gsmarena.com/vv/bigpic/spice-flo-tv-pro.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2012, August. Released 2012, August",Discontinued,114 x 62 x 13.6 mm (4.49 x 2.44 x 0.54 in),70 g (2.47 oz),Dual SIM (Mini-SIM),"TFT touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~51.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,,,microSDHC (dedicated slot),,1.3 MP,Yes,No,Yes,,No,Yes,No,"FM radio, recording",Proprietary,,,"Li-Ion 1000 mAh, removable",Up to 200 h,Up to 3 h 30 min,Black,,,,,,,,About 40 EUR,,500 entries,Yes,Yes,Downloadable,Yes,,,
spice,Spice M-6688 Flo Magic,https://fdn2.gsmarena.com/vv/bigpic/spice-flo-magic.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,"2012, June. Released 2012, June",Discontinued,111.7 x 55 x 12.9 mm (4.40 x 2.17 x 0.51 in),80 g (2.82 oz),Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","3.2 inches, 29.1 cm2 (~47.4% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,,,microSDHC (dedicated slot),,3.15 MP,Yes,No,Yes,,Wi-Fi 802.11 b/g/n,Yes,No,"FM radio, recording",Proprietary,,,"Li-Ion 1000 mAh, removable",Up to 340 h,Up to 4 h,Black,,,,,,,,About 50 EUR,,Yes,Yes,Yes,Downloadable,Yes,,,
spice,Spice M-5460 Flo,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5460.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2012, January. Released 2012, January",Discontinued,96 x 54 x 13.5 mm (3.78 x 2.13 x 0.53 in),63 g (2.22 oz),Dual SIM (Mini-SIM),"TFT touchscreen, 56K colors","2.6 inches, 20.9 cm2 (~40.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,microSDHC (dedicated slot),,Yes,Yes,No,Yes,,No,Yes,No,FM radio,Proprietary,,,"Li-Ion 1000 mAh, removable",Up to 200 h,Up to 3 h 20 min,Black,,LED flash,,,,,,About 30 EUR,,250 entries,Yes,Yes,Downloadable,No,,,
spice,Spice M-5455 Flo,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5455.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2011, November. Released 2011, November",Discontinued,93.6 x 51.6 x 13.7 mm (3.69 x 2.03 x 0.54 in),80 g (2.82 oz),Dual SIM (Mini-SIM),"TFT touchscreen, 56K colors","2.4 inches, 17.8 cm2 (~36.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),,1.3 MP,Yes,No,Yes,,No,Yes,No,FM radio,Proprietary,,,"Li-Ion 950 mAh, removable",Up to 200 h,Up to 3 h 30 min,Black,,,,,,,,About 30 EUR,,1000 entries,Yes,Yes,Downloadable,Yes,,,
spice,Spice M-5365 Boss Killer,https://fdn2.gsmarena.com/vv/bigpic/spice-boss-killer.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2012, August. Released 2012, August",Discontinued,118 x 53 x 15 mm (4.65 x 2.09 x 0.59 in),101 g (3.56 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","2.4 inches, 17.8 cm2 (~28.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),,1.3 MP,Yes,No,Yes,No,No,Yes,No,FM radio,No,,,"Li-Ion 1800 mAh, removable",Up to 650 h,Up to 8 h,Black,,,,,,,,About 20 EUR,,Yes,Yes,Yes,Downloadable,No,,,
