Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser,64GB 6GB RAM,64GB 4GB RAM,256GB 8GB RAM,512GB 8GB RAM,128GB 4GB RAM,32GB 2GB RAM,64GB 3GB RAM,32GB 3GB RAM,512GB 12GB RAM,Five,16GB 2GB RAM,32GB 4GB RAM 
xiaomi,Xiaomi Redmi 8A Dual,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-8a-dual.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Water-repellent coating,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 8, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, February 11","Available. Released 2020, February 18",156.5 x 75.4 x 9.4 mm (6.16 x 2.97 x 0.37 in),188 g (6.63 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~81.8% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",400 nits typ. brightness (advertised),"Android 9.0 (Pie), upgradable to Android 10, MIUI 12",Qualcomm SDM439 Snapdragon 439 (12 nm),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),Adreno 505,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 1/4"", 1.12µm",HDR,1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"FM Radio, built-in antenna","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",Fast charging 18W Reverse charging,"Sky White, Sea Blue, Midnight Grey",M2001C3K3I,"€ 111.00 / £ 131.00 / ₹ 7,499",Corning Gorilla Glass 5,,,,,,,,,,,"13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF 2 MP, f/2.4, (depth)",,,,,,0.34 W/kg (head)     1.00 W/kg (body),,,,,,,,,,,,,,,,,,,€ 111.00,,"₹ 8,299",,,,
xiaomi,Xiaomi Poco X2,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-poco-x2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Water-repellent coating,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 3, 5, 8, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, February 04","Available. Released 2020, February 11",165.3 x 76.6 x 8.8 mm (6.51 x 3.02 x 0.35 in),208 g (7.34 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.67 inches, 107.4 cm2 (~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",HDR10 120Hz refresh rate 500 nits typ. brightness (advertised),"Android 10, MIUI 12",Qualcomm SDM730 Snapdragon 730G (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, 720p@960fps; gyro-EIS",,HDR,1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"FM radio, recording","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","Fast charging 27W, 100% in 68 min (advertised)","Atlantis Blue, Matrix Purple, Phoenix Red","MZB9011IN, MZB9012IN, MZB9013IN, MZB8741IN, MZB8742IN, MZB8743IN, MZB8744IN, MZB8745IN, MZB8746IN","₹ 19,873",Corning Gorilla Glass 5,,,,,,,"₹ 20,670",,,,"20 MP, f/2.2, 27mm (wide), 1/3.4"", 0.8µm 2 MP, f/2.4, (depth)",,,,,,1.08 W/kg (head)     0.62 W/kg (body),,,Yes,,,,,,,,,,,"₹ 19,873",,"₹ 25,480",,,,,,,,,
xiaomi,Xiaomi Redmi K30,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-k30.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, December 10","Available. Released 2019, December 20",165.3 x 76.6 x 8.8 mm (6.51 x 3.02 x 0.35 in),208 g (7.34 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.67 inches, 107.4 cm2 (~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",CDMA2000 1xEV-DO,"Android 10, MIUI 11",Qualcomm SDM730 Snapdragon 730G (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, 720p@960fps; gyro-EIS",,HDR,1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes,"FM radio, recording","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","Fast charging 27W, 100% in 68 min (advertised)","Blue, Red, Purple","M1912G7BE, M1912G7BC",$ 259.99,Corning Gorilla Glass 5,,"AnTuTu: 218200 (v7), 272229 (v8) GeekBench: 7008 (v4.4), 1692 (v5.1) GFXBench: 15fps (ES 3.1 onscreen)",Contrast ratio: 1378:1 (nominal),Photo / Video,,Endurance rating 101h,,,,,"20 MP, f/2.2, 27mm (wide), 1/3.4"", 0.8µm 2 MP, f/2.4, 1/5"", 1.75µm, depth sensor",,Noise -94.0dB / Crosstalk -93.0dB,,,,,,,Yes,,,,,,,,,,,$ 259.99,,,,,,,,,,,
xiaomi,Xiaomi Redmi K30 5G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-k30-5g.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HDR10 120Hz refresh rate,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","41, 78 Sub6","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2019, December 10","Available. Released 2020, January 07",165.3 x 76.6 x 8.8 mm (6.51 x 3.02 x 0.35 in),208 g (7.34 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.67 inches, 107.4 cm2 (~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",UFS 2.1,"Android 10, MIUI 11",Qualcomm SDM765 Snapdragon 765G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, 720p@960fps; gyro-EIS",,HDR,1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","Fast charging 30W, 100% in 57 min (advertised)","Blue, Red, Purple, White","M1912G7BE, M1912G7BC",$ 259.99,Corning Gorilla Glass 5,,,,,,,$ 279.99,$ 479.99,,,"20 MP, f/2.2, 27mm (wide), 1/3.4"", 0.8µm 2 MP, f/2.4, 1/5"", 1.75µm, depth sensor",,,,,,,,,Yes,,,,,,,,,,,$ 259.99,,,,,,,,,,,
xiaomi,Xiaomi Redmi Note 8T,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-8t.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40",,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat12 600/50 Mbps","2019, November 06","Available. Released 2019, November 08",161.1 x 75.4 x 8.6 mm (6.34 x 2.97 x 0.34 in),200 g (7.05 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~80.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",,"Android 9.0 (Pie), planned ulgrade to Android 10, MIUI 12",Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS","13 MP, f/2.0, (wide), 1/3.1"", 1.12µm","HDR, panorama",1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Yes,FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",Fast charging 18W,"Starscape Blue, Moonlight White, Moonshadow Grey",M1908C3XG,€ 151.23 / $ 213.23 / £ 139.00,Corning Gorilla Glass 5,,"AnTuTu: 141077 (v7), 167395 (v8) GeekBench: 5620 (v4.4) GFXBench: 5.9fps (ES 3.1 onscreen)",Contrast ratio: 1360:1 (nominal),Photo / Video,Voice 78dB / Noise 74dB / Ring 79dB,Endurance rating 108h,,,,,,,Noise -93.9dB / Crosstalk -93.7dB,,,,1.02 W/kg (head)     1.18 W/kg (body),,,Yes,,,0.74 W/kg (head)     1.30 W/kg (body),,,,,,,,,€ 164.50,,,€ 193.55,,,€ 151.23,,,,
xiaomi,Xiaomi Mi Note 10 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-note10-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,600 nits max brightness (advertised) HDR10 Always-on display,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat15 800/150 Mbps","2019, November 06","Available. Released 2019, November 11",157.8 x 74.2 x 9.7 mm (6.21 x 2.92 x 0.38 in),208 g (7.34 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.47 inches, 102.8 cm2 (~87.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)",UFS 2.0,"Android 9.0 (Pie), upgradable to Android 10, MIUI 12",Qualcomm SDM730 Snapdragon 730G (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,No,256GB 8GB RAM,,"Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60/120/240fps, 720p@960fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 5260 mAh, non-removable","Fast charging 30W, 58% in 30 min, 100% in 65 min (advertised) USB Power Delivery","Aurora Green, Glacier White, Midnight Black",M1910F4S,"₹ 1,299",Corning Gorilla Glass 5,,,,,,,,,,,,,,,,,1.19 W/kg (head)     1.18 W/kg (body),,,Yes,,,1.11 W/kg (head)     1.39 W/kg (body),,,,,,,,,,"₹ 1,299",,,,,,,"108 MP (8P lens), f/1.7, 25mm (wide), 1/1.33"", 0.8µm, PDAF, Laser AF, OIS 12 MP, f/2.0, 50mm (telephoto), 1/2.55"", 1.4µm, Dual Pixel PDAF, 2x optical zoom 8MP, f/2.0, (telephoto), 1.0µm, PDAF, OIS, 3.7x optical zoom, 5x hybrid zoom 20 MP, f/2.2, 13mm (ultrawide), 1/2.8"", 1.0µm 2 MP, f/2.4, (macro)",,
xiaomi,Xiaomi Mi Note 10,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-note10-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,600 nits max brightness (advertised) HDR10 Always-on display,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat15 800/150 Mbps","2019, November 06","Available. Released 2019, November 11",157.8 x 74.2 x 9.7 mm (6.21 x 2.92 x 0.38 in),208 g (7.34 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.47 inches, 102.8 cm2 (~87.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)",UFS 2.0,"Android 9.0 (Pie), upgradable to Android 10, MIUI 12",Qualcomm SDM730 Snapdragon 730G (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,No,128GB 6GB RAM,,"Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60/120/240fps, 720p@960fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes,"FM radio, recording","2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 5260 mAh, non-removable","Fast charging 30W, 58% in 30 min, 100% in 65 min (advertised) USB Power Delivery","Aurora Green, Glacier White, Midnight Black",M1910F4G,€ 384.90 / £ 436.99,Corning Gorilla Glass 5,,"AnTuTu: 213566 (v7), 256717 (v8) GeekBench: 6737 (v4.4) GFXBench: 15fps (ES 3.1 onscreen)",Contrast ratio: Infinite (nominal),Photo / Video,-29.6 LUFS (Average),Endurance rating 95h,€ 384.90,,,,,,Noise -92.3dB / Crosstalk -89.7dB,,,,1.19 W/kg (head)     1.18 W/kg (body),,,Yes,,,1.11 W/kg (head)     1.39 W/kg (body),,,,,,,,,,,,,,,,,"108 MP (7P lens), f/1.7, 25mm (wide), 1/1.33"", 0.8µm, PDAF, Laser AF, OIS 12 MP, f/2.0, 50mm (telephoto), 1/2.55"", 1.4µm, Dual Pixel PDAF, 2x optical zoom 8 MP, f/2.0, (telephoto), 1.0µm, PDAF, OIS, 3.7x optical zoom, 5x hybrid zoom 20 MP, f/2.2, 13mm (ultrawide), 1/2.8"", 1.0µm 2 MP, f/2.4, (macro)",,
xiaomi,Xiaomi Mi CC9 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-cc9-pro-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat15 800/150 Mbps","2019, November","Available. Released 2019, November",157.8 x 74.2 x 9.7 mm (6.21 x 2.92 x 0.38 in),208 g (7.34 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.47 inches, 102.8 cm2 (~87.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)",600 nits max brightness (advertised) HDR10 Always-on display,"Android 9.0 (Pie), MIUI 11",Qualcomm SDM730 Snapdragon 730G (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60/120/240fps, 720p@960fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 5260 mAh, non-removable","Fast charging 30W, 58% in 30 min, 100% in 65 min (advertised) USB Power Delivery","Aurora Green, Glacier White, Midnight Black",M1910F4E,About 400 EUR,Corning Gorilla Glass 5,,AnTuTu: 236051 (v8),,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,"108 MP (8P lens - 256GB GB model), f/1.7, 25mm (wide), 1/1.33"", 0.8µm, PDAF, Laser AF, OIS 12 MP, f/2.0, 50mm (telephoto), 1/2.55"", 1.4µm, Dual Pixel PDAF, 2x optical zoom 5 MP (upscaled to 8MP), f/2.0, (telephoto), 1.0µm, PDAF, OIS, 5x optical zoom 20 MP, f/2.2, 13mm (ultrawide), 1/2.8"", 1.0µm 2 MP, f/2.4, (macro)",,
xiaomi,Xiaomi Watch Color,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-watch-color-.jpg,No cellular connectivity,N/A,Waterproof (5ATM),N/A,N/A,,No,"2020, January","Available. Released 2020, January",53.3 x 46.2 x 11.4 mm (2.10 x 1.82 x 0.45 in),-,"Glass front, stainless steel frame, plastic back",No,"AMOLED capacitive touchscreen, 16M colors","1.39 inches, 6.2 cm2 (~25.3% screen-to-body ratio)","454 x 454 pixels, 1:1 ratio (~462 ppi density)",eMMC,Proprietary wearable platform,,,,No,,,,,,,,Yes,No,No,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","Yes, with GLONASS",Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 420 mAh, non-removable",,"Black, Silver, Keith Haring",XMWT06,About 100 EUR,,,,,,,,,,,,,,,,,Up to 336 h,,,,,No,No,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Mi Watch,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-watch-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,eMMC 4.5,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 18, 19, 20, 26, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE","2019, November","Available. Released 2019, November",44.7 x 36.9 x 12.3 mm (1.76 x 1.45 x 0.48 in),44 g / 56 g (1.55 oz),,eSIM,"Super AMOLED capacitive touchscreen, 16M colors","1.78 inches, 10.0 cm2 (~60.8% screen-to-body ratio)",368 x 448 pixels (~326 ppi density),No,Proprietary wearable platform,Qualcomm Snapdragon Wear 3100 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 304,No,8GB 1GB RAM,,,,,,,Yes,No,,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 570/590 mAh, non-removable",Wireless charging,"Black, Silver",,About 150 EUR,Corning Gorilla Glass 3 or Sapphire crystal glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi 8,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - India,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, October 09","Available. Released 2019, October 12",156.5 x 75.4 x 9.4 mm (6.16 x 2.97 x 0.37 in),188 g (6.63 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~81.8% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","1, 3, 5, 8, 40, 41 - India","Android 9.0 (Pie), MIUI 11",Qualcomm SDM439 Snapdragon 439 (12 nm),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),Adreno 505,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"12 MP, f/1.8, 1/2.55"", 1.4µm, Dual Pixel PDAF 2 MP, (depth)",HDR,1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",,Wireless FM radio (no wired headphones required),"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",Fast charging 18W,"Onyx Black, Ruby Red, Sapphire Blue, Phantom Red","M1908C3IC, MZB8255IN, M1908C3IG, M1908C3IH","€ 135.00 / $ 125.99 / £ 136.59 / ₹ 10,975",Corning Gorilla Glass 5,,,,,,,,,,,,"8 MP, f/2.0, 1/4"", 1.12µm",,,,,0.34 W/kg (head)     1.00 W/kg (body),,,Yes,,,0.23 W/kg (head)     1.48 W/kg (body),,,,,,,,,€ 151.00,,,,,,€ 135.00,,,,
xiaomi,Xiaomi Redmi 8A,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-8a.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, September 25","Available. Released 2019, September 30",156.5 x 75.4 x 9.4 mm (6.16 x 2.97 x 0.37 in),188 g (6.63 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~81.8% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","1, 3, 5, 8, 40, 41 - India","Android 9.0 (Pie), planned ulgrade to Android 10, MIUI 12",Qualcomm SDM439 Snapdragon 439 (12 nm),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),Adreno 505,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"12 MP, f/1.8, (wide), 1/2.55"", 1.4µm, dual pixel PDAF",HDR,1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"FM Radio, built-in antenna","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",Fast charging 18W,"Midnight Black, Ocean Blue, Sunset Red","MZB8458IN, M1908C3KG, M1908C3KH","€ 111.00 / $ 117.60 / £ 128.99 / ₹ 8,400",Corning Gorilla Glass 5,,AnTuTu: 89901 (v8) GeekBench: 3030 (v4.4) GFXBench: 7fps (ES 3.1 onscreen),,,,,,,,,,"8 MP, f/2.0, 1/4"", 1.12µm",,,,,0.48 W/kg (head)     1.07 W/kg (body),,,,,,0.23 W/kg (head)     1.48 W/kg (body),,,,,,,,,$ 117.60,,,,€ 111.00,,£ 149.99,,,,
