Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser,64GB 6GB RAM,64GB 4GB RAM,256GB 8GB RAM,512GB 8GB RAM,128GB 4GB RAM,32GB 2GB RAM,64GB 3GB RAM,32GB 3GB RAM,512GB 12GB RAM,Five,16GB 2GB RAM,32GB 4GB RAM 
xiaomi,Xiaomi Redmi Note 4 (MediaTek),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-4.jpg,GSM / CDMA / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE","2016, August","Available. Released 2016, August",151 x 76 x 8.4 mm (5.94 x 2.99 x 0.33 in),175 g (6.17 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",24-bit/192kHz audio,"Android 6.0 (Marshmallow), MIUI 10",Mediatek MT6797 Helio X20 (20 nm),Deca-core 2.1 GHz,Mali-T880 MP4,microSDXC (uses shared SIM slot),"16GB 2GB RAM (Standard), 64GB 3GB RAM (High), 64GB 4GB RAM (Exclusive)",,"Dual-LED dual-tone flash, HDR, panorama","1080p@30fps, 720p@120fps","13 MP, f/2.0, PDAF",,720p,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4100 mAh, non-removable",,"Silver, Gray, Gold, Blue, Black",,About 170 EUR,,,Basemark OS II 2.0: 1728Basemark X: 13666,"Contrast ratio: 1158 (nominal),  2.145 (sunlight)",Photo / Video,Voice 64dB / Noise 67dB / Ring 76dB,Endurance rating 83h,,,,,,"5 MP, f/2.0",,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-pro.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE","2016, July","Available. Released 2016, August",151.5 x 76.2 x 8.2 mm (5.96 x 3.00 x 0.32 in),174 g (6.14 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",CDMA2000 1xEV-DO,"Android 6.0 (Marshmallow), MIUI 10",Mediatek MT6797T Helio X25 (20 nm) - High & Exclusive editionsMediatek MT6797 Helio X20 (20 nm) - Standard edition,Deca-core 2.5 GHz - Exclusive editionDeca-core 2.3 GHz - High editionDeca-core 2.1 GHz - Standard edition,Mali-T880 MP4,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 3GB RAM, 128GB 4GB RAM (Exclusive edition)",,"Dual-LED dual-tone flash, HDR, panorama","1080p@30fps, 720p@120fps","5 MP, f/2.0",,1080p@30fps,Yes,Yes,TD-SCDMA,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio; recording,Type-C 1.0 reversible connector,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4050 mAh, non-removable",,"Silver, Gold, Gray",,About 170 EUR,,,Basemark OS II 2.0: 1696Basemark X: 23846,,Photo / Video,,Endurance rating 80h,,,,,"13 MP, f/2.0, PDAF 5 MP, f/2.4, (depth)",,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi 3x,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3x.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2016, June","Available. Released 2016, July",139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in),144 g (5.08 oz),"Glass front, aluminum/plastic back, aluminum frame","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",TD-SCDMA,"Android 6.0.1 (Marshmallow), MIUI 7.3",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),32GB 2GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.0, PDAF",,1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4100 mAh, non-removable",Charging 10W,"Gold, Dark Gray, Silver",,About 170 EUR,,,,,,,,,,,,,"5 MP, f/2.2",,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi 3s Prime,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3-pro-.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,HSDPA 900 / 2100 - India,"3, 5, 40 - India",,"HSPA 42.2/5.76 Mbps, LTE","2016, August","Available. Released 2016, August",139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in),144 g (5.08 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","1, 3, 7, 8, 20, 40 - Global","Android 6.0.1 (Marshmallow), MIUI 9.2",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),32GB 3GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.0, PDAF",,1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4100 mAh, non-removable",Charging 10W,"Gold, Dark Gray, Silver",,About 150 EUR,,,GFXBench: 4.9fps (ES 3.1 onscreen),,Photo / Video,,Endurance rating 85h,,,,,,"5 MP, f/2.2",,,,,,,,Yes,,,0.62 W/kg (head)     0.43 W/kg (body),,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi 3s,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3s.jpg,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 900 / 2100,"3, 5, 40 - India",,"HSPA 42.2/5.76 Mbps, LTE","2016, June","Available. Released 2016, June",139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in),144 g (5.08 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 6.0.1 (Marshmallow), MIUI 9.2",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),16GB 2GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.0, PDAF",,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 4100 mAh, non-removable",Charging 10W,"Gold, Dark Gray, Silver",2016031,About 120 EUR,,,Basemark OS II 2.0: 882Basemark X: 7263,"Contrast ratio: 1087:1 (nominal), 2.913 (sunlight)",Photo / Video,Voice 66dB / Noise 70dB / Ring 70dB,Endurance rating 104h,,,,,,"5 MP, f/2.2",Noise -94.3dB / Crosstalk -91.8dB,,,,0.22 W/kg (head)     1.22 W/kg (body),,,Yes,,,0.62 W/kg (head)     0.43 W/kg (body),,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi 3 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3-pro-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2016, March","Available. Released 2016, April",139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in),144 g (5.08 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",TD-SCDMA,"Android 5.1 (Lollipop), MIUI 7.3",Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),32GB 3GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.0, PDAF",,1080p@30fps,Yes,Yes,eMMC 4.5,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4100 mAh, non-removable",Charging 10W,"Dark Gray, Silver, Gold",,About 130 EUR,,,Basemark OS II 2.0: 5427Basemark X: 262,"Contrast ratio: 1145:1 (nominal), 2.803 (sunlight)",Photo / Video,Voice 67dB / Noise 70dB / Ring 74dB,Endurance rating 104h,,,,,,"5 MP, f/2.2",Noise -90.6dB / Crosstalk -92.3dB,,,,,,,Yes,,,1.33 W/kg (head),,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Mi Max,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-max-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE","2016, May","Available. Released 2016, May",173.1 x 88.3 x 7.5 mm (6.81 x 3.48 x 0.30 in),203g (7.16 oz),"Glass front (Gorilla Glass 4), aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.44 inches, 114.3 cm2 (~74.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~342 ppi density)",CDMA2000 1xEV-DO,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), MIUI 10",Qualcomm MSM8956 Snapdragon 650Qualcomm MSM8976 Snapdragon 652 (28 nm) - Prime model,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72)Octa-core (4x1.4 GHz Cortex-A53 & 4x1.8 GHz Cortex-A72),Adreno 510,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 128GB 4GB RAM (Prime)",,"Dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30fps, 720p@120fps","16 MP, f/2.0, PDAF",,1080p@30fps,Yes,Yes,eMMC 4.5 or eMMC 5.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4850 mAh, non-removable",,"Gray, Silver, Gold","2016001, 2016002, 2016007",About 150 EUR,Corning Gorilla Glass 4,,Basemark OS II 2.0: 1362Basemark X: 15487,"Contrast ratio: 922 (nominal),  1.996 (sunlight)",Photo / Video,Voice 67dB / Noise 66dB / Ring 68dB,Endurance rating 108h,,,,,,"5 MP, f/2.0",Noise -93.5dB / Crosstalk -93.8dB,,,,0.49 W/kg (head)     1.13 W/kg (body),,,Yes,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Mi 5,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-5.jpg,GSM / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA2000 1xEV-DO - China,HSDPA 850 / 900 / 1900 / 2100 & TD-SCDMA,"1, 3, 5, 7, 38, 39, 40, 41 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2016, February","Available. Released 2016, April",144.6 x 69.2 x 7.3 mm (5.69 x 2.72 x 0.29 in),129 g / 139 g (Ceramic) (4.90 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.15 inches, 73.1 cm2 (~73.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~428 ppi density)","1, 3, 7, 38, 39, 40, 41 - China","Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo), MIUI 10",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x1.8 GHz Kryo & 2x1.36 GHz Kryo) - Standard editionQuad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - Prime & Pro edition,Adreno 530,No,"32GB 3GB RAM (Standard), 64GB 3GB RAM (Prime), 128GB 4GB RAM (Pro)",,"Dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30fps, 720p@120fps","16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF, 4-axis OIS",,1080p@30fps,Yes,Yes,UFS 2.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Yes,No,Type-C 1.0 reversible connector,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Po 3000 mAh, non-removable",Fast charging 18W Quick Charge 3.0,"Black, White, Gold, Ceramic",2015105,About 240 EUR,Corning Gorilla Glass 4,,Basemark OS II 2.0: 2180Basemark X: 33110,"Contrast ratio: 1227:1 (nominal), 3.240 (sunlight)",Photo / Video,Voice 67dB / Noise 67dB / Ring 74dB,Endurance rating 92h,,,,,,"4 MP, f/2.0, 1/3"", 2µm",Noise -95.3dB / Crosstalk -95.4dB,,,,0.38 W/kg (head)     0.80 W/kg (body),,,Yes,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Mi 4s,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-4s.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 / 1900,HSDPA 850 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE Cat4 150/50 Mbps","2016, February","Available. Released 2016, March",139.3 x 70.8 x 7.8 mm (5.48 x 2.79 x 0.31 in),133 g (4.69 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",TD-SCDMA,"Android 5.1 (Lollipop), upgradable to 7.0 (Nougat), MIUI 10",Qualcomm MSM8992 Snapdragon 808 (20 nm),Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Adreno 418,microSDXC (uses shared SIM slot),64GB 3GB RAM,,"Dual-LED dual-tone flash, panorama, HDR","1080p@30fps, 720p@120fps","13 MP, f/2.0, PDAF",,1080p@30fps,Yes,Yes,eMMC 5.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,No,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3260 mAh, non-removable","Fast charging 18W, 40% in 60 min (advertised) Quick Charge 2.0","Black, White, Gold, Pink",,About 220 EUR,,,Basemark OS II 2.0: 1545Basemark X: 12990,"Contrast ratio: 975:1 (nominal), 2.095 (sunlight)",Photo / Video,Voice 73dB / Noise 68dB / Ring 82dB,Endurance rating 75h,,,,,,"5 MP, f/2.0",Noise -94.9dB / Crosstalk -82.6dB,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi Note 3,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Special edition (Taiwan),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"1, 3, 5, 7, 8, 38, 39, 40, 41 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2016, January 14","Available. Released 2016, March 03",150 x 76 x 8.7 mm (5.91 x 2.99 x 0.34 in),164 g (5.78 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)","1, 2, 3, 4, 5, 7, 8, 20, 28, 40 - Special edition (Taiwan)","Android 5.1.1 (Lollipop), upgradable to 6.0.1 (Marshmallow), MIUI 9.5",Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,microSDXC (uses shared SIM slot),"16GB 2GB RAM (Standard version), 32GB 3GB RAM (High/Special version)",,"Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, PDAF",,1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Stereo FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4050 mAh, non-removable",Charging 10W,"Silver, Gray, Gold","2015116, 2015161",About 160 EUR,,,Basemark OS II 2.0: 1426Basemark X: 14717,"Contrast ratio: 953:1 (nominal), 2.249 (sunlight)",Photo / Video,Voice 66dB / Noise 66dB / Ring 75dB,Endurance rating 93h,,,,,,"5 MP, f/2.0",Noise -96.0dB / Crosstalk -95.6dB,,,,0.49 W/kg (head)     0.50 W/kg (body),,,Yes,,,0.56 W/kg (head),,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi 3,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE, EV-DO Rev.A 3.1 Mbps","2016, January","Available. Released 2016, January",139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in),144 g (5.08 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",TD-SCDMA,"Android 5.1 (Lollipop), MIUI 7",Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),16GB 2GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.0, PDAF",,1080p@30fps,Yes,Yes,eMMC 4.5,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 4100 mAh, non-removable",Charging 10W,"Gold, Dark Gray, Silver, Classic Gold",2015816,About 160 EUR,,,,,Photo / Video,,Endurance rating 107h,,,,,,"5 MP, f/2.2",,,,,0.90 W/kg (head)     0.56 W/kg (body),,,Yes,,,1.33 W/kg (head),,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi Note Prime,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-prime-.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 850 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 900 / 1900 / 2100,"1, 3, 40, 41",,"HSPA, LTE Cat4 150/50 Mbps","2015, December","Available. Released 2015, December",154 x 78.7 x 9.4 mm (6.06 x 3.10 x 0.37 in),185 g (6.53 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 4.4.4 (KitKat), MIUI 9.2",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),16GB 2GB RAM,,"LED flash, HDR",1080p@30fps,"13 MP, f/2.2, 28mm (wide), AF",,720p,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,Stereo FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3100 mAh, removable","Charging 10W, 30% in 30 min (advertised) Quick Charge 1",White,,About 140 EUR,,,,,,,,,,,,,5 MP,,,,Up to 775 h (3G),0.50 W/kg (head),Up to 38 h (3G),Up to 60 h,,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Mi Pad 2,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-pad-2.jpg,No cellular connectivity,N/A,,,,,,"2015, November","Available. Released 2015, November",200.4 x 132.6 x 7 mm (7.89 x 5.22 x 0.28 in),322 g (11.36 oz),,No,"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 190.9 cm2 (~71.8% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~326 ppi density)",,"Android OS/ Optional Windows 10 (64 GB model), MIUI 7",Intel Atom X5-Z8500,Quad-core 2.24 GHz,Intel HD Graphics,No,"16GB 2GB RAM, 64GB 2GB RAM",,,1080p@30fps,"8 MP, f/2.0",,,"Yes, with stereo speakers",Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE",No,,No,Type-C 1.0 reversible connector,"Accelerometer, gyro, compass","Li-Po 6190 mAh, non-removable",Charging 10W,"Dark grey, Champagne gold",,About 180 EUR,,,,,,,,,,,,,5 MP,,,,Up to 649 h,,Up to 12 h 30 min (multimedia),Up to 100 h,,No,No,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi Note 3 (MediaTek),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-3.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE","2015, November","Available. Released 2015, November",150 x 76 x 8.7 mm (5.91 x 2.99 x 0.34 in),164 g (5.78 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",eMMC 5.0,"Android 5.0.2 (Lollipop), MIUI 7",Mediatek MT6795 Helio X10 (28 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR G6200,No,"16GB 2GB RAM, 32GB 3GB RAM",,"Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"13 MP, f/2.2, PDAF",,1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Stereo FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",Charging 10W,"Silver, Gray, Gold",,About 180 EUR,,,Basemark OS II 2.0: 1018Basemark X: 8540,"Contrast ratio: 953 (nominal),  2.249 (sunlight)",Photo / Video,Voice 66dB / Noise 66dB / Ring 75dB,Endurance rating 72h,,,,,,"5 MP, f/2.0",Noise -94.2dB / Crosstalk -93.7dB,,,Up to 264 h (3G),,,Up to 60 h,Yes,,,0.33 W/kg (head),,,,,,,,,,,,,,,,,,,
