Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm,4G bands,5G bands,Build,Triple,Features_1,NFC,Charging,Performance,Quad,256GB 8GB RAM,128GB 4GB RAM,64GB 3GB RAM,128GB 6GB RAM,64GB 6GB RAM,Dual,64GB 4GB RAM,32GB 3GB RAM,Languages
siemens,Siemens AX75,https://fdn2.gsmarena.com/vv/bigpic/siemens-ax75.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2005, Q1",Discontinued,"106 x 47 x 18 mm, 75 cc (4.17 x 1.85 x 0.71 in)",76 g (2.68 oz),Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 7 lines, 1:1 ratio",,,,,No,1.5MB,,,GSM 850 / 1800 / 1900 - US version,Yes,No,No,No,No,No,Proprietary,,4-way navigation key Softkeys,Removable Li-Ion 600 mAh battery,Up to 220 h,Up to 5 h,"2 - Ice Blue, Cream Stone",,,,,,,,,,500 x 12 fields,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",Yes + downloadable,"Yes, MIDP 1.0",,Predictive text input Organizer Voice dial/voice command Optional VGA camera,WAP 1.2.1,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens A75,https://fdn2.gsmarena.com/vv/bigpic/siemens-a75.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2005, Q1",Discontinued,101 x 44 x 20 mm (3.98 x 1.73 x 0.79 in),78 g (2.75 oz),Mini-SIM,"CSTN, 4096 colors",,101 x 80 pixels,,,,,No,,,,GSM 850 / 1800 / 1900 - US version,Yes,No,No,No,No,No,,,4-way navigation key Screensaver,Removable Li-Ion 650 mAh battery,Up to 250 h,Up to 5 h,"2 - Atlantic Blue, Polar Silver",,,,,,,,,,"100 numbers, 4 groups","10 dialed, 10 received, 10 missed calls","SMS, EMS",2 - Stack Attack Junior and Magic Picture,No,,Predictive text input Calculator Stopwatch,WAP 1.2.1,,,,,,,,,Polyphonic(32) ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens A70,https://fdn2.gsmarena.com/vv/bigpic/siemens-a70.gif,GSM,GSM 900 / 1800 / 1900,,No,"2005, Q1",Discontinued,101 x 45 x 20 mm (3.98 x 1.77 x 0.79 in),78 g (2.75 oz),Mini-SIM,Monochrome graphic,,101 x 64 pixels,,,,,No,,,,GSM 850 / 1800 / 1900 - US version,No,No,No,No,No,No,,,Softkeys,Removable Li-Ion 650 mAh battery,Up to 250 h,Up to 5 h,"2 - Pebble, Palladium",,,,,,,,,,250 entries (SIM),"10 dialed, 10 received, 10 missed calls","SMS, EMS",2 -  Balloon Shooter and Stack Attack,No,,Predictive text input Calculator,,,,,,,,,,Vibration; Polyphonic(32) ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens SF65,https://fdn2.gsmarena.com/vv/bigpic/sisf65.gif,GSM,GSM 900 / 1800,Class 10,No,"2004, Q3",Discontinued,"91 x 44 x 23 mm, 86 cc (3.58 x 1.73 x 0.91 in)",97 g (3.42 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,20MB,1.3 MP,No,Swivel and rotate 180 deg Screensavers and wallpapers Downloadable logos,Yes,No,No,No,No,No,Proprietary,,No,Removable Li-Ion 660 mAh battery,Up to 400 h,Up to 4 h,"2 - Polar white, Onyx black",,LED flash,,,,,,,,"500 x 9 files, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, EMail",Yes + downloadable,"Yes, MIDP 2.0",,Predictive text input Photo editor Organizer,WAP 1.2.1,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens CX70 Emoty,https://fdn2.gsmarena.com/vv/bigpic/sicx70em.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, Q3",Discontinued,115 x 56 x 24 mm (4.53 x 2.20 x 0.94 in),116 g (4.09 oz),Mini-SIM,"TFT, 65K colors",,"132 x 176 pixels, 9 lines, 4:3 ratio",,,,,No,9.5MB,VGA,Yes,"5-way joystick Downloadable logos Integrated stroke, press and shake sensors control 3 preinstalled Emoty characters",Yes,No,No,No,No,No,Proprietary,,No,Removable Li-Ion 750 mAh battery,Up to 300 h,Up to 5 h 30 min,Bluewater,,,,,,,,,,"14 fields, in shared memory, Photo call","100 dialed, 100 received, 100 missed calls","SMS, MMS, Email",Yes + downloadable,Yes,,Push-To-Talk Predictive text input Stopwatch Organizer Emoty characters can be sent via MMS Clip-it covers,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens CX70,https://fdn2.gsmarena.com/vv/bigpic/sicx70.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, Q3",Discontinued,108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in),90 g (3.17 oz),Mini-SIM,"TFT, 65K colors",,"132 x 176 pixels, 9 lines, 4:3 ratio",,,,,No,9.5MB,VGA,Yes,5-way joystick Downloadable logos,Yes,No,No,No,No,No,Proprietary,,No,Removable Li-Ion 750 mAh battery,Up to 250 h,Up to 5 h,,,,,,,,,,,"14 fields, in shared memory, Photo call","100 dialed, 100 received, 100 missed calls","SMS, MMS, Email",Yes + downloadable,Yes,,"Push-To-Talk Predictive text input Stopwatch Organizer Voice dial, command Clip-it covers",WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens SX66,https://fdn2.gsmarena.com/vv/bigpic/sisx66.gif,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,No,"2004, Q4",Discontinued,125 x 71 x 18 mm (4.92 x 2.80 x 0.71 in),210 g (7.41 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.5 inches, 53 x 71 mm, 37.9 cm2 (~42.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",Microsoft Windows Mobile 2003 SE PocketPC,,Intel Xscale PXA272 520 MHz,,SDIO/MMC,128MB RAM,,,Downloadable logos,Yes,No,Wi-Fi 802.11b,Yes,No,No,Proprietary,,No,Removable Li-Ion battery,Up to 200 h,Up to 4 h,Silver,,,,,,,,,QWERTY,,,,,,,Microsoft ActiveSync MP3/AAC player Predictive text input,HTML (PocketIE),,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,
siemens,Siemens SK65,https://fdn2.gsmarena.com/vv/bigpic/sisk65.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, Q3",Discontinued,"120 x 47 x 22 mm, 115 cc (4.72 x 1.85 x 0.87 in)",144 g (5.08 oz),Mini-SIM,"TFT, 65K colors",,"132 x 176 pixels, 4:3 ratio",,,,,No,64MB,,,Downloadable pictures,Yes,No,No,1.2,No,No,Proprietary,,30 MB available to user,Removable Li-Ion 750 mAh battery (EBA-660),Up to 250 h,Up to 5 h,Black Silver,,,,,,,,,QWERTY,2000,"100 dialed, 100 received, 100 missed calls","SMS, MMS, Email","3 - Chess master, Golf and Sea Battle + downloadable","Yes, MIDP 2.0",,Push to talk (VoIP service) E-mail push based on BlackBerry Built-In technology from RIM Predictive text input SyncML Organizer,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens A65,https://fdn2.gsmarena.com/vv/bigpic/sia65.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2004, July",Discontinued,"101 x 45 x 19 mm, 72 cc (3.98 x 1.77 x 0.75 in)",75 g (2.65 oz),Mini-SIM,"CSTN, 4096 colors",,101 x 80 pixels,,,,,No,1.5MB,,,Download assistant for logos,No,No,No,No,No,No,,,No,Removable Li-Ion 700 mAh battery (EBA-510),Up to 260 h,Up to 2 h,Sparkling Silver and Mystery Silver,,,,,,,,,,50 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","Stack Attack Jr, Wappo, Magic Picture  + downloadable","Yes, MIDP 2.0",,Predictive text input Currency converter Calculator Stopwatch Reminder list Optional digital camera,WAP 1.2.1,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens A62,https://fdn2.gsmarena.com/vv/bigpic/sia62.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2004, Q4",Discontinued,"101 x 45 x 19 mm, 72 cc (3.98 x 1.77 x 0.75 in)",76 g (2.68 oz),Mini-SIM,"CSTN, 4096 colors",,101 x 80 pixels,,,,,No,,,,4-way navi key Download assistant for logos,No,No,No,No,No,No,,,No,Removable Li-Ion 700 mAh battery,Up to 250 h,Up to 5 h,Denim Blue and Mystic Purple,,,,,,,,,,50 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS","MagicPicture, Stack Attack  + downloadable",No,,Predictive text input Currency converter Calculator Stopwatch Reminder list,WAP 1.2.1,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens A51,https://fdn2.gsmarena.com/vv/bigpic/sia51.gif,GSM,GSM 900 / 1800,,No,"2004, Q4",Discontinued,"103 x 46 x 21 mm, 75 cc (4.06 x 1.81 x 0.83 in)",84 g (2.96 oz),Mini-SIM,Monochrome graphic,,"101 x 64 pixels, 5 lines",,,,,No,,,,Screensavers,No,No,No,No,No,No,,,No,Removable Li-Ion 700 mAh battery,Up to 250 h,Up to 5 h,Urban Grey,,,,,,,,,,50 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS",Stack Attack and Wacko,No,,Predictive text input Currency converter Calculator Exchangable covers,WAP 1.2.1,,,,,,,,,Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens SL65,https://fdn2.gsmarena.com/vv/bigpic/sisl65.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, June",Discontinued,"90 x 47.6 x 21 mm, 78 cc (3.54 x 1.87 x 0.83 in)",99 g (3.49 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.5 cm2 (~24.4% screen-to-body ratio)","130 x 130 pixels, 7 lines, 1:1 ratio (~102 ppi density)",,,,,No,11MB,VGA,Yes,5-way navi key Downloadable logos,Yes,No,No,No,No,No,Proprietary,,No,Removable Li-Ion 700 mAh battery (EBA-650),Up to 230,Up to 4h 3 min,"2 - Ivory, Ebony",,,,,,,,,,Yes,"100 dialed, 100 received, 100 missed calls","SMS, MMS, Email, Instant Messaging","Yes - Golf, Rally + downloadable","Yes, MIDP 2.0",,Predictive text input Stopwatch Organizer SyncML,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens CFX65,https://fdn2.gsmarena.com/vv/bigpic/sicfx65.gif,GSM,GSM 900 / 1800,Class 10,No,"2004, June",Discontinued,"85 x 48 x 23 mm, 78 cc (3.35 x 1.89 x 0.91 in)",88 g (3.10 oz),Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,,,,,No,4MB,VGA,No,Second external display B/W (96 x 64 pixels) Downloadable logos,Yes,No,No,No,No,No,Proprietary,,No,Removable Li-Ion 600 mAh battery (EBA-670),Up to 200 h,Up to 3 h 20 min,"2 - Chameleon, Blue Pearl",,LED flash,,,,,,,,"250 x 14 fields, Photo call","100 dialed, 100 received, 100 missed calls","SMS, EMS, MMS, Email(receive only)",Yes + downloadable,"Yes, MIDP 2.0",,"Predictive text input Organizer Stopwatch Supported formats: JPEG, GIF, PNG, BMP, WBMP Voice memo",WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens S65,https://fdn2.gsmarena.com/vv/bigpic/sis65.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, March",Discontinued,"109 x 48 x 18 mm, 85 cc (4.29 x 1.89 x 0.71 in)",98 g (3.46 oz),Mini-SIM,"TFT, 65K colors","2.1 inches, 32 x 42 mm, 13.7 cm2 (~26.1% screen-to-body ratio)","132 x 176 pixels, 9 lines, 4:3 ratio (~105 ppi density)",,,,,"RS-MMC, 32 MB included",11MB,1.3 MP,Yes,Download assistant for logos,Yes,No,No,1.2,No,No,Proprietary,,No,Removable Li-Ion 750 mAh battery (EBA-660),Up to 250 h,Up to 5 h,Steel Black,,,,,,,,,,1000 x 20 fields,"100 dialed, 100 received, 100 missed calls","SMS, EMS, MMS, Email, Instant messaging",Yes + downloadable,"Yes, MIDP 2.0",,Predictive text input Organizer Stopwatch Voice memo SyncML,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens M65,https://fdn2.gsmarena.com/vv/bigpic/sim65.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, March",Discontinued,"109 x 49 x 19 mm, 89 cc (4.29 x 1.93 x 0.75 in)",104 g (3.67 oz),Mini-SIM,"TFT, 65K colors",,"132 x 176 pixels, 9 lines, 4:3 ratio",,,,,No,11MB,VGA,Yes,"Dust, shock and splash resistant Metal frame",Yes,No,No,No,No,No,Proprietary,,No,Removable Li-Ion 750 mAh battery (EBA-660),Up to 300 h,Up to 5 h,Cool Gray,,,,,,,,,,"14 fields, in shared memory","100 received, 100 dialed and 100 missed calls","SMS, EMS, MMS, Email","Turrican, Team Point Blank, Stack Attack Advanced","Yes, MIDP 2.0",,Organizer SyncML Photo editor Voice memo Predictive text input,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens C65,https://fdn2.gsmarena.com/vv/bigpic/sic65.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, March",Discontinued,"105 x 45 x 16 mm, 76 cc (4.13 x 1.77 x 0.63 in)",86 g (3.03 oz),Mini-SIM,"CSTN, 65K colors",,"130 x 130 pixels, 1:1 ratio",,,,,No,10MB,CIF,No,GSM 850 / 1800 / 1900 - Siemens C66,Yes,No,No,No,No,No,Proprietary,,Download assistant for logos,Removable Li-Ion 600 mAh battery (EBA-670),Up to 250 h,Up to 6 h,Blue Shadow,,,,,,,,,,"14 fields, in shared memory","100 dialed, 100 received, 100 missed calls","SMS, EMS, MMS",Photopet + downloadable,"Yes, MIDP 2.0",,Predictive text input Stopwatch Organizer SyncML Clip-it covers,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens CXT65,https://fdn2.gsmarena.com/vv/bigpic/sicxt65.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,2004,Discontinued,108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in),90 g (3.17 oz),Mini-SIM,"TFT, 65K colors",,"132 x 176 pixels, 9 lines, 4:3 ratio",,,,,No,11MB,VGA,Yes,5-way joystick Downloadable logos,Yes,No,No,No,No,No,Proprietary,,No,Removable Li-Ion 750 mAh battery,Up to 250 h,Up to 5 h,Cool Silver,,,,,,,,,,"14 fields, in shared memory, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,Predictive text input Stopwatch Organizer Voice dial Voice command Clip-it covers User profiles SyncML,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens CX65,https://fdn2.gsmarena.com/vv/bigpic/sicx65.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, February",Discontinued,108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in),90 g (3.17 oz),Mini-SIM,"TFT, 65K colors","2.1 inches, 13.7 cm2 (~27.5% screen-to-body ratio)","132 x 176 pixels, 9 lines, 4:3 ratio (~105 ppi density)",,,,,No,11MB,VGA,Yes,GSM 850 / 1800 / 1900 - Siemens CX66,Yes,No,No,No,No,No,Proprietary,,5-way joystick Download assistant for logos,Removable Li-Ion 750 mAh battery (EBA-660),Up to 250 h,Up to 5 h,Cool Silver,,,,,,,,,,"14 fields, in mem, PhotoCall","100 received, 100 dialed and 100 missed calls","SMS, MMS, Email",Yes,Yes,,Predictive text input Organizer Stopwatch Voice memo Clip-it covers User profiles SyncML,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens CF62,https://fdn2.gsmarena.com/vv/bigpic/sicf62.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2004, February",Discontinued,"82 x 45 x 22 mm, 78 cc (3.23 x 1.77 x 0.87 in)",85 g (3.00 oz),Mini-SIM,"CSTN, 65K colors",,"130 x 130 pixels, 1:1 ratio",,,,,No,,,,GSM 850 / 1800 / 1900 - Siemens CF63,Yes,No,No,No,No,No,,,Second external monochrome display (blue illuminated) 4-way navi key Screensavers,Removable Li-Ion 600 mAh battery (EBA-670),Up to 220 h,Up to 5 h,"2 - Cool Grey, Cool Cashmere",,,,,,,,,,500 x 15 fields,"10 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes + downloadable,Yes,,Predictive text input Organizer Optional digital camera,WAP 1.2.1,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens A57,https://fdn2.gsmarena.com/vv/bigpic/sia57.gif,GSM,GSM 900 / 1800,No,No,"2004, Q2",Discontinued,"103 x 46 x 21.5 mm, 75 cc (4.06 x 1.81 x 0.85 in)",84 g (2.96 oz),Mini-SIM,Monochrome graphic,,"101 x 64 pixels, 5 lines",,,,,No,,,,"Softkeys Downloadable logos, animations",No,No,No,No,No,No,,,25 short messages,Removable Li-Ion 700 mAh battery (EBA-510),Up to 250 h,Up to 2 h,"Cassis, Pebble",,,,,,,,,,"50 entries, 4 groups, Picture call","10 dialed, 10 received, 10 missed calls","SMS, EMS","4 - Stack Attack, Balloon Shooter, Move the Box, Wacko",No,,Predictive text input Organizer Exchangeable Clip-it covers,WAP 1.2.1,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens PenPhone,https://fdn2.gsmarena.com/vv/bigpic/sipen.gif,GSM,GSM 900 / 1800 / 1900,,No,"2004, Q1",Cancelled,140 x 25 x 19 mm (5.51 x 0.98 x 0.75 in),-,Mini-SIM,LCD,,,,,,,No,,,,5-way navi key,No,No,No,No,No,No,,,No,Removable battery,,,,,,,,,,,,,,,SMS,,No,,Handwriting recognition Appointments and contacts,,,,,,,,,,Monophonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens ST60,https://fdn2.gsmarena.com/vv/bigpic/sist60.gif,GSM,GSM 900 / 1800,Class 10,No,"2004, Q1",Discontinued,"99 x 49 x 22 mm, 76 cc (3.90 x 1.93 x 0.87 in)",87 g (3.07 oz),Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",,,,,No,5MB,VGA,Yes,5-way navi key,Yes,No,No,No,No,No,,,No,Removable Li-Ion 750 mAh battery (EBA-595),Up to 140 h,Up to 4 h 30 min,,,,,,,,,,,"250 entries, Photo call","10 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, Email",Tetris + Java games,Yes,,Predictive text input Organizer Voice dial Voice command,WAP 2.0/xHTML,,,,,,,,,"Vibration; Downloadable polyphonic ringtones, composer",,,,,,,,,,,,,,,,,,,,
siemens,Siemens CL55,https://fdn2.gsmarena.com/vv/bigpic/sicl55.gif,GSM,GSM 900 / 1800,Class 8,No,"2003, Q4",Discontinued,83 x 41 x 22 mm (3.27 x 1.61 x 0.87 in),79 g (2.79 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,,,Dual screen display Navi key Downloadable logos,No,No,No,No,No,No,,,No,Removable Li-Ion battery,,,"3 - Silver, Red, Blue",,,,,,,,,,"100 x 5 fields, 5 contact groups","10 dialed, 10 received, 10 missed calls","SMS, MMS",Yes,No,,Predictive text input Extra-long Chinese SMS  Organizer Voice memo Optional digital camera,WAP 1.2.1,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens Xelibri 8,https://fdn2.gsmarena.com/vv/bigpic/sixel8.gif,GSM,GSM 900 / 1800,No,No,"2003, Q4",Discontinued,91 x 56 x 23 mm (3.58 x 2.20 x 0.91 in),67 g (2.36 oz),Mini-SIM,"CSTN, 4096 colors",,101 x 80 pixels,,,,,No,,,,Screensaver,No,No,No,No,No,FM radio,,,No,Removable Li-Ion battery,Up to 290 h,Up to 4 h,Diamond pink and Silver glam,,,,,,,,,,Yes,Yes,"SMS, EMS",No,No,,Predictive text input Organizer Voice dial,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens Xelibri 7,https://fdn2.gsmarena.com/vv/bigpic/sixel7.gif,GSM,GSM 900 / 1800,No,No,"2003, Q4",Discontinued,105 x 46 x 26 mm (4.13 x 1.81 x 1.02 in),83 g (2.93 oz),Mini-SIM,"CSTN, 4096 colors",,101 x 80 pixels,,,,,No,,,,Screensaver,No,No,No,No,No,No,,,No,Removable Li-Ion battery,Up to 290 h,Up to 4 h,Copper Polished and Midnight Blue,,,,,,,,,,Yes,Yes,"SMS, EMS",Yes,No,,Predictive text input Voice dial Organizer,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens Xelibri 6,https://fdn2.gsmarena.com/vv/bigpic/sixel6.gif,GSM,GSM 900 / 1800,No,No,"2003, Q4",Discontinued,"84 x 75 x 26 mm, 101 cc (3.31 x 2.95 x 1.02 in)",89 g (3.14 oz),Mini-SIM,"FSTN, 4096 colors",,101 x 80 pixels,,,,,No,,,,Round keypad design Two integrated mirrors flat and magnifying Screensaver,No,No,No,No,No,No,,,No,Removable Li-Ion battery,Up to 290 h,Up to 4 h,Platinum Blush and Sheer Bronze,,,,,,,,,,Yes,Yes,"SMS, EMS",Downloadable,No,,Predictive text input Organizer Voice dial,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,Major European and Asian languages
siemens,Siemens Xelibri 5,https://fdn2.gsmarena.com/vv/bigpic/sixel5.gif,GSM,GSM 900 / 1800,No,No,"2003, Q4",Discontinued,"87 x 52 x 17 mm, 58 cc (3.43 x 2.05 x 0.67 in)",74 g (2.61 oz),Mini-SIM,"FSTN, 4096 colors",,"101 x 80 pixels, 5 lines",,,,,No,,,,Screensaver,No,No,No,No,No,No,,,No,Removable Li-Ion battery,Up to 390 h,Up to 5 h 40 min,Ultra Blue and Mercury,,,,,,,,,,Yes,Yes,"SMS, EMS",2,No,,Predictive text input Organizer Voice dial,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens U15,https://fdn2.gsmarena.com/vv/bigpic/siu15.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2003, Q4",Discontinued,"136 x 53 x 24 mm, 140 cc (5.35 x 2.09 x 0.94 in)",140 g (4.94 oz),Mini-SIM,"TFT, 65K colors",,176 x 220 pixels,,,,,No,,2 cameras VGA,Yes,Screensavers,No,No,No,Yes,No,No,Proprietary,,64 MB flash memory included,Removable Li-Po 800 mAh battery (EBA-010),Up to 250 h,Up to 1h 50 min,,,,Yes,,,UMTS 2100,"Yes, 384 kbps",,,500 entries,Yes,"SMS, EMS, MMS, Email",Satin green,Yes,,MP3/MP4 player Organizer Sync ML  Predictive text input Voice dial,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens C62,https://fdn2.gsmarena.com/vv/bigpic/sic62.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2003, Q4",Discontinued,"101 x 44 x 20 mm, 82 cc (3.98 x 1.73 x 0.79 in)",85 g (3.00 oz),Mini-SIM,"CSTN, 4096 colors",,"128 x 128 pixels, 7 lines, 1:1 ratio",,,,,No,1.6MB,,,Navi key,Yes,No,No,No,No,No,,,600 KB memory free 100 short messages 100 calendar events Message templates 30 sec voice memo,Removable Li-Ion 630 mAh battery (EBA-610),Up to 250 h,Up to 4 h 30 min,"3 -  Eagle White, Pidgeon Blue and Cherry Red",,,,,,,,,,"50 x 4 fields, 4 contact groups","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email","2 - Achevo, Falling",No,,Predictive text input Organizer Voice memo Optional digital camera (VGA 640 x 480),WAP 1.2.1,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens A60,https://fdn2.gsmarena.com/vv/bigpic/sia60.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2003, Q4",Discontinued,"110 x 47 x 23 mm, 91 cc (4.33 x 1.85 x 0.91 in)",85 g (3.00 oz),Mini-SIM,"CSTN, 4096 colors",,"101 x 80 pixels, 7 lines",,,,,No,550 KB,,,Navi key Screensaver,Yes,No,No,No,No,No,,,No,Removable Li-Ion 700 mAh battery (EBA-510),Up to 260 h,Up to 2 h,Stone,,,,,,,,,,"100 x 2 fields, contact groups","10 dialed, 10 received, 10 missed calls","SMS, EMS","2 - StackAttack , Mosaic",No,,Predictive text input Stopwatch Calculator Exchangeable Clip-it covers,WAP 1.2.1,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens SX1,https://fdn2.gsmarena.com/vv/bigpic/sisx1.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2003, Q3",Discontinued,"109 x 56 x 19 mm, 110 cc (4.29 x 2.20 x 0.75 in)",116 g (4.09 oz),Mini-SIM,"TFD, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~25.0% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),"Symbian 6.1, Series 60 v1.0 UI",TI OMAP 310,120 MHz ARM9,,MMC,16MB,VGA,Yes,Unique keypad arrangement,No,No,No,1.1,No,FM radio,Proprietary,,4 MB available,Removable Li-Ion 1000 mAh battery (EBA-540),Up to 300 h,Up to 4 h,Ice blue,,,,,,,,,,,,,,,,MP3 player/recorder Predictive text input Organizer User profiles SyncML,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,
