Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM,5G bands,Triple_1,256GB 8GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,64GB 6GB RAM,128GB 6GB RAM,512GB 8GB RAM,32GB 4GB RAM
blu,BLU Tank Xtreme,https://fdn2.gsmarena.com/vv/bigpic/blu-tank-xtreme.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 12, 17, 28","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2020, January","Available. Released 2020, January",153.6 x 71.8 x 10.2 mm (6.05 x 2.83 x 0.40 in),178 g (6.28 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~70.8% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~195 ppi density)",Android 9.0 (Pie),,Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),32GB 2GB RAM,IP68 dust/water resistant (up to 1.5m for 30 mins),,LED flash,1080p@30fps,8 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4200 mAh, non-removable",,Black,,About 130 USD,,,,,"13 MP, AF 2 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU G70,https://fdn2.gsmarena.com/vv/bigpic/blu-g70.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 12, 17, 28","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2020, January","Available. Released 2020, January",156.8 x 75 x 8.6 mm (6.17 x 2.95 x 0.34 in),182 g (6.42 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~85.5% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)",Android 9.0 (Pie),,Octa-core 2.0 GHz Cortex-A53,Mali-G71,microSDXC (dedicated slot),32GB 2GB RAM,,,LED flash,1080p@30fps,8 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4000 mAh, removable",,"Black, Blue, Green",,About 100 USD,,,,,"13 MP, AF 2 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU G60,https://fdn2.gsmarena.com/vv/bigpic/blu-g60.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 12, 17, 28","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2020, January","Available. Released 2020, January",156.5 x 73.6 x 9.5 mm (6.16 x 2.90 x 0.37 in),170 g (6.00 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 92.9 cm2 (~80.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~276 ppi density)",Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC (dedicated slot),64GB 3GB RAM,,,LED flash,1080p@30fps,13 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4000 mAh, removable",,"Black, Blue, Red",,About 100 USD,,,,,"13 MP, AF 2 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU View 1,https://fdn2.gsmarena.com/vv/bigpic/blu-view1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 12, 13, 66, 71","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, November","Available. Released 2019, November",142.2 x 71.1 x 10.1 mm (5.60 x 2.80 x 0.40 in),153 g (5.40 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~77.2% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~195 ppi density)",Android 9.0 (Pie),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,microSDXC,16GB 2GB RAM,eMMC 5.1,,LED flash,1080p@30fps,8 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2500 mAh, removable",,Black,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU C5 Plus,https://fdn2.gsmarena.com/vv/bigpic/blu-c5-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2019, October","Available. Released 2019, October",151 x 72.3 x 10 mm (5.94 x 2.85 x 0.39 in),158 g (5.57 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 77.4 cm2 (~70.9% screen-to-body ratio)",720 x 1440 pixels (~292 ppi density),Android 8.1 Oreo (Go edition),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,16GB 1GB RAM,,,LED flash,720p@30fps,"8 MP, AF",,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,Li-Po 2200 mAh battery,,"Gradient Blue, Black, Red",,About 60 USD,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU C5 2019,https://fdn2.gsmarena.com/vv/bigpic/blu-c5-2019.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100 - C110L,,HSPA 21.1/5.76 Mbps,"2019, October","Available. Released 2019, October",144 x 73.1 x 10.3 mm (5.67 x 2.88 x 0.41 in),146 g (5.15 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 8.1 Oreo (Go edition),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,16GB 1GB RAM,HSDPA 900 / 1900 / 2100 - C110V,,LED flash,720p@30fps,5 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,Li-Po 2000 mAh battery,,"Gradient Blue, Black, Red, Grey",,About 50 USD,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU C6 2019,https://fdn2.gsmarena.com/vv/bigpic/blu-c6-2019-2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 900,,HSPA 21.1/5.76 Mbps,"2019, October","Available. Released 2019, October",159.6 x 76.6 x 9.1 mm (6.28 x 3.02 x 0.36 in),185 g (6.53 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~76.0% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Android 8.1 Oreo (Go edition),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,16GB 1GB RAM,,,LED flash,720p@30fps,"8 MP, 1/5.0"", 1.12µm, AF",LED flash,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",Li-Po 2800 mAh battery,,"Gradient Blue, Black, Red",,About 70 USD,,,,,,,8 MP,,,,,,,,,Up to 675 h (2G) / Up to 575 h (3G),Up to 22 h (2G) / Up to 18 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Advance L5,https://fdn2.gsmarena.com/vv/bigpic/blu-advance-l5.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - A390U,,HSPA 21.1/5.76 Mbps,"2019, September","Available. Released 2019, September",124.8 x 65.2 x 10.4 mm (4.91 x 2.57 x 0.41 in),104 g (3.67 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 8.1 Oreo (Go edition),,Quad-core 1.3 GHz Cortex-A7,,microSDXC,16GB 512MB RAM,HSDPA 850 / 1900 / 2100 - A390L,,LED flash,720p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Po 1300 mAh, removable",,"Black, Cyan, Lime, Red",,About 50 USD,,,,,,,2 MP,,,,,,,,,Up to 400 h (2G) / Up to 450 h (3G),Up to 18 h (2G) / Up to 13 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Bold N1,https://fdn2.gsmarena.com/vv/bigpic/blu-bold-n1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, September","Available. Released 2019, September",158.7 x 74.1 x 8.6 mm (6.25 x 2.92 x 0.34 in),182 g (6.42 oz),,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~85.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 9.0 (Pie), planned upgrade to Android 10",Mediatek MT6771V Helio P70 (12nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.1 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),128GB 4GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"Motorized pop-up 13 MP, f/2.0, 1/4""",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable",Fast charging 18W Fast Qi wireless charging 10W,Raven Black,,About 200 USD,,,,,"16 MP, f/1.8, 1/2.8"", PDAF 5 MP, f/2.4, (depth)",,,,Corning Gorilla Glass 5,,,,,,,Up to 600 h (3G),Up to 20 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio Mini,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-mini.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 12, 17","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2019, September","Available. Released 2019, September",150.5 x 71.5 x 10.4 mm (5.93 x 2.81 x 0.41 in),187 g (6.60 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~72.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,32GB 2GB RAM,,,LED flash,1080p@30fps,"13 MP, AF",LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 3000 mAh, removable",,Black,,About 80 USD,,,,,,,8 MP,,,,,,,,,Up to 600 h (2G) / Up to 550 h (3G),Up to 21 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Vivo XL5,https://fdn2.gsmarena.com/vv/bigpic/vivo-xl5-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 12, 17","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2019, July","Available. Released 2019, July",161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in),181 g (6.38 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~78.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~267 ppi density)",Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,64GB 3GB RAM,,,LED flash,1080p@30fps,13 MP,LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4000 mAh, non-removable",,Black,,,,,,,"13 MP, AF 2 MP, (depth)",,,,,,,,,,,Up to 750 h (2G) / Up to 650 h (3G),Up to 30 h (2G) / Up to 24 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Vivo X5,https://fdn2.gsmarena.com/vv/bigpic/vivo-x5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 12, 17","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2019, September","Available. Released 2019, September",153 x 73.4 x 9.1 mm (6.02 x 2.89 x 0.36 in),160 g (5.64 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~74.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,64GB 3GB RAM,,,LED flash,1080p@30fps,"13 MP, AF",LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 2800 mAh, removable",,Black,,,,,,,,,8 MP,,,,,,,,,Up to 550 h (2G) / Up to 500 h (3G),Up to 20 h (2G) / Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU G9 Pro,https://fdn2.gsmarena.com/vv/bigpic/blu-g9-pro-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, August","Available. Released 2019, August",157 x 75.1 x 8.6 mm (6.18 x 2.96 x 0.34 in),183 g (6.46 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~82.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Android 9.0 (Pie), planned upgrade to Android 10",Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC,128GB 4GB RAM,eMMC 5.1,"48 MP, f/1.8, 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, (ultrawide) 2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",Fast charging 18W Fast Qi wireless charging 10W,"Nightfall, Black",,,,,,,,,,,,,,,,,,Up to 625 h (3G),Up to 21 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio Mega 2019,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-mega-2019.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 12, 17","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2019, September","Available. Released 2019, September",161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in),181 g (6.38 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,32GB 2GB RAM,,,LED flash,1080p@30fps,"13 MP, AF",LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 3000 mAh, removable",,Black,,About 90 USD,,,,,,,8 MP,,,,,,,,,Up to 575 h (2G) / Up to 525 h (3G),Up to 20 h (2G) / Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU G8,https://fdn2.gsmarena.com/vv/bigpic/bly-g8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - G0170UU,"1, 3, 4, 5, 7, 28 - G0170LL, G0170VV","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2019, July","Available. Released 2019, July",161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in),181 g (6.38 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~78.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~267 ppi density)",Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,64GB 3GB RAM,HSDPA 850 / 1900 / 2100 - G0170LL,,LED flash,1080p@30fps,13 MP,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 4000 mAh, non-removable",,"Black, Red, Blue",,,,,HSDPA 900 / 1900 / 2100 - G0170VV,"2, 4, 5, 12, 17 - G0170UU","13 MP, AF 2 MP, (depth)",,,,,,,,,,,Up to 750 h (2G) / Up to 650 h (3G),Up to 30 h (2G) / Up to 24 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU G6,https://fdn2.gsmarena.com/vv/bigpic/bly-g6.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - G0210UU,"1, 3, 4, 5, 7, 28 - G0210LL","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2019, July","Available. Released 2019, July",153 x 73.4 x 9.1 mm (6.02 x 2.89 x 0.36 in),160 g (5.64 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~74.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,64GB 3GB RAM,HSDPA 850 / 1900 / 2100 - G0210LL,,LED flash,1080p@30fps,"13 MP, AF",LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 2800 mAh, removable",,"Black, Red",,,,,"2, 4, 5, 12, 17 - G0210UU",,,,8 MP,,,,,,,,,Up to 550 h (2G) / Up to 500 h (3G),Up to 20 h (2G) / Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU G5 Plus,https://fdn2.gsmarena.com/vv/bigpic/bly-g5p.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - G0190UU,"1, 3, 4, 5, 7, 28 - G0190LL, G0190VV","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2019, July","Available. Released 2019, July",161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in),181 g (6.38 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,32GB 2GB RAM,HSDPA 850 / 1900 / 2100 - G0190LL,,LED flash,1080p@30fps,"13 MP, AF",LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 3000 mAh, removable",,"Black, Red, Twilight, Chameleon Blue",,,,,HSDPA 900 / 1900 / 2100 - G0190VV,"2, 4, 5, 12, 17 - G0190UU",,,8 MP,,,,,,,,,Up to 575 h (2G) / Up to 525 h (3G),Up to 20 h (2G) / Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU G5,https://fdn2.gsmarena.com/vv/bigpic/bly-g5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - G0090UU,"1, 3, 4, 5, 7, 28 - G0090LL, G0090VV","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2019, July","Available. Released 2019, July",150.5 x 71.5 x 10.4 mm (5.93 x 2.81 x 0.41 in),187 g (6.60 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~72.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,32GB 2GB RAM,HSDPA 850 / 1900 / 2100 - G0090LL,,LED flash,1080p@30fps,"13 MP, AF",LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 3000 mAh, removable",,"Black, Blue, Red, Twilight, Chameleon Blue",,,,,HSDPA 900 / 1900 / 2100 - G0090VV,"2, 4, 5, 12, 17 - G0090UU",,,8 MP,,,,,,,,,Up to 600 h (2G) / Up to 550 h (3G),Up to 21 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU G9,https://fdn2.gsmarena.com/vv/bigpic/blu-g9.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28","HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, May","Available. Released 2019, May",155.4 x 71.8 x 8 mm (6.12 x 2.83 x 0.31 in),165 g (5.82 oz),,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~88.8% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~267 ppi density)",Android 9.0 (Pie),Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,64GB 4GB RAM,eMMC 5.1,,LED flash,1080p@30fps,"13 MP, f/2.0, 1/3""",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",,"Black, Blue",,About 180 USD,,,,,"13 MP, f/2.0, 1/3"", PDAF 2 MP, (depth)",,,,,,,,,,,Up to 750 h (2G) / Up to 650 h (3G),Up to 30 h (2G) / Up to 24 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
