Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM,5G bands,Triple_1,256GB 8GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,64GB 6GB RAM,128GB 6GB RAM,512GB 8GB RAM
bird,Bird S668,https://fdn2.gsmarena.com/vv/bigpic/bird-s668.gif,GSM,GSM 900 / 1800,,,,2007,Discontinued,104 x 45.5 x 15.7 mm (4.09 x 1.79 x 0.62 in),75 g (2.65 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.3% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,No,,,,,,,No,No,No,No,No,No,No,,Removable Li-Ion 500 mAh battery,,"Silver Grey, Blue,  White",,,,,"FR,HR,EFR voice codecs Languages: Chinese, English, French, Arabic",,,,,,,,No,No,,,,Up to 140 h,Up to 3 h,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S667,https://fdn2.gsmarena.com/vv/bigpic/bird-s667.gif,GSM,GSM 900 / 1800,,,,2007,Discontinued,104 x 45.5 x 15.7 mm (4.09 x 1.79 x 0.62 in),75 g (2.65 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.3% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,No,,,,,,,No,No,No,No,No,No,No,,Removable Li-Ion 500 mAh battery,,"Black, White",,,,,"FR,HR,EFR voice codecs Languages: Chinese, English, French, Arabic",,,,,,,,No,No,,,,Up to 140 h,Up to 3 h,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S296+,https://fdn2.gsmarena.com/vv/bigpic/bird-s296.gif,GSM,GSM 900 / 1800,,,,2007,Discontinued,105 x 45 x 15.7 mm (4.13 x 1.77 x 0.62 in),75 g (2.65 oz),,Mini-SIM,Monochrome graphic,"1.4 inches, 5.7 cm2 (~12.1% screen-to-body ratio)",101x 64 pixels (~85 ppi density),,,,,No,,No,,,,,,,Yes,No,No,No,No,No,No,,Removable Li-Ion 500 mAh battery,,"Black, Grey",,,,,"FR,HR,EFR,AMR voice codecs Languages: Chinese, English, Hindi",,,,,,,,No,No,,,,Up to 140 h,Up to 2 h,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,No,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S296,https://fdn2.gsmarena.com/vv/bigpic/bird-s296.gif,GSM,GSM 900 / 1800,,,,2007,Discontinued,105 x 45 x 15.7 mm (4.13 x 1.77 x 0.62 in),75 g (2.65 oz),,Mini-SIM,Monochrome graphic,"1.4 inches, 5.7 cm2 (~12.1% screen-to-body ratio)",101x 64 pixels (~85 ppi density),,,,,No,,No,,,,,,,No,No,No,No,No,No,No,,Removable Li-Ion 500 mAh battery,,"Black, Grey",,,,,"EFR, FR, HR voice codecs Languages: Chinese, English, French, Arabic, Vietnamese",,,,,,,,No,No,,,,Up to 140 h,Up to 2 h,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird D680,https://fdn2.gsmarena.com/vv/bigpic/bird-d680.gif,GSM,GSM 900 / 1800,,,,"2006, Q1",Cancelled,88 x 42 x 21 mm (3.46 x 1.65 x 0.83 in),75 g (2.65 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,"Second external CSTN display, 65K colors, (96x64 pixels) Wallpapers, screensavers",,,Yes,1.3 MP,,,Yes,No,No,No,No,No,Proprietary,,Removable Li-Ion battery,,,,,,,2 MB for MMS messages 200 SMS messages,MP3/MIDI player Calculator World time Predictive text input  Currency convertor Voice memo,,,,,,,Class 12,No,,,,,,,"300 x 5 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",2 embedded + download,No,,,,,,,,,WAP 1.2.1,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird D660,https://fdn2.gsmarena.com/vv/bigpic/bird-d660.gif,GSM,GSM 900 / 1800,,,,"2006, Q1",Cancelled,107 x 45 x 16.5 mm (4.21 x 1.77 x 0.65 in),,,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,microSD,64MB,Wallpapers,,,Yes,1.3 MP,,,No,No,No,No,No,No,Proprietary,,Removable Li-Ion battery,,Silver,,,,,No,MP3/MIDI player Calculator World time  Predictive text input Voice memo,,,,,,,Class 10,No,,,Yes,,,,"300 x 5 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 2.0,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird M11,https://fdn2.gsmarena.com/vv/bigpic/bird-m11.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, Q1",Cancelled,108 x 44 x 15.2 mm (4.25 x 1.73 x 0.60 in),88 g (3.10 oz),,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,32MB,Wallpapers,,,,,,,No,No,No,No,No,No,Proprietary,,Removable Li-Ion battery,,,,,,,No,MP3/MIDI player Calculator World time  Predictive text input,,,,,,,Yes,No,,,,,,,100 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird M08,https://fdn2.gsmarena.com/vv/bigpic/bird-m08.gif,GSM,GSM 900 / 1800,,,,"2005, Q3",Cancelled,87.8 x 43.3 x 21.3 mm (3.46 x 1.70 x 0.84 in),78 g (2.75 oz),,Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,,,,,microSD,32MB,"Second external CSTN display, 65K colors, (96x64 pixels) 7 colors flashing LED Wallpapers, screensavers",,,Yes,VGA,,,Yes,No,No,No,No,No,Proprietary,,Removable Li-Ion battery,,,,,,,No,MP3 player Organizer World time Voice memo,,,,,,,Class 10,No,,,,Up to 200 h,Up to 2 h 50 min,,"300 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S890,https://fdn2.gsmarena.com/vv/bigpic/bird-s890.gif,GSM,GSM 900 / 1800,,,,"2005, Q3",Cancelled,,,,Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,,,,,No,,"Wallpapers, screensavers",,,No,1.3 MP,,,Yes,No,No,No,No,No,Proprietary,,Removable Li-Ion battery,,,,,,,No,Organizer World time Voice memo,,,,,,,Class 10,No,,,Yes,Up to 72 h,Up to 3 h,,300 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",2,Yes,,,,,,,,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S798,https://fdn2.gsmarena.com/vv/bigpic/bird-s798.gif,GSM,GSM 900 / 1800,,,,"2005, Q3",Cancelled,83.5 x 45.5 x 21.5 mm (3.29 x 1.79 x 0.85 in),85 g (3.00 oz),,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,,GSM 850 / 1900 - US version,,,,,,,Yes,No,No,No,No,FM radio,,,Removable Li-Ion battery,,,,,,,"Wallpapers, screensavers",MP3/MP4 player Predictive text input Photo editor Organizer,,,,,,,,No,,,,Up to 100 h,Up to 3 h,,200 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,,,,,,,,,WAP 2.0/xHTML,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S698,https://fdn2.gsmarena.com/vv/bigpic/bird-s698.gif,GSM,GSM 900 / 1800,,,,"2005, Q3",Cancelled,104.3 x 15.7 x 44 mm (4.11 x 0.62 x 1.73 in),73 g (2.57 oz),,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,,"Wallpapers, screensavers",,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,,,,,,No,Organizer,,,,,,,,No,,,,Up to 75 h,Up to 3 h,,100 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,,,,,,,,,,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S198,https://fdn2.gsmarena.com/vv/bigpic/bird-s198.gif,GSM,GSM 900 / 1800,,,,"2005, Q3",Cancelled,104.3 x 42.6 x 15 mm (4.11 x 1.68 x 0.59 in),73 g (2.57 oz),,Mini-SIM,"CSTN, Mono",,"112 x 64 pixels, 16:9 ratio",,,,,No,,GSM 850 / 1900 - US version,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,"4 - Black, White, Green, Red",,,,,No,Organizer,,,,,,,,No,,,,Up to 72 h,Up to 3 h,,250 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,,Vibration; Monophonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S299,https://fdn2.gsmarena.com/vv/bigpic/bird-s299.gif,GSM,GSM 900 / 1800,,,,"2005, Q2",Discontinued,104 x 44 x 14 mm (4.09 x 1.73 x 0.55 in),70 g (2.47 oz),,Mini-SIM,"CSTN, Mono",,112 x 80 pixels,,,,,No,,GSM 850 / 1900 - US version,,,,,,,No,No,No,No,No,FM radio,,,Removable Li-Ion battery,,Black,,,,,No,MP3 player Changeable front and back covers iTap Voice memo Organizer,,,,,,,Yes,No,,,,Up to 200 h,Up to 3 h,,200 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,WAP,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird MP300,https://fdn2.gsmarena.com/vv/bigpic/bird-w1.gif,GSM,GSM 900 / 1800 / 1900,,,,"2005, Q3",Cancelled,108 x 44 x 19.5 mm (4.25 x 1.73 x 0.77 in),100 g (3.53 oz),,Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",,,,,No,128MB,"Wallpaper, animated screensaver",,,No,VGA,,,Yes,No,No,No,No,No,Proprietary,,Removable Li-Ion battery,,"Silver, Black",,,,,No,MP3/Midi Player Predictive text input Calculator Voice memo,,,,,,,Class 10,No,,,,Up to 72 h,Up to 3 h,,"300 x 5 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",2 embedded + download,Yes,,,,,,,,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird M19,https://fdn2.gsmarena.com/vv/bigpic/bird-m12.gif,GSM,GSM 900 / 1800,,,,"2005, Q3",Cancelled,106 x 44 x 15.2 mm (4.17 x 1.73 x 0.60 in),82 g (2.89 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,32MB,No,,,No,VGA,,,No,No,No,No,No,No,Proprietary,,Removable Li-Ion battery,,Silver,,,,,MP3 Player Predictive text input Voice memo Calculator Currency convertor,,,,,,,,Class 10,No,,,,Up to 150 h,Up to 4 h,,"300 x 5 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes + downloadable,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird V109,https://fdn2.gsmarena.com/vv/bigpic/bird-v109.gif,GSM,GSM 900 / 1800,,,,"2005, Q3",Cancelled,82.9 x 43 x 21.7 mm (3.26 x 1.69 x 0.85 in),85 g (3.00 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,Second external OLED mono display (96 x 64 pixels),,,Yes,1.3 MP,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,,,,,,No,Predictive text input Calculator Currency convertor,,,,,,,Class 8,No,,,Yes,Up to 72 h,Up to 2 h,,"300 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S799,https://fdn2.gsmarena.com/vv/bigpic/bird-s799.gif,GSM,GSM 900 / 1800 / 1900,,,,"2005, Q3",Cancelled,83.5 x 45.5 x 21.5 mm (3.29 x 1.79 x 0.85 in),85 g (3.00 oz),,Mini-SIM,"CSTN, 65K colors",,120 x 128 pixels,,,,,No,,"Wallpaper, screensaver",,,,,,,Yes,No,No,No,No,FM radio,,,Removable Li-Ion battery,,Black,,,,,No,Predictive text input (iTAP) Bio-rhythm Stopwatch Calculator Voice memo,,,,,,,,No,,,,Up to 100 h,Up to 3 h,,200 entries,"20 dialed, 20 received, 20 missed calls",SMS,2 embedded,No,,,,,,,,,WAP 2.0/xHTML,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S699,https://fdn2.gsmarena.com/vv/bigpic/bird-s699.gif,GSM,GSM 900 / 1800,,,,"2005, Q3",Cancelled,104.3 x 44 x 15.7 mm (4.11 x 1.73 x 0.62 in),,,Mini-SIM,"CSTN, 65K colors",,120 x 128 pixels,,,,,No,,"Wallpaper, screensaver",,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Black,,,,,No,Predictive text input Organizer,,,,,,,,No,,,,Up to 75 h,Up to 2 h,,100 entries,"20 dialed, 20 received, 20 missed calls",SMS,2 embedded,No,,,,,,,,,,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird V79,https://fdn2.gsmarena.com/vv/bigpic/bird-v79.gif,GSM,GSM 900 / 1800,,,,"2005, Q2",Discontinued,87 x 43 x 21 mm (3.43 x 1.69 x 0.83 in),80 g (2.82 oz),,Mini-SIM,"STN, 65K colors",,128 x 160 pixels,,,,,No,,Second external STN mono display (96 x 64 pixels) Wallpaper Screensaver,,,No,CIF,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Silver,,,,,No,Voice memo Predictive text input World Time Calculator,,,,,,,Class 10,No,,,,Up to 100 h,Up to 3 h,,200 entries,,"SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S1186,https://fdn2.gsmarena.com/vv/bigpic/bird-s1186.gif,GSM,GSM 900 / 1800,,,,"2005, Q2",Discontinued,83 x 44 x 18.5 mm (3.27 x 1.73 x 0.73 in),84 g (2.96 oz),,Mini-SIM,Virtual Colour,,"112 x 64 pixels, 16:9 ratio",,,,,No,,Backlight Screensaver,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Silver,,,,,No,Calculator,,,,,,,No,No,,,,Up to 100 h,Up to 3 h,,100 entries,,SMS,Yes,No,,,,,,,,,,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S199,https://fdn2.gsmarena.com/vv/bigpic/bird-s199.gif,GSM,GSM 900 / 1800,,,,"2005, Q3",Discontinued,104.3 x 42.6 x 15 mm (4.11 x 1.68 x 0.59 in),75 g (2.65 oz),,Mini-SIM,"CSTN, Mono",,"112 x 64 pixels, 16:9 ratio",,,,,No,,5-way navigation key,,,,,,,Yes,No,No,No,No,No,,,Removable Li-Ion battery,,"Silver, Black",,,,,No,Calculator,,,,,,,,No,,,,Up to 140 h,Up to 2 h,,250 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,,Vibration; Monophonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S789,https://fdn2.gsmarena.com/vv/bigpic/bird-s789.gif,GSM,GSM 850 / 1800 / 1900,,,,"2005, Q2",Discontinued,105 x 43 x 13 mm (4.13 x 1.69 x 0.51 in),80 g (2.82 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,No,,,No,VGA,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Silver,,,,,Calculator Voice memo,,,,,,,,Class 6,No,,,,Up to 72 h,Up to 2 h,,"200 entries, Photocall",Yes,"SMS, EMS, MMS",Yes,Yes,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird V5510,https://fdn2.gsmarena.com/vv/bigpic/bird-v5510.gif,GSM,GSM 900 / 1800,,,,"2005, Q2",Discontinued,75 x 42 x 20 mm (2.95 x 1.65 x 0.79 in),66 g (2.33 oz),,Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,,Second external mono display,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Silver-Blue,,,,,No,Organizer,,,,,,,,No,,,,Up to 72 h,Up to 3 h,,100 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird DV10,https://fdn2.gsmarena.com/vv/bigpic/bird-dv10.gif,GSM,GSM 900 / 1800,,,,"2005, Q1",Discontinued,82.9 x 43 x 21.6 mm (3.26 x 1.69 x 0.85 in),83 g (2.93 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,No,,,Yes,VGA,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Blue,,,,,Calculator Voice memo,,,,,,,,Class 10,No,,,,,,,"200 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S590,https://fdn2.gsmarena.com/vv/bigpic/bis590.gif,GSM,GSM 900 / 1800 / 1900,,,,"2005, Q1",Discontinued,107 x 44 x 20 mm (4.21 x 1.73 x 0.79 in),75 g (2.65 oz),,Mini-SIM,"STN, 65K colors",,128 x 160 pixels,,,,,No,,No,,,No,CIF,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Silver,,,,,Calculator,,,,,,,,Class 10,No,,,,Up to 140 h,Up to 5 h,,200 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S580,https://fdn2.gsmarena.com/vv/bigpic/bird-s580.gif,GSM,GSM 900 / 1800 / 1900,,,,"2005, Q1",Discontinued,107 x 44 x 20 mm (4.21 x 1.73 x 0.79 in),75 g (2.65 oz),,Mini-SIM,"STN, 65K colors",,128 x 160 pixels,,,,,No,,"Screensavers, wallpapers",,,No,CIF,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,"Orange, Silver",,,,,No,Calculator,,,,,,,Class 10,No,,,,Up to 100 h,Up to  3 h,,200 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird A150,https://fdn2.gsmarena.com/vv/bigpic/bia150.gif,GSM,GSM 900 / 1800,,,,"2004, Q2",Discontinued,83.5 x 42 x 19 mm (3.29 x 1.65 x 0.75 in),85 g (3.00 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,Second external mono display,,,Yes,VGA,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Silver,,,,,No,Calculator Voice memo,,,,,,,Class 4,No,,,,,,,"400 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird A130,https://fdn2.gsmarena.com/vv/bigpic/bia130.gif,GSM,GSM 900 / 1800,,,,"2004, Q4",Discontinued,87 x 42 x 22 mm (3.43 x 1.65 x 0.87 in),82 g (2.89 oz),,Mini-SIM,"STN, 65K colors",,128 x 160 pixels,,,,,No,,Second external mono display,,,No,VGA,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Silver,,,,,No,Calculator,,,,,,,Class 4,No,,,,,,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird A120,https://fdn2.gsmarena.com/vv/bigpic/bia120.gif,GSM,GSM 900 / 1800,,,,"2004, Q4",Discontinued,87 x 43 x 21 mm (3.43 x 1.69 x 0.83 in),80 g (2.82 oz),,Mini-SIM,"STN, 65K colors",,128 x 160 pixels,,,,,No,,Second external mono display,,,No,CIF,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,"Silver, White",,,,,No,Calculator,,,,,,,Class 4,No,,,,,,,200 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird V09,https://fdn2.gsmarena.com/vv/bigpic/biv09.gif,GSM,GSM 900 / 1800,,,,"2004, Q2",Discontinued,83 x 43 x 20 mm (3.27 x 1.69 x 0.79 in),75 g (2.65 oz),,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,,,,,No,,Second external mono display,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,"Red, Blue Grey",,,,,No,Calculator,,,,,,,,No,,,,,,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S570,https://fdn2.gsmarena.com/vv/bigpic/bis570.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q4",Discontinued,103 x 43 x 18.5 mm (4.06 x 1.69 x 0.73 in),89 g (3.14 oz),,Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,,No,,,No,CIF,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Silver,,,,,Calculator,,,,,,,,Class 10,No,,,,,,,"500 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird SC24,https://fdn2.gsmarena.com/vv/bigpic/bisc24.gif,GSM,GSM 900 / 1800,,,,"2004, Q1",Discontinued,81 x 44 x 23 mm (3.19 x 1.73 x 0.91 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,,,,,No,,Second external mono display,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Red,,,,,No,Calculator,,,,,,,Class 6,No,,,Yes,,,,200 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird G118,https://fdn2.gsmarena.com/vv/bigpic/big118.gif,GSM,GSM 900 / 1800,,,,"2004, Q4",Discontinued,82 x 43 x 22 mm (3.23 x 1.69 x 0.87 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,,,,,No,,Second external mono display,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Red,,,,,No,Calculator,,,,,,,Class 4,No,,,,,,,100 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S1190,https://fdn2.gsmarena.com/vv/bigpic/bis1190.gif,GSM,GSM 900 / 1800,,,,"2004, Q1",Discontinued,84 x 43 x 20 mm (3.31 x 1.69 x 0.79 in),85 g (3.00 oz),,Mini-SIM,"CSTN, 4096 colors",,102 x 80 pixels,,,,,No,,Screensaver,,,,,,,Yes,No,No,No,No,No,,,Removable Li-Ion battery,,Silver,,,,,No,Calculator,,,,,,,No,No,,,,,,,200 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,,,,,,,,,,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S1180c,https://fdn2.gsmarena.com/vv/bigpic/bi1180c.gif,GSM,GSM 900 / 1800,,,,"2004, Q2",Discontinued,81 x 43 x 18 mm (3.19 x 1.69 x 0.71 in),75 g (2.65 oz),,Mini-SIM,"CSTN, 65K colors",,"128 x 96 pixels, 4:3 ratio",,,,,No,,Second external color display,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Silver,,,,,No,Calculator,,,,,,,No,No,,,,,,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,,Vibration; Polyphonic(16) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
bird,Bird S1160 Plus,https://fdn2.gsmarena.com/vv/bigpic/bis1160p.gif,GSM,GSM 900 / 1800,,,,"2004, Q3",Discontinued,85 x 44 x 20 mm (3.35 x 1.73 x 0.79 in),83 g (2.93 oz),,Mini-SIM,"CSTN, mono",,"112 x 64 pixels, 16:9 ratio",,,,,No,,Second external mono display,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion battery,,Silver,,,,,No,Calculator,,,,,,,No,No,,,,,,,200 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,,Vibration; Downloadable monophonic ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
