Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm
niu,NIU Niutek 3G 4.0 N309,https://fdn2.gsmarena.com/vv/bigpic/niu-niutek-3g-4.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,MP4/WMV/H.264 player MP3/WAV/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input,HSDPA 850 / 1900 - SIM 1 only,,,,HSPA 14.4/5.76 Mbps,"2012, June. Released 2012, August",Discontinued,123.5 x 65 x 10.5 mm (4.86 x 2.56 x 0.41 in),71 g without battery (2.50 oz),,Dual SIM (Mini-SIM),,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 2.3 (Gingerbread),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),512MB 512MB RAM,"5 MP, AF",LED flash,Yes,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot",2.1,Yes,,Stereo FM radio,microUSB,"Accelerometer, proximity",Removable Li-Ion 1650 mAh battery,,"Black, White",About 150 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 16 h (2G) / Up to 7 h (3G),Up to 713 h (2G) / Up to 428 h (3G),,,,,,,,,,,,,,
niu,NIU Pana 3G TV N206,https://fdn2.gsmarena.com/vv/bigpic/niu-panna-3g-tv.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Analog TV Facebook, MSN, Twitter, Yahoo Video player Music player Organizer Voice memo Predictive text input",HSDPA 850 / 1900 - SIM 1 only,,,,HSPA 14.4/5.76 Mbps,"2012, June. Released 2012, September",Discontinued,103.5 x 56.1 x 14 mm (4.07 x 2.21 x 0.55 in),71 g without battery (2.50 oz),,Dual SIM (Mini-SIM),,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~21.7% screen-to-body ratio)",220 x 176 pixels (~141 ppi density),,,,,microSDHC (dedicated slot),128MB 32MB,2 MP,LED flash,Yes,VGA,,,Yes,Yes,No,2.1,No,,Stereo FM radio,microUSB,,Removable Li-Ion 800 mAh battery,,"Blue, Red, Silver, White",,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h 30 min (2G) / Up to 4 h 30 min (3G),Up to 312 h (2G) / Up to 211 h (3G),,,QWERTY,Yes,Yes,"SMS, MMS, Email, IM",Yes,Yes,,,,,,
niu,NIU GO 80,https://fdn2.gsmarena.com/vv/bigpic/verykool-domo2.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,,Flashlight,,,,"2012, March. Released 2012, Q3",Discontinued,113 x 58 x 15.9 mm (4.45 x 2.28 x 0.63 in),90 g without battery (3.17 oz),,Dual SIM (Mini-SIM),"Video Player Music Player Organizer Calendar Calculator Sound Recorder Facebook, MSN, Twitter, Yahoo Radio Antenna","TFT, 65K colors","1.8 inches, 10.2 cm2 (~15.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),64MB,1.3 MP,,No,,,,Yes,No,No,2.0,No,,Stereo FM radio,miniUSB,,Removable Li-Ion 1200 mAh battery,,"Black, White",,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h,Up to 250 h,Yes,No,,Yes,Yes,"SMS, MMS",Yes,No,,,,,,
niu,NIU Domo N102,https://fdn2.gsmarena.com/vv/bigpic/niu-domo.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,,Flashlight,,,,"2012, January. Released 2012, January",Discontinued,123 x 58 x 15.9 mm (4.84 x 2.28 x 0.63 in),90 g without battery (3.17 oz),,Dual SIM (Mini-SIM),Music player Organizer,"TFT, 65K colors","2.0 inches, 12.6 cm2 (~17.6% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),,,,,microSD (dedicated slot),64MB 32MB,VGA,,No,,,,Yes,No,No,No,No,,Stereo FM radio; built-in antenna,Proprietary,,Removable Li-Ion 1000 mAh battery,,"Black, White",About 40 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h,Up to 200 h,No,No,,Yes,Yes,SMS,No,No,,,,,,
niu,NIU Bingo N103,https://fdn2.gsmarena.com/vv/bigpic/niu-bingo.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,,No,,,,"2012, January. Released 2012, January",Discontinued,100 x 43.8 x 14.5 mm (3.94 x 1.72 x 0.57 in),45 g without battery (1.59 oz),,Dual SIM (Mini-SIM),Music player,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~23.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),32MB 3MB,,,,,,,Yes,Yes,No,No,No,,Stereo FM radio,microUSB,,Removable Li-Ion 500 mAh battery,,"Blue, Purple, Red, Silver, White",,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h,Up to 96 h,No,No,,Yes,Yes,SMS,Yes,No,,,,,,
niu,NIU Lotto N104,https://fdn2.gsmarena.com/vv/bigpic/niu-lotto.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,,Flashlight,,,,"2012, January. Released 2012, January",Discontinued,111.5 x 47 x 13.2 mm (4.39 x 1.85 x 0.52 in),55 g without battery (1.94 oz),,Dual SIM (Mini-SIM),"Facebook, MSN, Twitter, Yahoo Video Player Music Player Organizer","TFT, 65K colors","2.0 inches, 12.6 cm2 (~24.0% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSDHC (dedicated slot),64MB,1.3 MP,,No,,,,Yes,Yes,No,2.0,No,,"Stereo FM radio, recording",microUSB,,Removable Li-Ion 750 mAh battery,,"Blue, Purple, Red, Silver, White",About 30 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h,Up to 96 h,Up to 48 kbps,No,,Yes,Yes,"SMS, MMS, IM",Yes,No,,,,,,
niu,NIU Pana N105,https://fdn2.gsmarena.com/vv/bigpic/niu-pana.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,,No,,,,"2012, January. Released 2012, January",Discontinued,111 x 58.5 x 11.8 mm (4.37 x 2.30 x 0.46 in),68 g without battery (2.40 oz),,Dual SIM (Mini-SIM),"Facebook, MSN, Twitter Video Player Music Player Organizer","TFT, 256K colors","2.2 inches, 15.0 cm2 (~23.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSDHC (dedicated slot),64MB,1.3 MP,,No,,,,Yes,Yes,No,2.0,No,,"Stereo FM radio, recording",microUSB,,Removable Li-Ion 850 mAh battery,,"Blue, Red, Silver, White",About 40 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h,Up to 140 h,Up to 48 kbps,No,QWERTY,Yes,Yes,"SMS, MMS, IM",Yes,No,,,,,,
niu,NIU Pana TV N106,https://fdn2.gsmarena.com/vv/bigpic/niu-panatv.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM2 & SIM 3,,Flashlight,,,,"2012, January. Released 2012, January",Discontinued,111 x 58.5 x 13.5 mm (4.37 x 2.30 x 0.53 in),70 g without battery (2.47 oz),,Triple SIM (Mini-SIM),"Analog TV Facebook, MSN, Twitter Video player Music player Organizer Predictive text input","TFT, 256K colors","2.0 inches, 12.6 cm2 (~19.4% screen-to-body ratio)",220 x 176 pixels (~141 ppi density),,,,,microSDHC (dedicated slot),128MB 32MB,1.3 MP,,No,,,,Yes,Yes,No,2.0,No,,"Stereo FM radio, recording",microUSB,,Removable Li-Ion 1000 mAh battery,,"Blue, Red, Silver, White",,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h,Up to 150 h,Up to 48 kbps,No,QWERTY,Yes,Yes,"SMS, MMS, IM",Yes,Yes,,,,,,
niu,NIU NiutekQ N108,https://fdn2.gsmarena.com/vv/bigpic/niu-tekq.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,,No,,,,"2012, January. Released 2012, January",Discontinued,107.9 x 59.4 x 13.7 mm (4.25 x 2.34 x 0.54 in),73 g without battery (2.57 oz),,Dual SIM (Mini-SIM),MP4/WMV/H.264 player MP3/WAV/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input,"TFT resistive touchscreen, 256K colors","2.3 inches, 15.8 cm2 (~24.6% screen-to-body ratio)","480 x 320 pixels, 3:2 ratio (~251 ppi density)",Android 2.2 (Froyo),Mediatek MT6516,416 MHz,,microSDHC (dedicated slot),256MB 128MB RAM,2 MP,LED flash,Yes,,,,Yes,Yes,Wi-Fi 802.11 b/g,2.0,"Yes, with A-GPS",,"Stereo FM radio, recording",microUSB,"Accelerometer, compass",Removable Li-Ion 1000 mAh battery,,"Black, White",About 70 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h,Up to 48 h,Up to 48 kbps,No,QWERTY,,,,,,,,,,,
niu,NIU Niutek N109,https://fdn2.gsmarena.com/vv/bigpic/niu-tek.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,,No,,,,"2012, January. Released 2012, January",Discontinued,107.8 x 58.2 x 13.7 mm (4.24 x 2.29 x 0.54 in),71 g without battery (2.50 oz),,Dual SIM (Mini-SIM),MP4/WMV/H.264 player MP3/WAV/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input,"TFT resistive touchscreen, 256K colors","2.8 inches, 23.3 cm2 (~37.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~206 ppi density)",Android 2.2 (Froyo),Mediatek MT6516,416 MHz,,microSDHC (dedicated slot),256MB 128MB RAM,2 MP,LED flash,Yes,,,,Yes,Yes,Wi-Fi 802.11 b/g,2.0,"Yes, with A-GPS",,"Stereo FM radio, recording",microUSB,"Accelerometer, compass",Removable Li-Ion 1000 mAh battery,,"Black, White",About 60 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h,Up to 48 h,Up to 48 kbps,No,,,,,,,,,,,,
