Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm
motorola,Motorola Moto G Fast,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-fast.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,CDMA2000 1xEV-DO,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 25, 26, 29, 30, 38, 41, 66, 71",,"HSPA 42.2/5.76 Mbps, LTE","2020, June 05","Available. Released 2020, June 12",161.9 x 75.7 x 9.1 mm (6.37 x 2.98 x 0.36 in),189.4 g (6.67 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~82.0% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)",Android 10,Qualcomm SM6125 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (uses shared SIM slot),32GB 3GB RAM,"8 MP, f/2.0, (wide), 1.12µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS",,HDR,"1080p@30fps, gyro-EIS",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, LTEPP, SUPL",,,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity","Li-Po 4000 mAh, non-removable",Charging 10W,Pearl White,$ 99.00,,,,,,,"16 MP, f/1.7, (wide), 1/2.8"", 1.12µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.2, (macro)",,,,,,,,$ 99.00,,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto E (2020),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e-2020.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,CDMA2000 1xEV-DO,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 25, 26, 30, 66, 71",,"HSPA 42.2/5.76 Mbps, LTE","2020, June 05","Available. Released 2020, June 10",159.8 x 76.6 x 8.7 mm (6.29 x 3.02 x 0.34 in),185 g (6.53 oz),"Glass front, plastic back, plastic frame",Nano-SIM,eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~78.4% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",Android 10,Qualcomm SDM632 Snapdragon 632 (14 nm),Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),Adreno 506,microSDXC (dedicated slot),32GB 2GB RAM,"5 MP, f/2.0, 1.12µm","LED flash, HDR, panorama",1080p@30/60fps,,HDR,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, LTEPP, SUPL",,,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3550 mAh, non-removable",,Midnight Blue,$ 129.99,,,,,"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF 2 MP, f/2.2, (depth)",,,,,,,,,,,$ 129.99,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G Pro,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-stylus-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Stylus Water-repellent coating,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 66, 71",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2020, May 26","Available. Released 2020, June 15",158.6 x 75.8 x 9.2 mm (6.24 x 2.98 x 0.36 in),192 g (6.77 oz),"Glass front, plastic back, aluminum frame (6000 series)","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 100.7 cm2 (~83.7% screen-to-body ratio)",1080 x 2300 pixels (~399 ppi density),"Android 10, Android One",Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),128GB 4GB RAM,"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)",,HDR,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",Yes,,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity","Li-Po 4000 mAh, non-removable",Fast charging 15W,Mystic indigo,€ 250.00 / £ 269.80,,,,€ 250.00,,,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF 16 MP, f/2.2, 117˚ (ultrawide), dedicated video camera (1080p) 2 MP, f/2.2, (macro)",AnTuTu: 173611 (v8) GeekBench: 1385 (v5.1) GFXBench: 6.6fps (ES 3.1 onscreen),Contrast ratio: 1422:1,Photo / Video,-24.5 LUFS (Very good),Endurance rating 88h,,,,,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Edge+,https://fdn2.gsmarena.com/vv/bigpic/motorola-edge-plus.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,HSDPA 850 / 900 / 1900 / 2100 - Verizon,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 42, 46, 66, 71 - Global","5, 41, 66, 71, 77, 78 Sub6 - Global","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/200 Mbps, 5G 4 Gbps DL","2020, April 22","Available. Released 2020, May 14",161.1 x 71.4 x 9.6 mm (6.34 x 2.81 x 0.38 in),203 g (7.16 oz),"Glass front (Gorilla Glass 5), aluminum frame",Nano-SIM,UFS 3.0,"OLED capacitive touchscreen, 1B colors","6.7 inches, 110.2 cm2 (~95.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density)",Android 10,Qualcomm SM8250 Snapdragon 865 (7 nm+),Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585),Adreno 650,No,256GB 12GB RAM,"25 MP, f/2.0, (wide), 0.9µm","Dual-LED dual-tone flash, panorama, HDR","6K@30fps, 4K@30fps, 1080p@30/60/120fps, gyro-EIS",,HDR,1080p@30/120fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO",Yes,No,USB Type-C 3.1,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","Li-Po 5000 mAh, non-removable",Fast charging 18W Fast wireless charging 15W Reverse wireless charging 5W,"Smokey Sangria, Thunder Grey, Baltic Gray","₹ 72,490",,"108 MP, f/1.8, (wide), 1/1.33"", 0.8µm, PDAF, OIS 8 MP, f/2.4, 81mm (telephoto), 3x optical zoom, PDAF, OIS 16 MP, f/2.2, 13mm (ultrawide), 1.0µm, AF TOF 3D, (depth)",,,,,,AnTuTu: 574155 (v8) GeekBench: 3295 (v5.1) GFXBench: 48fps (ES 3.1 onscreen),Contrast ratio: Infinite (nominal),Photo / Video,-25.3 LUFS (Very good),Endurance rating 100h,,,,,Corning Gorilla Glass 5,"₹ 72,490",,,,,,,,,,,,,,,,,,,,
motorola,Motorola Edge,https://fdn2.gsmarena.com/vv/bigpic/motorola-edge-midnight-magenta.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,CDMA2000 1xEV-DO,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66, 71","1, 2, 3, 5, 7, 25, 28, 38, 41, 66, 71, 78 Sub6","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1000/150 Mbps, 5G","2020, April 22","Available. Released 2020, May 29",161.6 x 71.1 x 9.3 mm (6.36 x 2.80 x 0.37 in),188 g (6.63 oz),"Glass front (Gorilla Glass 5), aluminum frame, plastic back","Hybrid Dual SIM (Nano-SIM, dual stand-by)",UFS 2.1,"OLED capacitive touchscreen, 16M colors","6.7 inches, 110.2 cm2 (~95.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density)",Android 10,Qualcomm SDM765 Snapdragon 765G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM","25 MP, f/2.0, (wide), 0.9µm","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps",,HDR,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS, LTEPP, SUPL",Yes,FM radio,USB Type-C 2.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity","Li-Po 4500 mAh, non-removable",Fast charging 18W,"Solar Black, Midnight Magenta",€ 505.79 / £ 549.95,,"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.4, 52mm (telephoto), 1.12µm, 2x optical zoom, PDAF 16 MP, f/2.2, 13mm (ultrawide), 1.0µm TOF 3D, (depth)",XT2063-3,,,,,AnTuTu: 305989 (v8) GeekBench: 1862 (v5.1) GFXBench: 18fps (ES 3.1 onscreen),Contrast ratio: Infinite (nominal),Photo / Video,-30.4 LUFS (Below average),Endurance rating 102h,€ 505.79,,,,Corning Gorilla Glass 5,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G8 Power Lite,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g8-power-lite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Water-repellent coating,HSDPA 850 / 900 / 1900 / 2100,eMMC 5.1,LTE,,"HSPA 42.2/5.76 Mbps, LTE","2020, April 03","Available. Released 2020, April 03",164.9 x 75.8 x 9.2 mm (6.49 x 2.98 x 0.36 in),200 g (7.05 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.8 cm2 (~82.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",Android 9.0 (Pie),Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),64GB 4GB RAM,"8 MP, f/2.0, (wide), 1.12µm","LED flash, HDR, panorama",1080p@30fps,,HDR,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, LTEPP, SUPL",,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity","Li-Po 5000 mAh, non-removable",Charging 10W,"Arctic Blue, Royal Blue",$ 130.00 / € 142.37 / £ 147.59,,,XT2055-2,,,$ 130.00,"16 MP, f/2.0, (wide), 1.0µm, PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto E6s (2020),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e6s-2020.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Water-repellent coating,HSDPA 850 / 900 / 1900 / 2100,eMMC 5.1,"1, 3, 5, 7, 8, 20, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, March 17","Available. Released 2020, April 27",155.6 x 73 x 8.5 mm (6.13 x 2.87 x 0.33 in),160 g (5.64 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.3 cm2 (~80.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",Android 9.0 (Pie),Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 4GB RAM","5 MP, f/2.2, 1.12µm","LED flash, HDR, panorama",1080p@30fps,,"HDR , panorama",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 3000 mAh, removable",,"Peacock Blue, Sunrise Red",$ 89.99 / € 95.00 / £ 96.92,,,,,"13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF 2 MP, (depth)",$ 149.00,,,,,,,,,,$ 89.99,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G8,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 2, 3, 4, 5, 7, 8, 28, 66 - USA",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,Water-repellent coating,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40, 41 - Europe",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, March 05","Available. Released 2020, March 05",161.3 x 75.8 x 9 mm (6.35 x 2.98 x 0.35 in),188.3 g (6.63 oz),"Glass front, plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~82.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)",Android 10,Qualcomm SM6125 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (uses shared SIM slot),64GB 4GB RAM,"8 MP, f/2.0, 1.12µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps",,HDR,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity","Li-Po 4000 mAh, non-removable",Charging 10W,"White Prism, Capri Blue, Pearl White, Neon Blue",€ 169.99 / £ 175.00,,,XT2045-1,,,€ 169.99,"16 MP, f/1.7, (wide), 1/2.8"", 1.12µm, PDAF, Laser AF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.2, (macro)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G Stylus,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-stylus-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,CDMA2000 1xEV-DO,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 66, 71",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2020, February 07","Available. Released 2020, April 16",158.6 x 75.8 x 9.2 mm (6.24 x 2.98 x 0.36 in),192 g (6.77 oz),"Glass front, plastic back, aluminum frame (6000 series)",Nano-SIM,Stylus Water-repellent coating,"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 100.7 cm2 (~83.7% screen-to-body ratio)",1080 x 2300 pixels (~399 ppi density),Android 10,Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),128GB 4GB RAM,"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)",,HDR,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",,Unspecified,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity","Li-Po 4000 mAh, non-removable",Charging 10W,Mystic indigo,$ 169.99,,,"XT2043, XT2043-4",$ 169.99,,,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF 16 MP, f/2.2, 117˚ (ultrawide), dedicated video camera (1080p) 2 MP, f/2.2, (macro)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G Power,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-power.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,CDMA2000 1xEV-DO,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 66, 71",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2020, February 07","Available. Released 2020, April 17",159.9 x 75.8 x 9.6 mm (6.30 x 2.98 x 0.38 in),199 g (7.02 oz),"Glass front, plastic back, aluminum frame (6000 series)",Nano-SIM,eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 100.7 cm2 (~83.0% screen-to-body ratio)",1080 x 2300 pixels (~399 ppi density),Android 10,Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),64GB 4GB RAM,"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, 1080p@30fps (gyro-EIS)",,HDR,1080p@30/120fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity","Li-Po 5000 mAh, non-removable",Charging 10W,Smoke Black,$ 234.99,,,,,,$ 234.99,"16 MP, f/1.7, (wide), 1/2.8"", 1.12µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.2, (macro)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G8 Power,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-power-r.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,Water-repellent coating,"1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2020, February 07","Available. Released 2020, April 16",156 x 75.8 x 9.6 mm (6.14 x 2.98 x 0.38 in),197 g (6.95 oz),"Glass front, plastic back, aluminum frame (6000 series)","Hybrid Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 100.7 cm2 (~85.1% screen-to-body ratio)",1080 x 2300 pixels (~399 ppi density),Android 10,Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (uses shared SIM slot),64GB 4GB RAM,"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, 1080p@30fps (gyro-EIS)",,HDR,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity","Li-Po 5000 mAh, non-removable",Fast charging 18W,"Smoke Black, Capri Blue",$ 169.00 / € 194.99 / £ 160.00,,"16 MP, f/1.7, (wide), 1/2.8"", 1.12µm, PDAF 8 MP, f/2.2, (telephoto), 1/4.0"", 1.12µm, PDAF, 2x optical zoom 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.2, (macro)",,,,$ 169.00,,AnTuTu: 173607 (v8) GeekBench: 1394 (v5.1) GFXBench: 6.6fps (ES 3.1 onscreen),Contrast ratio: 1466:1 (nominal),Photo / Video,-24.6 LUFS (Very good),Endurance rating 136h,,,,,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola One Hyper,https://fdn2.gsmarena.com/vv/bigpic/motorola-one-hyper-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),CDMA 800 / 1900,HSDPA 850 / 900 / 1900 / 2100,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,"1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66 - USA",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, December 04","Available. Released 2020, January 22",161.8 x 76.6 x 8.9 mm (6.37 x 3.02 x 0.35 in),210 g (7.41 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",UFS 2.0,"IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 103.7 cm2 (~83.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)",Android 10,Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,microSDXC (uses shared SIM slot),128GB 4GB RAM,"Motorized pop-up 32 MP, f/2.0, 26mm (wide), 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps",,HDR,1080p@30/60fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes,Unspecified,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",Fast charging 45W - USA Fast charging 27W - Europe,"Fresh Orchid, Deepsea Blue, Dark Amber",$ 269.72 / € 339.90 / £ 285.00,,,"XT2027, XT2027-1",$ 269.72,"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF, Laser AF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm",,,,,,,,,1.01 W/kg (head)     1.40 W/kg (body),,,,,0.59 W/kg (head)     0.88 W/kg (body),,,,,,,,,,,,,,,,,,,
motorola,Motorola Razr 2019,https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-2019-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 13, 20, 28, 38, 66 - MEA",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, November 14","Available. Released 2020, February 06",Unfolded: 172 x 72 x 6.9 mmFolded: 94 x 72 x 14mm,205 g (7.23 oz),"Plastic front, plastic back, aluminum frame",eSIM,"Second external G-OLED display, 2.7 inches, 600 x 800 pixels","Foldable P-OLED capacitive touchscreen, 16M colors","6.2 inches, 86.9 cm2 (~70.2% screen-to-body ratio)",876 x 2142 pixels (~373 ppi density),"Android 9.0 (Pie), upgradable to Android 10",Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 616,No,128GB 6GB RAM,"5 MP, f/2.0, 1.12um","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS",,HDR,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, LTEPP, SUPL",Yes,No,USB Type-C 3.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 2510 mAh, non-removable",Fast charging 15W,"Noir Black, Blush Gold","€ 1,104.64 / £ 1,104.00 / ₹ 96,000",,,XT2000-1,,"16 MP, f/1.7, 1.22um, Dual Pixel PDAF, Laser AF TOF 3D, (depth)",,,,,,,,"€ 1,104.64",0.78 W/kg (head)     0.97 W/kg (body),,,,,0.29 W/kg (head)     0.97 W/kg (body),,,,,,,,,,,,,,,,,,,
