Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm 
motorola,Motorola Moto X (2nd Gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-x-2014.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,CDMA 800 / 1900 - Verizon,"HSDPA 850 / 900 / 1900 / 2100 - EU, AT&T, Verizon",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - T-Mobile,"2, 3, 4, 5, 7, 17 - XT1097 AT&T, XT1095 T-Mobile",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September","Available. Released 2014, September",140.8 x 72.4 x 10 mm (5.54 x 2.85 x 0.39 in),144 g (5.08 oz),,Nano-SIM,eMMC 5.0,"AMOLED capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~73.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 4.4.4 (KitKat), upgradable to 6.0 (Marshmallow)",Qualcomm MSM8974AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM (AT&T, T-Mobile)","13 MP, f/2.2, 29mm (standard), 1/3.1"", 1.13µm, AF","Dual-LED flash, panorama, HDR","4K@30fps, 1080p@30fps, HDR","2 MP, f/2.2",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS",Yes,No,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass, barometer, temperature","Li-Ion 2300 mAh, non-removable",Fast charging 15W Quick Charge 2.0,"Black, White",About 320 EUR,,,"XT1097, XT1096, XT1095, XT1092, XT1085, XT1093",,,,,Basemark OS II 2.0: 1176Basemark X: 11855,,Photo / Video,Voice 66dB / Noise 66dB / Ring 72dB,Endurance rating 48h,,1.46 W/kg (head)     1.27 W/kg (body),,,Corning Gorilla Glass 3,,0.49 W/kg (head)     0.69 W/kg (body),Noise -93.5dB / Crosstalk -93.8dB,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G Dual SIM (2nd gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-2014.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 850 / 900 / 1700 / 1900 / 2100,,,,HSPA 21.1/5.76 Mbps,"2014, September. Released 2014, September",Discontinued,141.5 x 70.7 x 11 mm (5.57 x 2.78 x 0.43 in),149 g (5.26 oz),,"Dual SIM, (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.4 (KitKat), upgradable to Android L",Qualcomm MSM8226 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM","8 MP, f/2.0, AF","LED flash, HDR, panorama","720p@30fps, stereo sound rec., HDR","2 MP, f/2.2",,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 2070 mAh, non-removable",,"White, Black",About 200 EUR,,,,,,,,,,,,,,,,,Corning Gorilla Glass 3,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G (2nd gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-2014.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700 / 1900 / 2100 - USA model,HSDPA 850 / 900 / 1900 / 2100 - Global model,eMMC 4.5,,,HSPA 21.1/5.76 Mbps,"2014, September","Available. Released 2014, September",141.5 x 70.7 x 11 mm (5.57 x 2.78 x 0.43 in),149 g (5.26 oz),,Micro-SIM,Digital TV (DS DTV 16GB model only),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.4 (KitKat), upgradable to 6.0 (Marshmallow)",Qualcomm MSM8226 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, f/2.0, AF","LED flash, HDR, panorama","720p@30fps, stereo sound rec., HDR","2 MP, f/2.2",,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 2070 mAh, non-removable",,"White, Black",About 160 EUR,,,"XT1068, XT1063, XT1064, XT1069",,,,,Basemark OS II 2.0: 497Basemark X: 3142,,Photo / Video,Voice 66dB / Noise 66dB / Ring 75dB,Endurance rating 50h,,,,,Corning Gorilla Glass 3,,,Noise -91.6dB / Crosstalk -91.7dB,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G 4G,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-4g-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 1700 / 1900 / 2100  - T-Mobile, AT&T",HSDPA 850 / 900 / 1900 / 2100,HSDPA 850 / 900 / 1700 / 1900 / 2100 - USA,"2, 4, 5, 17 - USA",,"HSPA 21.1/5.76 Mbps, LTE","2014, May. Released 2014, June",Discontinued,129.9 x 65.9 x 11.6 mm (5.11 x 2.59 x 0.46 in),143 g (5.04 oz),,Micro-SIM,eMMC 4.5,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 54.8 cm2 (~64.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~329 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop)",Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"5 MP, f/2.4, AF","LED flash, HDR, panorama","720p@30fps, stereo sound rec., HDR",1.3 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 2070 mAh, non-removable",,"White, Black, Moto G Ferrari Edition",About 160 EUR,,,"XT1039, XT1040, XT1045",,,,,,"Contrast ratio: 929:1 (nominal), 2.546 (sunlight)",Photo / Video,Voice 77dB / Noise 76dB / Ring 83dB,Endurance rating 64h,,,,,Corning Gorilla Glass 3,,,Noise -92.1dB / Crosstalk -92.1dB,,,,,,,,,,,,,,,,,,
motorola,Motorola Luge,https://fdn2.gsmarena.com/vv/bigpic/motorola-luge.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900,HSDPA 850 / 900 / 1900 / 2100,CDMA2000 1xEV-DO,13,,"HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2014, August. Released 2014, August",Discontinued,122.4 x 60.7 x 8.4 mm (4.82 x 2.39 x 0.33 in),125.9 g (4.44 oz),,Micro-SIM,Splash resistant,"Super AMOLED Advanced capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~68.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,VGA,,720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, EDR, aptX","Yes, with A-GPS, S-GPS, GLONASS",,No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, non-removable",,Black,About 240 EUR,,,,,,,,,,,,,,1.30 W/kg (head)     0.63 W/kg (body),,,Corning Gorilla Glass 2,,,,,,Up to 20 h (3G),Up to 408 h (3G),,,,,,,,,,,,,,
motorola,Motorola Moto E,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,eMMC 4.5,HSDPA 850 / 900 / 1900 / 2100,No,,,HSPA 21.1/5.76 Mbps,"2014, May. Released 2014, May",Discontinued,124.8 x 64.8 x 12.3 mm (4.91 x 2.55 x 0.48 in),142 g (5.01 oz),,Micro-SIM,,"IPS LCD, capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~63.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)",Qualcomm Snapdragon 200 (28 nm),Dual-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, f/2.4","Panorama, HDR",480p@30fps,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE, aptX","Yes, with A-GPS, GLONASS",,"FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1980 mAh, non-removable",,"Black, White",About 100 EUR,,,XT1021,,,,,,"Contrast ratio: 1062 (nominal), 1.545 (sunlight)",Photo,Voice 75dB / Noise 71dB / Ring 81dB,Endurance rating 60h,,0.97 W/kg (head)     1.50 W/kg (body),,,Corning Gorilla Glass 3,,0.76 W/kg (head),Noise -93.7dB / Crosstalk -92.0dB,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto E Dual SIM,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100 - XT1025,HSDPA 2100 - XT1022,eMMC 4.5,,,HSPA 21.1/5.76 Mbps,"2014, May. Released 2014, May",Discontinued,124.8 x 64.8 x 12.3 mm (4.91 x 2.55 x 0.48 in),142 g (5.01 oz),,"Dual SIM (Micro-SIM, dual stand-by)",Digital TV (XT1025 model only),"IPS LCD, capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~63.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)",Qualcomm Snapdragon 200 (28 nm),Dual-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, f/2.4","Panorama, HDR",480p@30fps,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE, aptX","Yes, with A-GPS, GLONASS",,"FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1980 mAh, non-removable",,"Black, White",About 90 EUR,,,"XT1022, XT1025",,,,,,"Contrast ratio: 1062 (nominal), 1.545 (sunlight)",,Voice 75dB / Noise 71dB / Ring 81dB,Endurance rating 60h,,1.50 W/kg (head)     1.36 W/kg (body),,,Corning Gorilla Glass 3,,0.76 W/kg (head),Noise -93.7dB / Crosstalk -92.0dB,,,Up to 24 h (3G),,,,,,,,,,,,,,,
motorola,Motorola Moto G Dual SIM,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,eMMC 4.5,HSDPA 850 / 900 / 1700 / 1900 / 2100,,,,HSPA 21.1/5.76 Mbps,"2014, January. Released 2014, January",Discontinued,129.9 x 65.9 x 11.6 mm (5.11 x 2.59 x 0.46 in),143 g (5.04 oz),,"Dual SIM, (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop)",Qualcomm MSM8226 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,"8GB 1GB RAM, 16GB 1GB RAM","5 MP, f/2.4, AF","LED flash, HDR, panorama","720p@30fps, stereo sound rec., HDR",1.3 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 2070 mAh, non-removable",,"Black (front panel), 7 color options (back panel)",About 140 EUR,,,"XT1033, XT1031",,,,,,,,,,,,,,Corning Gorilla Glass 3,,,,,,Up to 24 h,,,,,,,,,,,,,,,
motorola,Motorola Moto G,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-ofic.jpg,GSM / CDMA / HSPA / EVDO,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900 - CDMA version,HSDPA 850 / 900 / 1900 / 2100,"HSDPA 850 / 1700 / 1900 / 2100 - for T-Mobile, AT&T",,,HSPA 21.1/5.76 Mbps,"2013, November. Released 2013, November",Discontinued,129.9 x 65.9 x 11.6 mm (5.11 x 2.59 x 0.46 in),143 g (5.04 oz),,Micro-SIM,eMMC 4.5,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 4.3 (Jelly Bean), upgradable to 5.1.1 (Lollipop)",Qualcomm MSM8226 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,"8GB 1GB RAM, 16GB 1GB RAM","5 MP, f/2.4, AF","LED flash, HDR, panorama","720p@30fps, stereo sound rec., HDR",1.3 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 2070 mAh, non-removable",,"Black (front panel), 7 color options (back panel)",About 130 EUR,,,"X1032, XT1032, XT1034",,,,,,"Contrast ratio: 967:1 (nominal), 2.477 (sunlight)",Photo / Video,Voice 81dB / Noise 75dB / Ring 82dB,Endurance rating 54h,,1.17 W/kg (head)     1.06 W/kg (body),,,Corning Gorilla Glass 3,,0.79 W/kg (head),Noise -92.1dB / Crosstalk -91.4dB,,,Up to 24 h,,,,,,,,,,,,,,,
motorola,Motorola Moto X,https://fdn2.gsmarena.com/vv/bigpic/moto-x.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 1900 / 2100 - EU,HSDPA 850 / 900 / 1900 / 2100 - AT&T,HSDPA 850 / 900 / 1700 / 1900 / 2100 - T-Mobile,"2, 4, 5, 17 - AT&T",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, August. Released 2013, August",Discontinued,129.3 x 65.3 x 10.4 mm (5.09 x 2.57 x 0.41 in),130 g (4.59 oz),,Nano-SIM,"2, 4, 17 - T-Mobile","AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~72.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.2.2 (Jelly Bean), upgradable to 5.1 (Lollipop)",Qualcomm MSM8960DT Snapdragon S4 Pro,Dual-core 1.7 GHz Krait 300,Adreno 320,No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM","10 MP, f/2.4, 30mm (standard), 1/2.6"", 1.4µm, AF","LED flash, panorama, HDR","1080p@30fps, stereo sound rec., HDR",2 MP,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS",Yes,No,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass, barometer, temperature","Li-Ion 2200 mAh, non-removable",,"Black, White (front panel), 18 color options (back panel)",About 250 EUR,,,"XT1058, XT1053, XT1052, XT1056, XT1060, XT1055",,,,,,,,,Endurance rating 39h,,1.39 W/kg (head)     0.50 W/kg (body),,,Corning Gorilla Glass 3,,,Noise -91.6dB / Crosstalk -92.8dB,,,Up to 13 h,Up to 576 h,,,,,,,,,,,,,,
motorola,Motorola DROID Ultra,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-ultra.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,HSDPA 850 / 900 / 1900 / 2100,"4, 13",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, July. Released 2013, August",Discontinued,137.5 x 71.2 x 7.2 mm (5.41 x 2.80 x 0.28 in),137 g (4.83 oz),,Nano-SIM,Splash resistant,"Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.2.2 (Jelly Bean), upgradable to 5.0 (Lollipop)",Qualcomm Snapdragon S4 Pro,Dual-core 1.7 GHz Krait,Adreno 320,No,16GB 2GB RAM,"10 MP, AF",LED flash,1080p@30fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot, DLNA","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS",Yes,No,microUSB 2.0,"Accelerometer, gyro, proximity, compass, barometer","Li-Ion 2130 mAh, non-removable",,"Black, Red, White",About 250 EUR,,,XT1080,,,,,,,,,,,1.54 W/kg (head)     0.32 W/kg (body),,,Corning Gorilla Glass,,,,,,Up to 28 h,Up to 312 h,,,,,,,,,,,,,,
motorola,Motorola DROID Maxx,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-maxx.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,HSDPA 850 / 900 / 1900 / 2100,"4, 13",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, July. Released 2013, August",Discontinued,137.5 x 71.2 x 8.5 mm (5.41 x 2.80 x 0.33 in),167 g (5.89 oz),,Nano-SIM,Splash resistant,"Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.2.2 (Jelly Bean), upgradable to 5.0 (Lollipop)",Qualcomm Snapdragon S4 Pro,Dual-core 1.7 GHz Krait,Adreno 320,No,"16GB 2GB RAM, 32GB 2GB RAM","10 MP, AF",LED flash,1080p@30fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, DLNA, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS",Yes,No,microUSB 2.0,"Accelerometer, gyro, proximity, compass, barometer","Li-Ion 3500 mAh, removable",,"Black, High Gloss Red, Black with Chrome Accents",About 220 EUR,,,XT1080,,,,,,,,,,,1.54 W/kg (head)     0.32 W/kg (body),,,Corning Gorilla Glass,,,,,,Up to 48 h,Up to 600 h,,,,,,,,,,,,,,
motorola,Motorola DROID Mini,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-mini.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,HSDPA 850 / 900 / 1900 / 2100,"4, 13",,"HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2013, July. Released 2013, August",Discontinued,121.3 x 61.3 x 8.9 mm (4.78 x 2.41 x 0.35 in),130 g (4.59 oz),,Nano-SIM,Splash resistant,"TFT capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","Android 4.2 (Jelly Bean), upgradable to 5.0 (Lollipop)",Qualcomm Snapdragon S4 Pro,Dual-core 1.7 GHz Krait,Adreno 320,No,16GB 2GB RAM,"10 MP, AF",LED flash,1080p@30fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot, DLNA","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS",Yes,No,microUSB 2.0,"Accelerometer, gyro, proximity, compass, barometer","Li-Ion 2000 mAh, non-removable",Qi wireless charging,"Black, Red",About 180 EUR,,,XT1030,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,Up to 28 h,,,,,,,,,,,,,,,
motorola,Motorola RAZR D3 XT919,https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-d3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - XT919,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - XT920,HSDPA,,,,HSPA 7.2/5.76 Mbps,"2013, March. Released 2013, April",Discontinued,119.3 x 59.8 x 9.8 mm (4.70 x 2.35 x 0.39 in),120 g (4.23 oz),,Single SIM or Dual SIM (dual stand-by),,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~63.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.1 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Mediatek MT6577T (40 nm),Dual-core 1.2 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF","LED flash, HDR",720p,1.2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.0, LE, EDR, aptX","Yes, with A-GPS",Yes,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, non-removable",,"Black, White",About 230 EUR,,,XT920,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,,,Yes,Yes,,,,,,,,,,,,
motorola,Motorola RAZR D1,https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-d1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),No,HSDPA,Analog/ Digital TV tunner,,,HSPA 7.2/5.76 Mbps,"2013, March. Released 2013, March",Discontinued,110 x 59 x 11 mm (4.33 x 2.32 x 0.43 in),110 g (3.88 oz),,Single SIM or Dual SIM (dual stand-by),,TFT touchscreen,"3.5 inches, 36.5 cm2 (~56.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Android 4.1 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Mediatek MT6575M (65 nm),1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",HDR,480p,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, EDR, aptX","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1785 mAh, removable",,"Black, White",About 150 EUR,,,"XT914, XT915, XT916, XT918",,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,
motorola,Motorola Electrify M XT905,https://fdn2.gsmarena.com/vv/bigpic/motorola-electrify-m.jpg,CDMA / EVDO / LTE,CDMA 800 / 1700 / 1900,Splash resistant,CDMA2000 1xEV-DO,,"4, 17",,"LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, November. Released 2012, November",Discontinued,123.2 x 61.5 x 8.6 mm (4.85 x 2.42 x 0.34 in),111.1 g (3.92 oz),,Micro-SIM,,"Super AMOLED Advanced capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~67.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Android 4.0.4 (Ice Cream Sandwich),,Dual-core 1.5 GHz,,microSDHC (dedicated slot),"8GB (5GB user available), 1GB RAM","8 MP, AF","LED flash, HDR",1080p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS",Yes,No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, non-removable",,Black/Gray,About 250 EUR,,,,,,,,,,,,,,1.08 W/kg (head)     0.42 W/kg (body),,,Corning Gorilla Glass,,,,,,Up to 16 h 40 min (3G),Up to 432 h (3G),,,,,,,,,,,,,,
motorola,Motorola RAZR i XT890,https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-i.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Splash resistant,HSDPA 850 / 900 / 1900 / 2100,MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer/editor Photo viewer/editor Voice memo/dial/commands Predictive text input,,,HSPA 21.1/5.76 Mbps,"2012, September. Released 2012, October",Discontinued,122.5 x 60.9 x 8.3 mm (4.82 x 2.40 x 0.33 in),126 g (4.44 oz),,Micro-SIM,,"Super AMOLED Advanced capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~68.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.4.2 (KitKat)",Intel Atom Z2460,2 GHz,PowerVR SGX540,microSDHC (dedicated slot),"8GB (5GB user available), 1GB RAM","8 MP, AF","LED flash, HDR",1080p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","2.1, A2DP, EDR, aptX","Yes, with A-GPS, S-GPS",Yes,No,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 2000 mAh battery,,"Black, White",About 180 EUR,,,XT890,,,,,,Contrast ratio: Infinite (nominal) / 2.366:1 (sunlight),Photo / Video,Voice 76dB / Noise 71dB / Ring 68dB,Endurance rating 64h,,1.39 W/kg (head)     0.39 W/kg (body),,,Corning Gorilla Glass,,,Noise -88.3dB / Crosstalk -88.4dB,,,Up to 20 h,,,,,,,,,,,,,,,
