Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad
amoi,Amoi H8,https://fdn2.gsmarena.com/vv/bigpic/amoi-h8.gif,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, Q2",Discontinued,94 x 50 x 28 mm (3.70 x 1.97 x 1.10 in),128 g (4.52 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSD (dedicated slot),7MB,"Second external OLED display, 96 x 64 pixels, 1.0 inches",,180 deg rotating lens,QCIF,1.3 MP,,,No,No,No,Optional,No,No,Proprietary,,Removable Li-Ion 720 mAh battery,,Black-silver,,,,,No,"Media player (H324M,MP3,H.263,MP4,AAC ) PC Sync Voice memo Organizer Stop Watch World Time",,,,,,,,,,,,Up to 200 h,Up to 10 h,,"Yes, Photo/Video call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,
amoi,Amoi H80,https://fdn2.gsmarena.com/vv/bigpic/amoi-h80.gif,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, Q2",Discontinued,94 x 50 x 28 mm (3.70 x 1.97 x 1.10 in),128g (4.52 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSD (dedicated slot),7MB,"Second external OLED display, 96 x 64 pixels, 1.0 inches",,180 deg rotating lens,QCIF,1.3 MP,,,No,No,No,Optional,No,No,Proprietary,,Removable Li-Ion 720 mAh battery,,Black,,,,,No,"Media player (H324M,MP3,H.263,MP4,AAC ) PC Sync Voice memo Organizer Stop Watch World Time",,,,,,,,,,,,Up to 200 h,Up to 10 h,,"Yes, Photo/Video call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,
amoi,Amoi A675,https://fdn2.gsmarena.com/vv/bigpic/amoi-a675.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,93.2 x 46.3 x 23.3 mm (3.67 x 1.82 x 0.92 in),101.4 g (3.56 oz),,Mini-SIM,"TFT, 65K colors","2.0 inches, 12.4 cm2 (~28.7% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~200 ppi density)",,,,,No,128MB,No,,,Yes,2 MP,,,No,No,No,Yes,No,No,miniUSB,,Removable Li-Ion 720 mAh battery,,Black,,,,,MP3/ MP4 Player PC Sync TV-out Voice memo Organizer Stop Watch World Time,,,,,,,,Class 10,No,,,,,,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,
amoi,Amoi M636,https://fdn2.gsmarena.com/vv/bigpic/amoi-m636.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,107 x 47 x 18 mm (4.21 x 1.85 x 0.71 in),97 g (3.42 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~25.0% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,No,128MB,No,,LED flash,Yes,2 MP,,,"Yes, with stereo speakers",No,No,No,No,FM radio,miniUSB,,Removable Li-Ion 720 mAh battery,,"Silver, Black",,,,,MP3/ MP4 Player PC Sync Voice memo Organizer Stop Watch World Time,,,,,,,,Class 10,No,,,,Up to 150 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",,,,
amoi,Amoi A865,https://fdn2.gsmarena.com/vv/bigpic/amoi-a865.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,90.3 x 45.9 x 22.8 mm (3.56 x 1.81 x 0.90 in),125 g (4.41 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~30.4% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSD (dedicated slot),10MB,"Second external CSTN display, 65K colors, 96 x 64 pixels, 1.0 inches",,rotating lens,Yes,2 MP,,,No,No,No,No,No,FM radio,miniUSB,,Removable Li-Ion 720 mAh battery,,Silver,,,,,No,Optical Character Recognition MP3/ MP4 Player PC Sync Voice memo Photo editor Organizer Stop Watch World Time,,,,,,,Class 10,No,,,,Up to 180 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",,,,
amoi,Amoi A869,https://fdn2.gsmarena.com/vv/bigpic/amoi-a869.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,93 x 46 x 23.8 mm (3.66 x 1.81 x 0.94 in),92.5 g (3.25 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~29.0% screen-to-body ratio)","240 x 320pixels, 4:3 ratio (~200 ppi density)",,,,,No,128MB,Flashlight,,LED flash,Yes,2 MP,,,No,No,No,Yes,No,No,miniUSB,,Removable Li-Ion 720 mAh battery,,Silver,,,,,"Second external OLED display, 96 x 64 pixels, 1.0 inches",MP3/ MP4 Player PC Sync TV-out Voice memo Photo editor Organizer Stop Watch World Time,,,,,,,Class 10,No,,,,Up to 220 h,Up to 6 h,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,Yes,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",,,,
amoi,Amoi 6201,https://fdn2.gsmarena.com/vv/bigpic/amoi-6201.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,106 x 45 x 11.9 mm (4.17 x 1.77 x 0.47 in),80 g (2.82 oz),,Mini-SIM,"TFT, 65K colors","2.0 inches, 12.6 cm2 (~26.4% screen-to-body ratio)",176 x 220pixels (~141 ppi density),,,,,No,128MB,No,,,Yes,1.3 MP,,,Yes,No,No,Yes,No,No,miniUSB 1.1,,Removable Li-Ion 720 mAh battery,,Silver,,,,,MP3/ MP4 Player PC Sync Voice memo Photo editor Organizer Stop Watch World Time,,,,,,,,Class 8,No,,,,Up to 150 h,Up to 4 h 30 min,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,
amoi,Amoi M360,https://fdn2.gsmarena.com/vv/bigpic/amoi-m360.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,91.7 x 45 x 24 mm (3.61 x 1.77 x 0.94 in),88.6 g (3.10 oz),,Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~24.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,128MB,"- Second external CSTN display, 4K colors, 96 x 64 pixels",,,No,VGA,,,"Yes, with stereo speakers",No,No,No,No,FM radio,miniUSB 1.1,,Removable Li-Ion 720 mAh battery,,Silver,,,,,No,MP3 Player PC Sync Voice memo Organizer Stop Watch World Time,,,,,,,Class 10,No,,,,Up to 100 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",,,,
amoi,Amoi M650,https://fdn2.gsmarena.com/vv/bigpic/amoi-m650.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,91 x 47 x 21 mm (3.58 x 1.85 x 0.83 in),94 g (3.32 oz),,Mini-SIM,"TFT, 256K colors","1.8 inches, 10.2 cm2 (~23.8% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),,,,,microSD (dedicated slot),12MB,"- Second external OlED display, 96 x 64 pixels, 1.0 inches",,,No,1.3 MP,,,"Yes, with stereo speakers",No,No,No,No,No,miniUSB 1.1,,Removable Li-Ion 720 mAh battery,,Black silver,,,,,No,MP3/ MP4 Player PC Sync Voice memo Organizer Stop Watch World Time,,,,,,,Class 10,No,,,,Up to 120 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",,,,
amoi,Amoi M630,https://fdn2.gsmarena.com/vv/bigpic/amoi-m630.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,105 x 46 x 18 mm (4.13 x 1.81 x 0.71 in),97 g (3.42 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,No,128MB,No,,LED flash,No,1.3 MP,,,"Yes, with stereo speakers",No,No,No,No,No,miniUSB 1.1,,Removable Li-Ion 720 mAh battery,,Black,,,,,MP3 Player PC Sync Voice memo Organizer Stop Watch World Time,,,,,,,,Class 10,No,,,,Up to 150 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",,,,
amoi,Amoi F620,https://fdn2.gsmarena.com/vv/bigpic/amoi-f620.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,87 x 46 x 23 mm (3.43 x 1.81 x 0.91 in),80 g (2.82 oz),,Mini-SIM,"TFT, 256K colors","1.5 inches, 7.3 cm2 (~18.1% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,128MB,"- Second external TFT display, 262K colors, 96 x 64 pixels, 1.0 inches",,,No,VGA,,,No,No,No,No,No,No,miniUSB 1.1,,Removable Li-Ion 720 mAh battery,,"Silver pink, Silver blue",,,,,No,MP3 Player PC Sync Voice memo Organizer Stop Watch World Time,,,,,,,Class 10,No,,,,Up to 100 h,Up to 3 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",,,,
amoi,Amoi A320,https://fdn2.gsmarena.com/vv/bigpic/amoi-a320.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,104 x 43.6 x 17 mm (4.09 x 1.72 x 0.67 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~22.5% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,2MB,No,,,No,VGA,,,No,No,No,No,No,No,No,,Removable Li-Ion 720 mAh battery,,Silver,,,,,PC Sync Voice memo Organizer World Time,,,,,,,,Class 10,No,,,,Up to 150 h,Up to 3 h,,300 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",,,,
amoi,Amoi F320,https://fdn2.gsmarena.com/vv/bigpic/amoi-f320.gif,GSM,GSM 900 / 1800,,,,"2006, Q2",Discontinued,100.4 x 46.1 x 17.8 mm (3.95 x 1.81 x 0.70 in),76 g (2.68 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.7% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,3MB,No,,,No,VGA,,,No,No,No,No,No,FM radio,No,,Removable Li-Ion 720 mAh battery,,Silver,,,,,PC Sync Voice memo Organizer Stop Watch World Time,,,,,,,,Class 10,No,,,,Up to 100 h,Up to 3 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",,,,
amoi,Amoi A310,https://fdn2.gsmarena.com/vv/bigpic/amoi-a310.gif,GSM,GSM 900 / 1800,,,,"2006, Q2",Discontinued,91.9 x 41.8 x 14.9 mm (3.62 x 1.65 x 0.59 in),62 g (2.19 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~18.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,5MB,No,,,,,,,No,No,No,No,No,FM radio (Optional),No,,Removable Li-Ion 720 mAh battery,,Silver black,,,,,Amoi Smart Dial PC Sync Voice memo Organizer Stop Watch World Time,,,,,,,,Class 10,No,,,,Up to 100 h,Up to 4 h,,300 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,
amoi,Amoi A211,https://fdn2.gsmarena.com/vv/bigpic/amoi-a211.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,82 x 43 x 21.5 mm (3.23 x 1.69 x 0.85 in),84 g (2.96 oz),,Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~28.9% screen-to-body ratio)",128 x 160pixels (~114 ppi density),,,,,No,650 KB,"Second external FSTN display, 96 x 64 pixels, 1.0 inches",,,,,,,No,No,No,No,No,FM radio (Optional),No,,Removable Li-Ion 720 mAh battery,,Black-silver,,,,,No,Amoi Smart Dial PC Sync Voice memo Organizer,,,,,,,Class 10,No,,,,Up to 100 h,Up to 5 h,,300 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,
amoi,Amoi A210,https://fdn2.gsmarena.com/vv/bigpic/amoi-a210.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2006, Q2",Discontinued,80 x 43 x 20.6 mm (3.15 x 1.69 x 0.81 in),84 g (2.96 oz),,Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~29.6% screen-to-body ratio)",128 x 160pixels (~114 ppi density),,,,,No,,Second external 1-inch FSTN display (96 x 64 pixels),,,,,,,No,No,No,No,No,No,No,,Removable Li-Ion 720 mAh battery,,"Silver, Grey",,,,,No,Voice memo Organizer,,,,,,,No,No,,,,Up to 100 h,Up to 5 h,,300 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,,,,No,Vibration; Downloadable polyphonic ringtones,,,,
amoi,Amoi 2561,https://fdn2.gsmarena.com/vv/bigpic/am2561.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q1",Discontinued,85 x 43 x 21 mm (3.35 x 1.69 x 0.83 in),80 g (2.82 oz),,Mini-SIM,"TFT, 256K colors",,"132 x 176 pixels, 4:3 ratio",,,,,No,,"Second external CSTN (96 x 64 pixels), 4096 colors Downloadable games, screensavers, wallpapers",,LED flash,No,VGA,,,No,No,No,No,No,FM radio,Proprietary,,Removable Li-Ion 860 mAh battery,,,,,,,No,MP3 Player Predictive text input Organizer,,,,,,,Class 10,No,,,,Up to 100 h,Up to 3 h,,500,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",10 + Java downloadable,Yes,,,,,,,,,WAP,Vibration; Downloadable polyphonic ringtones,,,,
amoi,Amoi CS6,https://fdn2.gsmarena.com/vv/bigpic/amcs6.gif,GSM,GSM 900 / 1800 / 1900,,,,"2004, Q1",Discontinued,91.5 x 44 x 21 mm (3.60 x 1.73 x 0.83 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,,"Downloadable screensavers, wallpapers",,,,,,,No,No,No,No,No,No,,,Removable Li-Ion 860 mAh battery,,,,,,,No,Predictive text input Organizer PC Sync,,,,,,,Yes,No,,,,Up to 100 h,Up to 3 h,,500,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",6 + Java downloadable,Yes,,,,,,,,,WAP,Vibration; Downloadable polyphonic ringtones,,,,
amoi,Amoi 2560,https://fdn2.gsmarena.com/vv/bigpic/am2560.gif,GSM,GSM 900 / 1800 / 1900,,,,2003,Discontinued,88 x 44 x 21 mm (3.46 x 1.73 x 0.83 in),80 g (2.82 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,"Swivel and rotate 180 deg Downloadable screensavers, wallpapers",,LED flash,No,VGA,,,No,No,No,No,No,No,,,Removable Li-Ion 860 mAh battery,,,,,,,No,Predictive text input Organizer Voice memo,,,,,,,Yes,No,,,,Up to 100 h,Up to 3 h,,500,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",10 + downloadable,No,,,,,,,,,WAP,Vibration; Polyphonic(40) ringtones,,,,
amoi,Amoi A90,https://fdn2.gsmarena.com/vv/bigpic/ama90.gif,GSM,GSM 900 / 1800 / 1900,,,,2004,Discontinued,86 x 44 x 21 mm (3.39 x 1.73 x 0.83 in),83 g (2.93 oz),,Mini-SIM,"Color graphics, 4K colors",,128 x 160 pixels,,,,,No,,Second external mono OLED display (80 x 48 pixels),,,,,,,No,No,No,No,No,No,,,Removable Li-Ion 550 mAh battery,,,,,,,No,Predictive text input Organizer,,,,,,,Class 10,No,,,,Up to 90 h,Up to 3 h,,500 x 8 fields,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",5 + downloadable,No,,,,,,,,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,,
amoi,Amoi F99b,https://fdn2.gsmarena.com/vv/bigpic/amf99b.gif,GSM,GSM 900 / 1800 / 1900,,,,2003,Discontinued,86 x 49 x 24 mm (3.39 x 1.93 x 0.94 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,,Second external mono (32 x 63 pixels),,,,,,,No,No,No,No,No,No,,,Removable Li-Ion 860 mAh battery,,,,,,,No,Predictive text input Organizer,,,,,,,Yes,No,,,,Up to 100 h,Up to 3 h,,500,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",5,No,,,,,,,,,WAP,Vibration; Polyphonic(40) ringtones,,,,
amoi,Amoi A9B,https://fdn2.gsmarena.com/vv/bigpic/ama9b.gif,GSM,GSM 900 / 1800 / 1900,,,,2003,Discontinued,86 x 44 x 21 mm (3.39 x 1.73 x 0.83 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,,"Second external OLED (80 x 48 pixels) Screensavers, wallpapers",,,,,,,No,No,No,No,No,No,,,Removable Li-Ion 860 mAh battery,,,,,,,No,Predictive text input Organizer,,,,,,,Yes,No,,,,Up to 100 h,Up to 3 h,,Yes,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",5 + downloadable,No,,,,,,,,,WAP,Vibration; Polyphonic(40) ringtones,,,,
amoi,Amoi CA8,https://fdn2.gsmarena.com/vv/bigpic/amca8.gif,GSM,GSM 900 / 1800 / 1900,,,,2003,Discontinued,85.8 x 49 x 24.6 mm (3.38 x 1.93 x 0.97 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,,,,,No,,Second external OLED (96 x 64 pixels),,,,,,,No,No,No,No,No,No,,,Removable Li-Ion 860 mAh battery,,,,,,,No,Predictive text input Organizer,,,,,,,Yes,No,,,,Up to 100 h,Up to 3 h,,500,"10 dialed, 10 received, 10 missed calls","SMS, MMS",5 + Java downloadable,Yes,,,,,,,,,WAP,Vibration; Polyphonic(40) ringtones,,,,
amoi,Amoi CA6,https://fdn2.gsmarena.com/vv/bigpic/amca6.gif,GSM,GSM 900 / 1800 / 1900,,,,2003,Discontinued,85.8 x 49 x 24.6 mm (3.38 x 1.93 x 0.97 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,,,,,No,,Second external OLED (96 x 64 pixels),,,,,,,No,No,No,No,No,No,,,Removable Li-Ion 860 mAh battery,,,,,,,No,Predictive text input Organizer,,,,,,,Yes,No,,,,Up to 100 h,Up to 3 h,,500,"10 dialed, 10 received, 10 missed calls","SMS, MMS",5 + downloadable,No,,,,,,,,,WAP,Vibration; Polyphonic(40) ringtones,,,,
amoi,Amoi A90B,https://fdn2.gsmarena.com/vv/bigpic/ama90b.gif,GSM,GSM 900 / 1800 / 1900,,,,2003,Discontinued,86 x 44 x 20 mm (3.39 x 1.73 x 0.79 in),80 g (2.82 oz),,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,,Second external OLED (80 x 48 pixels),,,,,,,No,No,No,No,No,No,,,Removable Li-Ion 860 mAh battery,,,,,,,No,Predictive text input Organizer,,,,,,,Yes,No,,,,Up to 100 h,Up to 3 h,,500,"10 dialed, 10 received, 10 missed calls",SMS,5 + downloadable,No,,,,,,,,,WAP,Vibration; Polyphonic(40) ringtones,,,,
amoi,Amoi S6,https://fdn2.gsmarena.com/vv/bigpic/ams6.gif,GSM,GSM 900 / 1800 / 1900,,,,2003,Discontinued,91.5 x 44 x 21 mm (3.60 x 1.73 x 0.83 in),80 g (2.82 oz),,Mini-SIM,"OLED, Grayscale (16 shades)",,"128 x 128 pixels, 1:1 ratio",,,,,No,,Blue backlight,,,,,,,No,No,No,No,No,No,,,Removable Li-Ion 860 mAh battery,,,,,,,No,Predictive text input Organizer PC Sync E-book (downloadable),,,,,,,Class 10,No,,,,Up to 100 h,Up to 3 h,,200 x 8 fields,"10 dialed, 10 received, 10 missed calls","SMS, Email",6,No,,,,,,,,,WAP 1.2.1,Vibration; Polyphonic(40) ringtones,,,,
