Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Chipset,GPU,Quad,Features_1,Charging,Triple,Models,SAR,128GB 6GB RAM,128GB 8GB RAM,NFC,64GB 6GB RAM,5G bands,32GB 3GB RAM,64GB 4GB RAM,64GB 3GB RAM,Build,Dual,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 12GB RAM,128GB 12GB RAM,RMA161,128GB 4GB RAM,Audio quality,256GB 8GB RAM,16GB 2GB RAM,Keyboard,Languages,8GB 1GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1 
oppo,Oppo A7x,https://fdn2.gsmarena.com/vv/bigpic/oppo-a7x-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, September","Available. Released 2018, September",156.7 x 74 x 8 mm (6.17 x 2.91 x 0.31 in),169 g (5.96 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~84.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 3500 mAh, non-removable",,,,"Starry Purple, Ice Flame Blue",About 270 EUR,,,CDMA2000 1xEV-DO,"64GB 4GB RAM, 128GB 4GB RAM",,eMMC 5.1,Corning Gorilla Glass 5,,,"Android 8.1 (Oreo), ColorOS 5.2",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",Mediatek MT6771 Helio P60 (12 nm),Mali-G72 MP3,,HDR,Charging 10W,,"PBBM00, PBBT00",,,,,,,,,,"Glass front (Gorilla Glass 5), plastic back, plastic frame","16 MP, f/1.8, 1/3.1, 1.0µm, PDAF 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,
oppo,Oppo RX17 Pro,https://fdn2.gsmarena.com/vv/bigpic/oppo-r17-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps","2018, August","Available. Released 2018, November",157.6 x 74.6 x 7.9 mm (6.20 x 2.94 x 0.31 in),183 g (6.46 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm2 (~85.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",microSDXC (uses shared SIM slot),,,"25 MP, f/2.0, 1/2.8"", 0.9µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps",,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass",,,,,,"Li-Po 3700 mAh, non-removable",,,,"Radiant Mist, Emerald Green",About 600 EUR,,,,"128GB 6GB RAM, 128GB 8GB RAM",,,Corning Gorilla Glass 6,,,"Android 8.1 (Oreo), 9.0 (Pie), planned upgrade to Android 10, ColorOS 7.0",Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41",Qualcomm SDM710 Snapdragon 710 (10 nm),Adreno 616,,HDR,"Fast charging 50W, 40% in 10 min (advertised) SuperVOOC","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS 20 MP, f/2.6, AF TOF 3D, (depth)","CPH1877, PBDM00",,,,Yes,,,,,,"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",,,AnTuTu: 154861 (v7) GeekBench: 5944 (v4.4) GFXBench: 11fps (ES 3.1 onscreen),"Contrast ratio: Infinite (nominal), 4.434 (sunlight)",Photo / Video,Voice 68dB / Noise 72dB / Ring 81dB,Endurance rating 80h,,,,,,,,,,,,,
oppo,Oppo R17,https://fdn2.gsmarena.com/vv/bigpic/oppo-r17-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps","2018, August","Available. Released 2018, September",157.5 x 74.9 x 7.5 mm (6.20 x 2.95 x 0.30 in),182 g (6.42 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~85.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",No,,,"25 MP, f/2.0, 1/2.8"", 0.9µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 3500 mAh, non-removable",,,,"Radiant Mist, Ambient Blue, Neon Purple",About 460 EUR,,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 39, 40, 41","128GB 6GB RAM, 128GB 8GB RAM",,,Corning Gorilla Glass 6,,,"Android 8.1 (Oreo), 9.0 (Pie), planned upgrade to Android 10, ColorOS 7.0",Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),,,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41",Qualcomm SDM670 Snapdragon 670 (10 nm),Adreno 615,,HDR,Fast charging 20W VOOC,,"CPH1879, PBEM00",,,,,,,,,,"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF 5 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,
oppo,Oppo F9 (F9 Pro),https://fdn2.gsmarena.com/vv/bigpic/oppo-f9.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 - all versions,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, August","Available. Released 2018, August",156.7 x 74 x 8 mm (6.17 x 2.91 x 0.31 in),169 g (5.96 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~84.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",microSDXC (dedicated slot),,,"25 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,"1, 3, 5, 7, 8, 38, 40, 41","Li-Po 3500 mAh, non-removable",,,,"Sunrise Red, Twilight Blue, Starry Purple, Jade Green","$ 349.00 / £ 249.00 / ₹ 18,990",,,"1, 3, 5, 8, 38, 40, 41","64GB 4GB RAM, 64GB 6GB RAM",,eMMC 5.1,Corning Gorilla Glass 6,,,"Android 8.1 (Oreo), upgradable to Android 10, ColorOS 7.0",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",Mediatek MT6771 Helio P60 (12 nm),Mali-G72 MP3,,,Fast charging 20W VOOC,,"CPH1823, CPH1881, CPH1825",,,,,£ 249.00,,,£ 290.89,,"Glass front (Gorilla Glass 6), aluminum back, plastic frame","16 MP, f/1.8, 1/3.1, 1.0µm, PDAF 2 MP, f/2.4, (depth)",,GeekBench: 5673 (v4.4) GFXBench: 6.5fps (ES 3.1 onscreen),"Contrast ratio: 1814:1 (nominal), 3.069 (sunlight)",Photo / Video,Voice 71dB / Noise 74dB / Ring 81dB,Endurance rating 94h,,,,,Noise -92.8dB / Crosstalk -92.1dB,,,,,,,,
oppo,Oppo A3s,https://fdn2.gsmarena.com/vv/bigpic/oppo-a3s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, July 13","Available. Released 2018, July",156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in),168 g (5.93 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~81.2% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",microSDXC (dedicated slot),,,"8 MP, f/2.2","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",,,,,eMMC 5.1,"Li-Ion 4230 mAh, non-removable",,,,"Red, Dark Purple","$ 229.00 / ₹ 8,990",,,,"16GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM",,,Corning Gorilla Glass 3,,,"Android 8.1 (Oreo), ColorOS 5.1",Octa-core 1.8 GHz Cortex-A53,,,"1, 3, 5, 8, 38, 40, 41",Qualcomm SDM450 Snapdragon 450 (14 nm),Adreno 506,,,Fast charging 20W VOOC,,"CPH1803, CPH1853",,,,,,,$ 229.00,"₹ 14,999",,"Glass front (Gorilla Glass 3), plastic back, plastic frame","13 MP, f/2.2, AF 2 MP, f/2.4, (depth)",,,,,,,,,,,,,"₹ 9,500",,,,,,
oppo,Oppo A5 (AX5),https://fdn2.gsmarena.com/vv/bigpic/oppo-a5.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, July","Available. Released 2018, July",156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in),168 g (5.93 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~81.2% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",microSDXC (dedicated slot),,,"8 MP, f/2.2","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compassFingerprint (rear-mounted), accelerometer, proximity, compass - India only",,,,,CDMA 800 & TD-SCDMA,"Li-Ion 4230 mAh, non-removable",,,,"Blue, Pink, Red",About 230 EUR,,,"1, 3, 5, 8, 38, 40, 41","32GB 3GB RAM, 64GB 4GB RAM",,eMMC 5.1,Corning Gorilla Glass 3,,,"Android 8.1 (Oreo), ColorOS 5.1",Octa-core 1.8 GHz Cortex-A53,,,"1, 3, 5, 8, 34, 38, 39, 40, 41",Qualcomm SDM450 Snapdragon 450 (14 nm),Adreno 506,,,,,"CPH1809, CPH1851, PBAM00, PBAT00, PBBM30",,,,,,,,,,"Glass front (Gorilla Glass 3), plastic back, plastic frame","13 MP, f/2.2, AF 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,
oppo,Oppo Find X Lamborghini,https://fdn2.gsmarena.com/vv/bigpic/oppo-find-x-lamborgini-edition.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, June","Available. Released 2018, August",156.7 x 74.2 x 9.4 mm (6.17 x 2.92 x 0.37 in),186 g (6.56 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.42 inches, 101.2 cm2 (~87.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~401 ppi density)",No,,,,"LED flash, HDR, panorama","4K@30fps, 1080p@240fps, 720p@480fps",,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, accelerometer, gyro, proximity, compass",,,,,UFS 2.1,"Li-Ion 3400 mAh, non-removable",,,,Black,About 1350 EUR,,,,512GB 8GB RAM,,,Corning Gorilla Glass 5,,,"Android 8.1 (Oreo), upgradable to Android 10, ColorOS 7.0",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 66, 34, 38, 39, 40, 41",Qualcomm SDM845 Snapdragon 845 (10 nm),Adreno 630,,Auto-HDR,"Fast charging 50W, 100% in 35 min (advertised) SuperVOOC",,"PAFM00, PAFT00, CPH1875, PAHM00",,,,,,,,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Motorized pop-up 16 MP, f/2.0, 1/2.6"", 1.22µm, PDAF, OIS Motorized pop-up 20 MP, f/2.0, 1/2.8"", 1.0µm",,,,,,Endurance rating 82h,,,,,,,,,,,,,"Motorized pop-up 25 MP, f/2.0 Motorized pop-up SL 3D, (depth/biometrics sensor)"
oppo,Oppo Find X,https://fdn2.gsmarena.com/vv/bigpic/oppo-find-x.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, June","Available. Released 2018, July",156.7 x 74.2 x 9.6 mm (6.17 x 2.92 x 0.38 in),186 g (6.56 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.42 inches, 101.2 cm2 (~87.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~401 ppi density)",No,,,,"LED flash, HDR, panorama","4K@30fps, 1080p@240fps, 720p@480fps",,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, accelerometer, gyro, proximity, compass",,,,,UFS 2.1,"Li-Ion 3730 mAh, non-removable - Standard modelLi-Ion 3400 mAh, non-removable - Super Flash Edition",,,,"Bordeaux Red, Glacier Blue","€ 589.00 / $ 550.00 / £ 404.99 / ₹ 60,990",,,,"128GB 8GB RAM, 256GB 8GB RAM",,,Corning Gorilla Glass 5,,,"Android 8.1 (Oreo), upgradable to Android 10, ColorOS 7.0",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 66, 34, 38, 39, 40, 41",Qualcomm SDM845 Snapdragon 845 (10 nm),Adreno 630,,Auto-HDR,"Fast charging 20W - Standard model VOOC Fast charging 50W, 100% in 35 min (advertised) - Super Flash Edition SuperVOOC",,"CPH1871, PAFM00",,,£ 690.87,,,,,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Motorized pop-up 16 MP, f/2.0, 23mm (wide), 1/2.6"", 1.22µm, PDAF, OIS Motorized pop-up 20 MP, f/2.0, (depth)",,"AnTuTu: 291218 (v7), 336630 (v8) GeekBench: 8018 (v4.4), 2278 (v5.1) GFXBench: 28fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 3.954 (sunlight)",Photo / Video,Voice 70dB / Noise 75dB / Ring 81dB,Endurance rating 90h,,,,,Noise -93.4dB / Crosstalk -89.3dB,€ 589.00,,,,,,,"Motorized pop-up 25 MP, f/2.0, 13mm (ultrawide) Motorized pop-up SL 3D, (depth/biometrics sensor)"
oppo,Oppo F7 Youth,https://fdn2.gsmarena.com/vv/bigpic/oppo-f7-yough-5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - Taiwan,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, May","Available. Released 2018, June",156.5 x 75.2 x 7.8 mm (6.16 x 2.96 x 0.31 in),155 g (5.47 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.9% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",microSDXC (dedicated slot),,,"13 MP, f/2.2, PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,HSDPA 850 / 900 / 2100 - Asia Pacific,"Li-Ion 3410 mAh, non-removable",,,,"Solar Red, Diamond Black",About 250 EUR,,,"1, 3, 5, 7, 8, 38, 40, 41 - Asia Pacific",64GB 4GB RAM,,eMMC 5.1,,,,"Android 8.1 (Oreo), ColorOS 5.2",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),,,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41 - Taiwan",Mediatek MT6771 Helio P60 (12 nm),Mali-G72 MP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo A3,https://fdn2.gsmarena.com/vv/bigpic/oppo-a3.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, April","Available. Released 2018, May",156 x 75.3 x 7.8 mm (6.14 x 2.96 x 0.31 in),159 g (5.61 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm2 (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~405 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/1.8, PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Ion 3400 mAh, non-removable",,,,"Knight Black, Soybean Meal, Stardust Silver, Garnet Red",About 330 EUR,,,HSDPA 850 / 1700(AWS) / 1900 / 2100,128GB 4GB RAM,,eMMC 5.1,,,,"Android 8.1 (Oreo), ColorOS 5",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",Mediatek MT6771 Helio P60 (12 nm),Mali-G72 MP3,,,,,"PADM00, CPH1837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo F7,https://fdn2.gsmarena.com/vv/bigpic/oppo-f7-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, March","Available. Released 2018, April",156 x 75.3 x 7.8 mm (6.14 x 2.96 x 0.31 in),158 g (5.57 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.23 inches, 96.9 cm2 (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~405 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/1.8, PDAF","LED flash, HDR, panorama",1080p@30fps,"25 MP, f/2.0, 1/2.8"", 0.9µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,eMMC 5.1,"Li-Ion 3400 mAh, non-removable",,,,"Solar Red, Diamond Black, Moonlight Silver",About 270 EUR,,,,"64GB 4GB RAM, 128GB 6GB RAM",,,Corning Gorilla Glass 5,,,"Android 8.1 (Oreo), ColorOS 5",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),,,"1, 3, 5, 8, 38, 40, 41",Mediatek MT6771 Helio P60 (12 nm),Mali-G72 MP3,,,,,"CPH1819, CPH1821, 1821",,,,,,,,,,"Glass front (Gorilla Glass 5), plastic back, plastic frame",,,AnTuTu: 139414 (v7)GeekBench: 5901 (v4.4)GFXBench: 6.7fps (ES 3.1 onscreen),"Contrast ratio: 1956:1 (nominal), 3.333 (sunlight)",Photo / Video,Voice 68dB / Noise 73dB / Ring 84dB,Endurance rating 91h,,,,,Noise -92.5dB / Crosstalk -91.2dB,,,,,,,,
oppo,Oppo R15 Pro,https://fdn2.gsmarena.com/vv/bigpic/oppo-r15-dme.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, March","Available. Released 2018, April",156.5 x 75.2 x 8 mm (6.16 x 2.96 x 0.31 in),180 g (6.35 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.28 inches, 98.9 cm2 (~84.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~401 ppi density)",microSDXC (uses shared SIM slot),,,"20 MP, f/2.0, 20mm (wide), 1/2.8"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@60/120fps, 720p@240fps",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 3430 mAh, non-removable",,,,"Ceramic Black, Dream Mirror Red",About 510 EUR,,,IP67 dust/water resistant (up to 1m for 30 mins),128GB 6GB RAM,,eMMC 5.1,Corning Gorilla Glass 5,,,"Android 8.1 (Oreo), ColorOS 5",Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 34, 38, 39, 40, 41",Qualcomm SDM660 Snapdragon 660 (14 nm),Adreno 512,,,Fast charging 20W VOOC,,"CPH1831, PAAM00",,,,Yes,,,,,,"Glass front (Gorilla Glass 5), ceramic back, aluminum frame","16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF 20 MP, f/1.7, 25mm (wide), 1/2.8"", 1.0µm",,AnTuTu: 146526 (v7)GeekBench: 5809 (v4.4)GFXBench: 7.6fps (ES 3.1 onscreen),"Contrast ratio: Infinite (nominal), 4.251 (sunlight)",Photo / Video,Voice 69dB / Noise 73dB / Ring 76dB,Endurance rating 86h,,,,,Noise -93.7dB / Crosstalk -92.0dB,,,,,,,,
oppo,Oppo R15,https://fdn2.gsmarena.com/vv/bigpic/oppo-r15-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, March","Available. Released 2018, April",155.1 x 75.2 x 7.4 mm (6.11 x 2.96 x 0.29 in),175 g (6.17 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.28 inches, 98.9 cm2 (~84.8% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~401 ppi density)",microSDXC (uses shared SIM slot),,,"20 MP, f/2.0, (wide), 1/2.8"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30fps",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 3450 mAh, non-removable",,,,"Hot Red, Snow White, Star Purple, Fantasy Pink",About 460 EUR,,,eMMC 5.1,"128GB 4GB RAM, 128GB 8GB RAM",,,Corning Gorilla Glass 5,,,"Android 8.1 (Oreo), ColorOS 5",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),,,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41",Mediatek MT6771 Helio P60 (12 nm),Mali-G72 MP3,,,Fast charging 20W VOOC,,"PACM00, CPH1835, PACT00",,,,,,,,,,"Glass front (Gorilla Glass 5), aluminum back, aluminum frame","16 MP, f/1.7, 1/2.6"", 1.22µm, PDAF 5 MP, f/2.2, (depth)",,AnTuTu: 140161 (v7)GeekBench: 5806 (v4.4),,,,,,,,,,,,,,,,,
