Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Chipset,GPU,Quad,Features_1,Charging,Triple,Models,SAR,128GB 6GB RAM,128GB 8GB RAM,NFC,64GB 6GB RAM,5G bands,32GB 3GB RAM,64GB 4GB RAM,64GB 3GB RAM,Build,Dual,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 12GB RAM,128GB 12GB RAM,RMA161,128GB 4GB RAM,Audio quality,256GB 8GB RAM,16GB 2GB RAM,Keyboard,Languages,8GB 1GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1 
oppo,Oppo F15,https://fdn2.gsmarena.com/vv/bigpic/oppo-f15-cph2001.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A","2020, January 16","Available. Released 2020, January",160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in),172 g (6.07 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.4 cm2 (~85.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","1080p@30fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,430 nits typ. brightness (advertised),"Li-Po 4025 mAh, non-removable",,,,"Lightening Black, Unicorn White","£ 269.89 / ₹ 16,990",,,UFS 2.1,"128GB 4GB RAM, 128GB 8GB RAM",,,Corning Gorilla Glass 5,,,"Android 9.0 (Pie), ColorOS 6.1",Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),,,"1, 3, 5, 8, 38, 40, 41",Mediatek MT6771V Helio P70 (12nm),Mali-G72 MP3,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP B/W, f/2.4, 1/5.0"", 1.75µm 2 MP, f/2.4, (depth)",HDR,"Fast charging 20W, 50% in 30 min (advertised) VOOC 3.0",,CPH2001,1.20 W/kg (head)     0.55 W/kg (body),,£ 269.89,,,,,,,"Glass front (Gorilla Glass 5), plastic back, plastic frame",,,,,,,,,,,"₹ 16,990",,,,,,,,,
oppo,Oppo Reno3 Pro 5G,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-pro-5g-.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G 3.7/1.6 Gbps","2019, December","Available. Released 2019, December",159.4 x 72.4 x 7.7 mm (6.28 x 2.85 x 0.30 in),171 g (6.03 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 103.5 cm2 (~89.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",No,,,"32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120/240fps; gyro-EIS, OIS",,1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4025 mAh, non-removable",,,,"Black, White, Starry Night, Sunrise, Classic Blue",$ 769.99,,,CDMA2000 1xEV-DO,"128GB 8GB RAM, 256GB 12GB RAM",,UFS 2.1,Corning Gorilla Glass 5,,0.82 W/kg (head)     1.29 W/kg (body),"Android 10, ColorOS 7",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 66 - Europe",Qualcomm SDM765 Snapdragon 765G (7 nm),Adreno 620,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom 8 MP, f/2.2, 115˚ (ultrawide), 1/3.2"", 1.4µm 2 MP B/W, f/2.4, 1/5.0"", 1.75µm",HDR,"Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0",,"PCRM00, PCRT00, CPH2009",,,$ 769.99,Yes,,"40, 78 SA/NSA - Europe",,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,AnTuTu: 308231 (v8) GeekBench: 1815 (v5.1) GFXBench: 18fps (ES 3.1 onscreen),Contrast ratio: Infinite (nominal),Photo / Video,-25.2 LUFS (Very good),Endurance rating 100h,,,,,,,,,,,,,
oppo,Oppo Reno3 Youth,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-vitality-edition-pclm50.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G (1.9 Gbps DL)","2020, February 08","Available. Released 2020, February 14",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),180 g (6.35 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 98.9 cm2 (~83.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",No,,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, OIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Unspecified,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4025 mAh, non-removable",,,,"White, Black, Gold",About 400 EUR,,,CDMA2000 1xEV-DO,128GB 8GB RAM,,UFS 2.1,Corning Gorilla Glass 5,,,"Android 10, ColorOS 7",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41",Qualcomm SDM765 Snapdragon 765G (7 nm),Adreno 620,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm 2 MP B/W, f/2.4, 1/5.0"", 1.75µm 2 MP, f/2.4, (depth)",HDR,"Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0",,PCLM50,,,,Yes,,"1, 41, 78, 79 SA/NSA",,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,,,,,,,,,,,,,,,,,,
oppo,Oppo Reno3 5G,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G 4.7/2.5 Gbps","2019, December","Available. Released 2019, December",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),181 g (6.38 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.4 cm2 (~84.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)",No,,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, OIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Unspecified,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4025 mAh, non-removable",,,,"White, Black, Starry Night Blue, Sunrise",About 440 EUR,,,CDMA2000 1xEV-DO,"128GB 8GB RAM, 128GB 12GB RAM",,UFS 2.1,Corning Gorilla Glass 5,,,"Android 10, ColorOS 7",Octa-core (2x2.2 GHz Cortex-A77 & 6x2.0 GHz Cortex A55),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41",Mediatek MT6885Z Dimensity 1000L (7nm),Mali-G77 MP9,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF, OIS 8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm 2 MP B/W, f/2.4, 1/5.0"", 1.75µm 2 MP, f/2.4, (depth)",HDR,"Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0",,PCHM30,,,,Yes,,"1, 41, 78, 79 SA/NSA",,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,,,,,,,,,,,,,,,,,,
oppo,Oppo A91,https://fdn2.gsmarena.com/vv/bigpic/oppo-a91.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - International,"HSPA 42.2/11.5 Mbps, LTE-A","2019, December 20","Available. Released 2019, December",160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in),172 g (6.07 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.4 cm2 (~85.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","1080p@30fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4025 mAh, non-removable",,,,"Lightening Black, Unicorn White, Blazing Blue, Red",€ 260.84 / $ 361.62 / £ 269.99,,,HSDPA 850 / 900 / 2100 - Southeast Asia,"128GB 4GB RAM, 128GB 8GB RAM",,UFS 2.1,Corning Gorilla Glass 5,,,"Android 9.0 (Pie), ColorOS 6.1",Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International",Mediatek MT6771V Helio P70 (12nm),Mali-G72 MP3,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP B/W, f/2.4, 1/5.0"", 1.75µm 2 MP, f/2.4, (depth)",HDR,"Fast charging 20W, 50% in 30 min (advertised) VOOC 3.0",,"PCPM00, CPH2001, CPH2021",,,€ 260.84,,,,,,,"Glass front (Gorilla Glass 5), plastic back, plastic frame",,,,,,,,,,,,,,,,,,,,
oppo,Oppo A8,https://fdn2.gsmarena.com/vv/bigpic/oppo-a8-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2019, December","Available. Released 2019, December",163.9 x 75.5 x 8.3 mm (6.45 x 2.97 x 0.33 in),180 g (6.35 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.8 cm2 (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",microSDXC (dedicated slot),,,"8 MP, f/2.0","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4230 mAh, non-removable",,,,"Green, Black",About 150 EUR,,,CDMA2000 1xEV-DO,128GB 4GB RAM,,eMMC 5.1,,,,"Android 9.0 (Pie), ColorOS 6.1",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,,"1, 3, 5, 8, 34, 38, 39, 40, 41",Mediatek MT6765V/CB Helio P35 (12nm),PowerVR GE8320,,HDR,,"12 MP, f/1.8, (wide), PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",PDBM00,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,,,,,,
oppo,Oppo A11,https://fdn2.gsmarena.com/vv/bigpic/oppo-a5-2020.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, October","Available. Released 2019, October",163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in),195 g (6.88 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",microSDXC (dedicated slot),,,"8 MP, f/2.0","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 5000 mAh, non-removable",,,,"Purple, Lake Green, Cloud White",About 200 EUR,,,UFS 2.1,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM",,24-bit/192kHz audio,,,,"Android 9.0 (Pie), ColorOS 6.0",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,"1, 3, 4, 5, 8, 34, 38, 39, 40, 41",Qualcomm SDM665 Snapdragon 665 (11 nm),Adreno 610,"12 MP, f/1.8, (wide), PDAF 8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm, AF 2 MP, f/2.4, 1/5.0"", 1.75µm 2 MP, f/2.4, (depth)",HDR,Reverse charging Charging 10W,,"PCHM10, PCHT10",,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,,,,,,
oppo,Oppo K5,https://fdn2.gsmarena.com/vv/bigpic/oppo-k5.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A","2019, October","Available. Released 2019, October",158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in),182 g (6.42 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm2 (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",microSDXC (dedicated slot),,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4000 mAh, non-removable",,,,"Cyber ​​metal, Fantasy forest, Polar sunshine",$ 339.99,,,430 nits typ. brightness (advertised),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,UFS 2.1,Corning Gorilla Glass 5,,,"Android 9.0 (Pie), planned upgrade to Android 10, ColorOS 6.1",Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),,,"1, 3, 4, 5, 8, 34, 38, 39, 40, 41",Qualcomm SDM730 Snapdragon 730G (8 nm),Adreno 618,"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",HDR,"Fast charging 30W, 67% in 30 min (advertised) VOOC 4.0",,,,$ 339.99,$ 379.99,Yes,,,,,,"Glass front (Gorilla Glass 5), plastic back, plastic frame",,,,,,,,,,,,,$ 499.99,,,,,,,
oppo,Oppo Reno Ace,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-ace.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2019, October","Available. Released 2019, October",161 x 75.7 x 8.7 mm (6.34 x 2.98 x 0.34 in),200 g (7.05 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 103.5 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",No,,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps; (gyro-EIS); video rec. only with main camera",,1080p@30fps,"Yes, with dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 / 1900 & TD-SCDMA,"Li-Po 4000 mAh, non-removable",,,,"Electric purple, Interstellar blue, Gundam Edition",£ 601.19,,,CDMA2000 1xEV-DO,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,UFS 3.0,Corning Gorilla Glass 6,,,"Android 9.0 (Pie), upgradable to Android 10, ColorOS 7.0",Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41",Qualcomm SM8150 Snapdragon 855+ (7 nm),Adreno 640 (700 MHz),"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom 8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm, AF 2 MP B/W, f/2.4, 1/5.0"", 1.75µm",HDR,"Fast charging 65W, 100% in 30 min (advertised) SuperVOOC 2.0",,PCLM10,,,£ 601.19,Yes,,,,,,"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",,,"AnTuTu: 354367 (v7), 434063 (v8) GeekBench: 11008 (v4.4), 2627 (v5.1) GFXBench: 35fps (ES 3.1 onscreen)",Contrast ratio: Infinite (nominal),Photo / Video,Voice 79dB / Noise 75dB / Ring 87dB,Endurance rating 99h,,,,,Noise -92.0dB / Crosstalk -93.3dB,£ 712.26,,,,,,,
oppo,Oppo Reno A,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-a.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, September","Available. Released 2019, October",158.4 x 75.4 x 7.8 mm (6.24 x 2.97 x 0.31 in),169.5 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",microSDXC (uses shared SIM slot),,,"25 MP, f/2.4, 1/2.8"", 0.9µm","LED flash, HDR, panorama","4K@30fps, 1080p@30fps",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,IP67 dust/water resistant (up to 1m for 30 mins),"Li-Po 3600 mAh, non-removable",,,,"Blue, Black",About 280 EUR,,,,128GB 6GB RAM,,,Corning Gorilla Glass 5,,,"Android 9.0 (Pie), ColorOS 6",Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),,,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 38, 39, 40, 41",Qualcomm SDM710 Snapdragon 710 (10 nm),Adreno 616,,HDR,,,CPH1983,,,,Yes,,,,,,"Glass front (Gorilla Glass 5), plastic back, plastic frame","16 MP, f/1.8, 1/2.8"", 1.12µm, PDAF 2 MP, (depth)",,,,,,,,,,,,,,,,,,,
oppo,Oppo A5 (2020),https://fdn2.gsmarena.com/vv/bigpic/oppo-a5-2020.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, September 21","Available. Released 2019, October",163.6 x 75.4 x 9.1 mm (6.44 x 2.97 x 0.36 in),195 g (6.88 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~82.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",microSDXC (dedicated slot),,,"8 MP, f/2.0","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,"1, 3, 5, 8, 38, 40, 41","Li-Po 5000 mAh, non-removable",,,,"Mirror Black, Dazzling White","€ 189.90 / $ 199.35 / £ 164.98 / ₹ 10,990",,,480 nits max brightness (advertised),"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",,24-bit/192kHz audio,Corning Gorilla Glass 3,,,"Android 9.0 (Pie), ColorOS 6.1",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",Qualcomm SDM665 Snapdragon 665 (11 nm),Adreno 610,"12 MP, f/1.8, (wide), 1/2.8"", 1.25µm, PDAF 8 MP, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, 1/5.0"", 1.75µm 2 MP, f/2.4, (depth)",HDR,Reverse charging,,"CPH1931, CPH1959, CPH1933, CPH1935, CPH1943",,,,Yes (market dependent),,,,"₹ 11,990",€ 189.90,"Glass front (Gorilla Glass 3), plastic back, plastic frame",,,,,,,,,,,,,,,,,,,,
oppo,Oppo A9 (2020),https://fdn2.gsmarena.com/vv/bigpic/oppo-a9-2020-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2019, September 10","Available. Released 2019, September",163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in),195 g (6.88 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","Dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,480 nits typ. brightness (advertised),"Li-Po 5000 mAh, non-removable",,,,"Marine Green, Space Purple, Vanilla Mint","€ 289.90 / $ 279.99 / £ 209.68 / ₹ 15,990",,,UFS 2.1,"128GB 4GB RAM, 128GB 8GB RAM",,24-bit/192kHz audio,Corning Gorilla Glass 3,,,"Android 9.0 (Pie), ColorOS 6.1",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,"1, 3, 5, 8, 38, 40, 41",Qualcomm SDM665 Snapdragon 665 (11 nm),Adreno 610,"48 MP, f/1.8, (wide), 1/2.25"", 0.8µm, PDAF 8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm, AF 2 MP, f/2.4, 1/5.0"", 1.75µm 2 MP, f/2.4, (depth)",HDR,Charging 10W Reverse charging,,"CPH1937, CPH1939, CPH1941",,,£ 299.89,,,,,,,"Glass front (Gorilla Glass 3), plastic back, plastic frame",,,,,,,,,,,€ 289.90,,,,,,,,,
